,Unnamed: 0,c5,c1,c2,c3,c4,c6,c7,c8,c9,c10,c75,c132,c134,c136,c138,c139,c140,c141,c144,c145,c147,c149,c151,c152,c153,c155,c157,c160,c162,c203,c204,c214,c233,c234,c790,c22,c23,c24,c25,c26,c27,c30,c31,c33,c34,c35,c36,c37,c38,c39,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c102,c104,c106,c108,c110,c112,c113,c114,c115,c117,c118,c143,c240,c241,c242,c243,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c76,c250,c205,c206,c207,c208,c210,c41,c43,c45,c47,c49,c50,c52,c53,c54,c55,c56,c57,c58,c59,c119,c120,c121,c122,c126,c127,c128,c129,c130,c78,c80,c82,c84,c86,c88,c90,c92,c94,c96,c98,c100,c111,c123,c124,c125,c184,c192,c244,c40,c44,c46,c48,c51,c77,c79,c81,c83,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c156,c158,c161,c163,c183,c191,c229,c230,end_of_record
1894,1991,19950728028999I,I,91,-5,F,1995,7,28,19950728,1515,9,B,D, , , ,S,FAA,2L72,2,L,7,2.0,4R  , , ,  ,  ,  ,60775,2899, ,N,N, ,8704,DOUG  ,DC3         ,DC3   ,A669    ,WP,    ,,L ,      ,             ,      ,        ,  ,     ,GL,GL13,WI,OSHKOSH        ,WITTMAN REGIONAL ARPT         ,18R ,OSH ,,,,,8,N,B,S,1.0,CLER,,G10,,,,OSH ,30,13,,,2,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19950919,,19950919.0,,20120808,9,N,5.0,3.0,M,57.0,K,1600.0,,20.0,7225.0,,,,GROUND LOOPED DURING DOWNWIND TAKEOFF AT EAA CONVENTION. FAILED TO LOCK TAILWHEEL. STOPPED IN A DITCH.             ,                              ,  ,    ,           ,  ,    ,      ,Unknown             ,II,V,A, ,DW,V,A, ,AA,IA,M,5,   , , , ,E,C,0,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,"UNKNOWN, FOREIGN PIL",PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Downwind Takeoff Or ,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Loss Of Dir Ctl-Grnd,Takeoff Ground Roll ,                    ,Pilot Induced       ,Other               ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
1895,2020,19950730035019I,I,91,-5,F,1995,7,30,19950730,850,9,B,E, , ,E,O,ATS,1H71,1,H,7,1.0,3O  ,3,O,TR,  ,  ,146688,3501, ,N, , ,74CL ,CESSNA,182B        ,182,3A13    ,CE,    ,,H ,CONT  ,O470L        ,O470  ,E273    ,SO,O    ,GL,GL03,IL,KANKAKEE       ,GREATER KANKAKEE              ,,IKK ,,,,,1,B,C,W,1.0,,,,,,,IKK ,,,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19951101,,19951101.0,,20120808,1,N,1.0,0.0,S,63.0,O,170.0,40.0,40.0,1500.0,,,,LOST RADIO CONTACT 10 MILES OUT. SQAWKED 7500 IN ERROR. LANDED IKK. MET BY POLICE. GENERATOR FAILED.               ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,ME,O,A, ,24, , ,K,SY,DD, ,8,   , , , ,A, ,3,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Fail/Incorrect Use M,Precautionary Landin,Pilot-In-Command    ,                    ,2434,                    ,                    ,Jammed Or Malfunctio,System/Component Mal,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,Unknown             ,Unknown             ,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1896,2044,19950802021639A,A,91,0.4,N,1995,8,2,19950802,1740,9,Z,Y, , , ,O,LSG,1H71,1,H,7,1.0,3O  ,3,O,  ,  ,  ,77448,2163, ,N, , ,1774Q,CESSNA,150L        ,150,3A19    ,CE,    ,3082.0,H ,CONT  ,O200A        ,O200  ,E252    ,SO,O    ,SO,SO07,MS,HOLLY SPRINGS  ,HOLLY SPRINGS-MARSHALL COUNTY ,,M41 ,,,,,4,X,B,S,1.0,SCAT,,G10,,,,M41 ,11,7,,,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19950807,19950915.0,,,20120808,XX,N,0.0,1.0,S,60.0,N,48.0,19.0,19.0,79.0,SO,SO03,TN,LOST POWER ON CLIMBOUT. LANDED IN TREES. NO OIL. DIPSTICK NOT INSTALLED. ENGINE SHOWED POOR MAINTENANCE.           ,MEMPHIS EAST AVIATION         ,TN,P4TS,P4TS440K   ,SO,SO25,      ,None                ,II,E,A, ,UO,V,M, ,OB,IH,S,8,   ,Y,Y,N,E,E,8,STUDENT             ,NO RATING (OR STUDEN,STUDENT AIRPLANE OR ,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,Unsafe Acts By Third,Other/Miscellaneous ,Maintenance And/Or G,                    ,Engine Malfunction  ,Forced/Precautionary,                    ,Pilot And Maintenanc,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
1897,2067,19950804028629A,A,91,0.4,N,1995,8,4,19950804,1800,9,Z,Y, , , ,O,OPP,1H71,1,H,7,1.0,3O  ,3,O,  ,Z2,  ,101851,2862, ,N, , ,3688M,PIPER ,PA12        ,PA12  ,A780    ,SO,    ,,H ,LYC   ,O320A2A      ,O320  ,E274    ,EA,O    ,AL,AL05,AK,KETCHIKAN      ,,,,225,38.0,,,1,B,B,G,1.0,CLER,,G10,,,,,22,20,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19950915,19950915.0,,,20120808,3,N,10.0,3.0,S,31.0,O,375.0,279.0,279.0,1345.0,AL,AL05,AK,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,E,A, ,  , , , ,BX,DD,S,5,   ,N,N,N,I, ,1,COMMERCIAL PILOT    ,ASMEL ASES          ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Hard Landing        ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Wind                ,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,Over Water/Into Wate,                    ,                    ,                    ,,, 
1898,2073,19950609018129A,A,91,0.4,N,1995,6,9,19950609,732,9,Z,Y, , , ,O,OPP,1L72,1,L,7,2.0,3O  ,3,O,  ,  ,  ,169225,1812, ,N, , ,949BW,PIPER ,PA23250     ,PA23  ,1A10    ,SO,    ,,L ,LYC   ,TIO540C1A    ,O540  ,E14EA   ,EA,O    ,SO,SO14,FL,SARASOTA       ,HIDDEN RIVER ARPT             ,,61X ,,,,,1,B,B,S,1.0,CLER,,G10,,,,61X ,6,4,,,3,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19950719,19950719.0,,,20120808,1,N,10.0,0.0,S,62.0,N,15.0,8.0,25.0,2790.0,SO,SO14,FL,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ",                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,E,A, ,DE,V,A, ,OC,IB,S,5,   ,Y,Y,N,Q,M,1,PRIVATE PILOT       ,ASMEL ASES          ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,"Defic, Co Maintain E",Other/Miscellaneous ,Pilot-In-Command    ,                    ,Forced Landing      ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
1899,2175,19950809033989I,I,91,-5,F,1995,8,9,19950809,45,9,Z,Y, , , ,O,OPP,1L71,1,L,7,1.0,3O  ,3,O,  ,  ,  ,99438,3398, ,N,N, ,3469T,PIPER ,PA28R200    ,PA28  ,2A13    ,SO,    ,6641.0,L ,LYC   ,O360C1C      ,O360  ,E286    ,EA,O    ,GL,GL23,MI,ANN ARBOR      ,ANN ARBOR MUNI ARPT           ,,ARB ,,,,,4,X,C,S,2.0,,,,,,,ARB ,,,,,2,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19951024,,19951024.0,,20120808,F3,N,1.0,9.0,S,25.0,O,18.0,,20.0,180.0,,,,STRUCK A DEER ON LANDING ROLLOUT. COLLAPSED NOSE GEAR. SUDDEN ENGINE STIPPAGE. ANIMAL CONTROL INADEQUATE.          ,                              ,  ,    ,           ,  ,    ,      ,Unknown             ,AF,H,I, ,  , , , ,JK,HB,M,7,   , , , ,E, ,0,COMM PILOT FLIGHT IN,ASEL                ,UNKNOWN             ,QUALIFIED           ,UNKNOWN             ,Improper Maintenance,Hidden Hazardous Obj,Airport Supervisory ,                    ,                    ,                    ,                    ,                    ,Collision With Anima,Roll-Out (Fixed Wing,                    ,"Miscellaneous, Other",Instruction         ,Training            ,Unknown             ,Weather Not A Factor,Night               ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
1900,2202,19950812023259A,A,91,0.4,N,1995,8,12,19950812,1318,9,Z,Y, , , ,O,OPP,1L71,1,L,7,1.0,3O  ,3,O,  ,  ,  ,157431,2325, ,N, , ,8386H,PIPER ,PA32R301T   ,PA32  ,A3SO    ,SO,    ,2347.0,L ,LYC   ,TIO540S1AD   ,O540  ,E14EA   ,EA,O    ,WP,WP11,CA,TRUCKEE        ,TRUCKEE-TAHOE ARPT            ,28,TRK ,,,,,1,B,B,G,1.0,CLER,,G10,,DRY,,TRK ,21,11,G,18.0,4,3.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19950815,19950905.0,,,20120808,1,N,1.0,3.0,S,43.0,D,695.0,2.0,2.0,968.0,WP,WP11,NV,POWER START DUE DEPLETED BATTERY. SMELLED SHORT EN ROUTE.PULLED FUSE.CRANKED GEAR COLLAPSED LANDING. NO SHORT FOUND,                              ,  ,    ,           ,  ,    ,      ,None                ,ME,E,A, ,FP,V,A, ,CC,DD,S,5,   ,Y,N,N,A,A,8,PRIVATE PILOT       ,ASEL                ,INSTRUMENT          ,QUALIFIED           ,PHYSICIAN           ,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,                    ,Fail Follow Approved,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Gear Collapse       ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Wind                ,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,Pilot and Ground Cre,Pilot and Ground Cre,,, 
1901,2232,19950617021269I,I,91,-5,F,1995,6,17,19950617,1630,9,B,D, , , ,S,   ,1H72,1,H,7,2.0,3O  , , ,  ,ZG,ZB,105029,2126, ,N, , ,4CF  ,CESSNA,T337        ,337,A6CE    ,CE,    ,,H ,      ,             ,      ,        ,  ,     ,EA,EA11,NY,BETHPAGE       ,GRUMMAN BETHPAGE ARPT         ,15,BPA ,,,04073N,07324W,1,B,C,S,1.0,,,,,DRY,,BPA ,,,,,3,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19950803,,19950803.0,,20120808,,N,,,S,52.0,O,50.0,10.0,10.0,280.0,SO,SO09,FL,ELECTRICAL SYSTEM EMERGENCY. LANDED AT BETH PAGE INSTEAD FRG. APPARENTLY FAILED TO TURN ON ALTERNATORS.            ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,ME,E,A, ,OC,E,A, ,SY,DD, ,5,   , , , ,E,A,3,                    ,                    ,                    ,QUALIFIED           ,UNKNOWN             ,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,                    ,Lost On/Off Course V,Emergency Landing   ,Pilot-In-Command    ,                    ,System/Component Mal,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,Declared Emergency  ,Landed On Wrong Airp,                    ,Pilot and Ground Cre,,, 
1902,2240,19950216008379I,I,135,-5,F,1995,2,16,19950216,1000,9,B,E, , ,E,S,OTH,1H71,1,H,7,1.0,3O  , , ,  ,  ,  ,74956,837,A,N, , ,1549U,CESSNA,207,207,A16CE   ,CE,    ,,H ,      ,             ,      ,        ,  ,     ,AL,AL03,AK,BETHEL         ,BETHEL                        ,31,BET ,,,06046N,16150W,B,U,B,S,1.0,CLER,,G10,,SNU,PR,BET ,31,8,,,3,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19950424,,19950424.0,,20120808,3,N,6.0,0.0,S,22.0,K,226.0,167.0,201.0,1331.0,AL,AL03,AK,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU",YUTE AIR ALASKA INC           ,AK,YAAA,YAAA806B   ,AL,AL03,      ,Visual Flight Rules ,II,E,A, ,  , , , ,OB,IH, ,5,   , , , ,E, ,1,COMMERCIAL PILOT    ,ASEL ASES           ,RATINGS SHOWN BY 1ST,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Engine Malfunction  ,Forced/Precautionary,                    ,Pilot Induced       ,A/T Com (Sched 5/Mor,Passengers And Cargo,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
1903,2269,19950817028609A,A,91,0.4,N,1995,8,17,19950817,2205,9,Z,Y, , , ,O,OPP,1Q71,1,Q,7,1.0,3R  ,3,R,  ,  ,  ,72495,2860, ,N, , ,134Q ,WACO  ,UPF7        ,UPF7  ,A642    ,EA,    ,2772.0,Q ,CONT  ,W670*        ,R670  ,E162    ,SO,R    ,AL,AL03,AK,ANCHORAGE      ,LAKE HOOD STRIP ARPT          ,31,Z41 ,,,,,9,S,B,S,3.0,CLER,,G10,,DRY,,Z41 ,15,3,,,3,2.0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,19950915,19950915.0,,,20120808,9,N,10.0,3.0,S,66.0,K,,,,20000.0,NM,NM04,WY,ENGINE QUIT ON DOWNWIND. UNABLE MAKE AIRPORT. LANDED TUNDRA. NOSED UP. FOUND ENGINE PRIMER UNLOCKED. RICH MIXTURE. ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,  , , , ,FX,BI,S,5,   ,Y,N,N,E, ,8,AIRLINE TRANSPORT   ,ASMEL ASES          ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Nose Up Or Over     ,Forced Landing      ,                    ,Pilot Induced       ,For Hire            ,Passengers          ,VFR                 ,Weather Not A Factor,Dawn                ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,"MULTI WING-BI/TRIPLANE,ETC    ",POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-RADIAL          ,                              ,                    ,                    ,                    ,                    ,,, 
1904,2341,19950826026079A,A,91,0.4,N,1995,8,26,19950826,1425,9,Z,Y, , , ,O,LSG,1L71,1,L,7,1.0,3O  ,3,O,  ,ZR,  ,166991,2607, ,N, , ,9296K,PIPER ,PA32R300    ,PA32  ,A3SO    ,SO,    ,2351.0,L ,LYC   ,IO540K1G5D   ,540,1.00E+04,SO,O    ,SW,SW19,TX,WICHITA FALLS  ,KICKAPOO DOWNTOWN AIRPARK ARPT,17,T47 ,180,1.0,,,1,B,B,S,1.0,BRKN,9999,10,,,,T47 ,8,4,,,3,2.0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,19950829,19951020.0,,,20120808,1,N,1.0,3.0,S,60.0,O,489.0,62.0,71.0,1290.0,CE,CE09,NE,NOSE BAGGAGE DOOR CAME OPEN ON LIFTOFF. ADDED AND REDUCED POWER THREE TIMES THEN TRIED NOSE HIGH RETURN.HIT POLE.  ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,F,A, ,PP,O,A, ,JA,IB,D,5,   ,Y,N,N,E,H,8,PRIVATE PILOT       ,ASEL                ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Fire After Crash    ,Pilot-In-Command    ,                    ,Poor Preflight Plan/,Precautionary Landin,Pilot-In-Command    ,                    ,Collision With Wires,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,Inflight/Ground Fire,                    ,                    ,                    ,,, 
1905,2394,19950626014949A,A,91,0.4,N,1995,6,26,19950626,1300,9,Z,Y, , , ,O,LSG,1G71,1,G,7,1.0,3O  ,3,O,  ,  ,  ,160325,1494, ,N, , ,869BD,ROBSIN,R22BETA     ,R22   ,H10WE   ,NM,    ,3561.0,G ,LYC   ,O320A2B      ,O320  ,E274    ,EA,O    ,SO,SO15,FL,WINDEMER       ,,,,,,,,7,N,B,S,1.0,BRKN,GR1K,7,,,,,24,10,,,2,1.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,19950628,,19951109.0,,20120808,F9,N,30.0,3.0,S,54.0,G,5900.0,,,18179.0,SO,SO15,FL,ENGINE FAILED ON POLICE SURVEILANCE FLIGHT. AUTOROTATED TO EDGE OF CLEARING. STRUCK TREES. WATER IN FUEL.          ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,HO,E,A, ,OC,DA,S,5,   ,Y,Y,N,E,A,8,A/LINE TRANSPORT PLT,RH ASMEL ASES       ,INSTRUMENT          ,QUALIFIED           ,GOVERNMENT EMPLOYEE ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,Fail Avd Objs Or Obs,Emergency Landing   ,Pilot-In-Command    ,                    ,Forced Landing      ,Normal Cruise       ,                    ,Pilot Induced       ,Industrial/Special  ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,Pilot and Ground Cre,,, 
1906,2432,19950903030819A,A,91,0.4,N,1995,9,3,19950903,1645,9,B,D, , , ,O,OPP,1K00,1,K,0,0.0,    , , ,  ,  ,  ,174162,3081, ,N, , ,99970,LET   ,L13BLANIK   ,L13   ,G24EU   ,EU,    ,1473.0,K ,      ,             ,      ,        ,  ,     ,GL,GL15,MN,WHITE BEAR LAKE,BENSON ARPT                   ,13,76Y ,,,,,1,V,C,W,1.0,,,,,,,76Y ,,,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19951003,,19951003.0,,20120808,1,N,1.0,0.0,,72.0,O,20.0,,2.0,83.0,,,,STRUCK POWER LINES ON APPROACH. CAME TO REST WING CAUGHT BY POWER LINE. PILOT REPORTED MISUSED SPOILERS. (-23) DURI,                              ,  ,    ,           ,  ,    ,      ,None                ,ME,V,A, ,  , , , ,JA,BD,S,5,   ,N,N,N,A, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,                    ,UNKNOWN             ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Collision With Wires,Final Approach      ,                    ,Pilot Induced       ,Personal            ,Glider              ,Unknown             ,Unknown             ,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,KITE/SAILWING                 ,NONPOWERED                    ,                              ,                              ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1907,2438,19950903033269I,I,91,-5,F,1995,9,3,19950903,1500,9,B,A, , , ,O,OPP,1K71,1,K,7,1.0,3I  ,3,O,  ,  ,  ,85599,3326, ,N, , ,234NS,AMTR  ,MONI        ,MONI  ,EXPA1K71,GL,    ,38.0,K ,IAME  ,KFM104       ,KFM104,EXPE3O  ,EA,O    ,GL,GL05,OH,WAYNESVILLE    ,WAYNESVILLE ARPT              ,,40I ,,,,,1,V,B,S,1.0,,,,,,,40I ,,,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19951023,,19951023.0,,20120808,3,N,1.0,9.0,S,74.0,O,38.0,,10.0,534.0,,,,TRIED TO TAKEOFF MOTOR GLIDER WITH FULL FLAPS. STALLED.                                                            ,                              ,  ,    ,           ,  ,    ,      ,None                ,ME,E,A, ,  , , , ,KX,IB,M,5,   , , , ,A, ,8,COMMERCIAL PILOT    ,ASEL                ,UNKNOWN             ,QUALIFIED           ,UNKNOWN             ,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Stall               ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Glider              ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,KITE/SAILWING                 ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1908,2472,19950701026479I,I,91,-5,F,1995,7,1,19950701,1400,9,A,X, , , ,S,AFS,1H72,1,H,7,2.0,3O  , , ,  ,  ,  ,117027,2647, ,N,N, ,5YZ  ,GULSTM,680FLP      ,680,2A4     ,SW,    ,3600.0,H ,      ,             ,      ,        ,  ,     ,NM,NM03,CO,BOULDER        ,BOULDER MUNI ARPT             ,,1V5 ,321,9.0,04002N,10513W,4,X,C,S,1.0,,,,,,,1V5 ,,,,,3,1.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19950829,,19950829.0,,20120808,1,N,5.0,3.0,S,48.0,O,10.0,10.0,50.0,1000.0,SO,SO13,SC,DURING CHECK OUT IN 680 FLP NOSE GEAR COLLAPSED LANDING. HAD LOOSE STEERING MISSING BUSHING AND LOOSE GEAR.        ,                              ,  ,    ,           ,  ,    ,      ,None                ,DE,V,A, ,II,V,A, ,CC,HB,M,9,   , , , ,J,E,8,PRIVATE PILOT       ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,"Defic, Co Maintain E",Other/Miscellaneous ,Pilot-In-Command    ,                    ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Gear Collapse       ,Roll-Out (Fixed Wing,                    ,Inadequate Maintenan,Instruction         ,Training            ,Unknown             ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
1909,2479,19950906035259I,I,121,-5,F,1995,9,6,19950906,918,9,F,E, , ,E,S,ATS,2H72,2,H,7,2.0,4T  ,4,T,TR,  ,  ,107144,3525,A,N,N, ,414WF,AEROSP,ATR72       ,ATR72 ,        ,EU,    ,2917.0,H ,PWA   ,PW127        ,PW120 ,E20NE   ,NE,T    ,GL,GL03,IL,CHICAGO        ,CHICAGO-O HARE INTL           ,27L ,ORD ,,,,,D,S,C,W,1.0,,,,,,,ORD ,,,,,18,14.0,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19961114,,19961114.0,,20120808,9,N,5.0,3.0,S,37.0,K,7500.0,,160.0,12000.0,,,,CLIMB NR1 ENGINE FIRE LIGHT. SHUTDOWN. STILL ON. USED BOTTLES. LIGHT OUT. HAD FIRE NO LEAK CHK NOZZLE CHANGE PER AD,SIMMONS AIRLINES INC          ,TX,SIMA,SIMA069A   ,SW,SW21,      ,Instrument Flight Ru,DE,F,M, ,73, , ,Z,MA,DD,M,8,   ,U,U,N,E, ,3,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,"Defic, Co Maintain E",Fire After Crash    ,Maintenance And/Or G,                    ,7313,                    ,                    ,Leaking             ,Fire Or Explosion-In,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Supplemental Or Comm,Passengers          ,Unknown             ,Unknown             ,Day                 ,Flt Oper FAA Standar,Violation           ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,750 HP AND OVER               ,TURBOPROP                     ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
