c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
19980313008779I,2139,2,"NARRATIVE: THE PILOT FUELED THE AIRCRAFT AT SALINAS, CA. HE SAID HE VISUALLY CHECKED THE FUEL CAPS. HE STATED HE DE",he stated he de,he,PER
19980313008779I,2139,2,"NARRATIVE: THE PILOT FUELED THE AIRCRAFT AT SALINAS, CA. HE SAID HE VISUALLY CHECKED THE FUEL CAPS. HE STATED HE DE",he stated he de,he,PER
19981026040069A,2140,0,"(.19)ON OCTOBER 26, 1998, ABOUT 1750 ALASKA STANDARD TIME, A WHEEL EQUIPPED CESSNA 207A AIRPLANE, N73533, SUSTAINED","( .19 ) on october 26 , 1998 , about 1750 alaska standard time , a wheel equipped cessna 207a airplane , n73533 , sustained",airplane,VEH
19981102031089A,2141,0,ON 11/02/98 PILOT DOUGLAS W. CASE (PILOT CERTIFICATE 001434852 ATP) AT 1101 MST WAS ON THE TAKEOFF PHASE OF A VFR L,on 11/02/98 pilot douglas w. case ( pilot certificate 001434852 atp ) at 1101 mst was on the takeoff phase of a vfr l,pilot,PER
19981119031419A,2142,0,"ACFT CRASHED ON LANDING (.19) ON NOVEMBER 19, 1998, AT 1450 HOURS PACIFIC STANDARD TIME, A MOONEY M20F, N3500X, EXP","acft crashed on landing ( .19 ) on november 19 , 1998 , at 1450 hours pacific standard time , a mooney m20f , n3500x , exp",acft,VEH
19981122032029A,2143,0,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T","( -23 ) mr. hicks was flying from sauk center , mn .",sauk center,GPE
19981122032029A,2143,0,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T","( -23 ) mr. hicks was flying from sauk center , mn .",mn,GPE
19981122032029A,2143,1,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T","( d39 ) to carroll , ia ( cin ) .",carroll,GPE
19981122032029A,2143,1,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T","( d39 ) to carroll , ia ( cin ) .",ia,GPE
19981122032029A,2143,1,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T","( d39 ) to carroll , ia ( cin ) .",cin,GPE
19981122032029A,2143,2,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T",at about 1530 local time he reported t,he,PER
19990103005809I,2144,0,"(-5)PILOT TOOK-OFF AND FLEW WITH ALTERNATOR SWITCH OFF, LOST BATTERY POWER. ON APPROACH, GEAR WOULD NOT EXTEND USIN","( -5 ) pilot took-off and flew with alternator switch off , lost battery power .",pilot,PER
19981125046299A,2145,0,"(.4)AFTER TAKEOFF, ABOUT 300 FEET ABOVE THE GROUND, THE AIRPLANE'S WINDSCREEN WAS IMMEDIATELY COVERED WITH OIL, RES","( .4 ) after takeoff , about 300 feet above the ground , the airplane 's windscreen was immediately covered with oil , res",airplane,VEH
19990130042099A,2147,0,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN","( .4 ) the pilot stated he was flying the experimental airplane on a friend 's private airstrip near pleasant view , ten",pilot,PER
19990130042099A,2147,0,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN","( .4 ) the pilot stated he was flying the experimental airplane on a friend 's private airstrip near pleasant view , ten",he,PER
19990130042099A,2147,0,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN","( .4 ) the pilot stated he was flying the experimental airplane on a friend 's private airstrip near pleasant view , ten",airplane,VEH
19990130042099A,2147,0,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN","( .4 ) the pilot stated he was flying the experimental airplane on a friend 's private airstrip near pleasant view , ten",friend,PER
19990130042099A,2147,0,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN","( .4 ) the pilot stated he was flying the experimental airplane on a friend 's private airstrip near pleasant view , ten",pleasant view,GPE
19990315018489I,2148,0,(-5) AIRCRAFT VEERED OFF END OF RUNWAY AFTER ABORTING TAKEOFF. REPORTED THAT PITOT TUBE HAD BEEN COVERED WITH MASKI,( -5 ) aircraft veered off end of runway after aborting takeoff .,aircraft,VEH
19990319041439A,2149,0,(.4) THE PILOT REPORTED THAT THE ENGINE COULD NOT BE STARTED DURING THE DEPARTURE PREPARATIONS. THE BATTERY WAS CHA,( .4 ) the pilot reported that the engine could not be started during the departure preparations .,pilot,PER
19980601011559A,2151,3,LOST POWER. STRUCK A BACK HOE ON FORCED LANDING. WATER IN POORLY DESIGNED SUMP FUEL SYSTEM. (-23) PILOT EXECUTED TA,( -23 ) pilot executed ta,pilot,PER
19990415014379I,2153,1,"AFTER LANDING, N305EC EXITED RUNWAY 28 AT TAXIWAY CHARLIE. THE AIRCRAFT WAS NEAR CENTERLINE WHEN THE NOSE WHEEL TRA",the aircraft was near centerline when the nose wheel tra,aircraft,VEH
19990415020099I,2154,0,"TWA, FLIGHT 580 DEPARTED RUNWAY 32 AT LINCOLN, NE. DURING CLIMB CABIN FAILED TO PRESSURIZE.  AIRCRAFT RETURNED TO L","twa , flight 580 departed runway 32 at lincoln , ne .",lincoln,GPE
19990415020099I,2154,0,"TWA, FLIGHT 580 DEPARTED RUNWAY 32 AT LINCOLN, NE. DURING CLIMB CABIN FAILED TO PRESSURIZE.  AIRCRAFT RETURNED TO L","twa , flight 580 departed runway 32 at lincoln , ne .",ne,GPE
19990415020099I,2154,2,"TWA, FLIGHT 580 DEPARTED RUNWAY 32 AT LINCOLN, NE. DURING CLIMB CABIN FAILED TO PRESSURIZE.  AIRCRAFT RETURNED TO L",aircraft returned to l,aircraft,VEH
19980607012559A,2155,0,"ACFT TOOK OFF AND CLIMBED TO APPROX 150 FEET AGL AT WHICH POINT BEGAN TO LOSE POWER, ACFT TO LAND IN A GRASSY AREA.","acft took off and climbed to approx 150 feet agl at which point began to lose power , acft to land in a grassy area .",acft,VEH
19990423039179A,2156,0,"(.4)BEFORE DEPARTURE ON A FERRY FLIGHT, BOTH PREVIOUSLY DAMAGED PROPELLERS WERE REMOVED AND REPLACED. AN INCORRECT ","( .4 ) before departure on a ferry flight , both previously damaged propellers were removed and replaced .",ferry,VEH
19980608025749A,2157,0,"ON JUNE 8, 1998M AT 1055 HOURS PACIFIC DAYLIGHT TIME, A SAAB 91B, N6370L, WENT OFF THE END OF THE RUNWAY DURING AN ","on june 8 , 1998m at 1055 hours pacific daylight time , a saab 91b , n6370l , went off the end of the runway during an",saab 91b,VEH
19980608025749A,2157,0,"ON JUNE 8, 1998M AT 1055 HOURS PACIFIC DAYLIGHT TIME, A SAAB 91B, N6370L, WENT OFF THE END OF THE RUNWAY DURING AN ","on june 8 , 1998m at 1055 hours pacific daylight time , a saab 91b , n6370l , went off the end of the runway during an",n6370l,VEH
19990407020009I,2158,0,UPON TAKEOFF AIRCRAFT WOULD NOT ACCELERATE. LANDING GEAR WOULD NOT RETRACT.  AIRCRAFT CIRCLED SIMI VALLEY TO BURN F,upon takeoff aircraft would not accelerate .,aircraft,VEH
19990407020009I,2158,2,UPON TAKEOFF AIRCRAFT WOULD NOT ACCELERATE. LANDING GEAR WOULD NOT RETRACT.  AIRCRAFT CIRCLED SIMI VALLEY TO BURN F,aircraft circled simi valley to burn f,aircraft,VEH
19980617028129I,2161,0,"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGL","on june 17 , 1998 , an as-350-ba helicopter departed lihue airport on the island of kauai , hawaii , the pilot had negl",lihue airport,FAC
19980617028129I,2161,0,"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGL","on june 17 , 1998 , an as-350-ba helicopter departed lihue airport on the island of kauai , hawaii , the pilot had negl",kauai,GPE
19980617028129I,2161,0,"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGL","on june 17 , 1998 , an as-350-ba helicopter departed lihue airport on the island of kauai , hawaii , the pilot had negl",hawaii,GPE
19980617028129I,2161,0,"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGL","on june 17 , 1998 , an as-350-ba helicopter departed lihue airport on the island of kauai , hawaii , the pilot had negl",pilot,PER
19990518014329I,2163,0,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL","student prflighted , found water .",student,PER
19990518014329I,2163,1,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL",drained until he thought he had all the water out .,he,PER
19990518014329I,2163,1,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL",drained until he thought he had all the water out .,he,PER
19990518014329I,2163,2,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL",told instructor .,instructor,PER
19990518014329I,2163,3,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL",instructor tol,instructor,PER
19980705015659A,2164,0,DURING GLIDER TOW AT 150FT AGL THE CANOPY OPENED. RELEASED TOW AND TRIED RETURN. SEPEATED GAR AND TAIL LANDING. (.4,during glider tow at 150ft agl the canopy opened .,glider,VEH
19990511020019I,2166,0,AIRCRAFT LANDED GEAR UP ON RUNWAY #1 AT ALBANY INTERNATIONAL AIRPORT. PILOT WAS IN THE PROCESS OF PERFORMING AN EME,aircraft landed gear up on runway # 1 at albany international airport .,aircraft,VEH
19990511020019I,2166,1,AIRCRAFT LANDED GEAR UP ON RUNWAY #1 AT ALBANY INTERNATIONAL AIRPORT. PILOT WAS IN THE PROCESS OF PERFORMING AN EME,pilot was in the process of performing an eme,pilot,PER
19980716021779I,2167,0,AIRCRAFT FAILED PRESSURIZE ON CLIMB OUT. RETURNED. CARGO DOOR NOT PROPERLY CLOSED.                                 ,aircraft failed pressurize on climb out .,aircraft,VEH
19990613006919A,2168,0,"ACFT CRASHED INTO A SWAMP UNDER UNKNOWN CIRCUMSTANCES, AND THE PILOT WAS TAKEN TO THE HOSPITAL WITH UNKNOWN INJURIE","acft crashed into a swamp under unknown circumstances , and the pilot was taken to the hospital with unknown injurie",acft,VEH
19990613006919A,2168,0,"ACFT CRASHED INTO A SWAMP UNDER UNKNOWN CIRCUMSTANCES, AND THE PILOT WAS TAKEN TO THE HOSPITAL WITH UNKNOWN INJURIE","acft crashed into a swamp under unknown circumstances , and the pilot was taken to the hospital with unknown injurie",pilot,PER
19980718023639A,2169,0,FLOATPLANE COLLIDED WITH WATER WHEN HIS SEAT SLID BACK. LOST HOLD OF CONTROLS. PULLED THROTTLE COLSED. NOT FASTENED,floatplane collided with water when his seat slid back .,floatplane,VEH
19980718023639A,2169,0,FLOATPLANE COLLIDED WITH WATER WHEN HIS SEAT SLID BACK. LOST HOLD OF CONTROLS. PULLED THROTTLE COLSED. NOT FASTENED,floatplane collided with water when his seat slid back .,his,PER
19990526022619I,2171,0,"(-5) ON MAY 26, 1999, AT APPROXIMATELY 7:05 AM MDT MESA AIRLINES FLIGHT 105, A BE-1900D, TAXIED FROM THE MESA RAMP ","( -5 ) on may 26 , 1999 , at approximately 7:05 am mdt mesa airlines flight 105 , a be-1900d , taxied from the mesa ramp",mesa airlines,ORG
19990703029579I,2172,0,(-23) THE RIGHT LANDING GEAR OF THIS AIRCRAFT HAD BEEN DAMAGED ON LANDING BY ANOTHER PILOT. EARL LESEBERG SUBSEQUEN,( -23 ) the right landing gear of this aircraft had been damaged on landing by another pilot .,aircraft,VEH
19990703029579I,2172,0,(-23) THE RIGHT LANDING GEAR OF THIS AIRCRAFT HAD BEEN DAMAGED ON LANDING BY ANOTHER PILOT. EARL LESEBERG SUBSEQUEN,( -23 ) the right landing gear of this aircraft had been damaged on landing by another pilot .,pilot,PER
19980729018239A,2173,0,"ACFT HAD A FUEL EMERGENCY, PILOT REQUESTED APPROACH AND BOTH ENGINES QUIT, ACFT LANDED A 1/2 MILE SHORT OF RWY IN A","acft had a fuel emergency , pilot requested approach and both engines quit , acft landed a 1/2 mile short of rwy in a",acft,VEH
19980729018239A,2173,0,"ACFT HAD A FUEL EMERGENCY, PILOT REQUESTED APPROACH AND BOTH ENGINES QUIT, ACFT LANDED A 1/2 MILE SHORT OF RWY IN A","acft had a fuel emergency , pilot requested approach and both engines quit , acft landed a 1/2 mile short of rwy in a",pilot,PER
19980729018239A,2173,0,"ACFT HAD A FUEL EMERGENCY, PILOT REQUESTED APPROACH AND BOTH ENGINES QUIT, ACFT LANDED A 1/2 MILE SHORT OF RWY IN A","acft had a fuel emergency , pilot requested approach and both engines quit , acft landed a 1/2 mile short of rwy in a",acft,VEH
19980807020039A,2175,0,"AIR TAXI HAD DIFFICULTY BECOMING AIRBORNE AFTER TAKEOFF, ACFT LEFT THE GROUND BRIEFLY, VEERED TO THE LEFT, AND WENT","air taxi had difficulty becoming airborne after takeoff , acft left the ground briefly , veered to the left , and went",acft,ORG
19980817031319I,2177,0,"AIRCRAFT DEPARTED OSAGE BEACH (K15) ON RUNWAY 14 ENROUTE TO KANSAS CITY, MISSOURI. UPON CLIMBOUT AT APPROXIMATELY 3","aircraft departed osage beach ( k15 ) on runway 14 enroute to kansas city , missouri .",kansas city,GPE
19980817031319I,2177,0,"AIRCRAFT DEPARTED OSAGE BEACH (K15) ON RUNWAY 14 ENROUTE TO KANSAS CITY, MISSOURI. UPON CLIMBOUT AT APPROXIMATELY 3","aircraft departed osage beach ( k15 ) on runway 14 enroute to kansas city , missouri .",missouri,GPE
19990701022969I,2178,1,"(-23) APPROX. 8 MILES NORTH EAST OF BUNTING FIELD (DEPARTURE POINT) AT 800 FEET, THE PILOT EXPERIENCED LIGHT-MODERA","8 miles north east of bunting field ( departure point ) at 800 feet , the pilot experienced light-modera",pilot,PER
19990708008519A,2181,0,"TUNDRA COPTERS AIR TAXI (1973 BELL 206B HELICOPTER) CRASHED ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE, NO INJURI","tundra copters air taxi ( 1973 bell 206b helicopter ) crashed on take-off and sustained substantial damage , no injuri",helicopter,VEH
19990719009299A,2183,0,"AT 2015Z, UPS6993 RELAYED INFORMATION FROM DOWNED AIRCRAFT. ONE PERSON ON BOARD, NO INJURIES. AT 2110Z ENA AFSS CAL","at 2015z , ups6993 relayed information from downed aircraft .",aircraft,VEH
19990719009299A,2183,1,"AT 2015Z, UPS6993 RELAYED INFORMATION FROM DOWNED AIRCRAFT. ONE PERSON ON BOARD, NO INJURIES. AT 2110Z ENA AFSS CAL","one person on board , no injuries .",person,PER
19990722047379A,2184,0,"(.4) WAITING ON THE RAMP FOR TAXI INSTRUCTIONS, THE COPILOT BROUGHT TO THE CAPTAIN'S ATTENTION THAT THE GEAR LOCK H","( .4 ) waiting on the ramp for taxi instructions , the copilot brought to the captain 's attention that the gear lock h",copilot,PER
19990722047379A,2184,0,"(.4) WAITING ON THE RAMP FOR TAXI INSTRUCTIONS, THE COPILOT BROUGHT TO THE CAPTAIN'S ATTENTION THAT THE GEAR LOCK H","( .4 ) waiting on the ramp for taxi instructions , the copilot brought to the captain 's attention that the gear lock h",captain,PER
19990728010059A,2185,0,"ACFT LOST CONTROL ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.19) ON JULY 28, 1999, AT 1042 CENTRAL DAYLIGHT TI",acft lost control on take-off and sustained substantial damage .,acft,ORG
19991004029499I,2186,1,"(-23) FIVE MINUTES AFTER ESTABLISHING CRUISE AT 11,000' THE DOOR UNLATCHED. THE PILOT COULD NOT HEAR THE RADIO OVER",the pilot could not hear the radio over,pilot,PER
19990901042539A,2187,0,"(.4)THE PILOT REPORTED THAT THE ENGINE RPM BEGAN DECREASING DURING THE TAKEOFF CLIMB, ABOUT 200 TO 300 FEET AGL, WH","( .4 ) the pilot reported that the engine rpm began decreasing during the takeoff climb , about 200 to 300 feet agl , wh",pilot,PER
19981027039419I,2188,0,"(-5) PILOT TOOK OFF ON RUNWAY 34 AT GPZ. SHORTLY AFTER TAKEOFF, AT APPROXIMATELY 200-300 FEET AGL, THE ENGINE QUIT.",( -5 ) pilot took off on runway 34 at gpz .,pilot,PER
19981027039419I,2188,0,"(-5) PILOT TOOK OFF ON RUNWAY 34 AT GPZ. SHORTLY AFTER TAKEOFF, AT APPROXIMATELY 200-300 FEET AGL, THE ENGINE QUIT.",( -5 ) pilot took off on runway 34 at gpz .,gpz,FAC
19991105036659A,2189,0,"(-23) MR. KARUP WAS PROVIDING SUPERVISION TO A STUDENT PILOT ON A CROSS COUNTRY FLIGHT FROM JACKSONVILLE, NC (OAJ),","( -23 ) mr. karup was providing supervision to a student pilot on a cross country flight from jacksonville , nc ( oaj ) ,",pilot,PER
19991105036659A,2189,0,"(-23) MR. KARUP WAS PROVIDING SUPERVISION TO A STUDENT PILOT ON A CROSS COUNTRY FLIGHT FROM JACKSONVILLE, NC (OAJ),","( -23 ) mr. karup was providing supervision to a student pilot on a cross country flight from jacksonville , nc ( oaj ) ,",jacksonville,GPE
19991105036659A,2189,0,"(-23) MR. KARUP WAS PROVIDING SUPERVISION TO A STUDENT PILOT ON A CROSS COUNTRY FLIGHT FROM JACKSONVILLE, NC (OAJ),","( -23 ) mr. karup was providing supervision to a student pilot on a cross country flight from jacksonville , nc ( oaj ) ,",nc,GPE
19981115045229I,2190,0,(-5) WHILE TAXIING FROM THE HANGER 6 WEST AT THE PURDUE AIRPORT (LAF) THE STUDENT PILOT LOST CONTROL OF THE AIRCRAF,( -5 ) while taxiing from the hanger 6 west at the purdue airport ( laf ) the student pilot lost control of the aircraf,pilot,PER
19981201042629I,2191,0,"(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI","( -5 ) on 12/01/98 , aircraft n244ae , a sabb-340b , type aircraft had undergone overnight maintenance .",aircraft,VEH
19981210043729I,2192,0,"(-5) UPON TOUCHDOWN, THE AIRCRAFT VEERED SHARPLY TO THE LEFT, THE PILOT TRIED TO MAINTAIN CONTROL WITH FULL RIGHT R","( -5 ) upon touchdown , the aircraft veered sharply to the left , the pilot tried to maintain control with full right r",aircraft,VEH
19981210043729I,2192,0,"(-5) UPON TOUCHDOWN, THE AIRCRAFT VEERED SHARPLY TO THE LEFT, THE PILOT TRIED TO MAINTAIN CONTROL WITH FULL RIGHT R","( -5 ) upon touchdown , the aircraft veered sharply to the left , the pilot tried to maintain control with full right r",pilot,PER
19991217045189A,2193,0,"(.4) ON DECEMBER 17, 1999, AT 1024 HOURS PACIFIC STANDARD TIME, A CESSNA 172N, N738UA, OPERATED BY THE PILOT WAS SU","( .4 ) on december 17 , 1999 , at 1024 hours pacific standard time , a cessna 172n , n738ua , operated by the pilot was su",cessna 172n,VEH
19991217045189A,2193,0,"(.4) ON DECEMBER 17, 1999, AT 1024 HOURS PACIFIC STANDARD TIME, A CESSNA 172N, N738UA, OPERATED BY THE PILOT WAS SU","( .4 ) on december 17 , 1999 , at 1024 hours pacific standard time , a cessna 172n , n738ua , operated by the pilot was su",pilot,PER
19990930029029A,2194,0,"(.19) ON SEPTEMBER 30, 1999, AT 2240 CENTRAL DAYLIGHT TIME, A CESSNA 150F AIRPLANE, N8092S, WAS SUBSTANTIALLY DAMAG","( .19 ) on september 30 , 1999 , at 2240 central daylight time , a cessna 150f airplane , n8092s , was substantially damag",cessna,ORG
19990930029029A,2194,0,"(.19) ON SEPTEMBER 30, 1999, AT 2240 CENTRAL DAYLIGHT TIME, A CESSNA 150F AIRPLANE, N8092S, WAS SUBSTANTIALLY DAMAG","( .19 ) on september 30 , 1999 , at 2240 central daylight time , a cessna 150f airplane , n8092s , was substantially damag",airplane,VEH
19990110039219I,2195,0,"(.23) AFTER VIEWING THE VIDEO TAPE FROM A CAMERA ATTACHED TO MR. JACK LARRISON'S HELMET, I AGREE WITH THE ATTACHED ","( .23 ) after viewing the video tape from a camera attached to mr. jack larrison 's helmet , i agree with the attached",i,PER
19990216038189I,2197,0,(-23) THE PILOT IN COMMAND OF A PART 135 AIR AMBULANCE FLIGHT TOOK OFF FROM RUNWAY 06 AT THE LADY'S ISLAND AIRPORT ,( -23 ) the pilot in command of a part 135 air ambulance flight took off from runway 06 at the lady 's island airport,pilot,PER
19950326015149I,2198,1,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,the pilot landed with the nose gear retract,pilot,PER
19991210035729I,2199,0,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","( -23 ) the pilot in command of n789sl had filed an ifr flight plan from palm springs ( psp ) , ca , to oceanside ( crq ) ,",pilot,PER
19991210035729I,2199,0,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","( -23 ) the pilot in command of n789sl had filed an ifr flight plan from palm springs ( psp ) , ca , to oceanside ( crq ) ,",n789sl,VEH
19991210035729I,2199,0,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","( -23 ) the pilot in command of n789sl had filed an ifr flight plan from palm springs ( psp ) , ca , to oceanside ( crq ) ,",palm springs,GPE
19991210035729I,2199,0,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","( -23 ) the pilot in command of n789sl had filed an ifr flight plan from palm springs ( psp ) , ca , to oceanside ( crq ) ,",psp,GPE
19991210035729I,2199,0,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","( -23 ) the pilot in command of n789sl had filed an ifr flight plan from palm springs ( psp ) , ca , to oceanside ( crq ) ,",ca,GPE
19991210035729I,2199,0,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","( -23 ) the pilot in command of n789sl had filed an ifr flight plan from palm springs ( psp ) , ca , to oceanside ( crq ) ,",oceanside,GPE
19991210035729I,2199,0,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","( -23 ) the pilot in command of n789sl had filed an ifr flight plan from palm springs ( psp ) , ca , to oceanside ( crq ) ,",crq,GPE
19990401002899A,2200,0,"PAPILLION HELICOPTERS ACFT (1969 BELL 206B HELICOPTER) WAS ON A TRAINING FLIGHT WHEN THE ENGINE FAILED ON TAKE-OFF,","papillion helicopters acft ( 1969 bell 206b helicopter ) was on a training flight when the engine failed on take-off ,",helicopter,VEH
19990405003079A,2201,0,"ISUA AIR TAXI ACFT EXPERIENCED #2 ENGINE PROBLEMS AFTER TAKE-OFF AND RETURNED TO LAND ON RWY 3, WHILE N838MA WAS ON","isua air taxi acft experienced # 2 engine problems after take-off and returned to land on rwy 3 , while n838ma was on",acft,VEH
19950419014719A,2203,2,TOOK OFF WITHOUT NOTING REAR ENGINE NOT RUNNING. STALLED ON DOWNWIND CLIMBING TURN. POH ADVISE LEADING REAR ENGINE.,poh advise leading rear engine .,poh,PER
19990520026209A,2205,0,(.4) THE PILOT REPORTED THAT HE HAD FORGOTTEN TO REMOVE THE FUEL VENT COVER DURING HIS PREFLIGHT INSPECTION. SHORTL,( .4 ) the pilot reported that he had forgotten to remove the fuel vent cover during his preflight inspection .,pilot,PER
19990528006079A,2207,0,"N7991Y DEPARTED MLC, LEFT ENGINE FAILED, ACFT CRASHED 2 MILES SOUTH OF AIRPORT.(.19) ON MAY 28, 1999, AT 1630 CENTR","n7991y departed mlc , left engine failed , acft crashed 2 miles south of airport .",mlc,FAC
19990528006079A,2207,0,"N7991Y DEPARTED MLC, LEFT ENGINE FAILED, ACFT CRASHED 2 MILES SOUTH OF AIRPORT.(.19) ON MAY 28, 1999, AT 1630 CENTR","n7991y departed mlc , left engine failed , acft crashed 2 miles south of airport .",acft,VEH
19990528006079A,2207,0,"N7991Y DEPARTED MLC, LEFT ENGINE FAILED, ACFT CRASHED 2 MILES SOUTH OF AIRPORT.(.19) ON MAY 28, 1999, AT 1630 CENTR","n7991y departed mlc , left engine failed , acft crashed 2 miles south of airport .",airport,FAC
19990714022959I,2210,0,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,( -23 ) according to the pilot he departed front range airport during the hours of darkness .,pilot,PER
19990714022959I,2210,0,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,( -23 ) according to the pilot he departed front range airport during the hours of darkness .,he,PER
19990715022879I,2211,0,"(-23) UPON TAKEOFF, THE DOOR IMMEDIATELY AFTER THE AIRCRAFT LEFT THE GROUND. THE PILOT ELECTED TO LAND ON THE REMAI","( -23 ) upon takeoff , the door immediately after the aircraft left the ground .",aircraft,VEH
19990715022879I,2211,1,"(-23) UPON TAKEOFF, THE DOOR IMMEDIATELY AFTER THE AIRCRAFT LEFT THE GROUND. THE PILOT ELECTED TO LAND ON THE REMAI",the pilot elected to land on the remai,pilot,PER
19990717035079A,2213,0,(.4) THE HELICOPTER LOST ENGINE POWER DURING TAKEOFF DUE TO CONTAMINATED FUEL. THE COMMERCIAL HELICOPTER PILOT STAT,( .4 ) the helicopter lost engine power during takeoff due to contaminated fuel .,helicopter,VEH
19990717035079A,2213,1,(.4) THE HELICOPTER LOST ENGINE POWER DURING TAKEOFF DUE TO CONTAMINATED FUEL. THE COMMERCIAL HELICOPTER PILOT STAT,the commercial helicopter pilot stat,helicopter,VEH
