c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
19961101034759A,1990,0,HELICOPTER LIFTED OFF HELIPAD WITH AN EXTERNAL LOAD WHEN CABLE BECAME ENTANGLED IN LANDING SKID. ROLLED OVER.      ,helicopter lifted off helipad with an external load when cable became entangled in landing skid .,helipad,FAC
19961117035929A,1991,1,LOST POWER AT CRUISE. CRASH LANDED ON HIGHWAY IN A DITCH. FUEL SIPHONING EXHAUSTION. FUEL CAPS NOT SECURED. (-23) A,crash landed on highway in a ditch .,highway,FAC
19961117035929A,1991,1,LOST POWER AT CRUISE. CRASH LANDED ON HIGHWAY IN A DITCH. FUEL SIPHONING EXHAUSTION. FUEL CAPS NOT SECURED. (-23) A,crash landed on highway in a ditch .,ditch,LOC
19961120040099I,1993,0,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ","narrative : during a cross country flight from sioux falls , sd to omaha , ne the top entrance door half came open at",sioux falls,GPE
19961120040099I,1993,0,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ","narrative : during a cross country flight from sioux falls , sd to omaha , ne the top entrance door half came open at",sd,GPE
19961120040099I,1993,0,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ","narrative : during a cross country flight from sioux falls , sd to omaha , ne the top entrance door half came open at",omaha,GPE
19961120040099I,1993,0,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ","narrative : during a cross country flight from sioux falls , sd to omaha , ne the top entrance door half came open at",ne,GPE
19961123036339A,1994,0,(.4)THE PILOT/OWNER OF THE AIRCRAFT COMPLETED THE PREFLIGHT AND STARTED THE ENGINE BY HAND PROPPING.  WHEN HE CLIMB,( .4 ) the pilot/owner of the aircraft completed the preflight and started the engine by hand propping .,aircraft,VEH
19961123036339A,1994,1,(.4)THE PILOT/OWNER OF THE AIRCRAFT COMPLETED THE PREFLIGHT AND STARTED THE ENGINE BY HAND PROPPING.  WHEN HE CLIMB,when he climb,he,PER
19960809022189A,1995,3,LOST RIGHT BRAKE. UNABLE USE LEFT BRAKE. EXITED. TAXIWAY DOWN HILL INTO TREES. NO FLUID MASTER CYL. BEEN LEAKING.  ,taxiway down hill into trees .,taxiway,VEH
19961231040889A,1997,2,LOST POWER ON CLIMBOUT. TRIED RETURN. HIT FENCE SHORT RUNWAY. WAATER IN FUEL LEAKY FUEL CAP. RECENT ANNUAL AND RAIN,hit fence short runway .,runway,FAC
19970102000129A,1998,1,SEARCH AND RESCUE FLIGHT. PASSENGER ACCIDENTLY BROKE FUEL HANDLE. INADVERTENTLY PUT SELECTOR TO OFF. QUIT ON TAKEOF,passenger accidently broke fuel handle .,passenger,PER
19960820028789I,1999,0,"NARRATIVE: AIRCRAFT N1JX, A NORTH AMERICAN SABRELINER, MADE A NORMAL APPROACH AND LANDING AT THE MONROE AIRPORT, NO","narrative : aircraft n1jx , a north american sabreliner , made a normal approach and landing at the monroe airport , no",north american,GPE
19960820028789I,1999,0,"NARRATIVE: AIRCRAFT N1JX, A NORTH AMERICAN SABRELINER, MADE A NORMAL APPROACH AND LANDING AT THE MONROE AIRPORT, NO","narrative : aircraft n1jx , a north american sabreliner , made a normal approach and landing at the monroe airport , no",sabreliner,VEH
19960820028789I,1999,0,"NARRATIVE: AIRCRAFT N1JX, A NORTH AMERICAN SABRELINER, MADE A NORMAL APPROACH AND LANDING AT THE MONROE AIRPORT, NO","narrative : aircraft n1jx , a north american sabreliner , made a normal approach and landing at the monroe airport , no",monroe airport,FAC
19961222039699A,2000,0,FAILED TO STOW SPOILERS FOR GLIDER TOW. THEY DEPLOYED. GLIDER PILOT CUT LOSE FROM TOW BUT HIT TREES SHORT RUNWAY.  ,failed to stow spoilers for glider tow .,glider,VEH
19961222039699A,2000,2,FAILED TO STOW SPOILERS FOR GLIDER TOW. THEY DEPLOYED. GLIDER PILOT CUT LOSE FROM TOW BUT HIT TREES SHORT RUNWAY.  ,glider pilot cut lose from tow but hit trees short runway .,glider,VEH
19961222039699A,2000,2,FAILED TO STOW SPOILERS FOR GLIDER TOW. THEY DEPLOYED. GLIDER PILOT CUT LOSE FROM TOW BUT HIT TREES SHORT RUNWAY.  ,glider pilot cut lose from tow but hit trees short runway .,pilot,PER
19961222039699A,2000,2,FAILED TO STOW SPOILERS FOR GLIDER TOW. THEY DEPLOYED. GLIDER PILOT CUT LOSE FROM TOW BUT HIT TREES SHORT RUNWAY.  ,glider pilot cut lose from tow but hit trees short runway .,runway,FAC
19961228045179A,2001,0,MOTORIZED GLIDER. SHUT OFF ENGINE. THERMALED. TIME RETURN NO START. LANDED IN A SWAMP. MISHANDLED STARTUP ITEMS.   ,motorized glider .,glider,VEH
19961228045179A,2001,4,MOTORIZED GLIDER. SHUT OFF ENGINE. THERMALED. TIME RETURN NO START. LANDED IN A SWAMP. MISHANDLED STARTUP ITEMS.   ,landed in a swamp .,swamp,LOC
19970116005549I,2002,0,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,","narrative : on january 16 , 1997 , a beech 99 , owned and operated by alpine air of provo , utah , had departed billings ,",beech 99,VEH
19970116005549I,2002,0,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,","narrative : on january 16 , 1997 , a beech 99 , owned and operated by alpine air of provo , utah , had departed billings ,",alpine air,ORG
19970116005549I,2002,0,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,","narrative : on january 16 , 1997 , a beech 99 , owned and operated by alpine air of provo , utah , had departed billings ,",provo,GPE
19970116005549I,2002,0,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,","narrative : on january 16 , 1997 , a beech 99 , owned and operated by alpine air of provo , utah , had departed billings ,",utah,GPE
19970116005549I,2002,0,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,","narrative : on january 16 , 1997 , a beech 99 , owned and operated by alpine air of provo , utah , had departed billings ,",billings,GPE
19970103001249I,2004,0,"NARRATIVE: MR. DON GENTRY IS THE BUILDER, OWNER AND PILOT OF N19DG, WHICH WAS INVOLVED IN AN INCIDENT. THE AIRCRAFT","narrative : mr. don gentry is the builder , owner and pilot of n19dg , which was involved in an incident .",don gentry,PER
19970103001249I,2004,0,"NARRATIVE: MR. DON GENTRY IS THE BUILDER, OWNER AND PILOT OF N19DG, WHICH WAS INVOLVED IN AN INCIDENT. THE AIRCRAFT","narrative : mr. don gentry is the builder , owner and pilot of n19dg , which was involved in an incident .",builder,PER
19970103001249I,2004,0,"NARRATIVE: MR. DON GENTRY IS THE BUILDER, OWNER AND PILOT OF N19DG, WHICH WAS INVOLVED IN AN INCIDENT. THE AIRCRAFT","narrative : mr. don gentry is the builder , owner and pilot of n19dg , which was involved in an incident .",owner,PER
19970103001249I,2004,0,"NARRATIVE: MR. DON GENTRY IS THE BUILDER, OWNER AND PILOT OF N19DG, WHICH WAS INVOLVED IN AN INCIDENT. THE AIRCRAFT","narrative : mr. don gentry is the builder , owner and pilot of n19dg , which was involved in an incident .",pilot,PER
19970103001249I,2004,0,"NARRATIVE: MR. DON GENTRY IS THE BUILDER, OWNER AND PILOT OF N19DG, WHICH WAS INVOLVED IN AN INCIDENT. THE AIRCRAFT","narrative : mr. don gentry is the builder , owner and pilot of n19dg , which was involved in an incident .",n19dg,VEH
19970103001249I,2004,0,"NARRATIVE: MR. DON GENTRY IS THE BUILDER, OWNER AND PILOT OF N19DG, WHICH WAS INVOLVED IN AN INCIDENT. THE AIRCRAFT","narrative : mr. don gentry is the builder , owner and pilot of n19dg , which was involved in an incident .",which,VEH
19970103001249I,2004,1,"NARRATIVE: MR. DON GENTRY IS THE BUILDER, OWNER AND PILOT OF N19DG, WHICH WAS INVOLVED IN AN INCIDENT. THE AIRCRAFT",the aircraft,aircraft,VEH
19970110025289I,2005,1,NOSED OVER ON TAKEOFF ROLL WHEN ROTATION ATTEMPTED ON TEST FLIGHT. ELEVATOR CABLES HOOKED UP BACKWARDS.            ,elevator cables hooked up backwards .,elevator,VEH
19970111006749I,2006,0,"NARRATIVE: PILOT STATED TO TWO INTERVIEWING INSPECTORS, HE AND PASSENGERS WERE IN LEVEL FLIGHT AT APPROXIMATELY 250","narrative : pilot stated to two interviewing inspectors , he and passengers were in level flight at approximately 250",pilot,PER
19970111006749I,2006,0,"NARRATIVE: PILOT STATED TO TWO INTERVIEWING INSPECTORS, HE AND PASSENGERS WERE IN LEVEL FLIGHT AT APPROXIMATELY 250","narrative : pilot stated to two interviewing inspectors , he and passengers were in level flight at approximately 250",inspectors,PER
19970111006749I,2006,0,"NARRATIVE: PILOT STATED TO TWO INTERVIEWING INSPECTORS, HE AND PASSENGERS WERE IN LEVEL FLIGHT AT APPROXIMATELY 250","narrative : pilot stated to two interviewing inspectors , he and passengers were in level flight at approximately 250",he,PER
19970111006749I,2006,0,"NARRATIVE: PILOT STATED TO TWO INTERVIEWING INSPECTORS, HE AND PASSENGERS WERE IN LEVEL FLIGHT AT APPROXIMATELY 250","narrative : pilot stated to two interviewing inspectors , he and passengers were in level flight at approximately 250",passengers,PER
19960906030579I,2007,0,"NARRATIVE: ON SEPTEMBER 6, 1996, A BEECHCRAFT, BE33A, N7368R PILOTED BY MR. JOHN MONYPENY WAS ENROUTE FROM CATALINA","narrative : on september 6 , 1996 , a beechcraft , be33a , n7368r piloted by mr. john monypeny was enroute from catalina",beechcraft,VEH
19960906030579I,2007,0,"NARRATIVE: ON SEPTEMBER 6, 1996, A BEECHCRAFT, BE33A, N7368R PILOTED BY MR. JOHN MONYPENY WAS ENROUTE FROM CATALINA","narrative : on september 6 , 1996 , a beechcraft , be33a , n7368r piloted by mr. john monypeny was enroute from catalina",be33a,VEH
19960906030579I,2007,0,"NARRATIVE: ON SEPTEMBER 6, 1996, A BEECHCRAFT, BE33A, N7368R PILOTED BY MR. JOHN MONYPENY WAS ENROUTE FROM CATALINA","narrative : on september 6 , 1996 , a beechcraft , be33a , n7368r piloted by mr. john monypeny was enroute from catalina",john monypeny,PER
19970213004729I,2008,2,AFT CARGO LIGHTO ON CLIMBOUT. LOST PRESSURIZATION. NR3 ENGINE FAILED. RETURNED. CARGO DOOR OPEN. DOOR HIT ENGINE.  ,nr3 engine failed .,nr3,VEH
19960909026429A,2009,4,YAW STRING CAUGHT IN CANOPY ON TOW. RELEASED. TURNED BACK. HEAVY SINK ON FINAL. STRUCK TREES.                      ,struck trees .,trees,PER
19960912034459A,2010,0,(.4)THE PILOT REPORTED THAT HE HAD A TRIP IN THE MORNING. HE REPORTED THAT HE WAS RUNNING LATE AND WAS IN A HURRY. ,( .4 ) the pilot reported that he had a trip in the morning .,pilot,PER
19960912034459A,2010,0,(.4)THE PILOT REPORTED THAT HE HAD A TRIP IN THE MORNING. HE REPORTED THAT HE WAS RUNNING LATE AND WAS IN A HURRY. ,( .4 ) the pilot reported that he had a trip in the morning .,he,PER
19960912034459A,2010,1,(.4)THE PILOT REPORTED THAT HE HAD A TRIP IN THE MORNING. HE REPORTED THAT HE WAS RUNNING LATE AND WAS IN A HURRY. ,he reported that he was running late and was in a hurry .,he,PER
19960912034459A,2010,1,(.4)THE PILOT REPORTED THAT HE HAD A TRIP IN THE MORNING. HE REPORTED THAT HE WAS RUNNING LATE AND WAS IN A HURRY. ,he reported that he was running late and was in a hurry .,he,PER
19970309007699I,2011,1,"NARRATIVE: 3-9-97 1300LCL. DURING CLIMB AFTER TAKE OFF FROM HECTOR MUNICIPAL AIRPORT, HECTOR, MN. BOTH ENGINES LOST","during climb after take off from hector municipal airport , hector , mn .",hector municipal airport,FAC
19970309007699I,2011,1,"NARRATIVE: 3-9-97 1300LCL. DURING CLIMB AFTER TAKE OFF FROM HECTOR MUNICIPAL AIRPORT, HECTOR, MN. BOTH ENGINES LOST","during climb after take off from hector municipal airport , hector , mn .",hector,GPE
19970309007699I,2011,1,"NARRATIVE: 3-9-97 1300LCL. DURING CLIMB AFTER TAKE OFF FROM HECTOR MUNICIPAL AIRPORT, HECTOR, MN. BOTH ENGINES LOST","during climb after take off from hector municipal airport , hector , mn .",mn,GPE
19970207001579A,2012,0,"AIRCRAFT CRASHED ON TAKEOFF AND WAS MISSING, SUBJECT OF AN ALNOT. WRECKAGE WAS LOCATED. (.19) ON FEBRUARY 7, 1997, ","aircraft crashed on takeoff and was missing , subject of an alnot .",aircraft,VEH
19970313010659I,2013,0,"NARRATIVE: ON MARCH 13, 1997, N956S, A CESSNA MODEL 500, WHILE ON A FUNCTIONAL TEST FLIGHT LANDED WITH THE NOSE GEA","narrative : on march 13 , 1997 , n956s , a cessna model 500 , while on a functional test flight landed with the nose gea",n956s,VEH
19970404009179I,2014,0,"NARRATIVE: DURING AIRCRAFT ARRIVAL OPERATIONS AT SUN 'N FUN FLY-IN, THE AIRPLANE WAS DIRECTED BY A GROUND MARSHAL T","narrative : during aircraft arrival operations at sun 'n fun fly-in , the airplane was directed by a ground marshal t",aircraft,VEH
19970404009179I,2014,0,"NARRATIVE: DURING AIRCRAFT ARRIVAL OPERATIONS AT SUN 'N FUN FLY-IN, THE AIRPLANE WAS DIRECTED BY A GROUND MARSHAL T","narrative : during aircraft arrival operations at sun 'n fun fly-in , the airplane was directed by a ground marshal t",sun 'n fun fly-in,FAC
19970404009179I,2014,0,"NARRATIVE: DURING AIRCRAFT ARRIVAL OPERATIONS AT SUN 'N FUN FLY-IN, THE AIRPLANE WAS DIRECTED BY A GROUND MARSHAL T","narrative : during aircraft arrival operations at sun 'n fun fly-in , the airplane was directed by a ground marshal t",airplane,VEH
19970411016459I,2015,0,"NARRATIVE: ON APRIL 11, 1997, AT APPROXIMATELY 1755 MST, AMERISTAR FLIGHT 918, A FALCON DA-20, DEPARTED EL PASO INT","narrative : on april 11 , 1997 , at approximately 1755 mst , ameristar flight 918 , a falcon da-20 , departed el paso int",ameristar,ORG
19970411016459I,2015,0,"NARRATIVE: ON APRIL 11, 1997, AT APPROXIMATELY 1755 MST, AMERISTAR FLIGHT 918, A FALCON DA-20, DEPARTED EL PASO INT","narrative : on april 11 , 1997 , at approximately 1755 mst , ameristar flight 918 , a falcon da-20 , departed el paso int",falcon da-20,VEH
19970411016459I,2015,0,"NARRATIVE: ON APRIL 11, 1997, AT APPROXIMATELY 1755 MST, AMERISTAR FLIGHT 918, A FALCON DA-20, DEPARTED EL PASO INT","narrative : on april 11 , 1997 , at approximately 1755 mst , ameristar flight 918 , a falcon da-20 , departed el paso int",el paso,GPE
19970405041279A,2017,3,LOST POWER CLIMBOUT TO CRUISE. FAILED VISUALY CHECK FUEL. SUSPECT OUT OF FUEL. LANDED ON ROAD. RAN OFF INTO DITCH. ,landed on road .,road,FAC
19970407005459A,2018,0,THE PILOT EXITED THE AIRCRAFT IN ORDER TO ESCORT A DEPLANING PASSENGER. THE STUDENT PILOT RATED PASSENGER WAS LEFT ,the pilot exited the aircraft in order to escort a deplaning passenger .,pilot,PER
19970407005459A,2018,0,THE PILOT EXITED THE AIRCRAFT IN ORDER TO ESCORT A DEPLANING PASSENGER. THE STUDENT PILOT RATED PASSENGER WAS LEFT ,the pilot exited the aircraft in order to escort a deplaning passenger .,aircraft,VEH
19970407005459A,2018,0,THE PILOT EXITED THE AIRCRAFT IN ORDER TO ESCORT A DEPLANING PASSENGER. THE STUDENT PILOT RATED PASSENGER WAS LEFT ,the pilot exited the aircraft in order to escort a deplaning passenger .,passenger,PER
19970407005459A,2018,1,THE PILOT EXITED THE AIRCRAFT IN ORDER TO ESCORT A DEPLANING PASSENGER. THE STUDENT PILOT RATED PASSENGER WAS LEFT ,the student pilot rated passenger was left,student,PER
19970407005459A,2018,1,THE PILOT EXITED THE AIRCRAFT IN ORDER TO ESCORT A DEPLANING PASSENGER. THE STUDENT PILOT RATED PASSENGER WAS LEFT ,the student pilot rated passenger was left,pilot,PER
19970407005459A,2018,1,THE PILOT EXITED THE AIRCRAFT IN ORDER TO ESCORT A DEPLANING PASSENGER. THE STUDENT PILOT RATED PASSENGER WAS LEFT ,the student pilot rated passenger was left,passenger,PER
19970407010199A,2019,1,HOT SMELL ON TEST FLIGHT. ENIGNE QUIT TURNING BASE. LANDED SHORT. BURNED. EXHAUST WELD BROKE. ILLEGAL MODIFICATION.,enigne quit turning base .,enigne,PER
19961030044759I,2020,0,"NARRATIVE: PRIVATE PILOT, IN A SINGLE ENGINE CESSNA, ON A VFR FLIGHT WITH ONE PASSENGER, MADE AN EMERGENCY LANDING ","narrative : private pilot , in a single engine cessna , on a vfr flight with one passenger , made an emergency landing",pilot,PER
19961030044759I,2020,0,"NARRATIVE: PRIVATE PILOT, IN A SINGLE ENGINE CESSNA, ON A VFR FLIGHT WITH ONE PASSENGER, MADE AN EMERGENCY LANDING ","narrative : private pilot , in a single engine cessna , on a vfr flight with one passenger , made an emergency landing",cessna,VEH
19961030044759I,2020,0,"NARRATIVE: PRIVATE PILOT, IN A SINGLE ENGINE CESSNA, ON A VFR FLIGHT WITH ONE PASSENGER, MADE AN EMERGENCY LANDING ","narrative : private pilot , in a single engine cessna , on a vfr flight with one passenger , made an emergency landing",passenger,PER
19970501015019I,2021,0,"NARRATIVE: AIRCRAFT DEPARTED BIRCHWOOD, AK AIRPORT ON A SHORT PLEASURE FLIGHT. THE LEFT MAIN GEAR FAILED TO EXTEND ","narrative : aircraft departed birchwood , ak airport on a short pleasure flight .",aircraft,VEH
19970501015019I,2021,0,"NARRATIVE: AIRCRAFT DEPARTED BIRCHWOOD, AK AIRPORT ON A SHORT PLEASURE FLIGHT. THE LEFT MAIN GEAR FAILED TO EXTEND ","narrative : aircraft departed birchwood , ak airport on a short pleasure flight .",birchwood,GPE
19970501015019I,2021,0,"NARRATIVE: AIRCRAFT DEPARTED BIRCHWOOD, AK AIRPORT ON A SHORT PLEASURE FLIGHT. THE LEFT MAIN GEAR FAILED TO EXTEND ","narrative : aircraft departed birchwood , ak airport on a short pleasure flight .",ak airport,GPE
19970506016499I,2023,0,"NARRATIVE: THE LEAR 35, OPERATING UNDER FAR 135, DEPARTED SPIRIT OF ST. LOUIS AIRPORT ON AN IFR FLIGHT PLAN, PROPOS","narrative : the lear 35 , operating under far 135 , departed spirit of st. louis airport on an ifr flight plan , propos",lear 35,VEH
19970506016499I,2023,0,"NARRATIVE: THE LEAR 35, OPERATING UNDER FAR 135, DEPARTED SPIRIT OF ST. LOUIS AIRPORT ON AN IFR FLIGHT PLAN, PROPOS","narrative : the lear 35 , operating under far 135 , departed spirit of st. louis airport on an ifr flight plan , propos",far 135,ORG
19970506016499I,2023,0,"NARRATIVE: THE LEAR 35, OPERATING UNDER FAR 135, DEPARTED SPIRIT OF ST. LOUIS AIRPORT ON AN IFR FLIGHT PLAN, PROPOS","narrative : the lear 35 , operating under far 135 , departed spirit of st. louis airport on an ifr flight plan , propos",spirit of st. louis airport,FAC
19970516010919A,2024,4,LOST POWER ON CLIMBOUT. SETTLED INTO TREES. CARB CHOKE ON. OVERLOOKED IN PREFLIGHT. (-23) THE PIC REPORTED A LOSS O,( -23 ) the pic reported a loss o,pic,ORG
19970427014569I,2025,0,"NARRATIVE: ON 04/27/97 AT 6:25 A CESSNA CARAVAN, N303GV, DEPARTED KOTZEBUE, ALASKA WITH THE TAIL STAND ATTACHED.   ","narrative : on 04/27/97 at 6:25 a cessna caravan , n303gv , departed kotzebue , alaska with the tail stand attached .",cessna,VEH
19970427014569I,2025,0,"NARRATIVE: ON 04/27/97 AT 6:25 A CESSNA CARAVAN, N303GV, DEPARTED KOTZEBUE, ALASKA WITH THE TAIL STAND ATTACHED.   ","narrative : on 04/27/97 at 6:25 a cessna caravan , n303gv , departed kotzebue , alaska with the tail stand attached .",caravan,VEH
19970427014569I,2025,0,"NARRATIVE: ON 04/27/97 AT 6:25 A CESSNA CARAVAN, N303GV, DEPARTED KOTZEBUE, ALASKA WITH THE TAIL STAND ATTACHED.   ","narrative : on 04/27/97 at 6:25 a cessna caravan , n303gv , departed kotzebue , alaska with the tail stand attached .",kotzebue,GPE
19970427014569I,2025,0,"NARRATIVE: ON 04/27/97 AT 6:25 A CESSNA CARAVAN, N303GV, DEPARTED KOTZEBUE, ALASKA WITH THE TAIL STAND ATTACHED.   ","narrative : on 04/27/97 at 6:25 a cessna caravan , n303gv , departed kotzebue , alaska with the tail stand attached .",alaska,GPE
19970430011489I,2026,0,"NARRATIVE: ON APRIL 30, 1997, N83GA, BEECHCRAFT MODEL 200 MADE A LANDING EMERGENCY AFTER THE RIGHT ENGINE FIRE WARN","narrative : on april 30 , 1997 , n83ga , beechcraft model 200 made a landing emergency after the right engine fire warn",n83ga,VEH
19970430011489I,2026,0,"NARRATIVE: ON APRIL 30, 1997, N83GA, BEECHCRAFT MODEL 200 MADE A LANDING EMERGENCY AFTER THE RIGHT ENGINE FIRE WARN","narrative : on april 30 , 1997 , n83ga , beechcraft model 200 made a landing emergency after the right engine fire warn",beechcraft model 200,VEH
19970430011489I,2026,0,"NARRATIVE: ON APRIL 30, 1997, N83GA, BEECHCRAFT MODEL 200 MADE A LANDING EMERGENCY AFTER THE RIGHT ENGINE FIRE WARN","narrative : on april 30 , 1997 , n83ga , beechcraft model 200 made a landing emergency after the right engine fire warn",engine,VEH
19961207041139I,2027,0,"NARRATIVE: ON DECEMBER 7, 1996, AT APPROXIMATELY 1300 P.M. N5459R, A CESSNA 172F DEPARTED FAIRBANKS INTERNATIONAL A","narrative : on december 7 , 1996 , at approximately 1300 p. m. n5459r , a cessna 172f departed fairbanks international a",fairbanks international,FAC
19970520015649I,2028,1,NARRATIVE: THE FLIGHT WAS CONDUCTED UNDER A PART 141 CURRICULUM FOR A COMMERCIAL RATING. IT WAS THE PILOT'S FIRST S,it was the pilot 's first s,pilot,PER
19970523011899A,2029,0,DEPARTED IFR. REQUESTED RETURN. BROKE OUT ANGLE TO RUNWAY. DRAGGED WING LANDING. PITOT COVER STILL ON.M (-23) PILOT,departed ifr .,ifr,GPE
19970523011899A,2029,2,DEPARTED IFR. REQUESTED RETURN. BROKE OUT ANGLE TO RUNWAY. DRAGGED WING LANDING. PITOT COVER STILL ON.M (-23) PILOT,broke out angle to runway .,runway,FAC
19970523011899A,2029,5,DEPARTED IFR. REQUESTED RETURN. BROKE OUT ANGLE TO RUNWAY. DRAGGED WING LANDING. PITOT COVER STILL ON.M (-23) PILOT,m ( -23 ) pilot,m ( -23 ) pilot,PER
19970523014439I,2030,0,NARRATIVE: THE CARGO DOOR WAS LATCHED BEFORE TAKEOFF BY MR. BOWEN. RUNWAY CONDITIONS AT STEVEN'S VILLAGE WAS EXTREM,narrative : the cargo door was latched before takeoff by mr. bowen .,bowen,PER
19970523014439I,2030,1,NARRATIVE: THE CARGO DOOR WAS LATCHED BEFORE TAKEOFF BY MR. BOWEN. RUNWAY CONDITIONS AT STEVEN'S VILLAGE WAS EXTREM,runway conditions at steven 's village was extrem,runway,FAC
19970523014439I,2030,1,NARRATIVE: THE CARGO DOOR WAS LATCHED BEFORE TAKEOFF BY MR. BOWEN. RUNWAY CONDITIONS AT STEVEN'S VILLAGE WAS EXTREM,runway conditions at steven 's village was extrem,village,GPE
19961223044599I,2031,0,"NARRATIVE: ON DECEMBER 23, 1996, CONTINENTAL EXPRESS FLIGHT 3021 HAD AN IN-FLIGHT OPENING OF THE MAIN CABIN DOOR. N","narrative : on december 23 , 1996 , continental express flight 3021 had an in-flight opening of the main cabin door .",continental express,ORG
19961223044599I,2031,0,"NARRATIVE: ON DECEMBER 23, 1996, CONTINENTAL EXPRESS FLIGHT 3021 HAD AN IN-FLIGHT OPENING OF THE MAIN CABIN DOOR. N","narrative : on december 23 , 1996 , continental express flight 3021 had an in-flight opening of the main cabin door .",cabin,VEH
19970614018429A,2033,0,POWERED GLIDER UNALBE RESTART AFTER THERMALING. TOO LOW RETRACT. ENGINE NO FLAPS LANDED FAST AND HARD. GROUND LOOPE,powered glider unalbe restart after thermaling .,glider,VEH
19970112000859A,2034,2,CARB ICING AT CRUISE. APPLIED PARTIAL CARB HEAT AND LEANED MIXTURE. CONTRARY TO MANUEL. ENGINE QUIT.FUEL EXHAUSTION,contrary to manuel .,manuel,PER
19970620024389I,2036,1,LOST POWER EN ROUTE AFTER SWITCHING TANKS. LANDED ON HIGHWAY. PUSHED TO NEARBY AIRPORT. WATER IN FUEL. SAT OUT.    ,landed on highway .,highway,FAC
19970620024389I,2036,2,LOST POWER EN ROUTE AFTER SWITCHING TANKS. LANDED ON HIGHWAY. PUSHED TO NEARBY AIRPORT. WATER IN FUEL. SAT OUT.    ,pushed to nearby airport .,airport,FAC
19970804036029I,2037,0,"NARRATIVE: AFTER DEPARTING MONTEREY DEL NORTE, THE AIRCRAFT LOST ALL ELECTRICAL POWER. THE EMERGENCY ALTERNATOR RES","narrative : after departing monterey del norte , the aircraft lost all electrical power .",monterey del norte,GPE
19970804036029I,2037,0,"NARRATIVE: AFTER DEPARTING MONTEREY DEL NORTE, THE AIRCRAFT LOST ALL ELECTRICAL POWER. THE EMERGENCY ALTERNATOR RES","narrative : after departing monterey del norte , the aircraft lost all electrical power .",aircraft,VEH
19970816022589A,2040,0,"AIRCRAFT LANDED ON PRIVATE GRASS STRIP, LOST CONTROL, RAN OFF STRIP, HIT PINE TREES. (.4)THE PILOT STATED THAT WHIL","aircraft landed on private grass strip , lost control , ran off strip , hit pine trees .",aircraft,VEH
19970816022589A,2040,0,"AIRCRAFT LANDED ON PRIVATE GRASS STRIP, LOST CONTROL, RAN OFF STRIP, HIT PINE TREES. (.4)THE PILOT STATED THAT WHIL","aircraft landed on private grass strip , lost control , ran off strip , hit pine trees .",strip,FAC
19970816022589A,2040,1,"AIRCRAFT LANDED ON PRIVATE GRASS STRIP, LOST CONTROL, RAN OFF STRIP, HIT PINE TREES. (.4)THE PILOT STATED THAT WHIL",( .4 ) the pilot stated that whil,pilot,PER
19970725028609I,2041,0,"NARRATIVE: AIRCRAFT WAS CLEARED TO LAND ON RUNWAY 8 (DOWNWIND), BUT THE PILOT DECIDED HE WAS GOING TOO FAST BECAUSE","narrative : aircraft was cleared to land on runway 8 ( downwind ) , but the pilot decided he was going too fast because",aircraft,VEH
19970725028609I,2041,0,"NARRATIVE: AIRCRAFT WAS CLEARED TO LAND ON RUNWAY 8 (DOWNWIND), BUT THE PILOT DECIDED HE WAS GOING TOO FAST BECAUSE","narrative : aircraft was cleared to land on runway 8 ( downwind ) , but the pilot decided he was going too fast because",pilot,PER
19970725028609I,2041,0,"NARRATIVE: AIRCRAFT WAS CLEARED TO LAND ON RUNWAY 8 (DOWNWIND), BUT THE PILOT DECIDED HE WAS GOING TOO FAST BECAUSE","narrative : aircraft was cleared to land on runway 8 ( downwind ) , but the pilot decided he was going too fast because",he,PER
