,c5_id,doc_idx,sent_idx,c119_input,sentence,head,relation,tail
202,20000604033149I,2344,0,"(-23)PILOT TAXIED AIRCRAFT TO RUNWAY 31 AT READING AIRPORT (RDG), READING, PA, THEN STOPPED AND SET BRAKES. PILOT W","( -23 ) pilot taxied aircraft to runway 31 at reading airport ( rdg ) , reading , pa , then stopped and set brakes .",reading,PART-WHOLE,pa
203,20000604033149I,2344,0,"(-23)PILOT TAXIED AIRCRAFT TO RUNWAY 31 AT READING AIRPORT (RDG), READING, PA, THEN STOPPED AND SET BRAKES. PILOT W","( -23 ) pilot taxied aircraft to runway 31 at reading airport ( rdg ) , reading , pa , then stopped and set brakes .",reading airport,PART-WHOLE,pa
204,20000604033149I,2344,0,"(-23)PILOT TAXIED AIRCRAFT TO RUNWAY 31 AT READING AIRPORT (RDG), READING, PA, THEN STOPPED AND SET BRAKES. PILOT W","( -23 ) pilot taxied aircraft to runway 31 at reading airport ( rdg ) , reading , pa , then stopped and set brakes .",pilot,ART,aircraft
205,20000625032189I,2352,0,(-23)NORTHWEST AIRLINES DC-10 BOEING PUSHED BACK FOR REPOSITIONING OFF OF GATE B-52 STRUCK A CONTINENTAL AIRLINES D,( -23 ) northwest airlines dc-10 boeing pushed back for repositioning off of gate b-52 struck a continental airlines d,northwest airlines,ART,boeing
206,20000426010729A,2356,0,"(-23) THE PILOT WAS ON A CROSS COUNTRY FLIGHT FROM JUSTIN, TX. TO DES MOINES, IOWA. HE STATED THAT THE ENGINE LOST ","( -23 ) the pilot was on a cross country flight from justin , tx .",justin,PART-WHOLE,tx
207,20000426010729A,2356,1,"(-23) THE PILOT WAS ON A CROSS COUNTRY FLIGHT FROM JUSTIN, TX. TO DES MOINES, IOWA. HE STATED THAT THE ENGINE LOST ","to des moines , iowa .",des moines,PART-WHOLE,iowa
208,20000816042639A,2358,0,"(-23) THE PILOT TOOK OFF FROM MERRILL FIELD RUNWAY 24, DURING CLIMB OUT THE ENGINE CEASED TO DEVELOP POWER. THE PIL","( -23 ) the pilot took off from merrill field runway 24 , during climb out the engine ceased to develop power .",pilot,PHYS,runway
209,20000709034939I,2362,0,(-23) DELTA AIRLINES BOEING 737 N947WP WAS PARKED AT SPOT 11 ON THE NORTH RAMP WAITING FOR THUNDERSTORMS TO MOVE OU,( -23 ) delta airlines boeing 737 n947wp was parked at spot 11 on the north ramp waiting for thunderstorms to move ou,delta airlines,ART,737
210,20000628028249I,2368,0,"(-23)ON JUNE 28, 2000 AT APPROXIMATELY 1140 AM AN INTERNATIONAL AIR HANDLERS BAGGAGE CART #T-2 BECAME UNHITCHED AND","( -23 ) on june 28 , 2000 at approximately 1140 am an international air handlers baggage cart # t-2 became unhitched and",handlers,ART,cart
211,20001022016149A,2374,0,"(-23) DURING DEPARTURE FROM A PRIVATE AIRSTRIP AT LUCEDALE, MS. WHILE CLIMBING THROUGH APPROX. 150 FEET AGL., THE A","( -23 ) during departure from a private airstrip at lucedale , ms. while climbing through approx .",airstrip,PART-WHOLE,lucedale
212,20001027030999I,2378,0,"(-23)ON FRIDAY OCTOBER 27, 2000, A DC-10 WAS BEING MARSHALLED TO A PARKING SPOT BY PERSONNEL OF PATHFINDER, A FREIG","( -23 ) on friday october 27 , 2000 , a dc-10 was being marshalled to a parking spot by personnel of pathfinder , a freig",personnel,ORG-AFF,pathfinder
213,20000929029309I,2379,0,"(-23) AIRMAN STATED THAT AFTER HE PREFLIGHTED A/C, HE WENT INTO THE OPS HANGER TO FILE HIS FLIGHT PLAN. WHEN HE RET","( -23 ) airman stated that after he preflighted a/c , he went into the ops hanger to file his flight plan .",he,PHYS,ops hanger
214,20000929029309I,2379,0,"(-23) AIRMAN STATED THAT AFTER HE PREFLIGHTED A/C, HE WENT INTO THE OPS HANGER TO FILE HIS FLIGHT PLAN. WHEN HE RET","( -23 ) airman stated that after he preflighted a/c , he went into the ops hanger to file his flight plan .",he,ART,a/c
215,20000912027579I,2380,0,"(-23)DEPARTED TITUSVILLE, FLORIDA (TIX). AIRCRAFT WAS CRUISING AT 8500 FT. WITH ENGINE MAINTAINING 2400 RPM.  ENGIN","( -23 ) departed titusville , florida ( tix ) .",titusville,PART-WHOLE,florida
216,20001118043779A,2385,0,"(-23) ON NOVEMBER 18, 2000, AIRCRAFT 8181L ATTEMPTED A NORMAL LANDING ON A GRASS AIRSTRIP LOCATED AT WHITE POST, VA","( -23 ) on november 18 , 2000 , aircraft 8181l attempted a normal landing on a grass airstrip located at white post , va",airstrip,PART-WHOLE,white post
217,20010523008789I,2400,0,"(-23)SOMETIME DURING THE NIGHT, AN UNMANNED, UNCONTROLLED US AIRWAYS LAVATORY TRUCK ROLLED ACROSS TAXIWAYS ""G"" AND ","( -23 ) sometime during the night , an unmanned , uncontrolled us airways lavatory truck rolled across taxiways `` g '' and",us airways,ART,truck
218,20010505011289I,2404,0,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN","( -23 ) pilot departed mather field , california enroute to rancho murieta , california .",rancho murieta,PART-WHOLE,california
219,20010505011289I,2404,0,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN","( -23 ) pilot departed mather field , california enroute to rancho murieta , california .",mather field,PART-WHOLE,california
220,20010505011289I,2404,0,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN","( -23 ) pilot departed mather field , california enroute to rancho murieta , california .",pilot,PHYS,mather field
221,20010505011289I,2404,0,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN","( -23 ) pilot departed mather field , california enroute to rancho murieta , california .",pilot,PHYS,rancho murieta
222,20010407005699A,2411,0,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","( -23 ) ^privacy dat^ and one passenger were enroute from petersburgh , va. ( ptv ) to orangeburgh , sc ( ogb ) in n8084k a",orangeburgh,PART-WHOLE,sc
223,20010407005699A,2411,0,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","( -23 ) ^privacy dat^ and one passenger were enroute from petersburgh , va. ( ptv ) to orangeburgh , sc ( ogb ) in n8084k a",passenger,PHYS,orangeburgh
224,20010723017949A,2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","( -23 ) pilot was on a vfr flight from auburn/lewiston , me ( lew ) to buffalo , ny ( buf ) .",buffalo,PART-WHOLE,ny
225,20010723017949A,2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","( -23 ) pilot was on a vfr flight from auburn/lewiston , me ( lew ) to buffalo , ny ( buf ) .",pilot,PHYS,buffalo
226,20010802021609I,2419,0,"(-23) PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE","( -23 ) pilot stated that just before take off at yuma international airport , he adjusted his seat forward because he",pilot,PHYS,yuma international airport
227,20010711020939I,2421,0,(-23) ON 07/11/01 FEDEX FLIGHT 1611 INBOUND TO IND REPORTED HEARING A LOUD NOISE FROM THE REAR OF THE AIRCRAFT. THE,( -23 ) on 07/11/01 fedex flight 1611 inbound to ind reported hearing a loud noise from the rear of the aircraft .,rear,PART-WHOLE,aircraft
228,20011030034599I,2423,0,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,( -23 ) on 10/30/2001 mr. hatter purchased 44.3 gallons of fuel from the fuel truck at moore county airport in dumas,moore county airport,PART-WHOLE,dumas
229,20010907028149I,2426,0,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",( -23 ) the airman performed a normal takeoff from the cambridge airport .,airman,PHYS,cambridge airport
230,20011019029729I,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement : on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",prescott,PART-WHOLE,arizona
231,20011019029729I,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement : on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",love airfield,PART-WHOLE,prescott
232,20010822023659I,2431,0,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU","( -23 ) on a flight from garden valley airport to boise , idaho , the engine quit suddenly .",boise,PART-WHOLE,idaho
233,20011013029489I,2433,0,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ","( -23 ) on october 13 , 2001 , a cessna ce-172 , n2529l , made an emergency landing on a frozen lake near the village of",lake,PHYS,village
234,20011020029559I,2436,0,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,( -23 ) pilot attempted to land at kodiak municipal airport .,pilot,PHYS,kodiak municipal airport
235,20011111035809I,2439,1,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,pilot flew by tower and confirmed all gear down .,pilot,PHYS,tower
236,20020527020899I,2450,0,"(-23) DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN","( -23 ) during flight transitioning from climb to cruise , the engine cowling separated from the engine compartment an",compartment,PART-WHOLE,engine
237,20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",midland,PART-WHOLE,texas
238,20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",eunice,PART-WHOLE,louisiana
239,20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",mowata airport,PART-WHOLE,eunice
240,20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",pilot,PHYS,midland
241,20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",pilot,PHYS,mowata airport
242,20020815036819I,2453,0,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","( -23 ) aircraft departed kn68 with pilot and three parachute jumpers on august 15 , 2002 at 0945 hrs .",jumpers,ART,aircraft
243,20020815036819I,2453,0,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","( -23 ) aircraft departed kn68 with pilot and three parachute jumpers on august 15 , 2002 at 0945 hrs .",pilot,ART,aircraft
244,20020619014309A,2458,0,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","( -23 ) n759ty , ce-182 was en route from hot springs , arkansas to fayetteville , tennessee , when the aircraft engine q",hot springs,PART-WHOLE,arkansas
245,20020619014309A,2458,0,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","( -23 ) n759ty , ce-182 was en route from hot springs , arkansas to fayetteville , tennessee , when the aircraft engine q",fayetteville,PART-WHOLE,tennessee
246,20020905024699I,2460,0,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE ,( -23 ) ^privacy data omitted^ the pilot refueled the aircraft at his destination from two five gallon containers he,pilot,ART,aircraft
247,20021024033449I,2468,0,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,( -23 ) crew failed to switch on the wing and engine anti-ice when ground icing conditions existed .,crew,ART,engine
248,20021002026869A,2469,0,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","( .19 ) on october 2 , 2002 , about 1540 eastern daylight time , a beagle aircraft b.206 basset , n72kb , was destroyed af",beagle,ART,aircraft
249,20030225003209A,2471,0,(-23) WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,( -23 ) witnesses at the departure airport stated that pilot had significant difficulty starting the aircraft immedia,witnesses,PHYS,airport
250,20030225003209A,2471,0,(-23) WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,( -23 ) witnesses at the departure airport stated that pilot had significant difficulty starting the aircraft immedia,pilot,ART,aircraft
251,20030317008009A,2472,0,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,( -23 ) ms bomberger landed at ctj after a second no flap approach and ran off the end of the runway causing the nose,end,PART-WHOLE,runway
252,20030208002149I,2481,0,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END","( -23 ) on 02/08/2003 at approximately 22:30 , a lear jet operated by fs air , on a medevac operation , slid off the end",fs air,ART,jet
253,20030611018109A,2484,0,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE","( -23 ) on june 11 , 2003 at approximately 1242 edt , a steven d. ayers experimental rv-6a aircraft crashed during take",steven d. ayers,ART,aircraft
254,20030607012509A,2494,0,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL","( -23 ) the aircraft departed bartlesville municipal airport ( bvo ) bartlesville , ok at 1147 am local time for a local",bartlesville,PART-WHOLE,ok
255,20030605015579I,2496,0,(-23) MR. CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT. THE MECHANIC (IA) WHO REMOV,( -23 ) mr. campbell flew his aircraft after the vacuum pump was removed for replacement .,his,ART,aircraft
256,20030605015579I,2496,0,(-23) MR. CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT. THE MECHANIC (IA) WHO REMOV,( -23 ) mr. campbell flew his aircraft after the vacuum pump was removed for replacement .,campbell,ART,aircraft
257,20030603012019I,2499,0,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ","( -23 ) date : june 3 , 2003 logan international airport boston ma ( bos ) 12:35 edt asi : donald e. small n452fj dornier",logan international airport,PART-WHOLE,boston ma
258,20030720036259A,2506,0,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI","( -23 ) ^privacy data omitted^ pilot stated that after takeoff from runway 26 at dahl creek , alaska his aircraft engi",dahl creek,PART-WHOLE,alaska
259,20030720036259A,2506,0,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI","( -23 ) ^privacy data omitted^ pilot stated that after takeoff from runway 26 at dahl creek , alaska his aircraft engi",his,ART,aircraft
260,20030810020329A,2508,0,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE ","( -23 ) n4975b when landing on runway 22 , avon park , fl , aircraft ran into approx .",avon park,PART-WHOLE,fl
261,20030706013569I,2512,0,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO","( -23 ) at about 5 pm sunday july 6 , 2003 the pilot departed trident basin northbound with one passenger .",pilot,PHYS,trident basin
262,20030706013569I,2512,0,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO","( -23 ) at about 5 pm sunday july 6 , 2003 the pilot departed trident basin northbound with one passenger .",passenger,PHYS,trident basin
263,20030622012009I,2513,0,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,( -23 ) the pilot of n17655 be-55 declared an emergency on takeoff when passenger noticed oil streaks on the left eng,pilot,ART,be-55
264,20030901026139A,2516,0,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","( -23 ) on september 1 , 2003 , at approximately 1130 ( lcl ) , a cessna model 172-f n8578u crashed on a field near the faj",field,PHYS,faj
265,20031003030279A,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","( -23 ) pilot departed danville , il ( kdnv ) with inoperative fuel gauges enroute to morgantown , wv ( mgw ) .",morgantown,PART-WHOLE,wv
266,20031003030279A,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","( -23 ) pilot departed danville , il ( kdnv ) with inoperative fuel gauges enroute to morgantown , wv ( mgw ) .",danville,PART-WHOLE,il
267,20031003030279A,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","( -23 ) pilot departed danville , il ( kdnv ) with inoperative fuel gauges enroute to morgantown , wv ( mgw ) .",pilot,PHYS,danville
268,20031003030279A,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","( -23 ) pilot departed danville , il ( kdnv ) with inoperative fuel gauges enroute to morgantown , wv ( mgw ) .",pilot,PHYS,morgantown
269,20031019027459A,2518,0,(-23) ACCORDING TO VERBAL AND WRITTEN STATEMENTS FROM THE PILOT ROBERT WOLVERTON AND AIRPORT MANAGER ELDIN NIMMO: O,( -23 ) according to verbal and written statements from the pilot robert wolverton and airport manager eldin nimmo : o,manager,ORG-AFF,airport
270,20031005037479A,2522,0,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED ","( -23 ) pilot statement : on oct. 5 , 2003 at approximately 0715z , my cessna 182h ( n1919x ) ran out of fuel and crashed",my,ART,182h
271,20031114036279I,2526,0,"(-23) AFTER LANDING AT RENO, NEVADA ON 11/13/2003 AND BLOWING OUT THE MAIN TIRES DUE TO A WOW SWITCH RIGGING PROBLE","( -23 ) after landing at reno , nevada on 11/13/2003 and blowing out the main tires due to a wow switch rigging proble",reno,PART-WHOLE,nevada
272,20031111034609A,2527,0,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O","( -23 ) on november 11 , 2003 atp rated pic and sic departed palwaukee airport ( pwk ) , wheeling , il on a 14 cfr 135 - o",wheeling,PART-WHOLE,il
273,20031111034609A,2527,0,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O","( -23 ) on november 11 , 2003 atp rated pic and sic departed palwaukee airport ( pwk ) , wheeling , il on a 14 cfr 135 - o",palwaukee airport,PART-WHOLE,wheeling
274,20031004024399A,2528,0,"(-23) AMERICAN AIRLINES FLIGHT #847, B-737-823, N972AN, WHILE PARKED AT BOSTON TERMINAL B, GATE 26, WAS STRUCK BY A","( -23 ) american airlines flight # 847 , b-737-823 , n972an , while parked at boston terminal b , gate 26 , was struck by a",terminal b,PART-WHOLE,boston
275,20040410005949A,2535,0,"(-23) PILOT T.O. FROM HIS PRIVATE STRIP, CLIMBED TO 6000FT AND WENT INVERTED DURING AN ACROBATIC MANEUVER (AEROBATI","( -23 ) pilot t. o. from his private strip , climbed to 6000ft and went inverted during an acrobatic maneuver ( aerobati",his,ART,strip
276,20040322015809I,2537,0,"(-23) PILOT DEPARTED WINNIE, TX AIRPORT WITH TOW BAR ATTACHED TO NOSE GEAR. MINOR DAMAGE TO NOSE GEAR DOORS ON LAND","( -23 ) pilot departed winnie , tx airport with tow bar attached to nose gear .",pilot,PHYS,airport
277,20040428022659A,2551,0,(-23) PILOT DEPARTED FREDERICKSBURG SHANNON AIRPORT (EZF) WITH THE AIRCRAFT TOW BAR ATTACHED. IMMEDIATELY AFTER DEP,( -23 ) pilot departed fredericksburg shannon airport ( ezf ) with the aircraft tow bar attached .,pilot,PHYS,fredericksburg shannon airport
278,20040420009309I,2553,0,(-23) THE PILOT REQUESTED A LONG LANDING ON 13L AT DALLAS LOVEFIELD AND THE REQUEST WAS APPROVED. N3217Q LANDED RUN,( -23 ) the pilot requested a long landing on 13l at dallas lovefield and the request was approved .,pilot,PHYS,dallas lovefield
279,20040823021189A,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","( -23 ) the pilot departed danville , il enroute to crystal lake , il in cessna 182 , n92848 , on august 23 , 2004. the en",crystal lake,PART-WHOLE,il
280,20040823021189A,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","( -23 ) the pilot departed danville , il enroute to crystal lake , il in cessna 182 , n92848 , on august 23 , 2004. the en",pilot,PHYS,danville
281,20040823021189A,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","( -23 ) the pilot departed danville , il enroute to crystal lake , il in cessna 182 , n92848 , on august 23 , 2004. the en",pilot,ART,cessna 182
282,20040823021189A,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","( -23 ) the pilot departed danville , il enroute to crystal lake , il in cessna 182 , n92848 , on august 23 , 2004. the en",pilot,PHYS,crystal lake
283,20041202032849I,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","( -23 ) pilot departed aurora municipal airport ( 2h2 ) , aurora , missouri , vfr enroute to air park south airport ( 2k2 ) ,",aurora,PART-WHOLE,missouri
284,20041202032849I,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","( -23 ) pilot departed aurora municipal airport ( 2h2 ) , aurora , missouri , vfr enroute to air park south airport ( 2k2 ) ,",aurora municipal airport,PART-WHOLE,aurora
285,20041202032849I,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","( -23 ) pilot departed aurora municipal airport ( 2h2 ) , aurora , missouri , vfr enroute to air park south airport ( 2k2 ) ,",pilot,PHYS,aurora municipal airport
286,20041010029579A,2576,0,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,( -23 ) the pilot of the float equipped airplane and his 3 passengers departed a fishing lodge shortly after dawn .,his,PER-SOC,passengers
287,20041010029579A,2576,0,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,( -23 ) the pilot of the float equipped airplane and his 3 passengers departed a fishing lodge shortly after dawn .,pilot,ART,airplane
288,20041010029579A,2576,0,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,( -23 ) the pilot of the float equipped airplane and his 3 passengers departed a fishing lodge shortly after dawn .,pilot,PHYS,lodge
289,20041010029579A,2576,0,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,( -23 ) the pilot of the float equipped airplane and his 3 passengers departed a fishing lodge shortly after dawn .,passengers,PHYS,lodge
290,20041013027419I,2578,1,(-23) AIRCRAFT WAS STOPPED ON TAXIWAY ECHO IN LINE FOR TAKEOFF. AN AMERICAN AIRLINES BAGGAGE CART BROKE AWAY FROM T,an american airlines baggage cart broke away from t,american airlines,ART,cart
