c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
19861203076149I,1146,1,RETURNED AFTER SMOKE IN COCKPIT. FOUND SHORTED WIRES WHERE PREVIOUS ENTERTAINMENT CENTER WAS INSTALLED.            ,found shorted wires where previous entertainment center was installed .,shorted wires,OtherScientificTerm
19861203076149I,1146,1,RETURNED AFTER SMOKE IN COCKPIT. FOUND SHORTED WIRES WHERE PREVIOUS ENTERTAINMENT CENTER WAS INSTALLED.            ,found shorted wires where previous entertainment center was installed .,entertainment center,Method
19870218037569A,1147,1,ATTEMPTED A GO AROUND AFTER OVERSHOOT.  TURNED ON FUEL BOOST PUMP DUE TO LOW RPM AND ENGINE QUIT. DEPARTED RUNWAY. ,turned on fuel boost pump due to low rpm and engine quit .,fuel boost pump,Method
19870211003519A,1156,0,"BOMB THREAT CAUSED NON SCHEDULED LANDING AND EVACUATION. SOME SLIDES FAILED, ONE DETACHED BY ERROR. SEVERAL INJURED",bomb threat caused non scheduled landing and evacuation .,bomb threat,OtherScientificTerm
19870401031839A,1158,1,THE PILOT LOST CONTROL OF THE AIRCRAFT AT ROTATION.  THE CONTROL COLUMN GUST LOCK HAD NOT BEEN REMOVED.            ,the control column gust lock had not been removed .,control column gust lock,OtherScientificTerm
19870411033269I,1160,1,ENGINE FAILED ON TAKEOFF AND AIRCRAFT WAS UNABLE TO MAKE THE RUNWAY. WATER AND ALGAE FOUND IN SERVO INDUCTION PUMP.,water and algae found in servo induction pump .,servo induction pump,Method
19870105000159I,1162,1,FORCED LANDING IN A FIELD AFTER SEVERE ENGINE VIBRATION EN ROUTE. FOUND SIGNS OF OIL STARVATION. OIL CAP LOOSE.    ,found signs of oil starvation .,oil starvation,OtherScientificTerm
19870311079039A,1163,1,ENGINE LOST POWER ON CLIMBOUT. OVERSHOT RUNWAY ON LANDING WITHOUT FLAPS. WATER IN FUEL. FUEL TANK AD NOT COMPLIED. ,overshot runway on landing without flaps .,overshot runway,OtherScientificTerm
19870311079039A,1163,3,ENGINE LOST POWER ON CLIMBOUT. OVERSHOT RUNWAY ON LANDING WITHOUT FLAPS. WATER IN FUEL. FUEL TANK AD NOT COMPLIED. ,fuel tank ad not complied .,fuel tank,OtherScientificTerm
19870125046099A,1165,0,THE ENGINE FAILED FROM FUEL EXHAUSTION ON LANDING APPROACH. THE PILOT FAILED TO ADEQUATELY PREFLIGHT AIRCRAFT.     ,the engine failed from fuel exhaustion on landing approach .,engine,OtherScientificTerm
19861205064889A,1173,1,"THE AIRCRAFT DITCHED WHEN THE ENGINES QUIT. PILOT HAD BEEN LOST DUE TO WEATHER, OPERATING WITHOUT NAVIGATION AIDS. ","pilot had been lost due to weather , operating without navigation aids .",navigation aids,OtherScientificTerm
19861230085019I,1176,0,LANDING GEAR RETRACTED PREMATURELY DURING TAKEOFF. GEAR SWITCH WAS PLACED IN UP POSITION ACCIDENTLY ON PREFLIGHT.  ,landing gear retracted prematurely during takeoff .,landing gear,OtherScientificTerm
19861230085019I,1176,1,LANDING GEAR RETRACTED PREMATURELY DURING TAKEOFF. GEAR SWITCH WAS PLACED IN UP POSITION ACCIDENTLY ON PREFLIGHT.  ,gear switch was placed in up position accidently on preflight .,gear switch,OtherScientificTerm
19870530029409I,1182,2,DURING BACK TAXI SMOKE WAS SEEN FROM THE LEFT SIDE OF PLANE. EVACUATION. OIL MIST VENTING THROUGH ENGINE BREATHER. ,oil mist venting through engine breather .,engine breather,OtherScientificTerm
19870415036209I,1183,1,THE AIRCRAFT RETURNED TO THE AIRPORT AFTER TAKEOFF. THE LANDING GEAR GROUND LOCK PINS WERE NOT REMOVED ON PREFLIGHT,the landing gear ground lock pins were not removed on preflight,landing gear ground lock pins,OtherScientificTerm
19870501033379I,1184,0,THE GEAR COLLAPSED DURING TAKEOFF ROLL.  GEAR SELECTOR HAD BEEN MOVED TO UP POSITION BY MAINTENANCE PERSONNEL.     ,the gear collapsed during takeoff roll .,gear,OtherScientificTerm
19870501033379I,1184,1,THE GEAR COLLAPSED DURING TAKEOFF ROLL.  GEAR SELECTOR HAD BEEN MOVED TO UP POSITION BY MAINTENANCE PERSONNEL.     ,gear selector had been moved to up position by maintenance personnel .,gear selector,Method
19870526038729A,1185,0,FAILED TO ADVANCE RPM LEVERS FOR TAKEOFF. PIC NOTED POOR PERFORMANCE AND ABORTED. RAN OFF END OF RUNWAY AND CRASHED,failed to advance rpm levers for takeoff .,rpm levers,OtherScientificTerm
19870603052279I,1187,0,NOSE GEAR COLLAPSED ON ROLLOUT. BATTERY IN DISCHARGED CONDITION. ALTERNATOR SWITCH WAS OFF.                        ,nose gear collapsed on rollout .,nose gear,OtherScientificTerm
19870603052279I,1187,2,NOSE GEAR COLLAPSED ON ROLLOUT. BATTERY IN DISCHARGED CONDITION. ALTERNATOR SWITCH WAS OFF.                        ,alternator switch was off .,alternator switch,Method
19870611033109I,1190,2,OIL NOTED ON ENGINE COWLING AT TAKEOFF.  RETURNED.  DISCOVERED THE OIL CAP WAS LOOSE.                              ,discovered the oil cap was loose .,oil cap,OtherScientificTerm
19870425011409A,1191,1,ABORTED TAKEOFF AND DEPARTED RUNWAY END INTO A FENCE AND DITCH. IMPROPER USE OF FLAPS FOR SHORT FIELD TAKEOFF.     ,improper use of flaps for short field takeoff .,flaps,OtherScientificTerm
19870425011409A,1191,1,ABORTED TAKEOFF AND DEPARTED RUNWAY END INTO A FENCE AND DITCH. IMPROPER USE OF FLAPS FOR SHORT FIELD TAKEOFF.     ,improper use of flaps for short field takeoff .,short field takeoff,OtherScientificTerm
19870530033019I,1192,1,"GEAR COLLAPSED ON ROLLOUT.  SUSPECT OPERATOR FAILED TO OPERATE ALTERNATOR SWITCH PROPERLY, BATTERY WAS DRAINED.    ","suspect operator failed to operate alternator switch properly , battery was drained .",alternator switch,Method
19870702039209I,1195,0,HIGH PRESSURE FUEL PUMP WAS ON DURING TAXI. ENGINE QUIT. DURING RESTART ATTEMPT FUEL ACCUMULATION ON GROUND IGNITED,high pressure fuel pump was on during taxi .,high pressure fuel pump,Method
19870623037749I,1199,0,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,the engine cowling came loose inflight .,engine cowling,OtherScientificTerm
19870623037749I,1199,1,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,the pilot failed to check cowling security on preflight inspection .,cowling security,OtherScientificTerm
19870623037749I,1199,1,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,the pilot failed to check cowling security on preflight inspection .,preflight inspection,OtherScientificTerm
19870511033439I,1202,0,"LOW OIL PRESSURE LIGHT CAME ON AFTER FLUCTUATION. ENGINE SHUTDOWN, AIRCRAFT RETURNED. OIL CAP WAS OFF.             ",low oil pressure light came on after fluctuation .,low oil pressure light,OtherScientificTerm
19870511033439I,1202,2,"LOW OIL PRESSURE LIGHT CAME ON AFTER FLUCTUATION. ENGINE SHUTDOWN, AIRCRAFT RETURNED. OIL CAP WAS OFF.             ",oil cap was off .,oil cap,OtherScientificTerm
19870624041889I,1204,1,NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL.  A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES.          ,a package struck the propeller damaging 3 blades .,propeller,OtherScientificTerm
19870628027549A,1205,2,LOST POWER ON CLIMBOUT. CRASHED INTO BRUSH OFF END RUNWAY. PILOT TOOK OFF WITH FUEL SELECTOR IN OFF POSITION.      ,pilot took off with fuel selector in off position .,fuel selector,Method
19870720057469I,1207,0,OIL FROM ENGINE CAUGHT FIRE AND EXTINGUISHED BY FIRE BOTTLE.  SAFE LANDING.                                        ,oil from engine caught fire and extinguished by fire bottle .,fire bottle,Method
19870523018679A,1208,0,OVER INFLATED TAIL WHEEL STRUT CAUSED PILOT TO LOSE CONTROL WHEN IT BROKE OFF ON LANDING IN A CROSSWIND SIDE LOAD. ,over inflated tail wheel strut caused pilot to lose control when it broke off on landing in a crosswind side load .,crosswind side load,OtherScientificTerm
19870523018729A,1210,0,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ","canopy came open on climbout causing an uncontrolled ground collision , no defects reported .",uncontrolled ground collision,OtherScientificTerm
19870606018859A,1211,1,UNABLE TO STAY AIRBORNE ON TAKEOFF. ABORTED AND GROUND LOOPED INTO A TREE TO AVOID OVERRUN. MAG SWITCH ON ONE MAG. ,aborted and ground looped into a tree to avoid overrun .,overrun,OtherScientificTerm
19870618043669I,1212,2,SMOKE FROM ENGINES AFTER TAKEOFF. RETURNED. OIL FILLER CAPS WERE NOT SECURED.                                      ,oil filler caps were not secured .,oil filler caps,OtherScientificTerm
19870616020729A,1215,0,UPPER COWLING BECAME LOOSE ON CLIMBOUT. RETURNING TO AIRPORT AIRCRAFT STALLED. IMPACTED TERRAIN NEXT TO THE RUNWAY.,upper cowling became loose on climbout .,upper cowling,OtherScientificTerm
19870606050749I,1220,0,"THE AIRCRAFT LANDED WITH THE PARKING BRAKE ENGAGED, BLOWING MAIN TIRES. PILOT USED UNAUTHOURIZED PROCEDURE.        ","the aircraft landed with the parking brake engaged , blowing main tires .",parking brake,OtherScientificTerm
19870623069389I,1221,0,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,apu caught fire during start .,apu,Method
19870623069389I,1221,1,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,apu placarded except for start switch .,apu,OtherScientificTerm
19870623069389I,1221,1,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,apu placarded except for start switch .,start switch,OtherScientificTerm
19870623069389I,1221,2,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,apu was inoperative deferred in logs .,apu,OtherScientificTerm
19870607036699I,1222,0,SHUT DOWN LEFT ENGINE DUE TO FUEL FLOW PROBLEM AFTER TAKEOFF.  RIGHT ENGINE QUIT SHORTLY AFTER.                    ,shut down left engine due to fuel flow problem after takeoff .,fuel flow problem,OtherScientificTerm
19870706038459I,1224,2,PILOT LEFT BOOST PUMP ON HIGH DURING TAXI.  FIRE ERUPTED.  FUEL DRAIN LINE WAS PUSHED UP INSIDE COWLING.           ,fuel drain line was pushed up inside cowling .,fuel drain line,OtherScientificTerm
19870622055261A,1225,0,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,mechanic taxiing 747 without brake hydraulic power struck a holding 737 n184aw .,mechanic taxiing,Task
19870622055261A,1225,1,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,had failed to use backup system .,backup system,Method
19870511028879I,1226,0,LEFT ENGINE DEVELOPED AN OIL LEAK AFTER LIFTOFF.  RETURNED.  OIL CAP WAS NOT PROPERLY SECURED.                     ,left engine developed an oil leak after liftoff .,oil leak,OtherScientificTerm
19870511028879I,1226,2,LEFT ENGINE DEVELOPED AN OIL LEAK AFTER LIFTOFF.  RETURNED.  OIL CAP WAS NOT PROPERLY SECURED.                     ,oil cap was not properly secured .,oil cap,OtherScientificTerm
19870612037629I,1228,0,THE NOSE WHEEL FAILED TO EXTEND.  THE AIRCRAFT LANDED ON THE MAIN GEAR.  WHEEL JAMMED IN DISCONNECTED GEAR DOORS.  ,the nose wheel failed to extend .,nose wheel,OtherScientificTerm
19870501023399I,1229,1,CANOPY OPENED DURING TAKEOFF.  AIRCRAFT CONTROL AFFECTED.  LANDED GEAR UP.  SAFETY LATCH DID NOT HOLD.             ,aircraft control affected .,aircraft control,Task
19870501023399I,1229,3,CANOPY OPENED DURING TAKEOFF.  AIRCRAFT CONTROL AFFECTED.  LANDED GEAR UP.  SAFETY LATCH DID NOT HOLD.             ,safety latch did not hold .,safety latch,OtherScientificTerm
19871031061469A,1232,1,"ON LANDING, RAN OFF SIDE OF RUNWAY INTO MUD AND FLIPPED OVER.PILOT HAD FAILED TO SECURE AILERON REFLEXER CONTROL.  ",pilot had failed to secure aileron reflexer control .,aileron reflexer control,OtherScientificTerm
19870922059019A,1233,0,LEFT ON OVER WATER FLIGHT WITH FUEL PUMP INOPERATIVE AND USING THE ELECTRIC AUX PUMP WHICH FAILED. DITCHED IN OCEAN,left on over water flight with fuel pump inoperative and using the electric aux pump which failed .,fuel pump,Method
19870922059019A,1233,0,LEFT ON OVER WATER FLIGHT WITH FUEL PUMP INOPERATIVE AND USING THE ELECTRIC AUX PUMP WHICH FAILED. DITCHED IN OCEAN,left on over water flight with fuel pump inoperative and using the electric aux pump which failed .,electric aux pump,Method
19870831063679I,1235,0,THE RIGHT MAIN GEAR COLLAPSED ON ROLLOUT OLEO STRUT WAS NOT CONNECTED AT THE THREADED JOINTS.                      ,the right main gear collapsed on rollout oleo strut was not connected at the threaded joints .,threaded joints,OtherScientificTerm
19870924064559I,1237,1,SMOKE ACCOMPANIED PRESSURIZATION PROBLEMS. PILOT IMPROPERLY SET EMERGENCY VALVE. OIL FROM ENGINE WORK CAUSED SMOKE.,pilot improperly set emergency valve .,emergency valve,OtherScientificTerm
19870924064559I,1237,2,SMOKE ACCOMPANIED PRESSURIZATION PROBLEMS. PILOT IMPROPERLY SET EMERGENCY VALVE. OIL FROM ENGINE WORK CAUSED SMOKE.,oil from engine work caused smoke .,smoke,OtherScientificTerm
19871027060859A,1240,0,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",electric power lost on ifr dual flight .,electric power,OtherScientificTerm
19871027060859A,1240,0,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",electric power lost on ifr dual flight .,ifr dual flight,OtherScientificTerm
19871027060859A,1240,1,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR","struck power pole on forced landing , found circuit breaker off .",forced landing,OtherScientificTerm
19871027078949I,1241,0,LANDING GEAR COLLAPSED BECAUSE IT WAS NEVER FULLY EXTENDED AND LOCKED. CAUSE GENERATORS WERE NEVER TURNED ON.      ,landing gear collapsed because it was never fully extended and locked .,landing gear,OtherScientificTerm
19871014062899I,1243,0,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ","during missed approach , cfi turned boost pump on which flooded the simulated failed engine .",missed approach,Task
19871014062899I,1243,0,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ","during missed approach , cfi turned boost pump on which flooded the simulated failed engine .",cfi,Method
19870812051139I,1246,0,AIRCRAFT STRUCK POWERLINES WHILE CIRCLING A RESIDENCE AT NIGHT. INSTRUMENT PANEL LIGHTS WERE TURNED OFF.           ,aircraft struck powerlines while circling a residence at night .,powerlines,OtherScientificTerm
19870812051139I,1246,1,AIRCRAFT STRUCK POWERLINES WHILE CIRCLING A RESIDENCE AT NIGHT. INSTRUMENT PANEL LIGHTS WERE TURNED OFF.           ,instrument panel lights were turned off .,instrument panel lights,OtherScientificTerm
19870813057749I,1247,0,BOTH ENGINES FLAMED OUT WHILE DESCENDING THROUGH CLOUDS. INLET HEAT NO ON. BOTH ENGINES WERE RESTARTED.            ,both engines flamed out while descending through clouds .,engines,Generic
19870813057749I,1247,2,BOTH ENGINES FLAMED OUT WHILE DESCENDING THROUGH CLOUDS. INLET HEAT NO ON. BOTH ENGINES WERE RESTARTED.            ,both engines were restarted .,engines,Generic
19870926079129A,1250,0,OVERHEATED ENGINE. PRECAUTIONARY LANDING ON DIRT ROAD. BOUNCED. HIT A CATTLE GUARD AND GATE. OIL DIPSTICK MISSING. ,overheated engine .,overheated engine,OtherScientificTerm
19870911051849A,1251,1,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,the force of air broke pilots arm and damaged fuselage .,fuselage,OtherScientificTerm
19871003063159I,1253,2,ENGINE QUIT DUE TO SIGNIFICANT WATER IN THE FUEL. SAFE AIRPORT LANDING. FUEL FACILITY INSPECTION INCONCLUSIVE.     ,fuel facility inspection inconclusive .,fuel facility inspection,Task
19871003063299I,1255,0,THE AIRCRAFT RETURNED TO THE AIRPORT DUE TO AN UNLATCHED COWLING. OPERATOR IS TAKING ACTION TO PREVENT RECURRENCE. ,the aircraft returned to the airport due to an unlatched cowling .,unlatched cowling,OtherScientificTerm
19870727068289I,1256,0,PILOT FAILED TO ENSURE THE OIL DIPSTICK WAS PROPERLY INSTALLED. RETURNED WITH OIL LEAKING FROM RIGHT ENGINE.       ,pilot failed to ensure the oil dipstick was properly installed .,oil dipstick,Method
19871015063099I,1258,0,PILOT TOOK OFF WITH THE TOWBAR ATTACHED TO NOSE GEAR. RETURNED WHEN GEAR WOULD NOT RETRACT FULLY.                  ,pilot took off with the towbar attached to nose gear .,nose gear,OtherScientificTerm
19871102072099I,1260,0,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,solo student lost directional control during attempted takeoff with full flaps .,directional control,OtherScientificTerm
19871102072099I,1260,0,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,solo student lost directional control during attempted takeoff with full flaps .,full flaps,OtherScientificTerm
19871102072099I,1260,1,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,nose gear collapsed off runway side .,nose gear,OtherScientificTerm
19870910061919I,1262,0,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,tailwheel was not locked for landing .,tailwheel,OtherScientificTerm
19870816062719I,1263,0,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ","a copper tube , used to hold aerial banners , fell through the roof of a house .",copper tube,OtherScientificTerm
19870816062719I,1263,0,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ","a copper tube , used to hold aerial banners , fell through the roof of a house .",aerial banners,OtherScientificTerm
19871119066679A,1266,2,LIFTED TO HOVER UNAWARE HIDDEN TIE DOWN CHAINS STILL ATTACHED. ROLLED OVER AND CRASHED. TIE DOWNS WERE IMPROPER.   ,tie downs were improper .,tie downs,OtherScientificTerm
19871119073859I,1269,0,LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE. FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR.     ,lost directional control on rollout due to an inoperative left brake .,directional control,OtherScientificTerm
19871119073859I,1269,0,LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE. FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR.     ,lost directional control on rollout due to an inoperative left brake .,rollout,OtherScientificTerm
19871119073859I,1269,0,LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE. FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR.     ,lost directional control on rollout due to an inoperative left brake .,inoperative left brake,OtherScientificTerm
19871119073859I,1269,1,LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE. FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR.     ,found hydraulic fluid on left main gear .,hydraulic fluid,OtherScientificTerm
19880120019019I,1272,0,TAXIING AT HIGH STEEP PILOT VEERED OFF TAXIWAY INTO THE GRASS. BECAME STUCK IN THE MUD. BLAMED SEAT SLIPPED BACK.  ,taxiing at high steep pilot veered off taxiway into the grass .,taxiing,Task
19880216002609A,1273,0,TAIL ROTOR ASSEMBLY BROKE OFF IN FLIGHT WHEN IT WAS STRUCK BY A HELMET FLIGHT BAG BLOWN OUT OF COCKPIT.            ,tail rotor assembly broke off in flight when it was struck by a helmet flight bag blown out of cockpit .,tail rotor assembly,Method
19871224078969I,1274,0,ELECTRICAL POWER LOSS. MAGS NOT ON.TOWER CHECKED GEAR WAS UP. LANDED GEAR UP. EMERGENCY EXTENSION OPERATED NORMAL. ,electrical power loss .,electrical power loss,OtherScientificTerm
19871224078969I,1274,1,ELECTRICAL POWER LOSS. MAGS NOT ON.TOWER CHECKED GEAR WAS UP. LANDED GEAR UP. EMERGENCY EXTENSION OPERATED NORMAL. ,mags not on .,mags,OtherScientificTerm
19871224078969I,1274,4,ELECTRICAL POWER LOSS. MAGS NOT ON.TOWER CHECKED GEAR WAS UP. LANDED GEAR UP. EMERGENCY EXTENSION OPERATED NORMAL. ,emergency extension operated normal .,emergency extension,OtherScientificTerm
19880303054509I,1276,0,INDICATES PILOT DID NOT TURN ON ENGINE ANTI ICE PRIOR TO ICING. LOST BOTH ENGINES. WAS ABLE TO RESTART AND RETURN. ,indicates pilot did not turn on engine anti ice prior to icing .,engine anti ice,OtherScientificTerm
19871229075529I,1277,0,LOSS OF OIL QUANTITY NR3 ENGINE EN ROUTE DUE TO OIL CAP LOOSE. SHUT DOWN ENGINE. LANDED OK. NO ENGINE DAMAGE.      ,loss of oil quantity nr3 engine en route due to oil cap loose .,oil cap loose,OtherScientificTerm
19871226077959I,1281,0,FALSE ENGINE FIRE WARNING DUE TO WATER ON MONITOR CONNECTORS. WATER ENTERED UNDER LOOSE UPPER COWL.CRACKED COWL RIB,false engine fire warning due to water on monitor connectors .,false engine fire warning,Task
19871226077959I,1281,0,FALSE ENGINE FIRE WARNING DUE TO WATER ON MONITOR CONNECTORS. WATER ENTERED UNDER LOOSE UPPER COWL.CRACKED COWL RIB,false engine fire warning due to water on monitor connectors .,monitor connectors,OtherScientificTerm
19871124073879I,1283,0,PILOT ISSUED RADAR SURVEILLANCE APPROACH AFTER TWO ATTEMPTS. ILS SYSTEM HAD FLUCTUATING NEEDLES AND INOPERATIVE.   ,pilot issued radar surveillance approach after two attempts .,radar surveillance approach,Method
19871124073879I,1283,1,PILOT ISSUED RADAR SURVEILLANCE APPROACH AFTER TWO ATTEMPTS. ILS SYSTEM HAD FLUCTUATING NEEDLES AND INOPERATIVE.   ,ils system had fluctuating needles and inoperative .,ils system,Method
19871216081379I,1284,2,UNABLE TO RETRACT NOSE GEAR ON TAKEOFF CLIMB. RETURNED. FOUND NOSE GEAR SAFETY PIN HAD NOT BEEN REMOVED.           ,found nose gear safety pin had not been removed .,nose gear safety pin,OtherScientificTerm
19880314026319A,1285,3,HIT POWERLINES ON A PRECAUTIONARY LANDING. FUEL BOOST WARNING LIGHT ON. IMPACTED GROUND. GENERATOR SWITCH WAS OFF. ,generator switch was off .,generator switch,OtherScientificTerm
19880120000999A,1286,2,PICKED UP TO A HOVER WHEN HELICOPTER PITCHED UP. LOST CONTROL AND CRASHED. ICED CONTROL SERVOS. AD NOT COMPLIED.   ,iced control servos .,iced control servos,Method
19880108041599I,1290,0,DUAL ALTERNATOR FAILURE. FAILED TO RESET CIRCUIT BREAKERS OR CHECK GEAR DOWN. PUT ON DEICE. SURGE POPPED BREAKERS. ,dual alternator failure .,dual alternator failure,OtherScientificTerm
19880108041599I,1290,1,DUAL ALTERNATOR FAILURE. FAILED TO RESET CIRCUIT BREAKERS OR CHECK GEAR DOWN. PUT ON DEICE. SURGE POPPED BREAKERS. ,failed to reset circuit breakers or check gear down .,circuit breakers,OtherScientificTerm
19880108041599I,1290,3,DUAL ALTERNATOR FAILURE. FAILED TO RESET CIRCUIT BREAKERS OR CHECK GEAR DOWN. PUT ON DEICE. SURGE POPPED BREAKERS. ,surge popped breakers .,surge popped breakers,OtherScientificTerm
19880213002489A,1293,2,LOST DIRECTIONAL CONTROL ON TAKEOFF. VEERED OFF THE RUNWAY. STUDENT USED NOSEWHEEL STEERING. CFI FAILED TO ADVISE. ,student used nosewheel steering .,nosewheel steering,Method
19871205069159A,1294,3,"LOST OIL PRESSURE ON TAKEOFF. TRIED LANDING DOWNWIND NO FLAPS. TOO HIGH,STALLED CLIMBOUT. OIL DIPSTICK NOT SECURED.",oil dipstick not secured .,oil dipstick,OtherScientificTerm
19880104000179A,1295,1,LOST CONTROL ON CLIMB-OUT AND IMPACTED NEAR VERTICAL.INDICATES PILOT FAILED TO TURN ON GYRO HORIZON PRIOR DEPARTURE,indicates pilot failed to turn on gyro horizon prior departure,gyro horizon,OtherScientificTerm
19880221003319A,1296,0,PARTIAL POWER LOSS ON CLIMBOUT. DITCHED IN A CREEK. FOUND WATER IN FUEL.                                           ,partial power loss on climbout .,partial power loss,OtherScientificTerm
19880221003319A,1296,0,PARTIAL POWER LOSS ON CLIMBOUT. DITCHED IN A CREEK. FOUND WATER IN FUEL.                                           ,partial power loss on climbout .,climbout,OtherScientificTerm
19880304005859A,1299,2,BOTH ENGINES QUIT ON CLIMBOUT. CRASH LANDED IN TREES. FUEL SELECTORS ON INBOARD EMPTY TANKS. OUTBOARD TANKS FULL.  ,fuel selectors on inboard empty tanks .,fuel selectors,Method
19880324019949I,1302,0,ICING PROBLEM. ENGINE QUIT AT CRUISE. RESTARTED. ONLY RAN AT IDLE. LANDED ON DIRT ROAD. WAS USING RAM AIR.         ,icing problem .,icing problem,Task
19880413016839I,1305,0,HAD A RATTLE NOISE OUTSIDE OF THE AIRCRAFT. RETURNED. FOUND EXCESS SEAT BELT WAS HANGING OUTSIDE OF COCKPIT.       ,had a rattle noise outside of the aircraft .,rattle noise,OtherScientificTerm
19880530054189I,1306,3,UNABLE TO ACCELERATE NORMALLY. ABORTED TAKEOFF. STOPPED IN OVERRUN AREA. PARKING BRAKE NOT FULLY OFF.              ,parking brake not fully off .,parking brake,OtherScientificTerm
19880623040529I,1307,1,ENGINE QUIT IN THE PATTERN. LANDED IN A FLOOD CHANNEL. LACK OF SUFFICIENT OIL IN ENGINE CAUSED CYLINDER SEIZURE.   ,landed in a flood channel .,flood channel,OtherScientificTerm
19880623040529I,1307,2,ENGINE QUIT IN THE PATTERN. LANDED IN A FLOOD CHANNEL. LACK OF SUFFICIENT OIL IN ENGINE CAUSED CYLINDER SEIZURE.   ,lack of sufficient oil in engine caused cylinder seizure .,cylinder seizure,OtherScientificTerm
19880410036529A,1309,1,FIRE ERUPTED IN EXHAUST SYSTEM IN AN INVERTED SPIN DUE TO POOLING OF SMOKE OIL AND IGNITED. SMOKE OBSCURED LANDING.,smoke obscured landing .,smoke,OtherScientificTerm
