,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
1752,19900214002219A,1448,1,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,cfi took over .,"[5, 5, 'VEH']"
1753,19900214002219A,1448,2,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,landed in marsh .,"[11, 11, 'LOC']"
1754,19900404026989I,1449,0,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR. GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER.      ,on departure from boston unable to retract nose gear .,"[3, 3, 'GPE']"
1755,19900404026989I,1449,1,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR. GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER.      ,ground crew failed to close exterior gear handle lever .,"[11, 11, 'PER']"
1756,19900411014509I,1452,0,PILOT STATED ON LANDING AIRCRAFT HIT BUMP ON RUNWAY. BOUNCED. MADE A GO AROUND. NOSE GEAR BROKE ON LANDING.        ,pilot stated on landing aircraft hit bump on runway .,"[0, 0, 'PER']"
1757,19900411014509I,1452,0,PILOT STATED ON LANDING AIRCRAFT HIT BUMP ON RUNWAY. BOUNCED. MADE A GO AROUND. NOSE GEAR BROKE ON LANDING.        ,pilot stated on landing aircraft hit bump on runway .,"[4, 4, 'VEH']"
1758,19900411014509I,1452,0,PILOT STATED ON LANDING AIRCRAFT HIT BUMP ON RUNWAY. BOUNCED. MADE A GO AROUND. NOSE GEAR BROKE ON LANDING.        ,pilot stated on landing aircraft hit bump on runway .,"[8, 8, 'FAC']"
1759,19900326005779A,1453,2,LOST POWER ON CLIMBOUT. TRIED RETURN. LANDED IN FALLOW FIELD. NOSED OVER WATER IN FUEL.                            ,landed in fallow field .,"[10, 11, 'LOC']"
1760,19900323014919I,1454,0,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS. RETURNED TO AIRPORT. COPILOT UNQUALIFIED IN AIRCRAFT.     ,on climb pilot started to descend due to icing problems .,"[2, 2, 'PER']"
1761,19900323014919I,1454,1,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS. RETURNED TO AIRPORT. COPILOT UNQUALIFIED IN AIRCRAFT.     ,returned to airport .,"[13, 13, 'FAC']"
1762,19900323014919I,1454,2,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS. RETURNED TO AIRPORT. COPILOT UNQUALIFIED IN AIRCRAFT.     ,copilot unqualified in aircraft .,"[15, 15, 'PER']"
1763,19900323014919I,1454,2,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS. RETURNED TO AIRPORT. COPILOT UNQUALIFIED IN AIRCRAFT.     ,copilot unqualified in aircraft .,"[18, 18, 'VEH']"
1764,19900506014029A,1456,1,STALLED AND CRASHED INTO RESIDENCE AFTER TAKEOFF. ATC ADVISED PILOT FLAPS APPEARED EXTENDED.                       ,atc advised pilot flaps appeared extended .,"[8, 8, 'ORG']"
1765,19900506014029A,1456,1,STALLED AND CRASHED INTO RESIDENCE AFTER TAKEOFF. ATC ADVISED PILOT FLAPS APPEARED EXTENDED.                       ,atc advised pilot flaps appeared extended .,"[10, 10, 'PER']"
1766,19900425011659A,1457,0,RAN OUT OF FUEL ON FERRY FLIGHT. LEFT PONTOON SEPARATED LANDING IN A POND. FUEL CAP NOT SECURED. FUEL SIPHONED.    ,ran out of fuel on ferry flight .,"[5, 5, 'VEH']"
1767,19900425011659A,1457,1,RAN OUT OF FUEL ON FERRY FLIGHT. LEFT PONTOON SEPARATED LANDING IN A POND. FUEL CAP NOT SECURED. FUEL SIPHONED.    ,left pontoon separated landing in a pond .,"[9, 9, 'VEH']"
1768,19900425011659A,1457,1,RAN OUT OF FUEL ON FERRY FLIGHT. LEFT PONTOON SEPARATED LANDING IN A POND. FUEL CAP NOT SECURED. FUEL SIPHONED.    ,left pontoon separated landing in a pond .,"[14, 14, 'LOC']"
1769,19900511015629A,1460,1,"TRIED TO GO AROUND WITH LEAN MIXTURE AND FULL FLAPS.  RIGHT ENGINE STALLED,LOST CONTROL BELOW VMC. CARTWHEELED.    ","right engine stalled , lost control below vmc .","[18, 18, 'ORG']"
1770,19900519017349A,1464,2,SWITCHED TANKS TURNING FINAL AFTER DROPPING BANNER. ENGINE QUIT. NOSED OVER IN WHEAT FIELD. DID NOT DRAIN SUMPS.   ,nosed over in wheat field .,"[14, 15, 'LOC']"
1771,19900615034499I,1465,0,PILOT FAILED TO REMOVE CHAIN FROM PROPELLER DURING PREFLIGHT. VIBRATION INFLIGHT. FOUND DAMAGE AT DESTINATION.     ,pilot failed to remove chain from propeller during preflight .,"[0, 0, 'PER']"
1772,19900703029289A,1466,1,BEGAN TEST FLIGHT FROM MAINTENANCE WITH RUDDER TRIM NEAR FULL LEFT. ABORTED AND RAN THROUGH FENCE AT END RUNWAY.   ,aborted and ran through fence at end runway .,"[19, 19, 'FAC']"
1773,19900629023099A,1467,1,"DOOR CAME OPEN ON LIFTOFF. TRIED GO AROUND,LOST POWER AT 300 FT,CRASHED AND BURNED OFF END OF AIRPORT.             ","tried go around , lost power at 300 ft , crashed and burned off end of airport .","[22, 22, 'FAC']"
1774,19900512024669I,1468,2,TOP DOOR LATCH OPENED ON TAKEOFF ROLL. ABORTED. RAN OFF END OF RUNWAY.                                             ,ran off end of runway .,"[14, 14, 'FAC']"
1775,19900520016589A,1470,0,DEPARTED INTO IMC WITH INOP GENERATOR AND ONLY BATTERY POWER. BATTERY WENT DEAD.HIT TREES AND FENCE ON ASR APPROACH,departed into imc with inop generator and only battery power .,"[2, 2, 'ORG']"
1776,19900520016589A,1470,2,DEPARTED INTO IMC WITH INOP GENERATOR AND ONLY BATTERY POWER. BATTERY WENT DEAD.HIT TREES AND FENCE ON ASR APPROACH,hit trees and fence on asr approach .,"[18, 18, 'FAC']"
1777,19900802033759A,1471,1,"ROUGH ENGINE ON LIFTOFF,ABORTED SAFELY BUT ENGINES DAMAGED BY JET FUEL PUMPED BY MISTAKE. PILOT FAILED TO CHECK.   ",pilot failed to check .,"[17, 17, 'PER']"
1778,19900725059989I,1472,0,PILOT FAILED TO REMOVE YOKE LOCK ON TAKEOFF. RAN OFF SIDE OF RUNWAY. NOSE GEAR COLLAPSED.                          ,pilot failed to remove yoke lock on takeoff .,"[0, 0, 'PER']"
1779,19900725059989I,1472,1,PILOT FAILED TO REMOVE YOKE LOCK ON TAKEOFF. RAN OFF SIDE OF RUNWAY. NOSE GEAR COLLAPSED.                          ,ran off side of runway .,"[13, 13, 'FAC']"
1780,19900625043489I,1473,0,PILOT DID NOT COMPLETE PREFLIGHT. ON START UP LEFT ENGINE FLAMED OUT. INLET COVER ON AND PARTLY INGESTED.          ,pilot did not complete preflight .,"[0, 0, 'PER']"
1781,19900529017769A,1478,1,RIGHT WING FOLDED ON TAKEOFF CLIMB. HOMEBUILT CRASHED INTO TREES. RIGHT WING RETAINING PINS WERE ABSENT.           ,homebuilt crashed into trees .,"[10, 10, 'LOC']"
1782,19900514018389A,1479,0,HELICOPTER ROLLED OVER ON LIFTOFF FROM TRAILER. REFUELING HOSE MISPLACED OVER LANDING SKID.                        ,helicopter rolled over on liftoff from trailer .,"[0, 0, 'VEH']"
1783,19900514018389A,1479,0,HELICOPTER ROLLED OVER ON LIFTOFF FROM TRAILER. REFUELING HOSE MISPLACED OVER LANDING SKID.                        ,helicopter rolled over on liftoff from trailer .,"[6, 6, 'VEH']"
1784,19900805058249I,1480,0,GLIDER DID NOT GAIN ALTITUDE ON TAKEOFF. SPOILERS WERE NOT CLOSED. ABORTED AND LANDED IN PASTURE. HIT STREET LIGHT.,glider did not gain altitude on takeoff .,"[0, 0, 'VEH']"
1785,19900805058249I,1480,2,GLIDER DID NOT GAIN ALTITUDE ON TAKEOFF. SPOILERS WERE NOT CLOSED. ABORTED AND LANDED IN PASTURE. HIT STREET LIGHT.,aborted and landed in pasture .,"[17, 17, 'LOC']"
1786,19901013047709A,1481,1,RAN OUT OF FUEL NEAR DESTINATION. STRUCK AUTO LANDING ON HIGHWAY. LOOSE FUEL CAP SIPHONED FUEL. GAUGES INACCURATE. ,struck auto landing on highway .,"[11, 11, 'FAC']"
1787,19900816033169A,1482,3,ENGINE QUIT ON TAKEOFF. PUT ON FUEL PUMP ENGINE STARTED. TURNED PUMP OFF ENGINE QUIT. HIT TREES. NO DEFECTS FOUND. ,hit trees .,"[19, 19, 'PER']"
1788,19900924053789I,1483,0,PILOT IMPROPERLY SET HIS RADIO SELECTOR SWITCH GIVING INDICATION OF RADIO FAILURE. UNABLE TO COMMUNICATE WITH ATC. ,pilot improperly set his radio selector switch giving indication of radio failure .,"[0, 0, 'PER']"
1789,19900924053789I,1483,0,PILOT IMPROPERLY SET HIS RADIO SELECTOR SWITCH GIVING INDICATION OF RADIO FAILURE. UNABLE TO COMMUNICATE WITH ATC. ,pilot improperly set his radio selector switch giving indication of radio failure .,"[3, 3, 'PER']"
1790,19900924053789I,1483,1,PILOT IMPROPERLY SET HIS RADIO SELECTOR SWITCH GIVING INDICATION OF RADIO FAILURE. UNABLE TO COMMUNICATE WITH ATC. ,unable to communicate with atc .,"[17, 17, 'ORG']"
1791,19901006044409A,1484,1,ON LANDING ROLL PORTABLE OXYGEN BOTTLE UNDER SEAT ROLLED FORWARD AND JAMMED RUDDER PEDALS. EXITED RUNWAY.          ,exited runway .,"[16, 16, 'FAC']"
1792,19901116061599I,1485,1,TURBULENCE ON CLIMBOUT. FLICK MAGNETO BROKE LOOSE IN BAGGAGE SPACE AND CRASHED THROUGH REAR WINDOW.                ,flick magneto broke loose in baggage space and crashed through rear window .,"[4, 5, 'VEH']"
1793,19901116061599I,1485,1,TURBULENCE ON CLIMBOUT. FLICK MAGNETO BROKE LOOSE IN BAGGAGE SPACE AND CRASHED THROUGH REAR WINDOW.                ,flick magneto broke loose in baggage space and crashed through rear window .,"[10, 10, 'FAC']"
1794,19901111049719A,1486,0,DEPARTED IFR WITH INOPERATIVE VACUUM PUMP. LOST POWER. CRASHED INTO TREES. FUEL SELECTOR ON EMPTY TANK. FULL OTHER.,departed ifr with inoperative vacuum pump .,"[1, 1, 'VEH']"
1795,19901108060109I,1487,0,FUEL EXHAUSTION OCCURED AFTER SWITCHING TANKS. DIVERTED FOR LANDING. TANKS HAD FUEL. SUSPECT ICE IN LINE.          ,fuel exhaustion occured after switching tanks .,"[5, 5, 'VEH']"
1796,19901108060109I,1487,2,FUEL EXHAUSTION OCCURED AFTER SWITCHING TANKS. DIVERTED FOR LANDING. TANKS HAD FUEL. SUSPECT ICE IN LINE.          ,tanks had fuel .,"[11, 11, 'VEH']"
1797,19901115062689A,1488,0,YAWED 180 DEGREES AND SETTLED HARD TO RUNWAY WHILE TAXIING TO RUNWAY. HYDRAULIC TEST AND OFF SWITCHES IDENTICAL.   ,yawed 180 degrees and settled hard to runway while taxiing to runway .,"[11, 11, 'FAC']"
1798,19900922041649A,1489,0,GLIDER PITCHED UP ON TAKEOFF WAS SAFELY RELEASED AND DIVED INTO GROUND. PILOT HAD NEGLECTED TO HOOK UP ELEVATORS.  ,glider pitched up on takeoff was safely released and dived into ground .,"[0, 0, 'VEH']"
1799,19900922041649A,1489,1,GLIDER PITCHED UP ON TAKEOFF WAS SAFELY RELEASED AND DIVED INTO GROUND. PILOT HAD NEGLECTED TO HOOK UP ELEVATORS.  ,pilot had neglected to hook up elevators .,"[13, 13, 'PER']"
1800,19901103048519A,1491,1,STALLED AND FELL INTO LAKE ON TEST FLIGHT. ENGINES NOT CAPABLE FULL POWER DUE TO OPEN SURGE VALVES AND CABIN AIR ON,engines not capable full power due to open surge valves and cabin air on .,"[9, 9, 'VEH']"
1801,19901103048519A,1491,1,STALLED AND FELL INTO LAKE ON TEST FLIGHT. ENGINES NOT CAPABLE FULL POWER DUE TO OPEN SURGE VALVES AND CABIN AIR ON,engines not capable full power due to open surge valves and cabin air on .,"[20, 20, 'VEH']"
1802,19901019064929I,1493,0,NOSE GEAR COLLAPSED WHEN PILOT ENTERED TAXIWAY UNDER CONSTRUCTION. POORLY LIGHTED AND NO WARNING SIGNS.            ,nose gear collapsed when pilot entered taxiway under construction .,"[4, 4, 'PER']"
1803,19901019064929I,1493,0,NOSE GEAR COLLAPSED WHEN PILOT ENTERED TAXIWAY UNDER CONSTRUCTION. POORLY LIGHTED AND NO WARNING SIGNS.            ,nose gear collapsed when pilot entered taxiway under construction .,"[6, 6, 'FAC']"
1804,19900924042209A,1497,1,LEFT ENGINE QUIT ON CLIMBOUT. LANDED GEAR UP OFF AIRPORT. HAD FEATHERED WRONG PROP. MIXTURE TOO RICH ON LEFT ENGINE,landed gear up off airport .,"[10, 10, 'FAC']"
1805,19901018054419I,1499,0,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ",atc requested pilot to expedite rollout .,"[0, 0, 'ORG']"
1806,19901018054419I,1499,0,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ",atc requested pilot to expedite rollout .,"[2, 2, 'PER']"
1807,19901018054419I,1499,2,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ",runway had ungrooved patches .,"[15, 15, 'FAC']"
1808,19901017046219A,1501,1,ENGINE QUIT ON CLIMBOUT. FORCE LANDED IN LAKE OFF END OF RUNWAY. PILOT BELIEVED FUEL SELECTOR OFF ON TAKEOFF.      ,force landed in lake off end of runway .,"[8, 8, 'LOC']"
1809,19901017046219A,1501,1,ENGINE QUIT ON CLIMBOUT. FORCE LANDED IN LAKE OFF END OF RUNWAY. PILOT BELIEVED FUEL SELECTOR OFF ON TAKEOFF.      ,force landed in lake off end of runway .,"[12, 12, 'FAC']"
1810,19901017046219A,1501,2,ENGINE QUIT ON CLIMBOUT. FORCE LANDED IN LAKE OFF END OF RUNWAY. PILOT BELIEVED FUEL SELECTOR OFF ON TAKEOFF.      ,pilot believed fuel selector off on takeoff .,"[14, 14, 'PER']"
1811,19900908047359A,1503,0,PILOT REPORT SEAT SLID BACK ON TAKEOFF ROLL. UNABLE REACH CONTROLS RAN OFF END RUNWAY. NO DEFECTS IN SEAT LATCH.   ,pilot report seat slid back on takeoff roll .,"[0, 0, 'PER']"
1812,19900908047359A,1503,1,PILOT REPORT SEAT SLID BACK ON TAKEOFF ROLL. UNABLE REACH CONTROLS RAN OFF END RUNWAY. NO DEFECTS IN SEAT LATCH.   ,unable reach controls ran off end runway .,"[15, 15, 'FAC']"
1813,19900926042499A,1504,0,ROUGH ENGINE POWER LOSS AND BLACK SMOKE. HIT TREE IN YARD OF RESIDENCE. PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,rough engine power loss and black smoke .,"[1, 1, 'VEH']"
1814,19900926042499A,1504,1,ROUGH ENGINE POWER LOSS AND BLACK SMOKE. HIT TREE IN YARD OF RESIDENCE. PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,hit tree in yard of residence .,"[11, 11, 'FAC']"
1815,19900926042499A,1504,1,ROUGH ENGINE POWER LOSS AND BLACK SMOKE. HIT TREE IN YARD OF RESIDENCE. PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,hit tree in yard of residence .,"[13, 13, 'FAC']"
1816,19900926042499A,1504,2,ROUGH ENGINE POWER LOSS AND BLACK SMOKE. HIT TREE IN YARD OF RESIDENCE. PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,primer unlocked and departed on one magneto .,"[15, 15, 'VEH']"
1817,19900926042499A,1504,2,ROUGH ENGINE POWER LOSS AND BLACK SMOKE. HIT TREE IN YARD OF RESIDENCE. PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,primer unlocked and departed on one magneto .,"[21, 21, 'VEH']"
1818,19910315005409I,1506,2,RESTARTED MOVEMENT OF CONTROL WHEEL ON TAKEOFF. ABORTED.VEERED OFF RUNWAY. FOLDED SEAT BACK RESTRICTED WHEEL.      ,veered off runway .,"[12, 12, 'FAC']"
1819,19910313026919I,1508,0,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,atc system error caused confliction between an en route aircraft and a landing military aircraft .,"[9, 9, 'VEH']"
1820,19910313026919I,1508,0,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,atc system error caused confliction between an en route aircraft and a landing military aircraft .,"[13, 13, 'ORG']"
1821,19910313026919I,1508,0,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,atc system error caused confliction between an en route aircraft and a landing military aircraft .,"[14, 14, 'VEH']"
1822,19910102001329I,1510,2,FUEL EXHAUSTION. SWITCHED TANKS BUT UNABLE TO RESTART. LANDED ON HIGHWAY. FUEL DRAIN TRAPPED OPEN AND LEAKING.     ,landed on highway .,"[12, 12, 'FAC']"
1823,19910326007669A,1512,1,WHILE TAXIING FOR TAKEOFF PAVEMENT GAVE AWAY. WHEEL FELL THRU DEEP HOLE. PAVEMENT UNDERMINED BY BROKEN DRAIN PIPE. ,wheel fell thru deep hole .,"[8, 8, 'VEH']"
1824,19910326007669A,1512,2,WHILE TAXIING FOR TAKEOFF PAVEMENT GAVE AWAY. WHEEL FELL THRU DEEP HOLE. PAVEMENT UNDERMINED BY BROKEN DRAIN PIPE. ,pavement undermined by broken drain pipe .,"[14, 14, 'FAC']"
1825,19910211006919I,1513,1,FUEL EXHAUSTION. EMERGENCY LANDING ON A DIRT ROAD. FOUND FUEL CAP OFF FILLER NECK OF FUEL TANK.                    ,emergency landing on a dirt road .,"[8, 8, 'FAC']"
1826,19901204052779A,1514,1,"HIGH ALTITUDE TAKEOFF,RICH MIXTURE AND FULL FLAPS. ROTATED NOSE HIGH,STALLED IMPACTED RUNWAY. NOSED OVER.          ","rotated nose high , stalled impacted runway .","[16, 16, 'FAC']"
1827,19901216062489I,1515,1,ENGINE FAILED. FORCED LANDING IN FIELD. LEFT FUEL TANK CAP MISSING. HAD NEGATIVE PRESSURE FUEL STARVATION.         ,forced landing in field .,"[6, 6, 'LOC']"
1828,19901219063559I,1516,0,RIGHT WING TOUCHED RUNWAY ON LANDING. CO-PILOT STATED BETA LIGHT ON RIGHT ENGINE CAME ON.                          ,right wing touched runway on landing .,"[3, 3, 'FAC']"
1829,19901219063559I,1516,1,RIGHT WING TOUCHED RUNWAY ON LANDING. CO-PILOT STATED BETA LIGHT ON RIGHT ENGINE CAME ON.                          ,co-pilot stated beta light on right engine came on .,"[7, 7, 'PER']"
1830,19910116004419I,1517,0,GEAR HANDLE WAS IN UP POSITION AND CREW FAILED TO NOTICE. NOSE GEAR RETRACTED WHEN ENGINE WAS STARTED.             ,gear handle was in up position and crew failed to notice .,"[7, 7, 'PER']"
1831,19910118004489I,1520,3,ENGINE OVERHEATING. DIVERTED FOR LANDING. FOUND ENGINE INLET COVERS IN PLACE. PILOT STATED RUSHED PREFLIGHT.       ,pilot stated rushed preflight .,"[14, 14, 'PER']"
1832,19910324012559I,1522,0,FUEL LEAKING FROM AIRCRAFT. RETURNED. FOUND RIGHT FUEL CAP WAS MISSING.                                            ,fuel leaking from aircraft .,"[3, 3, 'VEH']"
1833,19901214061619I,1524,0,HELICOPTER ON CART. OIL LEAK TEST. BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC. ROLLED OVER. ,helicopter on cart .,"[0, 0, 'VEH']"
1834,19901214061619I,1524,0,HELICOPTER ON CART. OIL LEAK TEST. BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC. ROLLED OVER. ,helicopter on cart .,"[2, 2, 'VEH']"
1835,19901214061619I,1524,2,HELICOPTER ON CART. OIL LEAK TEST. BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC. ROLLED OVER. ,began to spin as pilot tried to become airborne to avoid mechanic .,"[12, 12, 'PER']"
1836,19901214061619I,1524,2,HELICOPTER ON CART. OIL LEAK TEST. BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC. ROLLED OVER. ,began to spin as pilot tried to become airborne to avoid mechanic .,"[19, 19, 'PER']"
1837,19910325008089I,1525,0,ENGINE STARTED WHEN PILOT ROTATED PROPELLER TO CHECK COMPRESSION. MAGNETOS WERE LEFT ON FROM PREVIOUS FLIGHT.      ,engine started when pilot rotated propeller to check compression .,"[3, 3, 'PER']"
1838,19910126001159A,1526,0,"TOOK OFF IN GLIDER TOW WITH DIVE BRAKES OPEN. PILOT SAW THEM AS TOW PLANE RELEASED.TOO LOW,HIT WIRES AND POWER POLE",took off in glider tow with dive brakes open .,"[3, 3, 'VEH']"
1839,19910126001159A,1526,1,"TOOK OFF IN GLIDER TOW WITH DIVE BRAKES OPEN. PILOT SAW THEM AS TOW PLANE RELEASED.TOO LOW,HIT WIRES AND POWER POLE",pilot saw them as tow plane released .,"[10, 10, 'PER']"
1840,19910126001159A,1526,1,"TOOK OFF IN GLIDER TOW WITH DIVE BRAKES OPEN. PILOT SAW THEM AS TOW PLANE RELEASED.TOO LOW,HIT WIRES AND POWER POLE",pilot saw them as tow plane released .,"[15, 15, 'VEH']"
1841,19901218061989I,1527,1,FORGOT TO REMOVE CONTROL LOCK ON PREFLIGHT. ON TAKEOFF AIRCRAFT PORPOISED DAMAGING GEAR AND PROPELLER.             ,on takeoff aircraft porpoised damaging gear and propeller .,"[10, 10, 'VEH']"
1842,19910604019779I,1530,0,TAXIWAY GAVE WAY UNDER RIGHT MAIN LANDING GEAR OF AIRCRAFT WHILE WAITING FOR DEPARTURE.                            ,taxiway gave way under right main landing gear of aircraft while waiting for departure .,"[9, 9, 'VEH']"
1843,19910609020739A,1531,2,"ENGINE MISSING ON CLIMBOUT. DESCENDED BELOW TREES. FOUND IN POND. ELECTRIC FUEL PUMP OFF, ON TAKEOFF SHOULD BE ON. ",found in pond .,"[11, 11, 'LOC']"
1844,19910613021749A,1532,0,ENGINE QUIT RETURNING AFTER JUMPERS AWAY. ATTEMPED FORCED LANDING COLLIDED WITH TREES HALFMILE FROM RUNWAY.        ,engine quit returning after jumpers away .,"[4, 4, 'PER']"
1845,19910613021749A,1532,1,ENGINE QUIT RETURNING AFTER JUMPERS AWAY. ATTEMPED FORCED LANDING COLLIDED WITH TREES HALFMILE FROM RUNWAY.        ,attemped forced landing collided with trees halfmile from runway .,"[15, 15, 'FAC']"
1846,19910525017269A,1533,1,LOST BOTH ENGINES. HIT VEHICLE ON FREEWAY ON LANDING. FUEL LINE LEAKING LEFT ENGINE. WATER IN FUEL RIGHT ENGINE.   ,hit vehicle on freeway on landing .,"[5, 5, 'VEH']"
1847,19910525017269A,1533,1,LOST BOTH ENGINES. HIT VEHICLE ON FREEWAY ON LANDING. FUEL LINE LEAKING LEFT ENGINE. WATER IN FUEL RIGHT ENGINE.   ,hit vehicle on freeway on landing .,"[7, 7, 'FAC']"
1848,19910601018539A,1535,2,ON TAKEOFF LOOSE FUEL CAP SPILLED FUEL. ABORTED. WING EXPLODED ON RESTART. JUMPED OUT. AIRCRAFT STRUCK LIGHT POLE. ,wing exploded on restart .,"[10, 10, 'VEH']"
1849,19910601018539A,1535,4,ON TAKEOFF LOOSE FUEL CAP SPILLED FUEL. ABORTED. WING EXPLODED ON RESTART. JUMPED OUT. AIRCRAFT STRUCK LIGHT POLE. ,aircraft struck light pole .,"[18, 18, 'VEH']"
1850,19910425012519A,1536,3,FIRE IN FLIGHT. CRASH LANDED AND BURNED. TURBOCHARGER EXHAUST PIPE CAME OFF. PILOT AWARE LOSS OF POWER PRIOR FLIGHT,pilot aware loss of power prior flight .,"[15, 15, 'PER']"
1851,19910705026439A,1537,1,ENGINE QUIT ON DOWNWIND. STRUCK DIRT BANK SHORT OF RUNWAY. FUEL TANKS HAD LARGE AMOUNTS WATER INCLUDING CARB BOWL. ,struck dirt bank short of runway .,"[7, 7, 'LOC']"
1852,19910705026439A,1537,1,ENGINE QUIT ON DOWNWIND. STRUCK DIRT BANK SHORT OF RUNWAY. FUEL TANKS HAD LARGE AMOUNTS WATER INCLUDING CARB BOWL. ,struck dirt bank short of runway .,"[10, 10, 'FAC']"
1853,19910705026439A,1537,2,ENGINE QUIT ON DOWNWIND. STRUCK DIRT BANK SHORT OF RUNWAY. FUEL TANKS HAD LARGE AMOUNTS WATER INCLUDING CARB BOWL. ,fuel tanks had large amounts water including carb bowl .,"[13, 13, 'VEH']"
1854,19910406009109A,1538,2,ENGINE ROUGH TAXIING OUT AND TAKEOFF. CLIMBED SLOWLY. STRUCK TREES OFF END RUNWAY. BURNED. NO ENGINE DEFECTS.      ,struck trees off end runway .,"[14, 14, 'FAC']"
1855,19910616023269A,1539,2,NEGLECTED TO TURN ON OIL SUPPLY VALVE PRIOR TO TAKEOFF. LOST OIL PRESSURE. ELECTED TO LAND ON A ROAD. WING HIT SIGN,elected to land on a road .,"[20, 20, 'FAC']"
1856,19910423012079A,1540,1,STRONG SURFACE WINDS DAMAGED AILERON BELLCRANK WHILE TIED DOWN. PILOT FAILED NOTE ON PREFLIGHT. CRASHED ON TAKEOFF.,pilot failed note on preflight .,"[10, 10, 'PER']"
1857,19910703029409I,1541,0,SMOKE IN COCKPIT. ENGINE FAILED. FORCED LANDING IN FIELD. OIL DIP STICK HAD NOT BEEN REPLACED.                     ,smoke in cockpit .,"[2, 2, 'VEH']"
1858,19910703029409I,1541,1,SMOKE IN COCKPIT. ENGINE FAILED. FORCED LANDING IN FIELD. OIL DIP STICK HAD NOT BEEN REPLACED.                     ,engine failed .,"[4, 4, 'VEH']"
1859,19910703029409I,1541,2,SMOKE IN COCKPIT. ENGINE FAILED. FORCED LANDING IN FIELD. OIL DIP STICK HAD NOT BEEN REPLACED.                     ,forced landing in field .,"[10, 10, 'LOC']"
1860,19910620023769A,1542,1,ENGINE OVERHEATED. LANDED ON A ROAD TO CHECK. WIND STRUCK GAS METER PIPE. A RAG WAS COVERING THE OIL COOLER.       ,landed on a road to check .,"[6, 6, 'FAC']"
1861,19910609032899I,1544,0,PILOT MADE EMERGENCY GEAR UP LANDING IN FIELD AFTER TAKEOFF. WATER IN FUEL AND INJECTOR NOZZLES FOULED.            ,pilot made emergency gear up landing in field after takeoff .,"[0, 0, 'PER']"
1862,19910609032899I,1544,0,PILOT MADE EMERGENCY GEAR UP LANDING IN FIELD AFTER TAKEOFF. WATER IN FUEL AND INJECTOR NOZZLES FOULED.            ,pilot made emergency gear up landing in field after takeoff .,"[7, 7, 'LOC']"
1863,19910531019569A,1545,1,GUS LOCK STRING WRAPPED AROUND CONTROL STICK IN FLIGHT. WING HIT GROUND AS PILOT TRIED FREE CONTROL. CARTWHEELED.  ,wing hit ground as pilot tried free control .,"[14, 14, 'PER']"
1864,19910711027079A,1546,0,DEBRIS IN COCKPIT BLINDED PILOT ON SWATH RUN. PULLED UP HIT TREES LANDED ON ROAD OVERSHOT INTO FENCE AND TREES.    ,debris in cockpit blinded pilot on swath run .,"[2, 2, 'VEH']"
