,doc_idx,sent_idx,original_sentence,input,head,relation,tail
216,2379,0,"(-23) AIRMAN STATED THAT AFTER HE PREFLIGHTED A/C, HE WENT INTO THE OPS HANGER TO FILE HIS FLIGHT PLAN. WHEN HE RET","( -23 ) airman stated that after he preflighted a/c , he went into the ops hanger to file his flight plan .",he,ART,a/c
217,2380,0,"(-23)DEPARTED TITUSVILLE, FLORIDA (TIX). AIRCRAFT WAS CRUISING AT 8500 FT. WITH ENGINE MAINTAINING 2400 RPM.  ENGIN","( -23 ) departed titusville , florida ( tix ) .",titusville,PART-WHOLE,florida
218,2385,0,"(-23) ON NOVEMBER 18, 2000, AIRCRAFT 8181L ATTEMPTED A NORMAL LANDING ON A GRASS AIRSTRIP LOCATED AT WHITE POST, VA","( -23 ) on november 18 , 2000 , aircraft 8181l attempted a normal landing on a grass airstrip located at white post , va",airstrip,PART-WHOLE,white post
219,2400,0,"(-23)SOMETIME DURING THE NIGHT, AN UNMANNED, UNCONTROLLED US AIRWAYS LAVATORY TRUCK ROLLED ACROSS TAXIWAYS ""G"" AND ","( -23 ) sometime during the night , an unmanned , uncontrolled us airways lavatory truck rolled across taxiways "" g "" and",us airways,ART,truck
220,2404,0,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN","( -23 ) pilot departed mather field , california enroute to rancho murieta , california .",rancho murieta,PART-WHOLE,california
221,2404,0,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN","( -23 ) pilot departed mather field , california enroute to rancho murieta , california .",mather field,PART-WHOLE,california
222,2404,0,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN","( -23 ) pilot departed mather field , california enroute to rancho murieta , california .",pilot,PHYS,mather field
223,2404,0,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN","( -23 ) pilot departed mather field , california enroute to rancho murieta , california .",pilot,PHYS,rancho murieta
224,2411,0,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","( -23 ) ^privacy dat^ and one passenger were enroute from petersburgh , va .",petersburgh,PART-WHOLE,va
225,2411,1,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","( ptv ) to orangeburgh , sc ( ogb ) in n8084k a .",orangeburgh,PART-WHOLE,sc
226,2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","( -23 ) pilot was on a vfr flight from auburn/lewiston , me ( lew ) to buffalo , ny ( buf ) .",buffalo,PART-WHOLE,ny
227,2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","( -23 ) pilot was on a vfr flight from auburn/lewiston , me ( lew ) to buffalo , ny ( buf ) .",pilot,PHYS,buffalo
228,2419,0,"(-23) PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE","( -23 ) pilot stated that just before take off at yuma international airport , he adjusted his seat forward because he",pilot,PHYS,yuma international airport
229,2421,0,(-23) ON 07/11/01 FEDEX FLIGHT 1611 INBOUND TO IND REPORTED HEARING A LOUD NOISE FROM THE REAR OF THE AIRCRAFT. THE,( -23 ) on 07/11/01 fedex flight 1611 inbound to ind reported hearing a loud noise from the rear of the aircraft .,rear,PART-WHOLE,aircraft
230,2423,2,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,3 gallons of fuel from the fuel truck at moore county airport in dumas .,moore county airport,PART-WHOLE,dumas
231,2426,0,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",( -23 ) the airman performed a normal takeoff from the cambridge airport .,airman,PHYS,cambridge airport
232,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement: on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",prescott,PART-WHOLE,arizona
233,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement: on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",love airfield,PART-WHOLE,prescott
234,2431,0,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU","( -23 ) on a flight from garden valley airport to boise , idaho , the engine quit suddenly .",boise,PART-WHOLE,idaho
235,2433,0,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ","( -23 ) on october 13 , 2001 , a cessna ce-172 , n2529l , made an emergency landing on a frozen lake near the village of",lake,PHYS,village
236,2436,0,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,( -23 ) pilot attempted to land at kodiak municipal airport .,pilot,PHYS,kodiak municipal airport
237,2439,1,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,pilot flew by tower and confirmed all gear down .,pilot,PHYS,tower
238,2450,0,"(-23) DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN","( -23 ) during flight transitioning from climb to cruise , the engine cowling separated from the engine compartment an",compartment,PART-WHOLE,engine
239,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",midland,PART-WHOLE,texas
240,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",eunice,PART-WHOLE,louisiana
241,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",mowata airport,PART-WHOLE,eunice
242,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",pilot,PHYS,midland
243,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",pilot,PHYS,mowata airport
244,2453,0,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","( -23 ) aircraft departed kn68 with pilot and three parachute jumpers on august 15 , 2002 at 0945 hrs .",jumpers,ART,aircraft
245,2453,0,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","( -23 ) aircraft departed kn68 with pilot and three parachute jumpers on august 15 , 2002 at 0945 hrs .",pilot,ART,aircraft
246,2458,0,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","( -23 ) n759ty , ce-182 was en route from hot springs , arkansas to fayetteville , tennessee , when the aircraft engine q",hot springs,PART-WHOLE,arkansas
247,2458,0,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","( -23 ) n759ty , ce-182 was en route from hot springs , arkansas to fayetteville , tennessee , when the aircraft engine q",fayetteville,PART-WHOLE,tennessee
248,2460,0,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE ,( -23 ) ^privacy data omitted^ the pilot refueled the aircraft at his destination from two five gallon containers he,pilot,ART,aircraft
249,2468,0,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,( -23 ) crew failed to switch on the wing and engine anti-ice when ground icing conditions existed .,crew,ART,engine
250,2469,0,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","19 ) on october 2 , 2002 , about 1540 eastern daylight time , a beagle aircraft b .",beagle,ART,aircraft
251,2471,0,(-23) WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,( -23 ) witnesses at the departure airport stated that pilot had significant difficulty starting the aircraft immedia,witnesses,PHYS,airport
252,2471,0,(-23) WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,( -23 ) witnesses at the departure airport stated that pilot had significant difficulty starting the aircraft immedia,pilot,ART,aircraft
253,2472,0,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,( -23 ) ms bomberger landed at ctj after a second no flap approach and ran off the end of the runway causing the nose,end,PART-WHOLE,runway
254,2481,0,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END","( -23 ) on 02/08/2003 at approximately 22:30 , a lear jet operated by fs air , on a medevac operation , slid off the end",fs air,ART,jet
255,2494,0,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL","( -23 ) the aircraft departed bartlesville municipal airport ( bvo ) bartlesville , ok at 1147 am local time for a local",bartlesville,PART-WHOLE,ok
256,2496,1,(-23) MR. CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT. THE MECHANIC (IA) WHO REMOV,campbell flew his aircraft after the vacuum pump was removed for replacement .,his,ART,aircraft
257,2496,1,(-23) MR. CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT. THE MECHANIC (IA) WHO REMOV,campbell flew his aircraft after the vacuum pump was removed for replacement .,campbell,ART,aircraft
258,2499,0,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ","( -23 ) date: june 3 , 2003 logan international airport boston ma ( bos ) 12:35 edt asi: donald e .",logan international airport,PART-WHOLE,boston ma
259,2506,0,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI","( -23 ) ^privacy data omitted^ pilot stated that after takeoff from runway 26 at dahl creek , alaska his aircraft engi",dahl creek,PART-WHOLE,alaska
260,2506,0,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI","( -23 ) ^privacy data omitted^ pilot stated that after takeoff from runway 26 at dahl creek , alaska his aircraft engi",his,ART,aircraft
261,2508,0,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE ","( -23 ) n4975b when landing on runway 22 , avon park , fl , aircraft ran into approx .",avon park,PART-WHOLE,fl
262,2512,0,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO","( -23 ) at about 5 pm sunday july 6 , 2003 the pilot departed trident basin northbound with one passenger .",pilot,PHYS,trident basin
263,2512,0,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO","( -23 ) at about 5 pm sunday july 6 , 2003 the pilot departed trident basin northbound with one passenger .",passenger,PHYS,trident basin
264,2513,0,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,( -23 ) the pilot of n17655 be-55 declared an emergency on takeoff when passenger noticed oil streaks on the left eng,pilot,ART,be-55
265,2516,0,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","( -23 ) on september 1 , 2003 , at approximately 1130 ( lcl ) , a cessna model 172-f n8578u crashed on a field near the faj",field,PHYS,faj
266,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","( -23 ) pilot departed danville , il ( kdnv ) with inoperative fuel gauges enroute to morgantown , wv ( mgw ) .",morgantown,PART-WHOLE,wv
267,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","( -23 ) pilot departed danville , il ( kdnv ) with inoperative fuel gauges enroute to morgantown , wv ( mgw ) .",danville,PART-WHOLE,il
268,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","( -23 ) pilot departed danville , il ( kdnv ) with inoperative fuel gauges enroute to morgantown , wv ( mgw ) .",pilot,PHYS,danville
269,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","( -23 ) pilot departed danville , il ( kdnv ) with inoperative fuel gauges enroute to morgantown , wv ( mgw ) .",pilot,PHYS,morgantown
270,2518,0,(-23) ACCORDING TO VERBAL AND WRITTEN STATEMENTS FROM THE PILOT ROBERT WOLVERTON AND AIRPORT MANAGER ELDIN NIMMO: O,( -23 ) according to verbal and written statements from the pilot robert wolverton and airport manager eldin nimmo: o,manager,ORG-AFF,airport
271,2522,1,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED ","5 , 2003 at approximately 0715z , my cessna 182h ( n1919x ) ran out of fuel and crashed .",my,ART,182h
272,2526,0,"(-23) AFTER LANDING AT RENO, NEVADA ON 11/13/2003 AND BLOWING OUT THE MAIN TIRES DUE TO A WOW SWITCH RIGGING PROBLE","( -23 ) after landing at reno , nevada on 11/13/2003 and blowing out the main tires due to a wow switch rigging proble",reno,PART-WHOLE,nevada
273,2527,0,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O","( -23 ) on november 11 , 2003 atp rated pic and sic departed palwaukee airport ( pwk ) , wheeling , il on a 14 cfr 135 - o",wheeling,PART-WHOLE,il
274,2527,0,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O","( -23 ) on november 11 , 2003 atp rated pic and sic departed palwaukee airport ( pwk ) , wheeling , il on a 14 cfr 135 - o",palwaukee airport,PART-WHOLE,wheeling
275,2528,0,"(-23) AMERICAN AIRLINES FLIGHT #847, B-737-823, N972AN, WHILE PARKED AT BOSTON TERMINAL B, GATE 26, WAS STRUCK BY A","( -23 ) american airlines flight #847 , b-737-823 , n972an , while parked at boston terminal b , gate 26 , was struck by a",terminal b,PART-WHOLE,boston
276,2535,1,"(-23) PILOT T.O. FROM HIS PRIVATE STRIP, CLIMBED TO 6000FT AND WENT INVERTED DURING AN ACROBATIC MANEUVER (AEROBATI","from his private strip , climbed to 6000ft and went inverted during an acrobatic maneuver ( aerobati .",his,ART,strip
277,2537,0,"(-23) PILOT DEPARTED WINNIE, TX AIRPORT WITH TOW BAR ATTACHED TO NOSE GEAR. MINOR DAMAGE TO NOSE GEAR DOORS ON LAND","( -23 ) pilot departed winnie , tx airport with tow bar attached to nose gear .",pilot,PHYS,airport
278,2551,0,(-23) PILOT DEPARTED FREDERICKSBURG SHANNON AIRPORT (EZF) WITH THE AIRCRAFT TOW BAR ATTACHED. IMMEDIATELY AFTER DEP,( -23 ) pilot departed fredericksburg shannon airport ( ezf ) with the aircraft tow bar attached .,pilot,PHYS,fredericksburg shannon airport
279,2553,0,(-23) THE PILOT REQUESTED A LONG LANDING ON 13L AT DALLAS LOVEFIELD AND THE REQUEST WAS APPROVED. N3217Q LANDED RUN,( -23 ) the pilot requested a long landing on 13l at dallas lovefield and the request was approved .,pilot,PHYS,dallas lovefield
280,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","( -23 ) the pilot departed danville , il enroute to crystal lake , il in cessna 182 , n92848 , on august 23 , 2004 .",crystal lake,PART-WHOLE,il
281,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","( -23 ) the pilot departed danville , il enroute to crystal lake , il in cessna 182 , n92848 , on august 23 , 2004 .",pilot,PHYS,danville
282,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","( -23 ) the pilot departed danville , il enroute to crystal lake , il in cessna 182 , n92848 , on august 23 , 2004 .",pilot,ART,cessna 182
283,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","( -23 ) the pilot departed danville , il enroute to crystal lake , il in cessna 182 , n92848 , on august 23 , 2004 .",pilot,PHYS,crystal lake
284,2569,0,"(-23) N3889B, A BE-35-F35, CO-OWNED AND REGISTERED TO H.N. AND PATRICIA MCCUTCHEN, WAS BASED AT THE STILLWATER, OK ","and patricia mccutchen , was based at the stillwater , ok .",stillwater,PART-WHOLE,ok
285,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","( -23 ) pilot departed aurora municipal airport ( 2h2 ) , aurora , missouri , vfr enroute to air park south airport ( 2k2 ) ,",aurora,PART-WHOLE,missouri
286,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","( -23 ) pilot departed aurora municipal airport ( 2h2 ) , aurora , missouri , vfr enroute to air park south airport ( 2k2 ) ,",aurora municipal airport,PART-WHOLE,aurora
287,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","( -23 ) pilot departed aurora municipal airport ( 2h2 ) , aurora , missouri , vfr enroute to air park south airport ( 2k2 ) ,",pilot,PHYS,aurora municipal airport
288,2576,0,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,( -23 ) the pilot of the float equipped airplane and his 3 passengers departed a fishing lodge shortly after dawn .,his,PER-SOC,passengers
289,2576,0,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,( -23 ) the pilot of the float equipped airplane and his 3 passengers departed a fishing lodge shortly after dawn .,pilot,ART,airplane
290,2576,0,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,( -23 ) the pilot of the float equipped airplane and his 3 passengers departed a fishing lodge shortly after dawn .,pilot,PHYS,lodge
291,2576,0,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,( -23 ) the pilot of the float equipped airplane and his 3 passengers departed a fishing lodge shortly after dawn .,passengers,PHYS,lodge
292,2578,1,(-23) AIRCRAFT WAS STOPPED ON TAXIWAY ECHO IN LINE FOR TAKEOFF. AN AMERICAN AIRLINES BAGGAGE CART BROKE AWAY FROM T,an american airlines baggage cart broke away from t .,american airlines,ART,cart
293,2585,0,(-23) PILOT STARTED ENGINES AT OGG AIRPORT WITH 8 PASSENGERS ON-BOARD. THERE WAS A METAL OBJECT LEFT IN FRONT OF TH,( -23 ) pilot started engines at ogg airport with 8 passengers on-board .,pilot,PHYS,ogg airport
294,2587,0,"(-23) ^PRIVACY DATA OMITTED^ AIRCRAFT ENROUTE FROM CMH TO OTTAWA, CANADA. AT APPROX 7,500 FT. AIRCRAFT EXPERIENCED ","( -23 ) ^privacy data omitted^ aircraft enroute from cmh to ottawa , canada .",ottawa,PART-WHOLE,canada
295,2593,0,"(-23) AIRCRAFT DEPARTED NEW RICHMOND, WI WITH ONE OF THE GAS CAPS NOT ATTACHED. THE ENGINE QUIT AND THE PILOT MADE ","( -23 ) aircraft departed new richmond , wi with one of the gas caps not attached .",new richmond,PART-WHOLE,wi
296,2599,0,"(-23) AT APPROXIMATELY 0830 CST ON APRIL 27, 2005, A ROBINSON R22 HELICOPTER WITH A COMMERCIAL PILOT AND PASSENGER ","( -23 ) at approximately 0830 cst on april 27 , 2005 , a robinson r22 helicopter with a commercial pilot and passenger",passenger,ART,helicopter
297,2599,0,"(-23) AT APPROXIMATELY 0830 CST ON APRIL 27, 2005, A ROBINSON R22 HELICOPTER WITH A COMMERCIAL PILOT AND PASSENGER ","( -23 ) at approximately 0830 cst on april 27 , 2005 , a robinson r22 helicopter with a commercial pilot and passenger",pilot,ART,helicopter
298,2601,0,(-23) PILOT LANDED ON AN AIRSTRIP CREATED OUT OF THE BARROW PIT ALONG A COUNTRY ROAD. WEEDS HAD GROWN ALONGSIDE THE,( -23 ) pilot landed on an airstrip created out of the barrow pit along a country road .,pilot,PHYS,airstrip
299,2615,0,"(-23) THE AIRMAN STATED HE WAS DEPARTING THE GRASS RUNWAY 26 AT BELTZVILLE, PA. JUST AFTER TAKEOFF AT APPROXIMATELY","( -23 ) the airman stated he was departing the grass runway 26 at beltzville , pa .",beltzville,PART-WHOLE,pa
300,2617,0,(-23) THE PILOT DEPARTED MARICOPA/PHOENIX REGIONAL AIRPORT (A39) AND WAS ENROUTE TO CHANDLER AIRPORT (CHD) WHEN AT ,( -23 ) the pilot departed maricopa/phoenix regional airport ( a39 ) and was enroute to chandler airport ( chd ) when at,pilot,PHYS,chandler airport
301,2618,0,"(-23) PIC OF N5435L ATTEMPTED TO DEPART RUNWAY 27L AT THE BOULDER CITY AIRPORT (61B), FAILING TO REMOVE THE FLIGHT ","( -23 ) pic of n5435l attempted to depart runway 27l at the boulder city airport ( 61b ) , failing to remove the flight",pic,PHYS,boulder city airport
302,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","( -23 ) the pilot stated that he topped off all fuel tanks prior to departing galveston , texas ( gls ) .",galveston,PART-WHOLE,texas
303,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","( -23 ) the pilot stated that he topped off all fuel tanks prior to departing galveston , texas ( gls ) .",pilot,PHYS,galveston
304,2627,0,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","( -23 ) ash 6351 , crj 2 , returned to ontario , ca at 0723pst with a nose gear issue .",ontario,PART-WHOLE,ca
305,2628,0,"(-23) THE PILOT ^PRIVACY DATA^ STATED THAT ON 11/02/05, HE STARTED HIS AIRPLANE AND SHUT IT DOWN BEFORE ENTERING RU","( -23 ) the pilot ^privacy data^ stated that on 11/02/05 , he started his airplane and shut it down before entering ru",his,ART,airplane
306,2631,0,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,( -23 ) airtran airways flt 851 departed from msp at 1330z hours enroute to atl and experienced a left gear door unsa,airtran airways,ART,flt 851
307,2632,0,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,( -23 ) the pilot ^privacy da^ was attempting to takeoff on runway 32 at his 2300 ft private dirt strip .,his,ART,strip
308,2632,0,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,( -23 ) the pilot ^privacy da^ was attempting to takeoff on runway 32 at his 2300 ft private dirt strip .,pilot,PHYS,strip
309,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig",boston,PART-WHOLE,ma
