,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
926,19870623037749I,1199,0,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,the engine cowling came loose inflight .,"[1, 2, 'OtherScientificTerm']"
927,19870623037749I,1199,1,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,the pilot failed to check cowling security on preflight inspection .,"[12, 13, 'OtherScientificTerm']"
928,19870623037749I,1199,1,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,the pilot failed to check cowling security on preflight inspection .,"[15, 16, 'OtherScientificTerm']"
929,19870511033439I,1202,0,"LOW OIL PRESSURE LIGHT CAME ON AFTER FLUCTUATION. ENGINE SHUTDOWN, AIRCRAFT RETURNED. OIL CAP WAS OFF.             ",low oil pressure light came on after fluctuation .,"[0, 3, 'OtherScientificTerm']"
930,19870511033439I,1202,2,"LOW OIL PRESSURE LIGHT CAME ON AFTER FLUCTUATION. ENGINE SHUTDOWN, AIRCRAFT RETURNED. OIL CAP WAS OFF.             ",oil cap was off .,"[15, 16, 'OtherScientificTerm']"
931,19870624041889I,1204,1,NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL.  A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES.          ,a package struck the propeller damaging 3 blades .,"[14, 14, 'OtherScientificTerm']"
932,19870628027549A,1205,2,LOST POWER ON CLIMBOUT. CRASHED INTO BRUSH OFF END RUNWAY. PILOT TOOK OFF WITH FUEL SELECTOR IN OFF POSITION.      ,pilot took off with fuel selector in off position .,"[16, 17, 'Method']"
933,19870720057469I,1207,0,OIL FROM ENGINE CAUGHT FIRE AND EXTINGUISHED BY FIRE BOTTLE.  SAFE LANDING.                                        ,oil from engine caught fire and extinguished by fire bottle .,"[8, 9, 'Method']"
934,19870523018679A,1208,0,OVER INFLATED TAIL WHEEL STRUT CAUSED PILOT TO LOSE CONTROL WHEN IT BROKE OFF ON LANDING IN A CROSSWIND SIDE LOAD. ,over inflated tail wheel strut caused pilot to lose control when it broke off on landing in a crosswind side load .,"[18, 20, 'OtherScientificTerm']"
935,19870523018729A,1210,0,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ","canopy came open on climbout causing an uncontrolled ground collision , no defects reported .","[7, 9, 'OtherScientificTerm']"
936,19870606018859A,1211,1,UNABLE TO STAY AIRBORNE ON TAKEOFF. ABORTED AND GROUND LOOPED INTO A TREE TO AVOID OVERRUN. MAG SWITCH ON ONE MAG. ,aborted and ground looped into a tree to avoid overrun .,"[16, 16, 'OtherScientificTerm']"
937,19870618043669I,1212,2,SMOKE FROM ENGINES AFTER TAKEOFF. RETURNED. OIL FILLER CAPS WERE NOT SECURED.                                      ,oil filler caps were not secured .,"[8, 10, 'OtherScientificTerm']"
938,19870616020729A,1215,0,UPPER COWLING BECAME LOOSE ON CLIMBOUT. RETURNING TO AIRPORT AIRCRAFT STALLED. IMPACTED TERRAIN NEXT TO THE RUNWAY.,upper cowling became loose on climbout .,"[0, 1, 'OtherScientificTerm']"
939,19870421060899A,1218,0,HELICOPTER IMPACTED GROUND AND ROLLED OVER AFTER LOSS OF TAIL ROTOR CONTROL. PRIOR DAMAGE IGNORED. NO AIRWORTHINESS,helicopter impacted ground and rolled over after loss of tail rotor control .,"[0, 0, 'OtherScientificTerm']"
940,19870421060899A,1218,0,HELICOPTER IMPACTED GROUND AND ROLLED OVER AFTER LOSS OF TAIL ROTOR CONTROL. PRIOR DAMAGE IGNORED. NO AIRWORTHINESS,helicopter impacted ground and rolled over after loss of tail rotor control .,"[9, 11, 'OtherScientificTerm']"
941,19870421060899A,1218,2,HELICOPTER IMPACTED GROUND AND ROLLED OVER AFTER LOSS OF TAIL ROTOR CONTROL. PRIOR DAMAGE IGNORED. NO AIRWORTHINESS,no airworthiness .,"[18, 18, 'OtherScientificTerm']"
942,19870606050749I,1220,0,"THE AIRCRAFT LANDED WITH THE PARKING BRAKE ENGAGED, BLOWING MAIN TIRES. PILOT USED UNAUTHOURIZED PROCEDURE.        ","the aircraft landed with the parking brake engaged , blowing main tires .","[5, 6, 'OtherScientificTerm']"
943,19870623069389I,1221,0,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,apu caught fire during start .,"[0, 0, 'Method']"
944,19870623069389I,1221,1,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,apu placarded except for start switch .,"[6, 6, 'OtherScientificTerm']"
945,19870623069389I,1221,1,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,apu placarded except for start switch .,"[10, 11, 'OtherScientificTerm']"
946,19870623069389I,1221,2,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,apu was inoperative deferred in logs .,"[13, 13, 'OtherScientificTerm']"
947,19870607036699I,1222,0,SHUT DOWN LEFT ENGINE DUE TO FUEL FLOW PROBLEM AFTER TAKEOFF.  RIGHT ENGINE QUIT SHORTLY AFTER.                    ,shut down left engine due to fuel flow problem after takeoff .,"[6, 8, 'OtherScientificTerm']"
948,19870706038459I,1224,2,PILOT LEFT BOOST PUMP ON HIGH DURING TAXI.  FIRE ERUPTED.  FUEL DRAIN LINE WAS PUSHED UP INSIDE COWLING.           ,fuel drain line was pushed up inside cowling .,"[12, 14, 'OtherScientificTerm']"
949,19870622055261A,1225,0,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,mechanic taxiing 747 without brake hydraulic power struck a holding 737 n184aw .,"[0, 1, 'Task']"
950,19870622055261A,1225,1,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,had failed to use backup system .,"[17, 18, 'Method']"
951,19870511028879I,1226,0,LEFT ENGINE DEVELOPED AN OIL LEAK AFTER LIFTOFF.  RETURNED.  OIL CAP WAS NOT PROPERLY SECURED.                     ,left engine developed an oil leak after liftoff .,"[4, 5, 'OtherScientificTerm']"
952,19870511028879I,1226,2,LEFT ENGINE DEVELOPED AN OIL LEAK AFTER LIFTOFF.  RETURNED.  OIL CAP WAS NOT PROPERLY SECURED.                     ,oil cap was not properly secured .,"[11, 12, 'OtherScientificTerm']"
953,19870612037629I,1228,0,THE NOSE WHEEL FAILED TO EXTEND.  THE AIRCRAFT LANDED ON THE MAIN GEAR.  WHEEL JAMMED IN DISCONNECTED GEAR DOORS.  ,the nose wheel failed to extend .,"[1, 2, 'OtherScientificTerm']"
954,19870501023399I,1229,1,CANOPY OPENED DURING TAKEOFF.  AIRCRAFT CONTROL AFFECTED.  LANDED GEAR UP.  SAFETY LATCH DID NOT HOLD.             ,aircraft control affected .,"[5, 6, 'Task']"
955,19870501023399I,1229,3,CANOPY OPENED DURING TAKEOFF.  AIRCRAFT CONTROL AFFECTED.  LANDED GEAR UP.  SAFETY LATCH DID NOT HOLD.             ,safety latch did not hold .,"[13, 14, 'OtherScientificTerm']"
956,19871031061469A,1232,1,"ON LANDING, RAN OFF SIDE OF RUNWAY INTO MUD AND FLIPPED OVER.PILOT HAD FAILED TO SECURE AILERON REFLEXER CONTROL.  ",pilot had failed to secure aileron reflexer control .,"[19, 21, 'OtherScientificTerm']"
957,19870922059019A,1233,0,LEFT ON OVER WATER FLIGHT WITH FUEL PUMP INOPERATIVE AND USING THE ELECTRIC AUX PUMP WHICH FAILED. DITCHED IN OCEAN,left on over water flight with fuel pump inoperative and using the electric aux pump which failed .,"[6, 7, 'Method']"
958,19870922059019A,1233,0,LEFT ON OVER WATER FLIGHT WITH FUEL PUMP INOPERATIVE AND USING THE ELECTRIC AUX PUMP WHICH FAILED. DITCHED IN OCEAN,left on over water flight with fuel pump inoperative and using the electric aux pump which failed .,"[12, 14, 'Method']"
959,19870831063679I,1235,0,THE RIGHT MAIN GEAR COLLAPSED ON ROLLOUT OLEO STRUT WAS NOT CONNECTED AT THE THREADED JOINTS.                      ,the right main gear collapsed on rollout oleo strut was not connected at the threaded joints .,"[14, 15, 'OtherScientificTerm']"
960,19870924064559I,1237,1,SMOKE ACCOMPANIED PRESSURIZATION PROBLEMS. PILOT IMPROPERLY SET EMERGENCY VALVE. OIL FROM ENGINE WORK CAUSED SMOKE.,pilot improperly set emergency valve .,"[8, 9, 'OtherScientificTerm']"
961,19870924064559I,1237,2,SMOKE ACCOMPANIED PRESSURIZATION PROBLEMS. PILOT IMPROPERLY SET EMERGENCY VALVE. OIL FROM ENGINE WORK CAUSED SMOKE.,oil from engine work caused smoke .,"[16, 16, 'OtherScientificTerm']"
962,19871027060859A,1240,0,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",electric power lost on ifr dual flight .,"[0, 1, 'OtherScientificTerm']"
963,19871027060859A,1240,0,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",electric power lost on ifr dual flight .,"[4, 6, 'OtherScientificTerm']"
964,19871027060859A,1240,1,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR","struck power pole on forced landing , found circuit breaker off .","[12, 13, 'OtherScientificTerm']"
965,19871027060859A,1240,2,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",pilot error .,"[20, 21, 'OtherScientificTerm']"
966,19871027078949I,1241,0,LANDING GEAR COLLAPSED BECAUSE IT WAS NEVER FULLY EXTENDED AND LOCKED. CAUSE GENERATORS WERE NEVER TURNED ON.      ,landing gear collapsed because it was never fully extended and locked .,"[0, 1, 'OtherScientificTerm']"
967,19871014062899I,1243,0,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ","during missed approach , cfi turned boost pump on which flooded the simulated failed engine .","[1, 2, 'Task']"
968,19871014062899I,1243,0,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ","during missed approach , cfi turned boost pump on which flooded the simulated failed engine .","[4, 4, 'Method']"
969,19870812051139I,1246,0,AIRCRAFT STRUCK POWERLINES WHILE CIRCLING A RESIDENCE AT NIGHT. INSTRUMENT PANEL LIGHTS WERE TURNED OFF.           ,aircraft struck powerlines while circling a residence at night .,"[2, 2, 'OtherScientificTerm']"
970,19870812051139I,1246,1,AIRCRAFT STRUCK POWERLINES WHILE CIRCLING A RESIDENCE AT NIGHT. INSTRUMENT PANEL LIGHTS WERE TURNED OFF.           ,instrument panel lights were turned off .,"[10, 12, 'OtherScientificTerm']"
971,19870813057749I,1247,0,BOTH ENGINES FLAMED OUT WHILE DESCENDING THROUGH CLOUDS. INLET HEAT NO ON. BOTH ENGINES WERE RESTARTED.            ,both engines flamed out while descending through clouds .,"[1, 1, 'Generic']"
972,19870813057749I,1247,2,BOTH ENGINES FLAMED OUT WHILE DESCENDING THROUGH CLOUDS. INLET HEAT NO ON. BOTH ENGINES WERE RESTARTED.            ,both engines were restarted .,"[15, 15, 'Generic']"
973,19870926079129A,1250,0,OVERHEATED ENGINE. PRECAUTIONARY LANDING ON DIRT ROAD. BOUNCED. HIT A CATTLE GUARD AND GATE. OIL DIPSTICK MISSING. ,overheated engine .,"[0, 1, 'OtherScientificTerm']"
974,19870911051849A,1251,1,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,the force of air broke pilots arm and damaged fuselage .,"[22, 22, 'OtherScientificTerm']"
975,19871003063159I,1253,2,ENGINE QUIT DUE TO SIGNIFICANT WATER IN THE FUEL. SAFE AIRPORT LANDING. FUEL FACILITY INSPECTION INCONCLUSIVE.     ,fuel facility inspection inconclusive .,"[14, 16, 'Task']"
976,19871003063299I,1255,0,THE AIRCRAFT RETURNED TO THE AIRPORT DUE TO AN UNLATCHED COWLING. OPERATOR IS TAKING ACTION TO PREVENT RECURRENCE. ,the aircraft returned to the airport due to an unlatched cowling .,"[9, 10, 'OtherScientificTerm']"
977,19870727068289I,1256,0,PILOT FAILED TO ENSURE THE OIL DIPSTICK WAS PROPERLY INSTALLED. RETURNED WITH OIL LEAKING FROM RIGHT ENGINE.       ,pilot failed to ensure the oil dipstick was properly installed .,"[5, 6, 'Method']"
978,19871015063099I,1258,0,PILOT TOOK OFF WITH THE TOWBAR ATTACHED TO NOSE GEAR. RETURNED WHEN GEAR WOULD NOT RETRACT FULLY.                  ,pilot took off with the towbar attached to nose gear .,"[8, 9, 'OtherScientificTerm']"
979,19871102072099I,1260,0,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,solo student lost directional control during attempted takeoff with full flaps .,"[3, 4, 'OtherScientificTerm']"
980,19871102072099I,1260,0,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,solo student lost directional control during attempted takeoff with full flaps .,"[9, 10, 'OtherScientificTerm']"
981,19871102072099I,1260,1,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,nose gear collapsed off runway side .,"[12, 13, 'OtherScientificTerm']"
982,19870910061919I,1262,0,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,tailwheel was not locked for landing .,"[0, 0, 'OtherScientificTerm']"
983,19870816062719I,1263,0,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ","a copper tube , used to hold aerial banners , fell through the roof of a house .","[1, 2, 'OtherScientificTerm']"
984,19870816062719I,1263,0,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ","a copper tube , used to hold aerial banners , fell through the roof of a house .","[7, 8, 'OtherScientificTerm']"
985,19871119066679A,1266,2,LIFTED TO HOVER UNAWARE HIDDEN TIE DOWN CHAINS STILL ATTACHED. ROLLED OVER AND CRASHED. TIE DOWNS WERE IMPROPER.   ,tie downs were improper .,"[16, 17, 'OtherScientificTerm']"
986,19871119073859I,1269,0,LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE. FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR.     ,lost directional control on rollout due to an inoperative left brake .,"[1, 2, 'OtherScientificTerm']"
987,19871119073859I,1269,0,LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE. FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR.     ,lost directional control on rollout due to an inoperative left brake .,"[4, 4, 'OtherScientificTerm']"
988,19871119073859I,1269,0,LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE. FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR.     ,lost directional control on rollout due to an inoperative left brake .,"[8, 10, 'OtherScientificTerm']"
989,19871119073859I,1269,1,LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE. FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR.     ,found hydraulic fluid on left main gear .,"[13, 14, 'OtherScientificTerm']"
990,19880120019019I,1272,0,TAXIING AT HIGH STEEP PILOT VEERED OFF TAXIWAY INTO THE GRASS. BECAME STUCK IN THE MUD. BLAMED SEAT SLIPPED BACK.  ,taxiing at high steep pilot veered off taxiway into the grass .,"[0, 0, 'Task']"
991,19880216002609A,1273,0,TAIL ROTOR ASSEMBLY BROKE OFF IN FLIGHT WHEN IT WAS STRUCK BY A HELMET FLIGHT BAG BLOWN OUT OF COCKPIT.            ,tail rotor assembly broke off in flight when it was struck by a helmet flight bag blown out of cockpit .,"[0, 2, 'Method']"
992,19871224078969I,1274,0,ELECTRICAL POWER LOSS. MAGS NOT ON.TOWER CHECKED GEAR WAS UP. LANDED GEAR UP. EMERGENCY EXTENSION OPERATED NORMAL. ,electrical power loss .,"[0, 2, 'OtherScientificTerm']"
993,19871224078969I,1274,1,ELECTRICAL POWER LOSS. MAGS NOT ON.TOWER CHECKED GEAR WAS UP. LANDED GEAR UP. EMERGENCY EXTENSION OPERATED NORMAL. ,mags not on .,"[4, 4, 'OtherScientificTerm']"
994,19871224078969I,1274,4,ELECTRICAL POWER LOSS. MAGS NOT ON.TOWER CHECKED GEAR WAS UP. LANDED GEAR UP. EMERGENCY EXTENSION OPERATED NORMAL. ,emergency extension operated normal .,"[18, 19, 'OtherScientificTerm']"
995,19880303054509I,1276,0,INDICATES PILOT DID NOT TURN ON ENGINE ANTI ICE PRIOR TO ICING. LOST BOTH ENGINES. WAS ABLE TO RESTART AND RETURN. ,indicates pilot did not turn on engine anti ice prior to icing .,"[6, 8, 'OtherScientificTerm']"
996,19871229075529I,1277,0,LOSS OF OIL QUANTITY NR3 ENGINE EN ROUTE DUE TO OIL CAP LOOSE. SHUT DOWN ENGINE. LANDED OK. NO ENGINE DAMAGE.      ,loss of oil quantity nr3 engine en route due to oil cap loose .,"[10, 12, 'OtherScientificTerm']"
997,19871226077959I,1281,0,FALSE ENGINE FIRE WARNING DUE TO WATER ON MONITOR CONNECTORS. WATER ENTERED UNDER LOOSE UPPER COWL.CRACKED COWL RIB,false engine fire warning due to water on monitor connectors .,"[8, 9, 'OtherScientificTerm']"
998,19871124073879I,1283,0,PILOT ISSUED RADAR SURVEILLANCE APPROACH AFTER TWO ATTEMPTS. ILS SYSTEM HAD FLUCTUATING NEEDLES AND INOPERATIVE.   ,pilot issued radar surveillance approach after two attempts .,"[2, 4, 'Method']"
999,19871124073879I,1283,1,PILOT ISSUED RADAR SURVEILLANCE APPROACH AFTER TWO ATTEMPTS. ILS SYSTEM HAD FLUCTUATING NEEDLES AND INOPERATIVE.   ,ils system had fluctuating needles and inoperative .,"[9, 10, 'Method']"
1000,19871216081379I,1284,2,UNABLE TO RETRACT NOSE GEAR ON TAKEOFF CLIMB. RETURNED. FOUND NOSE GEAR SAFETY PIN HAD NOT BEEN REMOVED.           ,found nose gear safety pin had not been removed .,"[12, 15, 'OtherScientificTerm']"
1001,19880314026319A,1285,3,HIT POWERLINES ON A PRECAUTIONARY LANDING. FUEL BOOST WARNING LIGHT ON. IMPACTED GROUND. GENERATOR SWITCH WAS OFF. ,generator switch was off .,"[16, 17, 'OtherScientificTerm']"
1002,19880120000999A,1286,2,PICKED UP TO A HOVER WHEN HELICOPTER PITCHED UP. LOST CONTROL AND CRASHED. ICED CONTROL SERVOS. AD NOT COMPLIED.   ,iced control servos .,"[15, 17, 'Method']"
1003,19880108041599I,1290,0,DUAL ALTERNATOR FAILURE. FAILED TO RESET CIRCUIT BREAKERS OR CHECK GEAR DOWN. PUT ON DEICE. SURGE POPPED BREAKERS. ,dual alternator failure .,"[0, 2, 'OtherScientificTerm']"
1004,19880108041599I,1290,1,DUAL ALTERNATOR FAILURE. FAILED TO RESET CIRCUIT BREAKERS OR CHECK GEAR DOWN. PUT ON DEICE. SURGE POPPED BREAKERS. ,failed to reset circuit breakers or check gear down .,"[7, 8, 'OtherScientificTerm']"
1005,19880108041599I,1290,3,DUAL ALTERNATOR FAILURE. FAILED TO RESET CIRCUIT BREAKERS OR CHECK GEAR DOWN. PUT ON DEICE. SURGE POPPED BREAKERS. ,surge popped breakers .,"[18, 20, 'OtherScientificTerm']"
1006,19880213002489A,1293,2,LOST DIRECTIONAL CONTROL ON TAKEOFF. VEERED OFF THE RUNWAY. STUDENT USED NOSEWHEEL STEERING. CFI FAILED TO ADVISE. ,student used nosewheel steering .,"[13, 14, 'Method']"
1007,19871205069159A,1294,3,"LOST OIL PRESSURE ON TAKEOFF. TRIED LANDING DOWNWIND NO FLAPS. TOO HIGH,STALLED CLIMBOUT. OIL DIPSTICK NOT SECURED.",oil dipstick not secured .,"[18, 19, 'OtherScientificTerm']"
1008,19880104000179A,1295,1,LOST CONTROL ON CLIMB-OUT AND IMPACTED NEAR VERTICAL.INDICATES PILOT FAILED TO TURN ON GYRO HORIZON PRIOR DEPARTURE,indicates pilot failed to turn on gyro horizon prior departure .,"[15, 16, 'OtherScientificTerm']"
1009,19880221003319A,1296,0,PARTIAL POWER LOSS ON CLIMBOUT. DITCHED IN A CREEK. FOUND WATER IN FUEL.                                           ,partial power loss on climbout .,"[0, 2, 'OtherScientificTerm']"
1010,19880221003319A,1296,0,PARTIAL POWER LOSS ON CLIMBOUT. DITCHED IN A CREEK. FOUND WATER IN FUEL.                                           ,partial power loss on climbout .,"[4, 4, 'OtherScientificTerm']"
1011,19880304005859A,1299,2,BOTH ENGINES QUIT ON CLIMBOUT. CRASH LANDED IN TREES. FUEL SELECTORS ON INBOARD EMPTY TANKS. OUTBOARD TANKS FULL.  ,fuel selectors on inboard empty tanks .,"[11, 12, 'Method']"
1012,19880324019949I,1302,0,ICING PROBLEM. ENGINE QUIT AT CRUISE. RESTARTED. ONLY RAN AT IDLE. LANDED ON DIRT ROAD. WAS USING RAM AIR.         ,icing problem .,"[0, 1, 'Task']"
1013,19880413016839I,1305,0,HAD A RATTLE NOISE OUTSIDE OF THE AIRCRAFT. RETURNED. FOUND EXCESS SEAT BELT WAS HANGING OUTSIDE OF COCKPIT.       ,had a rattle noise outside of the aircraft .,"[2, 3, 'OtherScientificTerm']"
1014,19880530054189I,1306,3,UNABLE TO ACCELERATE NORMALLY. ABORTED TAKEOFF. STOPPED IN OVERRUN AREA. PARKING BRAKE NOT FULLY OFF.              ,parking brake not fully off .,"[13, 14, 'OtherScientificTerm']"
1015,19880623040529I,1307,1,ENGINE QUIT IN THE PATTERN. LANDED IN A FLOOD CHANNEL. LACK OF SUFFICIENT OIL IN ENGINE CAUSED CYLINDER SEIZURE.   ,landed in a flood channel .,"[9, 10, 'OtherScientificTerm']"
1016,19880623040529I,1307,2,ENGINE QUIT IN THE PATTERN. LANDED IN A FLOOD CHANNEL. LACK OF SUFFICIENT OIL IN ENGINE CAUSED CYLINDER SEIZURE.   ,lack of sufficient oil in engine caused cylinder seizure .,"[19, 20, 'OtherScientificTerm']"
1017,19880410036529A,1309,1,FIRE ERUPTED IN EXHAUST SYSTEM IN AN INVERTED SPIN DUE TO POOLING OF SMOKE OIL AND IGNITED. SMOKE OBSCURED LANDING.,smoke obscured landing .,"[18, 18, 'OtherScientificTerm']"
1018,19880406036069I,1310,0,RIGHT MAIN WHEEL LEFT THE TAXIWAY DURING TAXIING. FOUND LEFT BRAKE HAD A LEAK AT THE PISTON. PILOT FAILED TO NOTE. ,right main wheel left the taxiway during taxiing .,"[5, 5, 'OtherScientificTerm']"
1019,19880406036069I,1310,0,RIGHT MAIN WHEEL LEFT THE TAXIWAY DURING TAXIING. FOUND LEFT BRAKE HAD A LEAK AT THE PISTON. PILOT FAILED TO NOTE. ,right main wheel left the taxiway during taxiing .,"[7, 7, 'Task']"
1020,19880402015869I,1313,3,SMOKE IN COCKPIT. DECLARED AN EMERGENCY. LANDED SAFELY. FOUND PILOT HAD MISHANDLED THE CABIN HEATER CONTROL.       ,found pilot had mishandled the cabin heater control .,"[16, 18, 'Method']"
1021,19880422066369I,1314,2,ATC EQUIPMENT SHOWED PLANE BELOW ASSIGNED ALTITUDE. PILOT VERIFIED CORRECT ALTITUDE. RADAR READOUT SOMETIMES FAUTLY,radar readout sometimes fautly .,"[13, 14, 'OtherScientificTerm']"
1022,19880623034849I,1321,2,UNABLE TO RAISE NOSE GEAR AFER TAKEOFF. RETURNED. GROUND LOCK PIN WAS NOT REMOVED BEFORE FLIGHT. CREW OVERSIGHT.   ,ground lock pin was not removed before flight .,"[10, 12, 'OtherScientificTerm']"
1023,19880921056649I,1323,0,LOST DIRECTIONAL CONTROL AFTER TAKEOFF AND ROLLED. RECOVERED AND LANDED. FORGOT TO REMOVE EXTERNAL AILERON LOCK.   ,lost directional control after takeoff and rolled .,"[0, 2, 'OtherScientificTerm']"
1024,19880921056649I,1323,2,LOST DIRECTIONAL CONTROL AFTER TAKEOFF AND ROLLED. RECOVERED AND LANDED. FORGOT TO REMOVE EXTERNAL AILERON LOCK.   ,forgot to remove external aileron lock .,"[15, 17, 'OtherScientificTerm']"
1025,19880711027479A,1324,2,ENGINE LOST POWER ON HOMEBUILT ON CLIMBOUT. CRASH LANDED.  HAD PLACED LUGGAGE ON PLASTIC GAS LINE AND KINKED IT.   ,had placed luggage on plastic gas line and kinked it .,"[15, 17, 'OtherScientificTerm']"
1026,19880914038569A,1328,0,RIGHT COWL PANEL OPENED ON TAKEOFF CAUSED DRAG AND LOSS OF LIFT. LANDED OFF AIRPORT. IMPACT BENT THE WING SPAR.    ,right cowl panel opened on takeoff caused drag and loss of lift .,"[7, 7, 'OtherScientificTerm']"
1027,19880812032459A,1329,0,"PARTIAL POWER LOSS ON CLIMBOUT. RETURNING,HIT FENCE AND AUTO SHORT OF RUNWAY. FAILED TO REMOVE COWLING BIRD COVERS.",partial power loss on climbout .,"[0, 2, 'OtherScientificTerm']"
1028,19880812032459A,1329,0,"PARTIAL POWER LOSS ON CLIMBOUT. RETURNING,HIT FENCE AND AUTO SHORT OF RUNWAY. FAILED TO REMOVE COWLING BIRD COVERS.",partial power loss on climbout .,"[4, 4, 'OtherScientificTerm']"
1029,19880711026239A,1333,0,MISSED APPROACH. FORCED LANDING IN FIELD. PILOT USED TO VERNIOR THROTTLE. UNSCREWED SAME BY TWISTING. NO MECHANICAL,missed approach .,"[0, 1, 'OtherScientificTerm']"
1030,19880711026239A,1333,1,MISSED APPROACH. FORCED LANDING IN FIELD. PILOT USED TO VERNIOR THROTTLE. UNSCREWED SAME BY TWISTING. NO MECHANICAL,forced landing in field .,"[3, 4, 'OtherScientificTerm']"
1031,19880807039859I,1334,2,ABORTED 2 TAKEOFFS DUE TO AIRCRAFT NOSE HEAVY. NO DEFECTS. PILOT COUNSELED ON USE OF TRIM TAB.                     ,pilot counseled on use of trim tab .,"[17, 18, 'OtherScientificTerm']"
1032,19880910038059A,1338,0,FAILED TO DISCONNECT THE CHEMICAL FILLER HOSE PRIOR TO LIFTOFF FROM TRUCK PLATFORM. HELICOPTER ROLLED OVER.        ,failed to disconnect the chemical filler hose prior to liftoff from truck platform .,"[4, 6, 'OtherScientificTerm']"
