,index,input,head,relation,tail
2341,1333,MISSED APPROACH. FORCED LANDING IN FIELD. PILOT USED TO VERNIOR THROTTLE. UNSCREWED SAME BY TWISTING. NO MECHANICAL,PILOT,uses,TWISTING
2342,1333,MISSED APPROACH. FORCED LANDING IN FIELD. PILOT USED TO VERNIOR THROTTLE. UNSCREWED SAME BY TWISTING. NO MECHANICAL,TWISTING,used by,PILOT
2343,1334,ABORTED 2 TAKEOFFS DUE TO AIRCRAFT NOSE HEAVY. NO DEFECTS. PILOT COUNSELED ON USE OF TRIM TAB.                     ,TRIM TAB,part of,AIRCRAFT
2344,1335,PEDAL AND TURN PROBLEM ON LIFTOFF. UNAPPROVED PEDAL ADJUSTMENT. UNABLE TO STOP TURN ON NEXT LIFTOFF. CRASH LANDED. ,PEDAL,has effect,PEDAL ADJUSTMENT
2345,1335,PEDAL AND TURN PROBLEM ON LIFTOFF. UNAPPROVED PEDAL ADJUSTMENT. UNABLE TO STOP TURN ON NEXT LIFTOFF. CRASH LANDED. ,PEDAL ADJUSTMENT,has cause,PEDAL
2346,1336,HEARD LOUD BANG. NOSE BAGGAGE DOOR LIGHT CAME ON. PRECAUTIONARY LANDING. DOOR WAS AJAR. MINOR DAMAGE TO NOSE.      ,BAGGAGE,part of,DOOR
2347,1336,HEARD LOUD BANG. NOSE BAGGAGE DOOR LIGHT CAME ON. PRECAUTIONARY LANDING. DOOR WAS AJAR. MINOR DAMAGE TO NOSE.      ,DOOR,has part,BAGGAGE
2348,1337,WATER TAXI TO REFUEL PRIOR TO TAKEOFF. WATER ROUGH. LEFT FLOAT CAP OPEN SHIPPED WATER AND ACFT ROLLED OVER AND SANK,WATER TAXI,followed by,TAKEOFF
2349,1337,WATER TAXI TO REFUEL PRIOR TO TAKEOFF. WATER ROUGH. LEFT FLOAT CAP OPEN SHIPPED WATER AND ACFT ROLLED OVER AND SANK,TAKEOFF,follows,WATER TAXI
2350,1338,FAILED TO DISCONNECT THE CHEMICAL FILLER HOSE PRIOR TO LIFTOFF FROM TRUCK PLATFORM. HELICOPTER ROLLED OVER.        ,CHEMICAL FILLER HOSE,part of,TRUCK PLATFORM
2351,1338,FAILED TO DISCONNECT THE CHEMICAL FILLER HOSE PRIOR TO LIFTOFF FROM TRUCK PLATFORM. HELICOPTER ROLLED OVER.        ,TRUCK PLATFORM,has part,CHEMICAL FILLER HOSE
2352,1339,"UNABLE TO ROTATE, RAN OFF END OF RUNWAY FULL POWER NO BRAKING INTO DITCH. POSSIBLE CONTROL LOCK IN YOKE. NO DEFECTS",ROTATE,different from,DEFECTS
2353,1339,"UNABLE TO ROTATE, RAN OFF END OF RUNWAY FULL POWER NO BRAKING INTO DITCH. POSSIBLE CONTROL LOCK IN YOKE. NO DEFECTS",DEFECTS,different from,ROTATE
2354,1340,"DISCARDED CARGO DOOR WAS PICKED UP BY ROTOR WASH OF UNKNOWN HELICOPTER.IT HIT PARKED S550 N#92QS, DAMAGING AILERON.",S550,part of,N#92QS
2355,1340,"DISCARDED CARGO DOOR WAS PICKED UP BY ROTOR WASH OF UNKNOWN HELICOPTER.IT HIT PARKED S550 N#92QS, DAMAGING AILERON.",N#92QS,has part,S550
2356,1341,"HAD UNEVEN FUEL FLOW AND IMBALANCE. DIVERTED TO NEAREST AIRPORT, CRASHED AND BURNED. YAW DAMPER INOP.              ",FUEL,has part,IMBALANCE
2357,1341,"HAD UNEVEN FUEL FLOW AND IMBALANCE. DIVERTED TO NEAREST AIRPORT, CRASHED AND BURNED. YAW DAMPER INOP.              ",IMBALANCE,part of,FUEL
2358,1342,STUDENT PILOT PICKED UP PASSENGER. CRASHED ON TAKEOFF. FOUND CARBURETOR HEAT ON AND FLAPS FULL DOWN.               ,PILOT,has part,CARBURETOR
2359,1342,STUDENT PILOT PICKED UP PASSENGER. CRASHED ON TAKEOFF. FOUND CARBURETOR HEAT ON AND FLAPS FULL DOWN.               ,CARBURETOR,part of,PILOT
2360,1343,"CREWMAN HAD SECURED AFT SKID TIE DOWNS UNKNOWN BY PILOT. HE DID NOT CHECK, AIRCRAFT LIFTOFF NOSE HIGH.FELL IN WATER",AFT SKID TIE DOWNS,part of,AIRCRAFT
2361,1343,"CREWMAN HAD SECURED AFT SKID TIE DOWNS UNKNOWN BY PILOT. HE DID NOT CHECK, AIRCRAFT LIFTOFF NOSE HIGH.FELL IN WATER",AIRCRAFT,has part,AFT SKID TIE DOWNS
2362,1344,RIGHT SIDE OF ENGINE COWLING OPENED EN ROUTE. DIVERTED TO ROSTRAVER. LEFT SIDE OPENED. LANDED. NO REASON FOUND.    ,COWLING,connects with,ROSTRAVER
2363,1344,RIGHT SIDE OF ENGINE COWLING OPENED EN ROUTE. DIVERTED TO ROSTRAVER. LEFT SIDE OPENED. LANDED. NO REASON FOUND.    ,ROSTRAVER,connects with,COWLING
2364,1345,"TOOK OFF WITH FULL UP TRIM AND LEANED MIXTURE. NOSED UP,STALLED AND SPUN IN. CARRIED PASSENGERS. LACKED ENDORSEMENT",CARRIED,different from,PASSENGERS
2365,1345,"TOOK OFF WITH FULL UP TRIM AND LEANED MIXTURE. NOSED UP,STALLED AND SPUN IN. CARRIED PASSENGERS. LACKED ENDORSEMENT",PASSENGERS,different from,CARRIED
2366,1346,PIC REPORTED LOSING OIL PRESSURE AND ALTERNATOR. LANDED.FOUND ALTERNATOR CIRCUIT BREAKER OPEN AND BATTERY DEPLETED.,CIRCUIT,subclass of,ALTERNATOR
2367,1347,TOP HALF OF DOOR OPENED DURING TAKEOFF. PROCEEDED TO KEENE. LANDED SAFELY. CHECKED DOOR AND RETURNED.              ,KEENE,instance of,TOP HALF OF DOOR
2368,1348,STUDENT PULLED AND SET PARKING BRAKE INSTEAD OF FLAPS. HIGHER SPEED RESULTED IN FLOAT. BRAKE SET MADE TIRE BLOW.   ,FLAPS,different from,TIRE BLOW
2369,1348,STUDENT PULLED AND SET PARKING BRAKE INSTEAD OF FLAPS. HIGHER SPEED RESULTED IN FLOAT. BRAKE SET MADE TIRE BLOW.   ,TIRE BLOW,different from,FLAPS
2370,1349,LIGHT TO HEAVY FREEZING RAIN IN AREA. AIRCRAFT STALLED BUT RECOVERED ON INITIAL APPROACH. AIRFRAME DEICE NOT ON.   ,AIRFRAME DEICE NOT ON,facet of,AIRCRAFT
2371,1350,UNABLE TO PRESSURIZE CABIN AFTER TAKEOFF. RETURNED. R-1 DOOR WAS OPEN. RECYCLED DOOR AND RESUMED FLIGHT.           ,CABIN,has part,R-1
2372,1350,UNABLE TO PRESSURIZE CABIN AFTER TAKEOFF. RETURNED. R-1 DOOR WAS OPEN. RECYCLED DOOR AND RESUMED FLIGHT.           ,R-1,part of,CABIN
2373,1351,NO AILERON CONTROL ON TAKEOFF TOW. RELEASED TOW AND CRASHED INTO TREES. PINS HOLDING AILERON CONTROLS WERE MISSING.,AILERON,product or material produced,TOW
2374,1351,NO AILERON CONTROL ON TAKEOFF TOW. RELEASED TOW AND CRASHED INTO TREES. PINS HOLDING AILERON CONTROLS WERE MISSING.,AILERON,product or material produced,TOW
2375,1352,COCKPIT FILLED WITH SMOKE WHILE TAXIING FOR DEPARTURE. ENGINE SHUT DOWN. ENGINE BLOWER INTAKE COVER STILL INSTALLED,COCKPIT,has part,ENGINE BLOWER
2376,1352,COCKPIT FILLED WITH SMOKE WHILE TAXIING FOR DEPARTURE. ENGINE SHUT DOWN. ENGINE BLOWER INTAKE COVER STILL INSTALLED,ENGINE BLOWER,part of,COCKPIT
2377,1353,ROUGH ENGINE AND PARTIAL POWER ON CLIMBOUT. HIT TREES ON RETURN. CARB HEAT LEVER TRAVEL WAS RESTRICTED.            ,CARB HEAT LEVER TRAVEL,subclass of,CLIMBOUT
2378,1354,FAILED TO SECURE OIL CAP. ENGINE RAN OUT OF OIL. FORCED LANDING IN TREES. MEDICAL HAD EXPIRED.                     ,MEDICAL HAD EXPIRED,facet of,OIL
2379,1355,"ERRATIC FLIGHT ON CLIMBOUT. LOST CONTROL TURNING, DIVED INTO GROUND. IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN",CLIMBOUT,different from,TURNING
2380,1355,"ERRATIC FLIGHT ON CLIMBOUT. LOST CONTROL TURNING, DIVED INTO GROUND. IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN",CLIMBOUT,different from,GROUND
2381,1355,"ERRATIC FLIGHT ON CLIMBOUT. LOST CONTROL TURNING, DIVED INTO GROUND. IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN",TURNING,different from,CLIMBOUT
2382,1355,"ERRATIC FLIGHT ON CLIMBOUT. LOST CONTROL TURNING, DIVED INTO GROUND. IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN",TURNING,different from,GROUND
2383,1355,"ERRATIC FLIGHT ON CLIMBOUT. LOST CONTROL TURNING, DIVED INTO GROUND. IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN",GROUND,different from,CLIMBOUT
2384,1355,"ERRATIC FLIGHT ON CLIMBOUT. LOST CONTROL TURNING, DIVED INTO GROUND. IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN",GROUND,different from,TURNING
2385,1356,PRECAUTIONARY RETURN TO AIRPORT TO CLOSE FUEL CAP. DEPARTED AGAIN. DID NOT CONTACT ATS ON EITHER TAKEOFF.          ,TAKEOFF,operator,ATS
2386,1357,"TRIED TO GO AROUND WITH FULL FLAPS, UNABLE.THEN STALLED A WING AND IMPACTED.FAILED TO HOLD SWITCH ON FOR RETRACTION",FLAPS,different from,WING
2387,1357,"TRIED TO GO AROUND WITH FULL FLAPS, UNABLE.THEN STALLED A WING AND IMPACTED.FAILED TO HOLD SWITCH ON FOR RETRACTION",WING,different from,FLAPS
2388,1358,BOTH ENGINES FLUCTUATING. LANDED AT FT LEONARD WOOD. NO FUEL WOULD DRAIN FROM SUMP. LATER WATER CAME FROM SUMP.    ,SUMP,located in the administrative territorial entity,LEONARD WOOD
2389,1358,BOTH ENGINES FLUCTUATING. LANDED AT FT LEONARD WOOD. NO FUEL WOULD DRAIN FROM SUMP. LATER WATER CAME FROM SUMP.    ,SUMP,located in the administrative territorial entity,LEONARD WOOD
2390,1359,DOOR OPENED AND DEPARTED AIRCRAFT AT CRUISE ALTITUDE. DIVERTED. CAUSE NOT STATED.                                  ,DIVERTED,subclass of,AIRCRAFT
2391,1360,CANOPY CAME OPEN ON TAKEOFF. PILOTS GLASSES BLEW OFF AND HE LOST CONTROL TRYING TO CLOSE CANOPY AND CRASHED.       ,CANOPY,located in the administrative territorial entity,TAKEOFF
2392,1360,CANOPY CAME OPEN ON TAKEOFF. PILOTS GLASSES BLEW OFF AND HE LOST CONTROL TRYING TO CLOSE CANOPY AND CRASHED.       ,CANOPY,located in the administrative territorial entity,TAKEOFF
2393,1361,PUT GEAR DOWN BY MISTAKE FOR WATER LANDING. AMPHIBIAN FLIPPED OVER. REPORTED ELEVATOR TRIM BROKE. NO DEFECTS NOTED.,AMPHIBIAN,has part,WATER LANDING
2394,1361,PUT GEAR DOWN BY MISTAKE FOR WATER LANDING. AMPHIBIAN FLIPPED OVER. REPORTED ELEVATOR TRIM BROKE. NO DEFECTS NOTED.,WATER LANDing,part of,AMPHIBIAN
2395,1361,PUT GEAR DOWN BY MISTAKE FOR WATER LANDING. AMPHIBIAN FLIPPED OVER. REPORTED ELEVATOR TRIM BROKE. NO DEFECTS NOTED.,WATER LANDing,has part,ELEVATOR TRIM BROKE
2396,1361,PUT GEAR DOWN BY MISTAKE FOR WATER LANDING. AMPHIBIAN FLIPPED OVER. REPORTED ELEVATOR TRIM BROKE. NO DEFECTS NOTED.,ELEVATOR TRIM BROKE,part of,WATER LANDing
2397,1362,TAKEOFF WARNING HORN WHEN THROTTLES WERE ADVANCED. ABORTED. RESET STABILIZER TRIM AND RETURNED TO TAKEOFF AGAIN.   ,TAKEOFF,has part,TAKEOFF WARNING HORN
2398,1362,TAKEOFF WARNING HORN WHEN THROTTLES WERE ADVANCED. ABORTED. RESET STABILIZER TRIM AND RETURNED TO TAKEOFF AGAIN.   ,TAKEOFF,has part,TAKEOFF WARNING HORN
2399,1363,AFTER SWITCHING TANKS FUEL FLOW DIMINISHED TILL ENGINE SPUTTERING CAUSED FORCED LANDING. FUEL WAS CONTAMINATED.    ,TILL,part of,ENGINE
2400,1363,AFTER SWITCHING TANKS FUEL FLOW DIMINISHED TILL ENGINE SPUTTERING CAUSED FORCED LANDING. FUEL WAS CONTAMINATED.    ,ENGINE,has part,TILL
2401,1364,LOST POWER ON TAKEOFF. LANDED WITH GEAR UP ON SAME RUNWAY. WATER IN FUEL TANK. FILLER CAP FIT LOOSELY.             ,TAKEOFF,has part,FUEL TANK
2402,1364,LOST POWER ON TAKEOFF. LANDED WITH GEAR UP ON SAME RUNWAY. WATER IN FUEL TANK. FILLER CAP FIT LOOSELY.             ,FUEL TANK,part of,TAKEOFF
2403,1365,REPORTED NO GEAR LIGHTS. LANDED SAFELY AFTER GEAR DOWN FLYBY. GEAR LIGHTS DIM DUE TO NAV LIGHTS ON. HARD TO SEE.   ,LANDED SAFELY,has cause,GEAR DOWN FLYBY
2404,1365,REPORTED NO GEAR LIGHTS. LANDED SAFELY AFTER GEAR DOWN FLYBY. GEAR LIGHTS DIM DUE TO NAV LIGHTS ON. HARD TO SEE.   ,GEAR DOWN FLYBY,has effect,LANDED SAFELY
2405,1366,"ERRATIC TAKEOFF RUN .JERKED INTO AIR,HIT TAIL AND WING ON RUNWAY.CARTWHEELED OFF RUNWAY. ELEVATOR TRIM FULL NOSE UP",TAKEOFF,subclass of,ELEVATOR
2406,1367,VEERED OFF RUNWAY AT START OF TAKEOFF ROLL. STOPPED WITHOUT DAMAGE. CREW HAD FAILED TO REMOVE NR2 ENGINE STARTLOCKS,TAKEOFF ROLL,has part,ENGINE STARTLOCKS
2407,1367,VEERED OFF RUNWAY AT START OF TAKEOFF ROLL. STOPPED WITHOUT DAMAGE. CREW HAD FAILED TO REMOVE NR2 ENGINE STARTLOCKS,ENGINE STARTLOCKS,part of,TAKEOFF ROLL
2408,1368,NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF. RETURNED. ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP.           ,TAKEOFF,has effect,FUEL CAP
2409,1368,NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF. RETURNED. ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP.           ,TAKEOFF,has effect,FUEL CAP
2410,1369,LANDED BEHIND DC9 WHICH BLEW UP A GREAT DEAL OF SNOW. PULLED RIGHT ON ROLLOUT. WINDROW FROM SNOWPLOW CAUSED PULL.  ,WINDROW,has cause,SNOWPLOW
2411,1369,LANDED BEHIND DC9 WHICH BLEW UP A GREAT DEAL OF SNOW. PULLED RIGHT ON ROLLOUT. WINDROW FROM SNOWPLOW CAUSED PULL.  ,SNOWPLOW,has effect,WINDROW
2412,1370,RIGHT EMERGENCY DOOR SEPARATED ON CLIMB. RETURNED. FOUND RELEASE HANDLE PARTIALLY DISENGAGED.                      ,CLIMB,facet of,EMERGENCY
2413,1371,NOSE GEAR UNSAFE LIGHT. TOW BAR HANGING FROM WHEEL. RETURNED. LANDED WITH GEAR UP. FORGOT TO REMOVE BAR.           ,TOW BAR,subclass of,BAR
2414,1372,UNABLE TO RETRACT RIGHT MAIN GEAR ON CLIMBOUT. RETURNED AFTER DUMPING FUEL. LANDING GEAR SAFETY PIN WAS IN PLACE.  ,LANDING GEAR SAFETY PIN,use,CLIMBOUT
2415,1373,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.                  ",TURNOUT NOSE,part of,RUNWAY
2416,1373,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.                  ",TURNOUT NOSE,part of,RUNWAY
2417,1374,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. TAXIED TO RAMP. PILOT DID NOT RECALL CHECKING DOOR.                 ,TAKEOFF,has part,BAGGAGE DOOR
2418,1374,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. TAXIED TO RAMP. PILOT DID NOT RECALL CHECKING DOOR.                 ,BAGGAGE DOOR,part of,TAKEOFF
2419,1375,UNABLE TO RETRACT GEAR. RETURNED AND LANDED SAFELY. NOSE GEAR LOCK PINS INSTALLED. REMOVED AND RESUMED FLIGHT.     ,NOSE GEAR,has part,LOCK PINS
2420,1375,UNABLE TO RETRACT GEAR. RETURNED AND LANDED SAFELY. NOSE GEAR LOCK PINS INSTALLED. REMOVED AND RESUMED FLIGHT.     ,LOCK PINS,part of,NOSE GEAR
2421,1376,STUDENT DELAYED GEAR EXTENSION ON SIMULATED ENGINE FAILURE. TOWER ADVISED GEAR UP. LOWERED GEAR AND LANDED.        ,LOWERED GEAR AND LANDED,facet of,SIMULATED ENGINE FAILURE
2422,1377,NR2 FIRE WARNING ON CLIMBOUT. SHUT ENGINE DOWN AND RETURNED. FOUND BIRD NEST BEING BUILT IN ENGINE INTAKE. NO FIRE.,SHUT ENGINE DOWN AND RETURNED,has effect,NO FIRE
2423,1377,NR2 FIRE WARNING ON CLIMBOUT. SHUT ENGINE DOWN AND RETURNED. FOUND BIRD NEST BEING BUILT IN ENGINE INTAKE. NO FIRE.,NO FIRE,has cause,SHUT ENGINE DOWN AND RETURNed
2424,1378,ELEVATOR PARTIALLY JAMMED IN CRUISE. EMERGENCY LANDING AT BURLINGTON WITHOUT INCIDENT. ICE IN HULL CAUSED PROBLEM. ,EMERGENCY LANDING,located in the administrative territorial entity,BURLINGTON
2425,1379,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF. FOUND LOOSE FRONT COCKPIT SEAT HAD FALLEN TO FLOOR. JAMMED LEFT BRAKE.,COCKPIT SEAT,part of,TAKEOFF
2426,1379,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF. FOUND LOOSE FRONT COCKPIT SEAT HAD FALLEN TO FLOOR. JAMMED LEFT BRAKE.,TAKEOFF,has part,COCKPIT SEAT
2427,1380,LEFT ENGINE DID NOT DEVELOP ENOUGH POWER ON TAKEOFF. ABORTED. RAN OFF RUNWAY. FOUND WATER IN SUMP.                 ,TAKEOFF,manufacturer,LEFT ENGINE
2428,1381,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.                 ,TAKEOFF,has part,RAMP
2429,1381,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.                 ,RAMP,part of,TAKEOFF
2430,1382,NOSED UP ON LIFTOFF. UNABLE TO COMPENSATE AND STALLED. CONTROL STICK IN FRONT COCKPIT WAS TIED AFT BY THE SEATBELT.,COCKPIT,connects with,SEATBELT
2431,1382,NOSED UP ON LIFTOFF. UNABLE TO COMPENSATE AND STALLED. CONTROL STICK IN FRONT COCKPIT WAS TIED AFT BY THE SEATBELT.,SEATBELT,connects with,COCKPIT
2432,1383,SHUT DOWN ENGINE BECAUSE OF OIL LEAK AND PRESSURE FLUCTUATION. LANDED SAFELY. FOUND LOOSE OIL DIPSTICK.            ,OIL LEAK,has effect,PRESSURE FLUCTUATION
2433,1383,SHUT DOWN ENGINE BECAUSE OF OIL LEAK AND PRESSURE FLUCTUATION. LANDED SAFELY. FOUND LOOSE OIL DIPSTICK.            ,PRESSURE FLUCTUATION,has cause,OIL LEAK
2434,1384,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,TAKEOFF,has part,PUMPS
2435,1384,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,PUMPS,part of,TAKEOFF
2436,1385,SMOKE IN COCKPIT AFTER HEATER TURNED ON. RETURNED. OIL SPILL DURING PREFLIGHT SERVICE WAS SOURCE OF SMOKE.         ,COVID-19 pandemic,has effect,COVID-19 pandemic
2437,1385,SMOKE IN COCKPIT AFTER HEATER TURNED ON. RETURNED. OIL SPILL DURING PREFLIGHT SERVICE WAS SOURCE OF SMOKE.         ,COVID-19 pandemic,has cause,COVID-19 pandemic
2438,1386,NOSE GEAR LEFT RUNWAY WHILE MAKING 180 DEGREE TURN. PILOT LOWT DIRECTIONAL CONTROL. MISUSED THROTTLES.             ,LEFT RUNWAY,subclass of,PILOT
2439,1387,TOOK OFF WITH TOW BAR ATTACHED. UNABLE TO RETRACT NOSE GEAR. DAMAGED DOWN LOCK. GEAR COLLAPSED ON LANDING.         ,TOW BAR,has part,NOSE GEAR
2440,1387,TOOK OFF WITH TOW BAR ATTACHED. UNABLE TO RETRACT NOSE GEAR. DAMAGED DOWN LOCK. GEAR COLLAPSED ON LANDING.         ,NOSE GEAR,part of,TOW BAR
2441,1388,LEFT ENGINE FAILED WHEN FUEL BOOST PUMP SET ON HIGH. SAFE LANDING. UNFAMILIAR SWITCHES AND PILOT FLOODED ENGINE.   ,FUEL BOOST PUMP,instance of,ENGINE
2442,1389,SMELLED SMOKE IN CABIN. MADE PRECAUTIONARY LANDING IN A SOLT FIELD AND NOSED OVER. FOUND BIRD NEST IN CYLINDERS.   ,CABIN,located in the administrative territorial entity,CYLINDERS
2443,1390,REPORTED AN OIL LEAK AFTER TAKEOFF. RETURNED. LANDED SAFELY. PILOT FORGOT TO REPLACE OIL CAP AFTER OIL CHANGE.     ,TAKEOFF,has cause,OIL CHANGE
2444,1390,REPORTED AN OIL LEAK AFTER TAKEOFF. RETURNED. LANDED SAFELY. PILOT FORGOT TO REPLACE OIL CAP AFTER OIL CHANGE.     ,OIL CHANGE,has effect,TAKEOFF
2445,1391,CABIN DOOR CAME AJAR AT TOP INFLIGHT. PRECAUTIONARY LANDING. TOP LATCH NOT ENGAGED.                                ,CABIN DOOR CAME AJAR,part of,TOP INFLIGHT
2446,1391,CABIN DOOR CAME AJAR AT TOP INFLIGHT. PRECAUTIONARY LANDING. TOP LATCH NOT ENGAGED.                                ,TOP INFLIGHT,has part,CABIN DOOR CAME AJAR
2447,1392,CANOPY CAME OPEN ON TOW. ROPE BROKE FROM DRAG. PILOT MADE 180 AND LANDED HARD ON SAME RUNWAY. NO LATCH DEFECTS.    ,CANOPY,has cause,DRAG
2448,1392,CANOPY CAME OPEN ON TOW. ROPE BROKE FROM DRAG. PILOT MADE 180 AND LANDED HARD ON SAME RUNWAY. NO LATCH DEFECTS.    ,DRAG,has effect,CANOPY
2449,1393,AFTER LANDING IT WAS DETERMINED THERE WAS INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD.    ,INSUFFICIENT NUMBER OF SEATS,has part,OXYGEN MASKS
2450,1393,AFTER LANDING IT WAS DETERMINED THERE WAS INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD.    ,OXYGEN MASKS,part of,INSUFFICIENT NUMBER OF SEATS
2451,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,CLIMBOUT,different from,TOLE
2452,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,CLIMBOUT
2453,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,TOLE
2454,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,CLIMBOUT
2455,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,TOLE
2456,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,TOLE
2457,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,CLIMBOUT
2458,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,TOLE
2459,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,TOLE
2460,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,CLIMBOUT
2461,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,TOLE
2462,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,TOLE,different from,TOLE
2463,1395,REPORTED LOOSING POWER EN ROUTE. PANICED. CRASHED INTO POND. FOUND FEUEL CAP OFF. SIPHONED FUEL.                   ,FUEL,has part,EN
2464,1395,REPORTED LOOSING POWER EN ROUTE. PANICED. CRASHED INTO POND. FOUND FEUEL CAP OFF. SIPHONED FUEL.                   ,EN,part of,FUEL
2465,1397,"LOST RIGHT ENGINE ON CLIMBOUT FEATHERED RETURNED AND LOST LEFT ENGINE,LANDED IN A CANAL.BOTH ENGINES TRAILING SMOKE",CLIMBOUT,different from,TRAILING SMOKE
2466,1397,"LOST RIGHT ENGINE ON CLIMBOUT FEATHERED RETURNED AND LOST LEFT ENGINE,LANDED IN A CANAL.BOTH ENGINES TRAILING SMOKE",TRAILing SMOKE,different from,CLIMBOUT
2467,1398,WHILE TAXIING FOR TAKEOFF THE RIGHT MAIN GEAR SANK THROUGH THE ASPHALT STOPPING THE AIRCRAFT. NO DAMAGE OR INJURIES,TAXIING,has part,ASPHALT
2468,1398,WHILE TAXIING FOR TAKEOFF THE RIGHT MAIN GEAR SANK THROUGH THE ASPHALT STOPPING THE AIRCRAFT. NO DAMAGE OR INJURIES,ASPHALT,part of,TAXIING
2469,1399,ENGINE FAILED ON GEAR RETRACTION. LANDED GEAR UP ON SAME RUNWAY. FOUND WATER IN FUEL.                              ,LANDED GEAR UP,product or material produced,ENGINE
2470,1400,"NOT ACCELERATING ON TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. HIT FENCE AND A VAN. PARKING BRAKE NOT RELEASED.   ",TAKEOFF,has part,VAN
2471,1400,"NOT ACCELERATING ON TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. HIT FENCE AND A VAN. PARKING BRAKE NOT RELEASED.   ",VAN,part of,TAKEOFF
2472,1401,FLUCTUATING ENGINE OIL PRESSURE. PRECAUTIONARY LANDING. DISCOVERED A LOOSE OIL FILTER CAP.                         ,FLUCTUATING ENGINE OIL PRESSURE,subclass of,LOOSE OIL FILTER
