c5_id,c119_input,entities,labels_raw,labels,confidence
20011030034599I,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,HATTER,"[{'value': 'PERSON', 'confidence': 0.9999960660934448}]",PERSON,0.9999960660934448
20011030034599I,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,44.3 GALLONS,"[{'value': 'QUANTITY', 'confidence': 0.9999752044677734}]",QUANTITY,0.9999752044677734
20011030034599I,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,MOORE COUNTY AIRPORT,"[{'value': 'FAC', 'confidence': 0.9999849398930868}]",FAC,0.9999849398930868
20011030034599I,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,DUMAS,"[{'value': 'GPE', 'confidence': 0.9999971389770508}]",GPE,0.9999971389770508
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",23,"[{'value': 'CARDINAL', 'confidence': 0.9995824694633484}]",CARDINAL,0.9995824694633484
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT","OCTOBER 3, 2001","[{'value': 'DATE', 'confidence': 0.9999929070472717}]",DATE,0.9999929070472717
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",1300L,"[{'value': 'PRODUCT', 'confidence': 0.9997311234474182}]",PRODUCT,0.9997311234474182
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",N388BA,"[{'value': 'PRODUCT', 'confidence': 0.9684450626373291}]",PRODUCT,0.9684450626373291
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",LET-L33,"[{'value': 'CARDINAL', 'confidence': 0.9257978200912476}]",CARDINAL,0.9257978200912476
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",4000',"[{'value': 'QUANTITY', 'confidence': 0.9999815225601196}]",QUANTITY,0.9999815225601196
20011014030309I,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,23,"[{'value': 'CARDINAL', 'confidence': 0.9964540004730225}]",CARDINAL,0.9964540004730225
20011014030309I,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9998670816421509}]",PRODUCT,0.9998670816421509
20011014030309I,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,TAXIWAY,"[{'value': 'FAC', 'confidence': 0.9998732805252075}]",FAC,0.9998732805252075
20011014030309I,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9996628761291504}]",PRODUCT,0.9996628761291504
20010907028149I,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",23,"[{'value': 'CARDINAL', 'confidence': 0.9379004836082458}]",CARDINAL,0.9379004836082458
20010907028149I,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",THE CAMBRIDGE AIRPORT,"[{'value': 'FAC', 'confidence': 0.999991774559021}]",FAC,0.999991774559021
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",23,"[{'value': 'CARDINAL', 'confidence': 0.9883366227149963}]",CARDINAL,0.9883366227149963
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","FRIDAY, OCTOBER 19, 2001","[{'value': 'DATE', 'confidence': 0.999988873799642}]",DATE,0.999988873799642
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",6:45 AM,"[{'value': 'TIME', 'confidence': 0.9998489916324615}]",TIME,0.9998489916324615
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",LOVE AIRFIELD,"[{'value': 'FAC', 'confidence': 0.9999738931655884}]",FAC,0.9999738931655884
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",PRESCOTT,"[{'value': 'GPE', 'confidence': 0.9999934434890747}]",GPE,0.9999934434890747
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",ARIZONA,"[{'value': 'GPE', 'confidence': 0.9999938011169434}]",GPE,0.9999938011169434
20010922033359I,(-23) SEE ATTACHED INFORMATION REGARDING PHONE INTERVIEW WITH MR. WOOD.                                            ,23,"[{'value': 'CARDINAL', 'confidence': 0.9996974468231201}]",CARDINAL,0.9996974468231201
20010922033359I,(-23) SEE ATTACHED INFORMATION REGARDING PHONE INTERVIEW WITH MR. WOOD.                                            ,WOOD,"[{'value': 'PERSON', 'confidence': 0.9999966621398926}]",PERSON,0.9999966621398926
20010910029739I,"(-23) DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT. SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH",23,"[{'value': 'CARDINAL', 'confidence': 0.9997212290763855}]",CARDINAL,0.9997212290763855
20010910029739I,"(-23) DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT. SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH",CFI,"[{'value': 'ORG', 'confidence': 0.962405264377594}]",ORG,0.962405264377594
20011015027579A,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,23,"[{'value': 'CARDINAL', 'confidence': 0.7836073040962219}]",CARDINAL,0.7836073040962219
20010822023659I,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",23,"[{'value': 'CARDINAL', 'confidence': 0.9957745671272278}]",CARDINAL,0.9957745671272278
20010822023659I,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",GARDEN VALLEY AIRPORT,"[{'value': 'FAC', 'confidence': 0.9999918540318807}]",FAC,0.9999918540318807
20010822023659I,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",BOISE,"[{'value': 'GPE', 'confidence': 0.9999798536300659}]",GPE,0.9999798536300659
20010822023659I,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",IDAHO,"[{'value': 'GPE', 'confidence': 0.9999889135360718}]",GPE,0.9999889135360718
20010918026899I,(-23) MAINTENANCE WAS PERFORMED SOMETIME BEFORE THE PROPOSED FLIGHT. THE ANTI-SKID CIRCUIT BREAKER WAS PULLED BY MA,23,"[{'value': 'CARDINAL', 'confidence': 0.9998235106468201}]",CARDINAL,0.9998235106468201
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ",23,"[{'value': 'CARDINAL', 'confidence': 0.9993557333946228}]",CARDINAL,0.9993557333946228
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ","OCTOBER 13, 2001","[{'value': 'DATE', 'confidence': 0.9999931752681732}]",DATE,0.9999931752681732
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ",CESSNA,"[{'value': 'ORG', 'confidence': 0.9952935576438904}]",ORG,0.9952935576438904
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ",CE-172,"[{'value': 'PRODUCT', 'confidence': 0.9996278285980225}]",PRODUCT,0.9996278285980225
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ",N2529L,"[{'value': 'PRODUCT', 'confidence': 0.5289230942726135}]",PRODUCT,0.5289230942726135
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ",A FROZEN LAKE,"[{'value': 'LOC', 'confidence': 0.9999744494756063}]",LOC,0.9999744494756063
20010818039089I,"(-23) THIS INCIDENT, ^PRIVACY DATA OMITTED^ IS CLOSED. ^PRIVACY DATA OMITTED^     INSPECTOR STATEMENT: ON AUGUST 18",23,"[{'value': 'CARDINAL', 'confidence': 0.8331956267356873}]",CARDINAL,0.8331956267356873
20010818039089I,"(-23) THIS INCIDENT, ^PRIVACY DATA OMITTED^ IS CLOSED. ^PRIVACY DATA OMITTED^     INSPECTOR STATEMENT: ON AUGUST 18",AUGUST 18,"[{'value': 'DATE', 'confidence': 0.9999937415122986}]",DATE,0.9999937415122986
20010904024339I,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT",23,"[{'value': 'CARDINAL', 'confidence': 0.9999948740005493}]",CARDINAL,0.9999948740005493
20010904024339I,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT",10-15 GALLONS,"[{'value': 'QUANTITY', 'confidence': 0.9999893307685852}]",QUANTITY,0.9999893307685852
20011020029559I,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,23,"[{'value': 'CARDINAL', 'confidence': 0.8581486940383911}]",CARDINAL,0.8581486940383911
20011020029559I,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,KODIAK MUNICIPAL AIRPORT,"[{'value': 'FAC', 'confidence': 0.9999857346216837}]",FAC,0.9999857346216837
20011020029559I,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,TOWER,"[{'value': 'ORG', 'confidence': 0.9403460621833801}]",ORG,0.9403460621833801
20010830026849I,(-23) TAKEOFF WAS ABORTED DUE TO SEVERE VIBRATION AND LOSS OF NOSEWHEEL STEERING. THE NOSE LANDING GEAR TORQUE LINK,23,"[{'value': 'CARDINAL', 'confidence': 0.9677571654319763}]",CARDINAL,0.9677571654319763
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",23,"[{'value': 'CARDINAL', 'confidence': 0.9789478182792664}]",CARDINAL,0.9789478182792664
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN","AUGUST 23, 2001","[{'value': 'DATE', 'confidence': 0.9999786913394928}]",DATE,0.9999786913394928
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",1530 EDT,"[{'value': 'TIME', 'confidence': 0.9775062501430511}]",TIME,0.9775062501430511
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",CESSNA,"[{'value': 'ORG', 'confidence': 0.8994091153144836}]",ORG,0.8994091153144836
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",182R,"[{'value': 'PRODUCT', 'confidence': 0.5745435357093811}]",PRODUCT,0.5745435357093811
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",N5419E,"[{'value': 'CARDINAL', 'confidence': 0.5174161195755005}]",CARDINAL,0.5174161195755005
20011111035809I,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,23,"[{'value': 'CARDINAL', 'confidence': 0.908393144607544}]",CARDINAL,0.908393144607544
20011221036699I,(-23)INSPECTION OF THE AIRCRAFT BY THE FBO INDICATES THAT THE PILOT ATTEMPTED THE TAKE-OFF ROLL WITHOUT THE PARKING,23,"[{'value': 'CARDINAL', 'confidence': 0.9980303645133972}]",CARDINAL,0.9980303645133972
20011221036699I,(-23)INSPECTION OF THE AIRCRAFT BY THE FBO INDICATES THAT THE PILOT ATTEMPTED THE TAKE-OFF ROLL WITHOUT THE PARKING,FBO,"[{'value': 'ORG', 'confidence': 0.9999709129333496}]",ORG,0.9999709129333496
20020206000979I,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,23,"[{'value': 'CARDINAL', 'confidence': 0.9769300222396851}]",CARDINAL,0.9769300222396851
20020206000979I,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,UPO,"[{'value': 'ORG', 'confidence': 0.9998873472213745}]",ORG,0.9998873472213745
20020305003489I,"(-23) AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",23,"[{'value': 'CARDINAL', 'confidence': 0.9998656511306763}]",CARDINAL,0.9998656511306763
20020305003489I,"(-23) AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999078512191772}]",ORG,0.9999078512191772
20020305003489I,"(-23) AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",10 MINUTES,"[{'value': 'TIME', 'confidence': 0.9918455183506012}]",TIME,0.9918455183506012
20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP",23,"[{'value': 'CARDINAL', 'confidence': 0.9769685864448547}]",CARDINAL,0.9769685864448547
20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP","JANUARY 2, 2002","[{'value': 'DATE', 'confidence': 0.9999895691871643}]",DATE,0.9999895691871643
20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP",2330 CST,"[{'value': 'TIME', 'confidence': 0.9710675477981567}]",TIME,0.9710675477981567
20011213037619I,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,23,"[{'value': 'CARDINAL', 'confidence': 0.9908096790313721}]",CARDINAL,0.9908096790313721
20011213037619I,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,12/13/02,"[{'value': 'DATE', 'confidence': 0.9999819040298462}]",DATE,0.9999819040298462
20011213037619I,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,21:12,"[{'value': 'TIME', 'confidence': 0.9997195601463318}]",TIME,0.9997195601463318
20011213037619I,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,N111AM,"[{'value': 'ORG', 'confidence': 0.9893955588340759}]",ORG,0.9893955588340759
20011213037619I,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,PBI,"[{'value': 'FAC', 'confidence': 0.9555480480194092}]",FAC,0.9555480480194092
20020425011949I,(-23) PILOT FORGOT TO REMOVE TOW BAR. WHILE TAXIING FOR TAKE-OFF PROP STRUCK TOW BAR.                              ,23,"[{'value': 'CARDINAL', 'confidence': 0.9695671796798706}]",CARDINAL,0.9695671796798706
20020323004169A,(-23) INEFFECTIVE ELEVATOR CONTROL BECAME APPARENT DURING TAKE OFF ROLL. (ONGOING INVESTIGATION TO DETERMINE CAUSE ,23,"[{'value': 'CARDINAL', 'confidence': 0.9999788999557495}]",CARDINAL,0.9999788999557495
20020403006639I,(-23) PIC REPORTED THE RIGHT SIDE EMERGENCY EXIT WINDOW/DOOR DEPARTED. THE AIRPLANE HAD DEPARTED ON A TEST FLIGHT A,23,"[{'value': 'CARDINAL', 'confidence': 0.9993056058883667}]",CARDINAL,0.9993056058883667
20020503029479I,(-23) BIRDS NEST IN ENGINE COWLING THAT WAS INGESTED INTO THE INDUCTION SYSTEM CAUSING A RESTRICTION TO AIRFLOW AND,23,"[{'value': 'CARDINAL', 'confidence': 0.9999836683273315}]",CARDINAL,0.9999836683273315
20020529014479I,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E","MAY 29, 2002","[{'value': 'DATE', 'confidence': 0.9999911487102509}]",DATE,0.9999911487102509
20020529014479I,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E",1400 HOURS EDT,"[{'value': 'TIME', 'confidence': 0.9999636014302572}]",TIME,0.9999636014302572
20020529014479I,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E","AIRLINE TRAINING ACADEMY, INC","[{'value': 'ORG', 'confidence': 0.9999946832656861}]",ORG,0.9999946832656861
20020527020899I,"(-23) DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN",23,"[{'value': 'CARDINAL', 'confidence': 0.9999592304229736}]",CARDINAL,0.9999592304229736
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",23,"[{'value': 'CARDINAL', 'confidence': 0.9998354911804199}]",CARDINAL,0.9998354911804199
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",4,"[{'value': 'CARDINAL', 'confidence': 0.9998787641525269}]",CARDINAL,0.9998787641525269
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",KIS/PULSAR SUPER CRUISER,"[{'value': 'PRODUCT', 'confidence': 0.99505615234375}]",PRODUCT,0.99505615234375
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",1/4 MILE,"[{'value': 'QUANTITY', 'confidence': 0.9999807775020599}]",QUANTITY,0.9999807775020599
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",THE NORTH PERRY,"[{'value': 'LOC', 'confidence': 0.9999285538991293}]",LOC,0.9999285538991293
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",23,"[{'value': 'CARDINAL', 'confidence': 0.9689359068870544}]",CARDINAL,0.9689359068870544
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",MOWATA AIRPORT,"[{'value': 'FAC', 'confidence': 0.9999892115592957}]",FAC,0.9999892115592957
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",EUNICE,"[{'value': 'GPE', 'confidence': 0.9999911785125732}]",GPE,0.9999911785125732
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",LOUISIANA,"[{'value': 'GPE', 'confidence': 0.9999918937683105}]",GPE,0.9999918937683105
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",MIDLAND,"[{'value': 'GPE', 'confidence': 0.999991774559021}]",GPE,0.999991774559021
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",TEXAS,"[{'value': 'GPE', 'confidence': 0.9999936819076538}]",GPE,0.9999936819076538
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",23,"[{'value': 'CARDINAL', 'confidence': 0.9999773502349854}]",CARDINAL,0.9999773502349854
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.8784187436103821}]",ORG,0.8784187436103821
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",KN68,"[{'value': 'PRODUCT', 'confidence': 0.9997426867485046}]",PRODUCT,0.9997426867485046
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",THREE,"[{'value': 'CARDINAL', 'confidence': 0.9999843835830688}]",CARDINAL,0.9999843835830688
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","AUGUST 15, 2002","[{'value': 'DATE', 'confidence': 0.9999873638153076}]",DATE,0.9999873638153076
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",0945 HRS,"[{'value': 'TIME', 'confidence': 0.9999461770057678}]",TIME,0.9999461770057678
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9807568192481995}]",PRODUCT,0.9807568192481995
20020718020329I,"(-23) THE AIRCRAFT DEPARTED FROM BUY FOR A MAINTENANCE TEST FLIGHT. ON DEPARTURE, AT APPROXIMATELY 800 FT. AGL, THE",23,"[{'value': 'CARDINAL', 'confidence': 0.9714350700378418}]",CARDINAL,0.9714350700378418
20020718020329I,"(-23) THE AIRCRAFT DEPARTED FROM BUY FOR A MAINTENANCE TEST FLIGHT. ON DEPARTURE, AT APPROXIMATELY 800 FT. AGL, THE",AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999282360076904}]",PRODUCT,0.9999282360076904
20020718020329I,"(-23) THE AIRCRAFT DEPARTED FROM BUY FOR A MAINTENANCE TEST FLIGHT. ON DEPARTURE, AT APPROXIMATELY 800 FT. AGL, THE",800 FT,"[{'value': 'QUANTITY', 'confidence': 0.9996248185634613}]",QUANTITY,0.9996248185634613
20020708018869I,"(-23) ACCORDING TO PIC, HE ABORTED THE TAKE OFF AT 30 FT AGL DUE TO NO INDICATED AIRSPEED. DURING RESULTING LANDING",23,"[{'value': 'CARDINAL', 'confidence': 0.9996267557144165}]",CARDINAL,0.9996267557144165
20020708018869I,"(-23) ACCORDING TO PIC, HE ABORTED THE TAKE OFF AT 30 FT AGL DUE TO NO INDICATED AIRSPEED. DURING RESULTING LANDING",30 FT,"[{'value': 'QUANTITY', 'confidence': 0.8011485040187836}]",QUANTITY,0.8011485040187836
