,index,input,sentence,head,relation,tail
2327,1450,"fire from right engine on climb, returned. oil leak onto hot exhaust system from unsecured oil dipstick.           ",<triplet> engine <subj> exhaust system <obj> has part <triplet> exhaust system <subj> engine <obj> part of,exhaust system,part of,engine
2328,1451,high and fast began go around trailing smoke. lost power stalled burned on impact. boost pump on made rich mixture.,<triplet> smoke <subj> burned <obj> has cause <triplet> burned <subj> smoke <obj> has effect,smoke,has cause,burned
2329,1451,high and fast began go around trailing smoke. lost power stalled burned on impact. boost pump on made rich mixture.,<triplet> smoke <subj> burned <obj> has cause <triplet> burned <subj> smoke <obj> has effect,burned,has effect,smoke
2330,1452,pilot stated on landing aircraft hit bump on runway. bounced. made a go around. nose gear broke on landing.        ,<triplet> landing aircraft <subj> nose gear <obj> has part <triplet> nose gear <subj> landing aircraft <obj> part of,landing aircraft,has part,nose gear
2331,1452,pilot stated on landing aircraft hit bump on runway. bounced. made a go around. nose gear broke on landing.        ,<triplet> landing aircraft <subj> nose gear <obj> has part <triplet> nose gear <subj> landing aircraft <obj> part of,nose gear,part of,landing aircraft
2332,1453,lost power on climbout. tried return. landed in fallow field. nosed over water in fuel.                            ,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War I,followed by,World War II
2333,1453,lost power on climbout. tried return. landed in fallow field. nosed over water in fuel.                            ,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War II,follows,World War I
2334,1454,on climb pilot started to descend due to icing problems. returned to airport. copilot unqualified in aircraft.     ,<triplet> pilot <subj> aircraft <obj> item operated <triplet> aircraft <subj> pilot <obj> operator,pilot,item operated,aircraft
2335,1454,on climb pilot started to descend due to icing problems. returned to airport. copilot unqualified in aircraft.     ,<triplet> pilot <subj> aircraft <obj> item operated <triplet> aircraft <subj> pilot <obj> operator,aircraft,operator,pilot
2336,1455,right engine did not accelerate normally. aborted. found engine inlet cover was partially ingested into air inlet. ,<triplet> engine inlet <subj> air inlet <obj> connects with <triplet> air inlet <subj> engine inlet <obj> connects with,engine inlet,connects with,air inlet
2337,1455,right engine did not accelerate normally. aborted. found engine inlet cover was partially ingested into air inlet. ,<triplet> engine inlet <subj> air inlet <obj> connects with <triplet> air inlet <subj> engine inlet <obj> connects with,air inlet,connects with,engine inlet
2338,1456,stalled and crashed into residence after takeoff. atc advised pilot flaps appeared extended.                       ,<triplet> pilot <subj> runway <obj> uses <triplet> runway <subj> pilot <obj> used by,pilot,uses,runway
2339,1456,stalled and crashed into residence after takeoff. atc advised pilot flaps appeared extended.                       ,<triplet> pilot <subj> runway <obj> uses <triplet> runway <subj> pilot <obj> used by,runway,used by,pilot
2340,1457,ran out of fuel on ferry flight. left pontoon separated landing in a pond. fuel cap not secured. fuel siphoned.    ,<triplet> ferry <subj> pontoon <obj> has part,ferry,has part,pontoon
2341,1458,turning base lost power. landed in gravel pit. nosed over. had pulled mixture control instead of carb heat control.,<triplet> mixture control <subj> carb heat control <obj> opposite of <triplet> carb heat control <subj> mixture control <obj> opposite of,mixture control,opposite of,carb heat control
2342,1458,turning base lost power. landed in gravel pit. nosed over. had pulled mixture control instead of carb heat control.,<triplet> mixture control <subj> carb heat control <obj> opposite of <triplet> carb heat control <subj> mixture control <obj> opposite of,carb heat control,opposite of,mixture control
2343,1459,high on coupled approach. letdown at 2000 fpm. auto pilot overcontrolled intercepting glide path. airframe damaged.,<triplet> intercepting <subj> auto pilot <obj> subclass of,intercepting,subclass of,auto pilot
2344,1460,"tried to go around with lean mixture and full flaps.  right engine stalled,lost control below vmc. cartwheeled.    ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,point in time,2008
2345,1460,"tried to go around with lean mixture and full flaps.  right engine stalled,lost control below vmc. cartwheeled.    ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,location,Beijing
2346,1460,"tried to go around with lean mixture and full flaps.  right engine stalled,lost control below vmc. cartwheeled.    ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,country,China
2347,1460,"tried to go around with lean mixture and full flaps.  right engine stalled,lost control below vmc. cartwheeled.    ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,Beijing,country,China
2348,1460,"tried to go around with lean mixture and full flaps.  right engine stalled,lost control below vmc. cartwheeled.    ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,China,capital,Beijing
2349,1461,cockpit door opened after departure. returned. landed without incident.                                            ,<triplet> Cape Town <subj> South Africa <obj> country <triplet> South Africa <subj> Cape Town <obj> capital,Cape Town,country,South Africa
2350,1461,cockpit door opened after departure. returned. landed without incident.                                            ,<triplet> Cape Town <subj> South Africa <obj> country <triplet> South Africa <subj> Cape Town <obj> capital,South Africa,capital,Cape Town
2351,1462,"on third try for landing, began go around, full flaps. unable climb, aborted. ran off end runway into trees.       ",<triplet> runway <subj> go around <obj> use,runway,use,go around
2352,1463,while taxiing the right gear broke through the asphalt and became stuck on taxiway.                                ,<triplet> right gear <subj> taxiway <obj> part of <triplet> taxiway <subj> right gear <obj> has part,right gear,part of,taxiway
2353,1463,while taxiing the right gear broke through the asphalt and became stuck on taxiway.                                ,<triplet> right gear <subj> taxiway <obj> part of <triplet> taxiway <subj> right gear <obj> has part,taxiway,has part,right gear
2354,1464,switched tanks turning final after dropping banner. engine quit. nosed over in wheat field. did not drain sumps.   ,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War I,followed by,World War II
2355,1464,switched tanks turning final after dropping banner. engine quit. nosed over in wheat field. did not drain sumps.   ,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War II,follows,World War I
2356,1465,pilot failed to remove chain from propeller during preflight. vibration inflight. found damage at destination.     ,<triplet> pilot <subj> inflight <obj> field of this occupation <triplet> inflight <subj> pilot <obj> practiced by,pilot,field of this occupation,inflight
2357,1465,pilot failed to remove chain from propeller during preflight. vibration inflight. found damage at destination.     ,<triplet> pilot <subj> inflight <obj> field of this occupation <triplet> inflight <subj> pilot <obj> practiced by,inflight,practiced by,pilot
2358,1466,began test flight from maintenance with rudder trim near full left. aborted and ran through fence at end runway.   ,<triplet> test flight <subj> runway <obj> uses <triplet> runway <subj> test flight <obj> used by,test flight,uses,runway
2359,1466,began test flight from maintenance with rudder trim near full left. aborted and ran through fence at end runway.   ,<triplet> test flight <subj> runway <obj> uses <triplet> runway <subj> test flight <obj> used by,runway,used by,test flight
2360,1467,"door came open on liftoff. tried go around,lost power at 300 ft,crashed and burned off end of airport.             ",<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War I,followed by,World War II
2361,1467,"door came open on liftoff. tried go around,lost power at 300 ft,crashed and burned off end of airport.             ",<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War II,follows,World War I
2362,1468,top door latch opened on takeoff roll. aborted. ran off end of runway.                                             ,<triplet> top door latch <subj> roll <obj> part of <triplet> roll <subj> top door latch <obj> has part,top door latch,part of,roll
2363,1468,top door latch opened on takeoff roll. aborted. ran off end of runway.                                             ,<triplet> top door latch <subj> roll <obj> part of <triplet> roll <subj> top door latch <obj> has part,roll,has part,top door latch
2364,1469,took off downwind with full flaps extended and over gross weight. struck marked wires and crashed.                 ,<triplet> St. Louis <subj> Missouri <obj> located in the administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity,St. Louis,located in the administrative territorial entity,Missouri
2365,1469,took off downwind with full flaps extended and over gross weight. struck marked wires and crashed.                 ,<triplet> St. Louis <subj> Missouri <obj> located in the administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity,St. Louis,located in the administrative territorial entity,Missouri
2366,1469,took off downwind with full flaps extended and over gross weight. struck marked wires and crashed.                 ,<triplet> St. Louis <subj> Missouri <obj> located in the administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity,Missouri,contains administrative territorial entity,St. Louis
2367,1469,took off downwind with full flaps extended and over gross weight. struck marked wires and crashed.                 ,<triplet> St. Louis <subj> Missouri <obj> located in the administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity,Missouri,contains administrative territorial entity,Missouri
2368,1469,took off downwind with full flaps extended and over gross weight. struck marked wires and crashed.                 ,<triplet> St. Louis <subj> Missouri <obj> located in the administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity,Missouri,contains administrative territorial entity,St. Louis
2369,1469,took off downwind with full flaps extended and over gross weight. struck marked wires and crashed.                 ,<triplet> St. Louis <subj> Missouri <obj> located in the administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity,Missouri,located in the administrative territorial entity,Missouri
2370,1469,took off downwind with full flaps extended and over gross weight. struck marked wires and crashed.                 ,<triplet> St. Louis <subj> Missouri <obj> located in the administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity,Missouri,contains administrative territorial entity,St. Louis
2371,1469,took off downwind with full flaps extended and over gross weight. struck marked wires and crashed.                 ,<triplet> St. Louis <subj> Missouri <obj> located in the administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> located in the administrative territorial entity <triplet> Missouri <subj> St. Louis <obj> contains administrative territorial entity <subj> Missouri <obj> contains administrative territorial entity,Missouri,contains administrative territorial entity,Missouri
2372,1470,departed into imc with inop generator and only battery power. battery went dead.hit trees and fence on asr approach,<triplet> inop <subj> generator <obj> subclass of,inop,subclass of,generator
2373,1471,"rough engine on liftoff,aborted safely but engines damaged by jet fuel pumped by mistake. pilot failed to check.   ",<triplet> jet fuel <subj> engine <obj> part of,jet fuel,part of,engine
2374,1472,pilot failed to remove yoke lock on takeoff. ran off side of runway. nose gear collapsed.                          ,<triplet> yoke lock <subj> runway <obj> part of,yoke lock,part of,runway
2375,1473,pilot did not complete preflight. on start up left engine flamed out. inlet cover on and partly ingested.          ,<triplet> left engine <subj> inlet <obj> has part <triplet> inlet <subj> left engine <obj> part of,left engine,has part,inlet
2376,1473,pilot did not complete preflight. on start up left engine flamed out. inlet cover on and partly ingested.          ,<triplet> left engine <subj> inlet <obj> has part <triplet> inlet <subj> left engine <obj> part of,inlet,part of,left engine
2377,1474,observed spinning to impact. over gross. full flaps full up. trim fuel unported.                                   ,<triplet> full <subj> full up <obj> said to be the same as <triplet> full up <subj> full <obj> said to be the same as,full,said to be the same as,full up
2378,1474,observed spinning to impact. over gross. full flaps full up. trim fuel unported.                                   ,<triplet> full <subj> full up <obj> said to be the same as <triplet> full up <subj> full <obj> said to be the same as,full up,said to be the same as,full
2379,1475,"tried to depart with full flaps. unable to climb,struck trees and powerline.                                       ",<triplet> powerline <subj> trees <obj> subclass of,powerline,subclass of,trees
2380,1476,right bank and pitch-up on landing flare. damaged right main gear. auto pilot switch bumped on.                    ,<triplet> landing flare <subj> main gear <obj> subclass of,landing flare,subclass of,main gear
2381,1477,gear motor running on taxi. nose gear began retract on takeoff. aborted landed gear up had gear lever up at start. ,<triplet> gear lever <subj> gear motor <obj> part of,gear lever,part of,gear motor
2382,1478,right wing folded on takeoff climb. homebuilt crashed into trees. right wing retaining pins were absent.           ,<triplet> retaining pin <subj> wing <obj> part of,retaining pin,part of,wing
2383,1479,helicopter rolled over on liftoff from trailer. refueling hose misplaced over landing skid.                        ,<triplet> landing skid <subj> liftoff <obj> subclass of,landing skid,subclass of,liftoff
2384,1480,glider did not gain altitude on takeoff. spoilers were not closed. aborted and landed in pasture. hit street light.,<triplet> runway <subj> runway <obj> different from <triplet> runway <subj> runway <obj> different from,runway,different from,runway
2385,1480,glider did not gain altitude on takeoff. spoilers were not closed. aborted and landed in pasture. hit street light.,<triplet> runway <subj> runway <obj> different from <triplet> runway <subj> runway <obj> different from,runway,different from,runway
2386,1481,ran out of fuel near destination. struck auto landing on highway. loose fuel cap siphoned fuel. gauges inaccurate. ,<triplet> auto <subj> fuel cap <obj> has part <triplet> fuel cap <subj> auto <obj> part of,auto,has part,fuel cap
2387,1481,ran out of fuel near destination. struck auto landing on highway. loose fuel cap siphoned fuel. gauges inaccurate. ,<triplet> auto <subj> fuel cap <obj> has part <triplet> fuel cap <subj> auto <obj> part of,fuel cap,part of,auto
2388,1482,engine quit on takeoff. put on fuel pump engine started. turned pump off engine quit. hit trees. no defects found. ,<triplet> fuel pump <subj> engine <obj> part of <triplet> engine <subj> fuel pump <obj> has part,fuel pump,part of,engine
2389,1482,engine quit on takeoff. put on fuel pump engine started. turned pump off engine quit. hit trees. no defects found. ,<triplet> fuel pump <subj> engine <obj> part of <triplet> engine <subj> fuel pump <obj> has part,engine,has part,fuel pump
2390,1483,pilot improperly set his radio selector switch giving indication of radio failure. unable to communicate with atc. ,<triplet> radio <subj> selector switch <obj> has part <triplet> selector switch <subj> radio <obj> part of,radio,has part,selector switch
2391,1483,pilot improperly set his radio selector switch giving indication of radio failure. unable to communicate with atc. ,<triplet> radio <subj> selector switch <obj> has part <triplet> selector switch <subj> radio <obj> part of,selector switch,part of,radio
2392,1484,on landing roll portable oxygen bottle under seat rolled forward and jammed rudder pedals. exited runway.          ,<triplet> landing roll <subj> jammed rudder pedals <obj> has part <triplet> jammed rudder pedals <subj> landing roll <obj> part of,landing roll,has part,jammed rudder pedals
2393,1484,on landing roll portable oxygen bottle under seat rolled forward and jammed rudder pedals. exited runway.          ,<triplet> landing roll <subj> jammed rudder pedals <obj> has part <triplet> jammed rudder pedals <subj> landing roll <obj> part of,jammed rudder pedals,part of,landing roll
2394,1485,turbulence on climbout. flick magneto broke loose in baggage space and crashed through rear window.                ,<triplet> 1999 <subj> 1999 <obj> point in time,1999,point in time,1999
2395,1486,departed ifr with inoperative vacuum pump. lost power. crashed into trees. fuel selector on empty tank. full other.,<triplet> ifr <subj> vacuum pump <obj> has part <triplet> vacuum pump <subj> ifr <obj> part of,ifr,has part,vacuum pump
2396,1486,departed ifr with inoperative vacuum pump. lost power. crashed into trees. fuel selector on empty tank. full other.,<triplet> ifr <subj> vacuum pump <obj> has part <triplet> vacuum pump <subj> ifr <obj> part of,vacuum pump,part of,ifr
2397,1487,fuel exhaustion occured after switching tanks. diverted for landing. tanks had fuel. suspect ice in line.          ,<triplet> fuel exhaustion <subj> fuel <obj> facet of,fuel exhaustion,facet of,fuel
2398,1488,yawed 180 degrees and settled hard to runway while taxiing to runway. hydraulic test and off switches identical.   ,<triplet> taxiing <subj> runway <obj> uses,taxiing,uses,runway
2399,1489,glider pitched up on takeoff was safely released and dived into ground. pilot had neglected to hook up elevators.  ,<triplet> pilot <subj> glider <obj> item operated,pilot,item operated,glider
2400,1490,engine quit on climbout. stalled. spun in. neglected install engine driven fuel pump per plans. aux pump off.      ,<triplet> aux pump <subj> fuel pump <obj> subclass of,aux pump,subclass of,fuel pump
2401,1491,stalled and fell into lake on test flight. engines not capable full power due to open surge valves and cabin air on,<triplet> open surge valve <subj> engine <obj> part of,open surge valve,part of,engine
2402,1492,oil started spraying upon windshield in flight. precautionary landing. found oil dipstick had been left off.       ,<triplet> oil dipstick <subj> windshield <obj> part of,oil dipstick,part of,windshield
2403,1493,nose gear collapsed when pilot entered taxiway under construction. poorly lighted and no warning signs.            ,<triplet> collapsed <subj> pilot entered taxiway under construction <obj> has cause <triplet> pilot entered taxiway under construction <subj> collapsed <obj> has effect,collapsed,has cause,pilot entered taxiway under construction
2404,1493,nose gear collapsed when pilot entered taxiway under construction. poorly lighted and no warning signs.            ,<triplet> collapsed <subj> pilot entered taxiway under construction <obj> has cause <triplet> pilot entered taxiway under construction <subj> collapsed <obj> has effect,pilot entered taxiway under construction,has effect,collapsed
2405,1494,fuel cap missing from right tank and gas escaping while taxiing. replaced cap. resumed flight without cleaning wing,<triplet> fuel cap <subj> tank <obj> part of <triplet> tank <subj> fuel cap <obj> has part,fuel cap,part of,tank
2406,1494,fuel cap missing from right tank and gas escaping while taxiing. replaced cap. resumed flight without cleaning wing,<triplet> fuel cap <subj> tank <obj> part of <triplet> tank <subj> fuel cap <obj> has part,tank,has part,fuel cap
2407,1495,unable to retract landing gear after takeoff. gear by-pass handle was left in the by-pass position on takeoff.     ,<triplet> landing gear <subj> takeoff <obj> use,landing gear,use,takeoff
2408,1496,tried to depart short closed strip after landing due low oil. unable ran off end. piston rings broken. lost temper.,<triplet> 1969 Atlantic hurricane season <subj> 1969 <obj> point in time,1969 Atlantic hurricane season,point in time,1969
2409,1497,left engine quit on climbout. landed gear up off airport. had feathered wrong prop. mixture too rich on left engine,<triplet> landed gear up <subj> climbout <obj> different from <triplet> climbout <subj> landed gear up <obj> different from,landed gear up,different from,climbout
2410,1497,left engine quit on climbout. landed gear up off airport. had feathered wrong prop. mixture too rich on left engine,<triplet> landed gear up <subj> climbout <obj> different from <triplet> climbout <subj> landed gear up <obj> different from,climbout,different from,landed gear up
2411,1498,right engine caught fire on climb. shut down and returned. oil dipstick had been left off.                         ,<triplet> dipstick <subj> engine <obj> part of,dipstick,part of,engine
2412,1499,"atc requested pilot to expedite rollout. lost control, veered and struck lights. runway had ungrooved patches.     ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,point in time,2008
2413,1499,"atc requested pilot to expedite rollout. lost control, veered and struck lights. runway had ungrooved patches.     ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,location,Beijing
2414,1499,"atc requested pilot to expedite rollout. lost control, veered and struck lights. runway had ungrooved patches.     ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,country,China
2415,1499,"atc requested pilot to expedite rollout. lost control, veered and struck lights. runway had ungrooved patches.     ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,Beijing,country,China
2416,1499,"atc requested pilot to expedite rollout. lost control, veered and struck lights. runway had ungrooved patches.     ",<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,China,capital,Beijing
2417,1500,partial powerloss on climbout. crash landed trying to return. had known exhaust system leaks. out of annual.       ,<triplet> 2009 Atlantic hurricane season <subj> 2009 <obj> point in time,2009 Atlantic hurricane season,point in time,2009
2418,1501,engine quit on climbout. force landed in lake off end of runway. pilot believed fuel selector off on takeoff.      ,<triplet> pilot <subj> climbout <obj> field of this occupation <triplet> climbout <subj> pilot <obj> practiced by,pilot,field of this occupation,climbout
2419,1501,engine quit on climbout. force landed in lake off end of runway. pilot believed fuel selector off on takeoff.      ,<triplet> pilot <subj> climbout <obj> field of this occupation <triplet> climbout <subj> pilot <obj> practiced by,climbout,practiced by,pilot
2420,1502,nose gear collapsed on rollout. no mechanical failure but hydraulic reservoir low and gear did not lock.           ,<triplet> hydraulic reservoir <subj> gear <obj> has part <triplet> gear <subj> hydraulic reservoir <obj> part of,hydraulic reservoir,has part,gear
2421,1502,nose gear collapsed on rollout. no mechanical failure but hydraulic reservoir low and gear did not lock.           ,<triplet> hydraulic reservoir <subj> gear <obj> has part <triplet> gear <subj> hydraulic reservoir <obj> part of,gear,part of,hydraulic reservoir
2422,1503,pilot report seat slid back on takeoff roll. unable reach controls ran off end runway. no defects in seat latch.   ,<triplet> seat <subj> controls <obj> connects with <triplet> controls <subj> seat <obj> connects with,seat,connects with,controls
2423,1503,pilot report seat slid back on takeoff roll. unable reach controls ran off end runway. no defects in seat latch.   ,<triplet> seat <subj> controls <obj> connects with <triplet> controls <subj> seat <obj> connects with,controls,connects with,seat
2424,1504,rough engine power loss and black smoke. hit tree in yard of residence. primer unlocked and departed on one magneto,<triplet> black smoke <subj> power loss <obj> subclass of,black smoke,subclass of,power loss
2425,1505,aircraft passenger door blew open and separated on climb. returned and landed without incident.                    ,<triplet> passenger door <subj> aircraft <obj> part of <triplet> aircraft <subj> passenger door <obj> has part,passenger door,part of,aircraft
2426,1505,aircraft passenger door blew open and separated on climb. returned and landed without incident.                    ,<triplet> passenger door <subj> aircraft <obj> part of <triplet> aircraft <subj> passenger door <obj> has part,aircraft,has part,passenger door
2427,1506,restarted movement of control wheel on takeoff. aborted.veered off runway. folded seat back restricted wheel.      ,<triplet> runway <subj> takeoff <obj> use,runway,use,takeoff
2428,1507,landed gear up. aborted takeoff after liftoff with gear up. due to right engine cowling not being secured.         ,<triplet> aborted takeoff <subj> gear up <obj> has cause <triplet> gear up <subj> aborted takeoff <obj> has effect,aborted takeoff,has cause,gear up
2429,1507,landed gear up. aborted takeoff after liftoff with gear up. due to right engine cowling not being secured.         ,<triplet> aborted takeoff <subj> gear up <obj> has cause <triplet> gear up <subj> aborted takeoff <obj> has effect,gear up,has effect,aborted takeoff
2430,1508,atc system error caused confliction between an en route aircraft and a landing military aircraft.                  ,<triplet> en route aircraft <subj> landing military aircraft <obj> opposite of <triplet> landing military aircraft <subj> en route aircraft <obj> opposite of,en route aircraft,opposite of,landing military aircraft
2431,1508,atc system error caused confliction between an en route aircraft and a landing military aircraft.                  ,<triplet> en route aircraft <subj> landing military aircraft <obj> opposite of <triplet> landing military aircraft <subj> en route aircraft <obj> opposite of,landing military aircraft,opposite of,en route aircraft
2432,1509,taxied without removing tow bar in nose gear. prop hit tow bar and hurled it into left wing.                       ,<triplet> prop <subj> nose gear <obj> connects with <triplet> nose gear <subj> prop <obj> connects with,prop,connects with,nose gear
2433,1509,taxied without removing tow bar in nose gear. prop hit tow bar and hurled it into left wing.                       ,<triplet> prop <subj> nose gear <obj> connects with <triplet> nose gear <subj> prop <obj> connects with,nose gear,connects with,prop
2434,1510,fuel exhaustion. switched tanks but unable to restart. landed on highway. fuel drain trapped open and leaking.     ,<triplet> fuel drain <subj> tanks <obj> connects with <triplet> tanks <subj> fuel drain <obj> connects with,fuel drain,connects with,tanks
2435,1510,fuel exhaustion. switched tanks but unable to restart. landed on highway. fuel drain trapped open and leaking.     ,<triplet> fuel drain <subj> tanks <obj> connects with <triplet> tanks <subj> fuel drain <obj> connects with,tanks,connects with,fuel drain
2436,1511,takeoff warning horn sounded on takeoff roll. aborted. speedbrake handle was fully stowed in down detent.          ,<triplet> aborted <subj> takeoff <obj> subclass of,aborted,subclass of,takeoff
2437,1512,while taxiing for takeoff pavement gave away. wheel fell thru deep hole. pavement undermined by broken drain pipe. ,<triplet> taxiing <subj> takeoff <obj> different from <triplet> takeoff <subj> taxiing <obj> different from,taxiing,different from,takeoff
2438,1512,while taxiing for takeoff pavement gave away. wheel fell thru deep hole. pavement undermined by broken drain pipe. ,<triplet> taxiing <subj> takeoff <obj> different from <triplet> takeoff <subj> taxiing <obj> different from,takeoff,different from,taxiing
2439,1513,fuel exhaustion. emergency landing on a dirt road. found fuel cap off filler neck of fuel tank.                    ,<triplet> fuel cap <subj> fuel tank <obj> part of <triplet> fuel tank <subj> fuel cap <obj> has part,fuel cap,part of,fuel tank
2440,1513,fuel exhaustion. emergency landing on a dirt road. found fuel cap off filler neck of fuel tank.                    ,<triplet> fuel cap <subj> fuel tank <obj> part of <triplet> fuel tank <subj> fuel cap <obj> has part,fuel tank,has part,fuel cap
2441,1514,"high altitude takeoff,rich mixture and full flaps. rotated nose high,stalled impacted runway. nosed over.          ",<triplet> runway <subj> takeoff <obj> use,runway,use,takeoff
2442,1515,engine failed. forced landing in field. left fuel tank cap missing. had negative pressure fuel starvation.         ,<triplet> fuel starvation <subj> engine failure <obj> subclass of,fuel starvation,subclass of,engine failure
2443,1516,right wing touched runway on landing. co-pilot stated beta light on right engine came on.                          ,<triplet> left wing <subj> right engine <obj> connects with <triplet> right engine <subj> left wing <obj> connects with,left wing,connects with,right engine
2444,1516,right wing touched runway on landing. co-pilot stated beta light on right engine came on.                          ,<triplet> left wing <subj> right engine <obj> connects with <triplet> right engine <subj> left wing <obj> connects with,right engine,connects with,left wing
2445,1517,gear handle was in up position and crew failed to notice. nose gear retracted when engine was started.             ,<triplet> gear handle <subj> engine <obj> part of,gear handle,part of,engine
2446,1518,banging noise during takeoff. returned. found fueling access door unlatched.                                       ,<triplet> St. Petersburg <subj> Russia <obj> located in the administrative territorial entity <triplet> Russia <subj> St. Petersburg <obj> contains administrative territorial entity,St. Petersburg,located in the administrative territorial entity,Russia
