id,sample,entity,qid
19871027060859A,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",POWER POLE,1144084
19871027060859A,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",LANDING,844947
19871027060859A,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",CIRCUIT BREAKER,211058
19871027060859A,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",PILOT ERROR,3057459
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,BANG,179057
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,SHUDDER,-1
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,SPARKS,911679
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,ROTOR,193466
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,COWLING,1138219
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,COWL,5179731
19910710026989A,REPORTED PROBLEM ON CLIMBOUT. STALLED AND CRASHED. NO LOCKING PINS IN SEAT TRACK. SEAT PIN BENT. BELT NOT FASTENED ,PROBLEM,621184
19910710026989A,REPORTED PROBLEM ON CLIMBOUT. STALLED AND CRASHED. NO LOCKING PINS IN SEAT TRACK. SEAT PIN BENT. BELT NOT FASTENED ,CLIMBOUT,1499786
19910710026989A,REPORTED PROBLEM ON CLIMBOUT. STALLED AND CRASHED. NO LOCKING PINS IN SEAT TRACK. SEAT PIN BENT. BELT NOT FASTENED ,LOCKING PINS,-1
19910710026989A,REPORTED PROBLEM ON CLIMBOUT. STALLED AND CRASHED. NO LOCKING PINS IN SEAT TRACK. SEAT PIN BENT. BELT NOT FASTENED ,SEAT TRACK,-1
19910710026989A,REPORTED PROBLEM ON CLIMBOUT. STALLED AND CRASHED. NO LOCKING PINS IN SEAT TRACK. SEAT PIN BENT. BELT NOT FASTENED ,SEAT PIN,-1
19910710026989A,REPORTED PROBLEM ON CLIMBOUT. STALLED AND CRASHED. NO LOCKING PINS IN SEAT TRACK. SEAT PIN BENT. BELT NOT FASTENED ,BELT,623755
19780509032859I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,LANDING,844947
19780509032859I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,POWER LOSS,-1
19780509032859I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,WATER,283
19780509032859I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,FUEL,12748
19800506012169A,LOST CONTROL OF AIRPLANE ON TAKEOFF ROLL. FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN.                              ,AIRPLANE,197
19800506012169A,LOST CONTROL OF AIRPLANE ON TAKEOFF ROLL. FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN.                              ,TAKEOFF ROLL,21026829
19800506012169A,LOST CONTROL OF AIRPLANE ON TAKEOFF ROLL. FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN.                              ,AILERON-ELEVATOR LOCK PIN,-1
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ",PILOT,2095549
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ",RAIN SHOWER,1292121
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ",CLIMBOUT,1499786
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ",ENGINE,44167
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ",FIELD,188869
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ",WATER,283
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.  ",FUEL,12748
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",PILOT,2095549
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",TAKEOFF,854248
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",SEAT,2207370
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO","MARCH 14, 1995",69300510
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO",N7016M,-1
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO",AIRCRAFT,11436
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO",EMERGENCY OFF AIRPORT LANDING,-1
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.       ,FUEL EXHAUSTION,5507172
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.       ,SIPHONING,1550470
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.       ,VENT CAP,-1
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.       ,EMERGENCY LANDING AREA,17592629
19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.                             ,AIRCRAFT,11436
19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.                             ,AIRCRAFT,11436
19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.                             ,BRAKES,1534839
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,ENGINE START,-1
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,PILOTS,2095549
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,SEAT,2207370
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,THROTTLE,961356
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,AIRCRAFT,11436
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,PLANE,197
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,LIFTOFF,854248
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,PILOT,2095549
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,RIGHT FUEL CAP,123205535
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,RUNWAY,184590
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,RUNWAY,184590
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",AIRCRAFT,11436
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",BARTLESVILLE MUNICIPAL AIRPORT,14708401
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",BVO,14708401
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL","BARTLESVILLE, OK",809450
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",1147 AM LOCAL TIME,55811151
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.                                                           ,PILOT,2095549
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.                                                           ,RUNWAY,184590
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.                                                           ,BRAKE,1534839
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,WHEELS,446
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,LANDINGS,844947
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,SNOW,7561
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,POWER,25342
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,WATER,283
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,FLOATS,3373295
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,LONGERON,1662372
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,WATER,283
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,FUEL,12748
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,SUMP,1592793
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",TOUCHDOWN,844947
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",AIRCRAFT,11436
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",RUNWAY,184590
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",AIRCRAFT,11436
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                    ,COWLING,1138219
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                    ,ENGINE,44167
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                    ,FLIGHT,15921555
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",FLIGHT,15921555
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","NOTH PLATTER, NE",-1
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","IOWA CITY, IA",487977
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",487 STATUTE MILES,-1
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",AIRCRAFT,11436
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",POWER,25342
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",GRINNELL,1903250
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,TIE DOWN STRAP,1277336
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,SKID,17143883
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,LEFT SKID,-1
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,TRAILER,216146
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,PILOT IN COMMAND,1146304
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,PIC,1146304
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,FUEL TANK,1411232
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,CAPS,2488579
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,DEPARTURE,21171241
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,FUEL CONTAMINATION,-1
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,AIRFRAME,222946
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,FUEL FILTER,603491
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,FUEL FILTER,603491
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,ENGINE,44167
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,FUEL PUMP FILTER,-1
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,DEMO FLIGHT,-1
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,ROD,111360956
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,HYRDO LOCK,-1
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,NR5 CYL,-1
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,STARTUP,-1
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,COUNTER WT,-1
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,SHAFT,309383
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",AIRCRAFT,11436
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",N106DA,-1
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",PILOT,2095549
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",BRAKE PROBLEMS,-1
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",AIRCRAFT,11436
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",N759TY,-1
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",CE-182,-1
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","HOT SPRINGS, ARKANSAS",79924
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","FAYETTEVILLE, TENNESSEE",588257
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",AIRCRAFT,11436
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",ENGINE,44167
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,CLIMBOUT,1499786
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,NOSE,1434090
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,BAGGAGE DOOR,36794
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,POWER,25342
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,OCEAN,9430
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,TEST FLIGHT,15921693
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,STORAGE,9158768
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,ELEVATOR CONTROL,-1
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,HARNESS,333518
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,ELEVATOR CABLE,-1
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,STICK BOOT,-1
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,FLOOR,217164
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,FIELD,188869
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,POWER,25342
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,STRIP,-1
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,LEFT FUEL CAP,123205535
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,GRAVITY FUEL FLOW,-1
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,ACFT DISPATCHER,-1
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,PILOT,2095549
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,PILOT,2095549
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",HELICOPTER,34486
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",HELIPAD,534159
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",RPM CONTROL,-1
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",FLY POSITION,-1
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",TAKEOFF,854248
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",TUBE,41551
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",AERIAL BANNERS,806880
