c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19981119031419A,"ACFT CRASHED ON LANDING (.19) ON NOVEMBER 19, 1998, AT 1450 HOURS PACIFIC STANDARD TIME, A MOONEY M20F, N3500X, EXP",[],"[('ACFT', 'ORG'), ('NOVEMBER 19, 1998,', 'DATE'), ('N3500X', 'PERSON')]","[('ACFT', 'PROPN'), ('CRASHED', 'VERB'), ('ON', 'ADP'), ('LANDING', 'NOUN'), ('(', 'PUNCT'), ('.19', 'PUNCT'), (')', 'PUNCT'), ('ON', 'ADP'), ('NOVEMBER', 'PROPN'), ('19', 'NUM'), (',', 'PUNCT'), ('1998', 'NUM'), (',', 'PUNCT'), ('AT', 'ADP'), ('1450', 'NUM'), ('HOURS', 'PROPN'), ('PACIFIC', 'PROPN'), ('STANDARD', 'PROPN'), ('TIME', 'PROPN'), (',', 'PUNCT'), ('A', 'DET'), ('MOONEY', 'PROPN'), ('M20F', 'NOUN'), (',', 'PUNCT'), ('N3500X', 'PROPN'), (',', 'PUNCT'), ('EXP', 'PROPN')]","['ACFT', 'crash', 'on', 'landing', '(', '.19', ')', 'on', 'NOVEMBER', '19', ',', '1998', ',', 'at', '1450', 'HOURS', 'PACIFIC', 'STANDARD', 'TIME', ',', 'a', 'MOONEY', 'M20F', ',', 'N3500X', ',', 'EXP']","[('ACFT', 'compound', 'CRASHED'), ('CRASHED', 'compound', 'LANDING'), ('ON', 'compound', 'LANDING'), ('LANDING', 'ROOT', 'LANDING'), ('(', 'punct', 'LANDING'), ('.19', 'npadvmod', 'LANDING'), (')', 'punct', 'LANDING'), ('ON', 'ROOT', 'ON'), ('NOVEMBER', 'pobj', 'ON'), ('19', 'nummod', 'NOVEMBER'), (',', 'punct', 'NOVEMBER'), ('1998', 'npadvmod', 'NOVEMBER'), (',', 'punct', 'NOVEMBER'), ('AT', 'prep', 'NOVEMBER'), ('1450', 'nummod', 'TIME'), ('HOURS', 'compound', 'TIME'), ('PACIFIC', 'compound', 'TIME'), ('STANDARD', 'compound', 'TIME'), ('TIME', 'conj', 'NOVEMBER'), (',', 'punct', 'NOVEMBER'), ('A', 'det', 'M20F'), ('MOONEY', 'compound', 'M20F'), ('M20F', 'appos', 'NOVEMBER'), (',', 'punct', 'M20F'), ('N3500X', 'npadvmod', 'NOVEMBER'), (',', 'punct', 'NOVEMBER'), ('EXP', 'npadvmod', 'NOVEMBER')]",0.0,[]
19981122032029A,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T",[],"[('MR', 'ORG'), ('HICKS', 'PERSON'), ('MN', 'GPE'), ('IA', 'ORG'), ('LOCAL TIME', 'ORG')]","[('(', 'PUNCT'), ('-23', 'PUNCT'), (')', 'PUNCT'), ('MR', 'PROPN'), ('.', 'PUNCT'), ('HICKS', 'PROPN'), ('WAS', 'VERB'), ('FLYING', 'VERB'), ('FROM', 'ADP'), ('SAUK', 'PROPN'), ('CENTER', 'PROPN'), (',', 'PUNCT'), ('MN', 'PROPN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('D39', 'INTJ'), (')', 'PUNCT'), ('TO', 'ADP'), ('CARROLL', 'PROPN'), (',', 'PUNCT'), ('IA', 'PROPN'), ('(', 'PUNCT'), ('CIN', 'PROPN'), (')', 'PUNCT'), ('.', 'PUNCT'), ('AT', 'ADP'), ('ABOUT', 'ADV'), ('1530', 'NUM'), ('LOCAL', 'PROPN'), ('TIME', 'PROPN'), ('HE', 'PRON'), ('REPORTED', 'VERB'), ('T', 'NOUN')]","['(', '-23', ')', 'MR', '.', 'HICKS', 'be', 'fly', 'from', 'SAUK', 'CENTER', ',', 'MN', '.', '(', 'd39', ')', 'to', 'CARROLL', ',', 'IA', '(', 'CIN', ')', '.', 'at', 'about', '1530', 'LOCAL', 'TIME', 'he', 'report', 't']","[('(', 'punct', 'MR'), ('-23', 'nmod', 'MR'), (')', 'punct', 'MR'), ('MR', 'ROOT', 'MR'), ('.', 'punct', 'MR'), ('HICKS', 'nsubj', 'FLYING'), ('WAS', 'aux', 'FLYING'), ('FLYING', 'ROOT', 'FLYING'), ('FROM', 'prep', 'FLYING'), ('SAUK', 'compound', 'CENTER'), ('CENTER', 'pobj', 'FROM'), (',', 'punct', 'CENTER'), ('MN', 'appos', 'CENTER'), ('.', 'punct', 'FLYING'), ('(', 'punct', 'D39'), ('D39', 'ROOT', 'D39'), (')', 'punct', 'D39'), ('TO', 'ROOT', 'TO'), ('CARROLL', 'pobj', 'TO'), (',', 'punct', 'TO'), ('IA', 'pobj', ','), ('(', 'punct', 'CIN'), ('CIN', 'appos', 'IA'), (')', 'punct', 'CIN'), ('.', 'punct', 'TO'), ('AT', 'ROOT', 'AT'), ('ABOUT', 'nmod', 'TIME'), ('1530', 'nummod', 'ABOUT'), ('LOCAL', 'amod', 'TIME'), ('TIME', 'ROOT', 'TIME'), ('HE', 'nsubj', 'REPORTED'), ('REPORTED', 'ROOT', 'REPORTED'), ('T', 'dobj', 'REPORTED')]",-0.05,[]
19990103005809I,"(-5)PILOT TOOK-OFF AND FLEW WITH ALTERNATOR SWITCH OFF, LOST BATTERY POWER. ON APPROACH, GEAR WOULD NOT EXTEND USIN",[],"[('FLEW', 'ORG'), ('ON APPROACH', 'PERSON'), ('GEAR', 'ORG')]","[('(', 'PUNCT'), ('-5)PILOT', 'PROPN'), ('TOOK', 'PROPN'), ('-', 'PUNCT'), ('OFF', 'NOUN'), ('AND', 'CCONJ'), ('FLEW', 'PROPN'), ('WITH', 'ADP'), ('ALTERNATOR', 'PROPN'), ('SWITCH', 'VERB'), ('OFF', 'PROPN'), (',', 'PUNCT'), ('LOST', 'PROPN'), ('BATTERY', 'PROPN'), ('POWER', 'PROPN'), ('.', 'PUNCT'), ('ON', 'ADP'), ('APPROACH', 'PROPN'), (',', 'PUNCT'), ('GEAR', 'PROPN'), ('WOULD', 'VERB'), ('NOT', 'ADV'), ('EXTEND', 'VERB'), ('USIN', 'PROPN')]","['(', '-5)PILOT', 'TOOK', '-', 'off', 'and', 'FLEW', 'with', 'ALTERNATOR', 'SWITCH', 'OFF', ',', 'LOST', 'BATTERY', 'POWER', '.', 'on', 'APPROACH', ',', 'GEAR', 'WOULD', 'not', 'extend', 'USIN']","[('(', 'ROOT', '('), ('-5)PILOT', 'compound', 'OFF'), ('TOOK', 'compound', 'OFF'), ('-', 'punct', 'OFF'), ('OFF', 'pobj', '('), ('AND', 'cc', 'OFF'), ('FLEW', 'conj', 'OFF'), ('WITH', 'compound', 'ALTERNATOR'), ('ALTERNATOR', 'nsubj', 'SWITCH'), ('SWITCH', 'ROOT', 'SWITCH'), ('OFF', 'dobj', 'SWITCH'), (',', 'punct', 'SWITCH'), ('LOST', 'conj', 'SWITCH'), ('BATTERY', 'compound', 'POWER'), ('POWER', 'dobj', 'LOST'), ('.', 'punct', 'SWITCH'), ('ON', 'compound', 'APPROACH'), ('APPROACH', 'dep', 'EXTEND'), (',', 'punct', 'EXTEND'), ('GEAR', 'nsubj', 'EXTEND'), ('WOULD', 'aux', 'EXTEND'), ('NOT', 'neg', 'EXTEND'), ('EXTEND', 'ROOT', 'EXTEND'), ('USIN', 'advmod', 'EXTEND')]",0.0,[]
19981125046299A,"(.4)AFTER TAKEOFF, ABOUT 300 FEET ABOVE THE GROUND, THE AIRPLANE'S WINDSCREEN WAS IMMEDIATELY COVERED WITH OIL, RES",[],"[('TAKEOFF', 'ORG'), ('ABOUT 300', 'CARDINAL'), ('FEET', 'ORG'), ('GROUND', 'GPE'), ('AIRPLANE', 'ORG'), ('WINDSCREEN', 'ORG')]","[('(', 'PUNCT'), ('.4)AFTER', 'PUNCT'), ('TAKEOFF', 'NOUN'), (',', 'PUNCT'), ('ABOUT', 'ADV'), ('300', 'NUM'), ('FEET', 'NOUN'), ('ABOVE', 'ADP'), ('THE', 'DET'), ('GROUND', 'PROPN'), (',', 'PUNCT'), ('THE', 'DET'), ('AIRPLANE', 'PROPN'), (""'S"", 'PART'), ('WINDSCREEN', 'PROPN'), ('WAS', 'VERB'), ('IMMEDIATELY', 'NOUN'), ('COVERED', 'NOUN'), ('WITH', 'ADP'), ('OIL', 'NOUN'), (',', 'PUNCT'), ('RES', 'PROPN')]","['(', '.4)AFTER', 'TAKEOFF', ',', 'about', '300', 'foot', 'above', 'the', 'GROUND', ',', 'the', 'AIRPLANE', ""'s"", 'WINDSCREEN', 'be', 'IMMEDIATELY', 'covered', 'with', 'oil', ',', 'RES']","[('(', 'punct', 'COVERED'), ('.4)AFTER', 'punct', 'COVERED'), ('TAKEOFF', 'npadvmod', 'COVERED'), (',', 'punct', 'TAKEOFF'), ('ABOUT', 'quantmod', '300'), ('300', 'nummod', 'FEET'), ('FEET', 'npadvmod', 'ABOVE'), ('ABOVE', 'prep', 'TAKEOFF'), ('THE', 'det', 'GROUND'), ('GROUND', 'pobj', 'ABOVE'), (',', 'punct', 'TAKEOFF'), ('THE', 'det', ""'S""), ('AIRPLANE', 'compound', ""'S""), (""'S"", 'compound', 'COVERED'), ('WINDSCREEN', 'compound', 'COVERED'), ('WAS', 'aux', 'COVERED'), ('IMMEDIATELY', 'compound', 'COVERED'), ('COVERED', 'ROOT', 'COVERED'), ('WITH', 'prep', 'COVERED'), ('OIL', 'pobj', 'WITH'), (',', 'punct', 'COVERED'), ('RES', 'npadvmod', 'COVERED')]",0.0,[]
19980421013329A,ACCIDENTLY TURNED OFF FUEL SWITCH INSTEAD OF PARTICLE SEPERATOR ON CLIMBOUT. SWITCHES CLOSE TOGETHER. POOR DESIGN. ,[],"[('ACCIDENTLY', 'ORG')]","[('ACCIDENTLY', 'PROPN'), ('TURNED', 'VERB'), ('OFF', 'PROPN'), ('FUEL', 'NOUN'), ('SWITCH', 'VERB'), ('INSTEAD', 'ADV'), ('OF', 'ADP'), ('PARTICLE', 'PROPN'), ('SEPERATOR', 'PROPN'), ('ON', 'ADP'), ('CLIMBOUT', 'NOUN'), ('.', 'PUNCT'), ('SWITCHES', 'PROPN'), ('CLOSE', 'PROPN'), ('TOGETHER', 'ADV'), ('.', 'PUNCT'), ('POOR', 'PROPN'), ('DESIGN', 'PROPN'), ('.', 'PUNCT')]","['ACCIDENTLY', 'turn', 'OFF', 'fuel', 'SWITCH', 'instead', 'of', 'PARTICLE', 'SEPERATOR', 'on', 'climbout', '.', 'SWITCHES', 'CLOSE', 'together', '.', 'POOR', 'DESIGN', '.']","[('ACCIDENTLY', 'ROOT', 'ACCIDENTLY'), ('TURNED', 'xcomp', 'ACCIDENTLY'), ('OFF', 'prt', 'TURNED'), ('FUEL', 'nsubj', 'SWITCH'), ('SWITCH', 'ROOT', 'SWITCH'), ('INSTEAD', 'dobj', 'SWITCH'), ('OF', 'prep', 'SWITCH'), ('PARTICLE', 'compound', 'CLIMBOUT'), ('SEPERATOR', 'compound', 'CLIMBOUT'), ('ON', 'compound', 'CLIMBOUT'), ('CLIMBOUT', 'pobj', 'OF'), ('.', 'punct', 'SWITCH'), ('SWITCHES', 'compound', 'CLOSE'), ('CLOSE', 'nsubj', 'TOGETHER'), ('TOGETHER', 'ROOT', 'TOGETHER'), ('.', 'punct', 'TOGETHER'), ('POOR', 'amod', 'DESIGN'), ('DESIGN', 'ROOT', 'DESIGN'), ('.', 'punct', 'DESIGN')]",-0.4,[]
19990130042099A,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN","[(.4)THE PILOT: [(.4)THE PILOT, HE]]","[('TEN', 'ORG')]","[('(', 'PUNCT'), ('.4)THE', 'PUNCT'), ('PILOT', 'PROPN'), ('STATED', 'VERB'), ('HE', 'PRON'), ('WAS', 'VERB'), ('FLYING', 'VERB'), ('THE', 'DET'), ('EXPERIMENTAL', 'PROPN'), ('AIRPLANE', 'PROPN'), ('ON', 'PROPN'), ('A', 'DET'), ('FRIEND', 'PROPN'), (""'S"", 'PART'), ('PRIVATE', 'ADJ'), ('AIRSTRIP', 'PROPN'), ('NEAR', 'PROPN'), ('PLEASANT', 'PROPN'), ('VIEW', 'NOUN'), (',', 'PUNCT'), ('TEN', 'PROPN')]","['(', '.4)THE', 'PILOT', 'state', 'he', 'be', 'fly', 'the', 'EXPERIMENTAL', 'AIRPLANE', 'ON', 'a', 'FRIEND', ""'s"", 'private', 'AIRSTRIP', 'NEAR', 'PLEASANT', 'view', ',', 'TEN']","[('(', 'punct', 'PILOT'), ('.4)THE', 'pobj', '('), ('PILOT', 'ROOT', 'PILOT'), ('STATED', 'compound', 'HE'), ('HE', 'nsubj', 'FLYING'), ('WAS', 'aux', 'FLYING'), ('FLYING', 'ROOT', 'FLYING'), ('THE', 'det', 'ON'), ('EXPERIMENTAL', 'compound', 'ON'), ('AIRPLANE', 'compound', 'ON'), ('ON', 'dobj', 'FLYING'), ('A', 'det', 'FRIEND'), ('FRIEND', 'ROOT', 'FRIEND'), (""'S"", 'case', 'FRIEND'), ('PRIVATE', 'amod', 'AIRSTRIP'), ('AIRSTRIP', 'ROOT', 'AIRSTRIP'), ('NEAR', 'compound', 'PLEASANT'), ('PLEASANT', 'compound', 'VIEW'), ('VIEW', 'ROOT', 'VIEW'), (',', 'punct', 'VIEW'), ('TEN', 'npadvmod', 'VIEW')]",0.1866666666666666,"[[[0, 4], [6, 6]]]"
19990315018489I,(-5) AIRCRAFT VEERED OFF END OF RUNWAY AFTER ABORTING TAKEOFF. REPORTED THAT PITOT TUBE HAD BEEN COVERED WITH MASKI,[],[],"[('(', 'PUNCT'), ('-5', 'PUNCT'), (')', 'PUNCT'), ('AIRCRAFT', 'NOUN'), ('VEERED', 'VERB'), ('OFF', 'PROPN'), ('END', 'PROPN'), ('OF', 'ADP'), ('RUNWAY', 'NOUN'), ('AFTER', 'ADP'), ('ABORTING', 'VERB'), ('TAKEOFF', 'NOUN'), ('.', 'PUNCT'), ('REPORTED', 'VERB'), ('THAT', 'ADP'), ('PITOT', 'PROPN'), ('TUBE', 'NOUN'), ('HAD', 'VERB'), ('BEEN', 'NOUN'), ('COVERED', 'VERB'), ('WITH', 'ADP'), ('MASKI', 'PROPN')]","['(', '-5', ')', 'aircraft', 'veer', 'OFF', 'END', 'of', 'runway', 'after', 'abort', 'takeoff', '.', 'report', 'that', 'PITOT', 'tube', 'have', 'BEEN', 'cover', 'with', 'MASKI']","[('(', 'punct', 'END'), ('-5', 'pobj', '('), (')', 'punct', 'END'), ('AIRCRAFT', 'compound', 'END'), ('VEERED', 'compound', 'END'), ('OFF', 'compound', 'END'), ('END', 'ROOT', 'END'), ('OF', 'prep', 'END'), ('RUNWAY', 'pobj', 'OF'), ('AFTER', 'prep', 'END'), ('ABORTING', 'compound', 'TAKEOFF'), ('TAKEOFF', 'pobj', 'AFTER'), ('.', 'punct', 'END'), ('REPORTED', 'ROOT', 'REPORTED'), ('THAT', 'det', 'TUBE'), ('PITOT', 'compound', 'TUBE'), ('TUBE', 'dobj', 'REPORTED'), ('HAD', 'aux', 'BEEN'), ('BEEN', 'ROOT', 'BEEN'), ('COVERED', 'acomp', 'BEEN'), ('WITH', 'prep', 'BEEN'), ('MASKI', 'pobj', 'WITH')]",0.0,[]
19990319041439A,(.4) THE PILOT REPORTED THAT THE ENGINE COULD NOT BE STARTED DURING THE DEPARTURE PREPARATIONS. THE BATTERY WAS CHA,[],[],"[('(', 'PUNCT'), ('.4', 'PUNCT'), (')', 'PUNCT'), ('THE', 'DET'), ('PILOT', 'NOUN'), ('REPORTED', 'VERB'), ('THAT', 'ADP'), ('THE', 'DET'), ('ENGINE', 'PROPN'), ('COULD', 'VERB'), ('NOT', 'ADV'), ('BE', 'VERB'), ('STARTED', 'VERB'), ('DURING', 'ADP'), ('THE', 'DET'), ('DEPARTURE', 'PROPN'), ('PREPARATIONS', 'NOUN'), ('.', 'PUNCT'), ('THE', 'DET'), ('BATTERY', 'PROPN'), ('WAS', 'VERB'), ('CHA', 'NOUN')]","['(', '.4', ')', 'the', 'PILOT', 'report', 'that', 'the', 'ENGINE', 'COULD', 'not', 'be', 'start', 'during', 'the', 'DEPARTURE', 'preparations', '.', 'the', 'BATTERY', 'be', 'cha']","[('(', 'ROOT', '('), ('.4', 'pobj', '('), (')', 'punct', '.4'), ('THE', 'det', 'REPORTED'), ('PILOT', 'compound', 'REPORTED'), ('REPORTED', 'ROOT', 'REPORTED'), ('THAT', 'dobj', 'REPORTED'), ('THE', 'det', 'ENGINE'), ('ENGINE', 'nsubj', 'BE'), ('COULD', 'aux', 'BE'), ('NOT', 'neg', 'BE'), ('BE', 'ROOT', 'BE'), ('STARTED', 'attr', 'BE'), ('DURING', 'prep', 'BE'), ('THE', 'det', 'PREPARATIONS'), ('DEPARTURE', 'compound', 'PREPARATIONS'), ('PREPARATIONS', 'pobj', 'DURING'), ('.', 'punct', 'BE'), ('THE', 'det', 'BATTERY'), ('BATTERY', 'nsubj', 'WAS'), ('WAS', 'ROOT', 'WAS'), ('CHA', 'attr', 'WAS')]",0.0,[]
19990326022429A,"(.4) ON MARCH 26, 1999, ABOUT 1530 CENTRAL STANDARD TIME, A CESSNA 172, N8968B, COLLIDED WITH TREES WHILE MANEUVERI",[],"[('MARCH 26, 1999', 'DATE')]","[('(', 'PUNCT'), ('.4', 'PUNCT'), (')', 'PUNCT'), ('ON', 'PROPN'), ('MARCH', 'PROPN'), ('26', 'NUM'), (',', 'PUNCT'), ('1999', 'NUM'), (',', 'PUNCT'), ('ABOUT', 'ADV'), ('1530', 'NUM'), ('CENTRAL', 'PROPN'), ('STANDARD', 'PROPN'), ('TIME', 'PROPN'), (',', 'PUNCT'), ('A', 'DET'), ('CESSNA', 'PROPN'), ('172', 'NUM'), (',', 'PUNCT'), ('N8968B', 'PROPN'), (',', 'PUNCT'), ('COLLIDED', 'NOUN'), ('WITH', 'ADP'), ('TREES', 'NOUN'), ('WHILE', 'ADP'), ('MANEUVERI', 'NOUN')]","['(', '.4', ')', 'ON', 'MARCH', '26', ',', '1999', ',', 'about', '1530', 'CENTRAL', 'STANDARD', 'TIME', ',', 'a', 'CESSNA', '172', ',', 'N8968B', ',', 'COLLIDED', 'with', 'tree', 'while', 'maneuveri']","[('(', 'punct', '.4'), ('.4', 'ROOT', '.4'), (')', 'punct', '.4'), ('ON', 'ROOT', 'ON'), ('MARCH', 'pobj', 'ON'), ('26', 'nummod', 'MARCH'), (',', 'punct', 'MARCH'), ('1999', 'nummod', 'MARCH'), (',', 'punct', 'MARCH'), ('ABOUT', 'nmod', 'TIME'), ('1530', 'nummod', 'TIME'), ('CENTRAL', 'compound', 'TIME'), ('STANDARD', 'compound', 'TIME'), ('TIME', 'appos', 'MARCH'), (',', 'punct', 'TIME'), ('A', 'det', 'CESSNA'), ('CESSNA', 'appos', 'TIME'), ('172', 'nummod', 'CESSNA'), (',', 'punct', 'CESSNA'), ('N8968B', 'appos', 'CESSNA'), (',', 'punct', 'CESSNA'), ('COLLIDED', 'appos', 'CESSNA'), ('WITH', 'prep', 'COLLIDED'), ('TREES', 'pobj', 'WITH'), ('WHILE', 'dep', 'MANEUVERI'), ('MANEUVERI', 'ROOT', 'MANEUVERI')]",0.0,[]
19980601011559A,LOST POWER. STRUCK A BACK HOE ON FORCED LANDING. WATER IN POORLY DESIGNED SUMP FUEL SYSTEM. (-23) PILOT EXECUTED TA,[],[],"[('LOST', 'VERB'), ('POWER', 'PROPN'), ('.', 'PUNCT'), ('STRUCK', 'VERB'), ('A', 'DET'), ('BACK', 'ADJ'), ('HOE', 'PROPN'), ('ON', 'ADP'), ('FORCED', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('WATER', 'NOUN'), ('IN', 'ADP'), ('POORLY', 'PROPN'), ('DESIGNED', 'PROPN'), ('SUMP', 'PROPN'), ('FUEL', 'PROPN'), ('SYSTEM', 'PROPN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('-23', 'PUNCT'), (')', 'PUNCT'), ('PILOT', 'PROPN'), ('EXECUTED', 'PROPN'), ('TA', 'NOUN')]","['lose', 'POWER', '.', 'strike', 'a', 'back', 'HOE', 'on', 'FORCED', 'landing', '.', 'water', 'in', 'POORLY', 'DESIGNED', 'SUMP', 'FUEL', 'SYSTEM', '.', '(', '-23', ')', 'PILOT', 'EXECUTED', 'ta']","[('LOST', 'ROOT', 'LOST'), ('POWER', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('STRUCK', 'ROOT', 'STRUCK'), ('A', 'det', 'LANDING'), ('BACK', 'compound', 'LANDING'), ('HOE', 'compound', 'ON'), ('ON', 'compound', 'LANDING'), ('FORCED', 'compound', 'LANDING'), ('LANDING', 'dobj', 'STRUCK'), ('.', 'punct', 'STRUCK'), ('WATER', 'ROOT', 'WATER'), ('IN', 'prep', 'WATER'), ('POORLY', 'compound', 'DESIGNED'), ('DESIGNED', 'compound', 'SYSTEM'), ('SUMP', 'compound', 'SYSTEM'), ('FUEL', 'compound', 'SYSTEM'), ('SYSTEM', 'pobj', 'IN'), ('.', 'punct', 'WATER'), ('(', 'punct', 'TA'), ('-23', 'nmod', 'TA'), (')', 'punct', '-23'), ('PILOT', 'compound', 'TA'), ('EXECUTED', 'compound', 'TA'), ('TA', 'ROOT', 'TA')]",-0.2333333333333333,[]
19990309013929I,(-5)AIRCRAFT TAXIED INTO A SNOW BANK WITH RIGHT MAIN LANDING GEAR WHILE TAXIING TO THE NORTH DE-ICE PAD AT PITTSBUR,[],[],"[('(', 'PUNCT'), ('-5)AIRCRAFT', 'PUNCT'), ('TAXIED', 'PROPN'), ('INTO', 'PROPN'), ('A', 'DET'), ('SNOW', 'NOUN'), ('BANK', 'NOUN'), ('WITH', 'ADP'), ('RIGHT', 'PROPN'), ('MAIN', 'PROPN'), ('LANDING', 'NOUN'), ('GEAR', 'NOUN'), ('WHILE', 'ADP'), ('TAXIING', 'VERB'), ('TO', 'ADP'), ('THE', 'DET'), ('NORTH', 'ADJ'), ('DE', 'PROPN'), ('-', 'PUNCT'), ('ICE', 'NOUN'), ('PAD', 'PROPN'), ('AT', 'PROPN'), ('PITTSBUR', 'NOUN')]","['(', '-5)AIRCRAFT', 'TAXIED', 'INTO', 'a', 'snow', 'bank', 'with', 'RIGHT', 'MAIN', 'landing', 'gear', 'while', 'taxi', 'to', 'the', 'north', 'DE', '-', 'ice', 'PAD', 'AT', 'pittsbur']","[('(', 'ROOT', '('), ('-5)AIRCRAFT', 'punct', '('), ('TAXIED', 'pobj', '-5)AIRCRAFT'), ('INTO', 'prep', 'TAXIED'), ('A', 'det', 'BANK'), ('SNOW', 'compound', 'BANK'), ('BANK', 'pobj', 'INTO'), ('WITH', 'prep', 'TAXIED'), ('RIGHT', 'compound', 'GEAR'), ('MAIN', 'amod', 'GEAR'), ('LANDING', 'compound', 'GEAR'), ('GEAR', 'pobj', 'WITH'), ('WHILE', 'mark', 'TAXIING'), ('TAXIING', 'ROOT', 'TAXIING'), ('TO', 'prep', 'TAXIING'), ('THE', 'pobj', 'TO'), ('NORTH', 'pobj', 'THE'), ('DE', 'compound', 'ICE'), ('-', 'punct', 'ICE'), ('ICE', 'dobj', 'NORTH'), ('PAD', 'compound', 'AT'), ('AT', 'compound', 'PITTSBUR'), ('PITTSBUR', 'ROOT', 'PITTSBUR')]",0.2261904761904761,[]
19990415014379I,"AFTER LANDING, N305EC EXITED RUNWAY 28 AT TAXIWAY CHARLIE. THE AIRCRAFT WAS NEAR CENTERLINE WHEN THE NOSE WHEEL TRA",[],"[('N305EC EXITED RUNWAY 28', 'GPE'), ('NOSE', 'ORG')]","[('AFTER', 'ADP'), ('LANDING', 'PROPN'), (',', 'PUNCT'), ('N305EC', 'NOUN'), ('EXITED', 'PROPN'), ('RUNWAY', 'NOUN'), ('28', 'NUM'), ('AT', 'ADP'), ('TAXIWAY', 'PROPN'), ('CHARLIE', 'PROPN'), ('.', 'PUNCT'), ('THE', 'DET'), ('AIRCRAFT', 'NOUN'), ('WAS', 'VERB'), ('NEAR', 'PROPN'), ('CENTERLINE', 'PROPN'), ('WHEN', 'ADV'), ('THE', 'DET'), ('NOSE', 'PROPN'), ('WHEEL', 'NOUN'), ('TRA', 'PROPN')]","['after', 'LANDING', ',', 'n305ec', 'EXITED', 'runway', '28', 'at', 'TAXIWAY', 'CHARLIE', '.', 'the', 'aircraft', 'be', 'NEAR', 'CENTERLINE', 'when', 'the', 'NOSE', 'wheel', 'TRA']","[('AFTER', 'prep', 'RUNWAY'), ('LANDING', 'pobj', 'AFTER'), (',', 'punct', 'LANDING'), ('N305EC', 'appos', 'LANDING'), ('EXITED', 'advmod', 'RUNWAY'), ('RUNWAY', 'ROOT', 'RUNWAY'), ('28', 'nummod', 'CHARLIE'), ('AT', 'compound', 'CHARLIE'), ('TAXIWAY', 'compound', 'CHARLIE'), ('CHARLIE', 'dobj', 'RUNWAY'), ('.', 'punct', 'RUNWAY'), ('THE', 'det', 'AIRCRAFT'), ('AIRCRAFT', 'nsubj', 'WAS'), ('WAS', 'ROOT', 'WAS'), ('NEAR', 'compound', 'CENTERLINE'), ('CENTERLINE', 'ROOT', 'CENTERLINE'), ('WHEN', 'advmod', 'TRA'), ('THE', 'det', 'TRA'), ('NOSE', 'compound', 'WHEEL'), ('WHEEL', 'compound', 'TRA'), ('TRA', 'ROOT', 'TRA')]",0.1,[]
19990415020099I,"TWA, FLIGHT 580 DEPARTED RUNWAY 32 AT LINCOLN, NE. DURING CLIMB CABIN FAILED TO PRESSURIZE.  AIRCRAFT RETURNED TO L",[],"[('TWA', 'ORG'), ('32', 'CARDINAL'), ('NE', 'ORG'), ('CLIMB', 'ORG')]","[('TWA', 'PROPN'), (',', 'PUNCT'), ('FLIGHT', 'PROPN'), ('580', 'NUM'), ('DEPARTED', 'PROPN'), ('RUNWAY', 'PROPN'), ('32', 'NUM'), ('AT', 'PROPN'), ('LINCOLN', 'PROPN'), (',', 'PUNCT'), ('NE', 'PROPN'), ('.', 'PUNCT'), ('DURING', 'ADP'), ('CLIMB', 'ADJ'), ('CABIN', 'NOUN'), ('FAILED', 'VERB'), ('TO', 'ADP'), ('PRESSURIZE', 'PROPN'), ('.', 'PUNCT'), (' ', 'SPACE'), ('AIRCRAFT', 'NOUN'), ('RETURNED', 'VERB'), ('TO', 'ADP'), ('L', 'NOUN')]","['TWA', ',', 'FLIGHT', '580', 'DEPARTED', 'RUNWAY', '32', 'AT', 'LINCOLN', ',', 'NE', '.', 'during', 'climb', 'cabin', 'fail', 'to', 'PRESSURIZE', '.', ' ', 'aircraft', 'return', 'to', 'l']","[('TWA', 'ROOT', 'TWA'), (',', 'punct', 'TWA'), ('FLIGHT', 'npadvmod', 'RUNWAY'), ('580', 'nummod', 'FLIGHT'), ('DEPARTED', 'nsubj', 'RUNWAY'), ('RUNWAY', 'conj', 'TWA'), ('32', 'nummod', 'RUNWAY'), ('AT', 'compound', 'LINCOLN'), ('LINCOLN', 'ROOT', 'LINCOLN'), (',', 'punct', 'LINCOLN'), ('NE', 'appos', 'LINCOLN'), ('.', 'punct', 'LINCOLN'), ('DURING', 'amod', 'CLIMB'), ('CLIMB', 'amod', 'CABIN'), ('CABIN', 'nsubj', 'FAILED'), ('FAILED', 'ROOT', 'FAILED'), ('TO', 'compound', 'PRESSURIZE'), ('PRESSURIZE', 'dobj', 'FAILED'), ('.', 'punct', 'FAILED'), (' ', '', '.'), ('AIRCRAFT', 'nsubj', 'RETURNED'), ('RETURNED', 'ROOT', 'RETURNED'), ('TO', 'prep', 'RETURNED'), ('L', 'pobj', 'TO')]",-0.5,[]
