,index,input,head,relation,tail
1889,993,RECOVERED FROM TIGHT SPIRAL ON TURN TO BASE. LANDED SAFELY. CONTROL LOCK ON RIGHT WING HAD NOT BEEN REMOVED.       ,engine failure,has cause,ice in fuel system
1890,994,FORCED LANDING AFTER ENGINE QUIT ON ILS APPROACH DUE TO FUEL EXHAUSTION. GAS CAP WAS LOOSE.                        ,landing with gear in transit,has part,emergency gear
1891,994,FORCED LANDING AFTER ENGINE QUIT ON ILS APPROACH DUE TO FUEL EXHAUSTION. GAS CAP WAS LOOSE.                        ,emergency gear,part of,landing with gear in transit
1892,995,ICE IN FUEL SYSTEM CAUSED ENGINE FAILURE. LANDED ON A GRAVEL BAR AND AIRCRAFT SLIPPED OVER ONTO ITS BACK.          ,engine,has part,fuel system
1893,995,ICE IN FUEL SYSTEM CAUSED ENGINE FAILURE. LANDED ON A GRAVEL BAR AND AIRCRAFT SLIPPED OVER ONTO ITS BACK.          ,fuel system,part of,engine
1894,996,PRECAUTIONARY LANDING WITH GEAR IN TRANSIT. HEADSET WIRING BECAME ENTANGLED IN ROTATING EMERGENCY GEAR HANDLE.     ,nose gear,has part,torque arm
1895,996,PRECAUTIONARY LANDING WITH GEAR IN TRANSIT. HEADSET WIRING BECAME ENTANGLED IN ROTATING EMERGENCY GEAR HANDLE.     ,torque arm,part of,nose gear
1896,997,ENGINE QUIT DURING GO AROUND. STRUCK TREES AND GROUND. WATER IN FUEL SYSTEM. TANK SUMP DRAINS RUSTED CLOSED.       ,1958,point in time,1958
1897,997,ENGINE QUIT DURING GO AROUND. STRUCK TREES AND GROUND. WATER IN FUEL SYSTEM. TANK SUMP DRAINS RUSTED CLOSED.       ,1959,point in time,1959
1898,998,BOTH NOSE TIRES BLEW OUT FOLLOWING VIBRATION ON ROLLOUT. NOSE GEAR TORQUE ARM WAS IMPROPERLY CONNECTED AFTER TOW.  ,aborted,subclass of,takeoff
1899,999,FORWARD MOTION WAS STOPPED DUE TO JAMMED PULLEY ON EXTERNAL LOAD. UNABLE TO RELEASE LOAD. IMPACTED THE GROUND.     ,engine,has part,fuel pump
1900,999,FORWARD MOTION WAS STOPPED DUE TO JAMMED PULLEY ON EXTERNAL LOAD. UNABLE TO RELEASE LOAD. IMPACTED THE GROUND.     ,fuel pump,part of,engine
1901,1000,"VIBRATION ON TAKEOFF, ABORTED. OFF RUNWAY END, HIT A FENCE. ELEVATOR TRIM INSPECTION PANEL TAMPERED WITH, LOOSE.   ",crashed during takeoff,has cause,engine started losing power
1902,1000,"VIBRATION ON TAKEOFF, ABORTED. OFF RUNWAY END, HIT A FENCE. ELEVATOR TRIM INSPECTION PANEL TAMPERED WITH, LOOSE.   ",engine started losing power,has effect,crashed during takeoff
1903,1001,THE ENGINE LOST POWER ON TAKEOFF AND AIRCRAFT STRUCK A HANGAR. PILOT FAILED TO TURN OFF FUEL PUMP. NOT IFR CURRENT.,deicer,different from,antiicer
1904,1001,THE ENGINE LOST POWER ON TAKEOFF AND AIRCRAFT STRUCK A HANGAR. PILOT FAILED TO TURN OFF FUEL PUMP. NOT IFR CURRENT.,antiicer,different from,deicer
1905,1002,AIRCRAFT CRASHED DURING TAKEOFF AFTER ENGINE STARTED LOSING POWER. PILOT HAD NO LICENSE. AIRCRAFT OVERDUE ANNUAL.  ,steering,has part,circuit breaker
1906,1002,AIRCRAFT CRASHED DURING TAKEOFF AFTER ENGINE STARTED LOSING POWER. PILOT HAD NO LICENSE. AIRCRAFT OVERDUE ANNUAL.  ,circuit breaker,part of,steering
1907,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,Cape Town,country,South Africa
1908,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,Cape Town,country,South Africa
1909,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,South Africa,capital,Cape Town
1910,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,South Africa,capital,Cape Town
1911,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,South Africa,shares border with,South Africa
1912,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,Cape Town,country,South Africa
1913,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,Cape Town,country,South Africa
1914,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,South Africa,capital,Cape Town
1915,1003,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,South Africa,shares border with,South Africa
1916,1004,GEAR WOULD NOT RETRACT AFTER TAKEOFF. FOUND NOSE GEAR STEERING CIRCUIT BREAKER WAS STILL PULLED.                   ,1972 New Year Honours,point in time,1972
1917,1005,TOP SECTION OF ENGINE COWL POPPED UP AND FLUTTERED ON TAKEOFF. STRUCK POWERLINES WHILE RETURNING TO AIRPORT.       ,nose gear,has part,gear pin
1918,1005,TOP SECTION OF ENGINE COWL POPPED UP AND FLUTTERED ON TAKEOFF. STRUCK POWERLINES WHILE RETURNING TO AIRPORT.       ,gear pin,part of,nose gear
1919,1006,RETURNED WHEN NOSE GEAR FAILED TO RETRACT. FOUND THAT PIN HAD NOT BEEN REMOVED AFTER PREVIOUS MAINTENANCE.         ,gear switch,part of,gear
1920,1006,RETURNED WHEN NOSE GEAR FAILED TO RETRACT. FOUND THAT PIN HAD NOT BEEN REMOVED AFTER PREVIOUS MAINTENANCE.         ,gear,has part,gear switch
1921,1007,NOSE GEAR WOULD NOT RETRACT ON TAKEOFF. RETURNED AND FOUND GEAR PIN STILL INSTALLED.                               ,rotor blades,part of,aircraft
1922,1007,NOSE GEAR WOULD NOT RETRACT ON TAKEOFF. RETURNED AND FOUND GEAR PIN STILL INSTALLED.                               ,aircraft,has part,rotor blades
1923,1008,STARTED ENGINE AFTER MAINTENANCE ON RADAR WITHOUT CHECKING GEAR SWITCH. LEFT GEAR RETRACTED WITH SELECTOR UP.      ,landing,different from,takeoff
1924,1009,MAIN ROTOR BLADES STRUCK THE SHIP AS AIRCRAFT LIFTED OFF WITH A SKID TIEDOWN ROPE ATTACHED. AIRCRAFT SANK IN OCEAN.,inertial navigation,different from,autopilot
1925,1009,MAIN ROTOR BLADES STRUCK THE SHIP AS AIRCRAFT LIFTED OFF WITH A SKID TIEDOWN ROPE ATTACHED. AIRCRAFT SANK IN OCEAN.,autopilot,different from,inertial navigation
1926,1010,ENGINE QUIT AFTER TAKEOFF. NOSED OVER DURING THE LANDING ON A TIDAL FLAT. WATER FOUND IN THE FUEL SYSTEM.          ,cargo door,part of,cockpit
1927,1010,ENGINE QUIT AFTER TAKEOFF. NOSED OVER DURING THE LANDING ON A TIDAL FLAT. WATER FOUND IN THE FUEL SYSTEM.          ,cockpit,has part,cargo door
1928,1011,LACK OF ATTENTION TO INERTIAL NAVIGATION PROCEDURES CAUSED AIRCRAFT TO BE OFF COURSE 190 NM. AUTOPILOT IN MANUAL.  ,United Technologies Corporation,subsidiary,United Technologies Aircraft Corporation
1929,1011,LACK OF ATTENTION TO INERTIAL NAVIGATION PROCEDURES CAUSED AIRCRAFT TO BE OFF COURSE 190 NM. AUTOPILOT IN MANUAL.  ,United Technologies Aircraft Corporation,parent organization,United Technologies Corporation
1930,1012,REAR CARGO DOOR CAME OPEN IN FLIGHT. PRECAUTIONARY LANDING MADE. NO MALFUNCTIONS FOUND. LATCH NOT ENGAGED.         ,rotor,part of,rotor blades
1931,1012,REAR CARGO DOOR CAME OPEN IN FLIGHT. PRECAUTIONARY LANDING MADE. NO MALFUNCTIONS FOUND. LATCH NOT ENGAGED.         ,rotor blades,has part,rotor
1932,1014,LOUD SNAP HEARD WITH ROTOR ENGAGEMENT. ROTOR BLADES FAILED NEAR THE ROOTS. SUSPECT IMPROPER ROTOR ENGAGEMENT.      ,fuel selector,part of,main tank
1933,1014,LOUD SNAP HEARD WITH ROTOR ENGAGEMENT. ROTOR BLADES FAILED NEAR THE ROOTS. SUSPECT IMPROPER ROTOR ENGAGEMENT.      ,main tank,has part,fuel selector
1934,1015,UNSAFE GEAR EXTENSION INDICATION. GEAR COLLAPSED ON LANDING. CIRCUIT BREAKER POPPED. DID NOT TRY MANUAL EXTENSION. ,main tank,has part,fuel cap
1935,1015,UNSAFE GEAR EXTENSION INDICATION. GEAR COLLAPSED ON LANDING. CIRCUIT BREAKER POPPED. DID NOT TRY MANUAL EXTENSION. ,fuel cap,part of,main tank
1936,1016,ENGINE QUIT AFTER TAKEOFF. LANDED IN A FIELD. FUEL SELECTOR WAS NOT PROPERLY PLACED ON MAIN TANK. COLLAPSED GEAR.  ,engine,has part,cowl
1937,1016,ENGINE QUIT AFTER TAKEOFF. LANDED IN A FIELD. FUEL SELECTOR WAS NOT PROPERLY PLACED ON MAIN TANK. COLLAPSED GEAR.  ,cowl,part of,engine
1938,1017,FUEL LEAKING FROM LEFT MAIN TANK NOTED IN FLIGHT. DIVERTED AND AFTER LANDING PROPERLY INSTALLED FUEL CAP.          ,rotor blade,subclass of,skid
1939,1018,NOTED OIL ON LEFT ENGINE COWL. ENGINE SHUT DOWN. OIL DIP STICK WAS NOT SNAPPED IN PLACE DURING PREFLIGHT.          ,runway,use,takeoff
1940,1019,ATTEMPTED TAKEOFF WITH SKID TIED TO TRAILER. DYNAMIC ROLLOVER AND RESULTANT ROTOR BLADE DAMAGE.                    ,left engine,opposite of,right engine
1941,1019,ATTEMPTED TAKEOFF WITH SKID TIED TO TRAILER. DYNAMIC ROLLOVER AND RESULTANT ROTOR BLADE DAMAGE.                    ,right engine,opposite of,left engine
1942,1020,"DURING TAKEOFF, THE CANOPY BLEW OPEN. CUT AWAY FROM THE TOWPLANE AT 10 FEET AGL. GLIDER THEN NOSED INTO THE RUNWAY.",aborted,different from,ran off runway
1943,1020,"DURING TAKEOFF, THE CANOPY BLEW OPEN. CUT AWAY FROM THE TOWPLANE AT 10 FEET AGL. GLIDER THEN NOSED INTO THE RUNWAY.",ran off runway,different from,aborted
1944,1021,SWITCHED TO MAINS WITH ZERO FUEL PRESSURE. DISENGAGED AUTO PILOT AND FOUND RIGHT ENGINE HAD QUIT. LANDED IN A FIELD,oil filler plug,product or material produced,oil
1945,1022,SECURED CONTROLS WITH A LARGE SCREW ON SHUTDOWN. FAILED TO REMOVE BEFORE TAKEOFF RUN. ABORTED AND RAN OFF RUNWAY.  ,forward cargo door,part of,aircraft
1946,1022,SECURED CONTROLS WITH A LARGE SCREW ON SHUTDOWN. FAILED TO REMOVE BEFORE TAKEOFF RUN. ABORTED AND RAN OFF RUNWAY.  ,aircraft,has part,forward cargo door
1947,1023,OIL SPRAY ON WINDSCREEN EN ROUTE. LANDED IN A FIELD. PILOT FAILED TO SECURE OIL FILLER PLUG AFTER ADDING OIL.      ,inboard,part of,engine
1948,1023,OIL SPRAY ON WINDSCREEN EN ROUTE. LANDED IN A FIELD. PILOT FAILED TO SECURE OIL FILLER PLUG AFTER ADDING OIL.      ,engine,has part,inboard
1949,1024,FORWARD CARGO DOOR OPENED AS AIRCRAFT TOOK OFF. OBJECTS DROPPED OUT. RETURNED. FAILED TO SEE WARNING LIGHT.        ,approach,followed by,landing
1950,1024,FORWARD CARGO DOOR OPENED AS AIRCRAFT TOOK OFF. OBJECTS DROPPED OUT. RETURNED. FAILED TO SEE WARNING LIGHT.        ,landing,follows,approach
1951,1025,LEFT INBOARD UPPER SECTION OF ENGINE COWLING SEPARATED AIRCRAFT AT CRUISE.                                         ,full flaps,used by,pilot
1952,1026,"POOR APPROACH TO UPSLOPING RUNWAY. BOUNCED, WENT AROUND WITH FULL FLAPS. DRIFTED, TOUCHED DOWN ON GRASS, HIT TREES.",takeoff,uses,runway
1953,1026,"POOR APPROACH TO UPSLOPING RUNWAY. BOUNCED, WENT AROUND WITH FULL FLAPS. DRIFTED, TOUCHED DOWN ON GRASS, HIT TREES.",runway,use,takeoff
1954,1027,PILOT ATTEMPTED A GO AROUND WITH FULL FLAPS. AIRCRAFT LANDED ON DIRT ROAD. DENSITY ALTITUDE WAS A FACTOR.          ,impacted ground,has effect,liftoff
1955,1027,PILOT ATTEMPTED A GO AROUND WITH FULL FLAPS. AIRCRAFT LANDED ON DIRT ROAD. DENSITY ALTITUDE WAS A FACTOR.          ,liftoff,has cause,impacted ground
1956,1028,"ON TAKEOFF ROLL, CANOPY OPENED AND FELL OFF. AIRCRAFT VEERED OFF RUNWAY SIDE,NOSED OVER. CANOPY IMPROPERLY LATCHED.",boost pump,product or material produced,fuel
1957,1029,HELICOPTER IMPACTED GROUND AFTER SLING CAUGHT SKID DURING LIFTOFF. HAD DETACHED SLING BUT FAILED TO CLEAR SKIDS.   ,aircraft,has part,pilot
1958,1029,HELICOPTER IMPACTED GROUND AFTER SLING CAUGHT SKID DURING LIFTOFF. HAD DETACHED SLING BUT FAILED TO CLEAR SKIDS.   ,pilot,part of,aircraft
1959,1030,STRUCK WIRES AND TREES WHEN AIRCRAFT WOULD NOT CLIMB. DID NOT USE FUEL BOOST PUMP. DENSITY ALTITUDE A FACTOR.      ,Emergency landing,subclass of,running engine
1960,1031,"STRUCK SHIP, FELL INTO WATER AFTER ATTEMPTED TAKEOFF WITH FRONT TIEDOWN STRAP SECURED. AIRCRAFT AND PILOT SANK.    ",Long Island,located in the administrative territorial entity,New York City
1961,1031,"STRUCK SHIP, FELL INTO WATER AFTER ATTEMPTED TAKEOFF WITH FRONT TIEDOWN STRAP SECURED. AIRCRAFT AND PILOT SANK.    ",New York City,has part,Long Island
1962,1032,EMERGENCY LANDING AFTER ROUGH RUNNING ENGINE. SUSPECT WATER IN FUEL.                                               ,takeoff,different from,liftoff
1963,1032,EMERGENCY LANDING AFTER ROUGH RUNNING ENGINE. SUSPECT WATER IN FUEL.                                               ,liftoff,different from,takeoff
1964,1033,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.                                                    ,runway,use,go around
1965,1033,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.                                                    ,go around,uses,runway
1966,1034,PILOT DID NOT SET TRIM BEFORE TAKEOFF AND AIRCRAFT PITCHED NOSE UP AND STALLED DURING LIFTOFF.                     ,full flap,use,takeoff
1967,1034,PILOT DID NOT SET TRIM BEFORE TAKEOFF AND AIRCRAFT PITCHED NOSE UP AND STALLED DURING LIFTOFF.                     ,takeoff,uses,full flap
1968,1035,THE AIRCRAFT IMPACTED THE RUNWAY DURING GO AROUND. THE INSTRUCTOR RETRACTED THE FLAPS EARLY AFTER TAKING CONTROL.  ,takeoff,followed by,landing
1969,1035,THE AIRCRAFT IMPACTED THE RUNWAY DURING GO AROUND. THE INSTRUCTOR RETRACTED THE FLAPS EARLY AFTER TAKING CONTROL.  ,landing,follows,takeoff
1970,1036,AMPHIBIAN FAILED TO CLIMB AFTER FULL FLAP TAKEOFF. STRUCK TREES. DENSITY ALTITUDE A FACTOR. NOT SEAPLANE RATED.    ,airport,has part,landing
1971,1036,AMPHIBIAN FAILED TO CLIMB AFTER FULL FLAP TAKEOFF. STRUCK TREES. DENSITY ALTITUDE A FACTOR. NOT SEAPLANE RATED.    ,landing,part of,airport
1972,1037,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT FLIPPED ON LANDING.PILOT HAD JUST FILLED TANKS. WATER IN FUEL.   ,gear,has part,nose gear
1973,1037,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT FLIPPED ON LANDING.PILOT HAD JUST FILLED TANKS. WATER IN FUEL.   ,nose gear,part of,gear
1974,1038,PILOT WAS TRYING TO CLOSE DOOR WHEN AIRCRAFT DESCENDED AND STRUCK A POWERLINE. MADE OFF AIRPORT LANDING.           ,runway,use,level off
1975,1039,POPPING SOUND FROM NOSE GEAR ON RETRACTION. LANDED WITHOUT GEAR LOCKED DOWN. FOUND NOSE GEAR DOOR DISCONNECTED.    ,fuel shutoff valve,part of,engine
1976,1040,"NOSE DOWN TRIM CAUSED IMPROPER LEVEL OFF, WHEEL BARROWING AND VEERING OFF THE RUNWAY SIDE. IMPACTED IN A DITCH.    ",fuel selector,use,takeoff
1977,1042,POWER INTERRUPTION ON ENGINE TEST TAKEOFF. REQUESTED RETURN. FUEL SELECTOR WAS ON AN EMPTY TANK.                   ,low time,practiced by,instructor
1978,1042,POWER INTERRUPTION ON ENGINE TEST TAKEOFF. REQUESTED RETURN. FUEL SELECTOR WAS ON AN EMPTY TANK.                   ,instructor,field of this occupation,low time
1979,1043,THE ENGINE FAILED ON TAKEOFF. THE AIRCRAFT HIT TREES ON LANDING. WATER FOUND IN GASCOLATOR.                        ,engine overheat,has cause,oil smell
1980,1043,THE ENGINE FAILED ON TAKEOFF. THE AIRCRAFT HIT TREES ON LANDING. WATER FOUND IN GASCOLATOR.                        ,oil smell,has effect,engine overheat
1981,1044,THE STUDENT REDUCED POWER ON THE WRONG ENGINE ON TAKEOFF AND THE AIRCRAFT LANDED HARD. LOW TIME INSTRUCTOR.        ,runway,part of,aircraft
1982,1045,ENGINE OVERHEAT. HOT OIL SMELL.KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS. NOSED OVER IN FURROWS PLOWED FAILED  ,pilot,field of this occupation,flight
1983,1045,ENGINE OVERHEAT. HOT OIL SMELL.KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS. NOSED OVER IN FURROWS PLOWED FAILED  ,flight,practiced by,pilot
1984,1046,AIRCRAFT IMPACTED THE GROUND AFTER TAKEOFF. PILOT USED INAPPROPRIATE RUNWAY AND MISUSED FLAPS. DENSITY ALTITUDE.   ,pilot,field of this occupation,flight plan
1985,1046,AIRCRAFT IMPACTED THE GROUND AFTER TAKEOFF. PILOT USED INAPPROPRIATE RUNWAY AND MISUSED FLAPS. DENSITY ALTITUDE.   ,flight plan,practiced by,pilot
1986,1047,THE ENGINE FAILED IN FLIGHT. SUSPECT WET MAGNETOS. PILOT HAD JUST FINISHED WASHING ENGINE.                         ,tow bar,part of,propeller
1987,1048,DOOR POPPED OPEN DURING CLIMB. PILOT RETURNED TO AIRPORT TO CLOSE DOOR. IFR FLIGHT PLAN NOT CLOSED.                ,brake disc,has part,brake fluid
1988,1048,DOOR POPPED OPEN DURING CLIMB. PILOT RETURNED TO AIRPORT TO CLOSE DOOR. IFR FLIGHT PLAN NOT CLOSED.                ,brake fluid,part of,brake disc
1989,1049,TAKEOFF GEAR RETRACTION AND LANDING MADE WITH TOW BAR ATTACHED. DAMAGE TO PROPELLER TIP.                           ,2008 Summer Olympics,point in time,2008
1990,1049,TAKEOFF GEAR RETRACTION AND LANDING MADE WITH TOW BAR ATTACHED. DAMAGE TO PROPELLER TIP.                           ,2008 Summer Olympics,location,Beijing
1991,1049,TAKEOFF GEAR RETRACTION AND LANDING MADE WITH TOW BAR ATTACHED. DAMAGE TO PROPELLER TIP.                           ,2008 Summer Olympics,country,China
1992,1049,TAKEOFF GEAR RETRACTION AND LANDING MADE WITH TOW BAR ATTACHED. DAMAGE TO PROPELLER TIP.                           ,Beijing,country,China
1993,1049,TAKEOFF GEAR RETRACTION AND LANDING MADE WITH TOW BAR ATTACHED. DAMAGE TO PROPELLER TIP.                           ,China,capital,Beijing
1994,1050,GROUND LOOPED ON ROLLOUT. FOUND RIGHT BRAKE DISC WORN AND ALLOWING BRAKE FLUID TO ESCAPE.                          ,takeoff roll,subclass of,veered off the runway
1995,1051,PIC FAILED TO SECURE CANOPY BEFORE TAKEOFF. CANOPY SEPARATED ON DOWNWIND LEG AND FELL TO THE GROUND.               ,carburetor,part of,preflight
1996,1051,PIC FAILED TO SECURE CANOPY BEFORE TAKEOFF. CANOPY SEPARATED ON DOWNWIND LEG AND FELL TO THE GROUND.               ,preflight,has part,carburetor
1997,1052,ON TAKEOFF ROLL AIRCRAFT VEERED OFF THE RUNWAY WHEN THE SEAT SLID BACK. SEAT LATCH NOT PROPERLY ENGAGED.           ,engine,has part,fuel tank
1998,1052,ON TAKEOFF ROLL AIRCRAFT VEERED OFF THE RUNWAY WHEN THE SEAT SLID BACK. SEAT LATCH NOT PROPERLY ENGAGED.           ,fuel tank,part of,engine
1999,1053,AIRCRAFT CAUGHT ON FIRE AFTER BEING PRIMED SEVERAL TIMES. CARBURETOR HAD BEEN REMOVED FOR REPAIR.CFI DID PREFLIGHT.,2000 Summer Olympics,point in time,2000
2000,1054,BOTH ENGINES CEASED TO RUN AS FUEL PRESSURE DROPPED. LANDED IN A FIELD. FOUND ALL 4 FUEL TANK VENTS CLOGGED.       ,runway,use,takeoff
2001,1055,"WHILE TURNING, AIRCRAFT STARTED TO SETTLE. PILOT DUMPED LOAD BUT WAS UNABLE TO RECOVER. HIGH DENSITY ALTITUDE.     ",1996 Summer Olympics,point in time,1996
2002,1056,TAKEOFF MADE WITH 2 NOTCHES FLAPS. AIRCRAFT CLIMBED OVER TREES AT THE END OF RUNWAY BUT SETTLED TO THE GROUND.     ,nose gear,has part,adapter
2003,1056,TAKEOFF MADE WITH 2 NOTCHES FLAPS. AIRCRAFT CLIMBED OVER TREES AT THE END OF RUNWAY BUT SETTLED TO THE GROUND.     ,adapter,part of,nose gear
2004,1057,RETURNED TO DEPARTURE POINT AFTER GEAR PARTIALLY EXTENDED. LANDED GEAR UP ON GRASS. GENERATOR SWITCHES OFF.        ,fuel bowl,has part,carb
2005,1057,RETURNED TO DEPARTURE POINT AFTER GEAR PARTIALLY EXTENDED. LANDED GEAR UP ON GRASS. GENERATOR SWITCHES OFF.        ,carb,part of,fuel bowl
2006,1058,NOSE GEAR COULD NOT BE EXTENDED FOR LANDING. TOW BAR ADAPTER WAS NOT REMOVED BEFORE FLIGHT.                        ,forced landing,different from,takeoff
2007,1058,NOSE GEAR COULD NOT BE EXTENDED FOR LANDING. TOW BAR ADAPTER WAS NOT REMOVED BEFORE FLIGHT.                        ,takeoff,different from,forced landing
2008,1059,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT FLIPPED OVER ON TOUCHDOWN. WATER WAS FOUND IN FUEL BOWL AND CARB.    ,pilot,field of this occupation,takeoff
2009,1059,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT FLIPPED OVER ON TOUCHDOWN. WATER WAS FOUND IN FUEL BOWL AND CARB.    ,pilot,field of this occupation,takeoff
2010,1059,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT FLIPPED OVER ON TOUCHDOWN. WATER WAS FOUND IN FUEL BOWL AND CARB.    ,takeoff,practiced by,pilot
2011,1059,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT FLIPPED OVER ON TOUCHDOWN. WATER WAS FOUND IN FUEL BOWL AND CARB.    ,takeoff,practiced by,pilot
2012,1060,"FORCED LANDING FOLLOWING POWER LOSS ON TAKEOFF, IMPACTED A BLUFF. NO FUEL FOUND IN STRAINER OR FUEL PUMP.          ",engine,has part,fuel
2013,1060,"FORCED LANDING FOLLOWING POWER LOSS ON TAKEOFF, IMPACTED A BLUFF. NO FUEL FOUND IN STRAINER OR FUEL PUMP.          ",fuel,part of,engine
2014,1061,PILOT REDUCED POWER DURING TAKEOFF TO SECURE AN OPEN DOOR. AIRCRAFT STRUCK A FENCE AT THE END OF THE TAKEOFF AREA. ,Westport,capital of,Connecticut
2015,1061,PILOT REDUCED POWER DURING TAKEOFF TO SECURE AN OPEN DOOR. AIRCRAFT STRUCK A FENCE AT THE END OF THE TAKEOFF AREA. ,Connecticut,capital,Westport
2016,1062,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT STRUCK THE GROUND. TANK SEALANT FOUND BLOCKING FUEL SCREEN.      ,John F. Kennedy School of Government,part of,Harvard University
2017,1062,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT STRUCK THE GROUND. TANK SEALANT FOUND BLOCKING FUEL SCREEN.      ,Harvard University,subsidiary,John F. Kennedy School of Government
2018,1063,FLIGHT DIVERTED DUE TO STRAP WITH BUCKLE HANGING OUT OF GALLEY DOOR.                                               ,landing gear,part of,aircraft
2019,1063,FLIGHT DIVERTED DUE TO STRAP WITH BUCKLE HANGING OUT OF GALLEY DOOR.                                               ,aircraft,has part,landing gear
2020,1064,ENGINE QUIT ON FINAL AFTER PILOT SWITCHED ON EMERGENCY AUX FUEL PUMP. STRUCK A SNOW STAKE LANDING ON A HIGHWAY.    ,low oil pressure light,has cause,added oil
2021,1064,ENGINE QUIT ON FINAL AFTER PILOT SWITCHED ON EMERGENCY AUX FUEL PUMP. STRUCK A SNOW STAKE LANDING ON A HIGHWAY.    ,added oil,has effect,low oil pressure light
2022,1065,"ENGINE QUIT. LANDING GEAR HIT POST, COLLAPSED ON TOUCHDOWN. PAPER COVERING AIR INLET. HAD JUST BEEN PAINTED.       ",forced landing,has effect,fuel lines
2023,1065,"ENGINE QUIT. LANDING GEAR HIT POST, COLLAPSED ON TOUCHDOWN. PAPER COVERING AIR INLET. HAD JUST BEEN PAINTED.       ",fuel lines,has cause,forced landing
2024,1066,PRECAUTIONARY LANDING AFTER LOW OIL PRESSURE LIGHT CAME ON. ADDED OIL AND CONTINUED SOLO STUDENT CROSS COUNTRY.    ,engine quit,has cause,rotor blade
2025,1066,PRECAUTIONARY LANDING AFTER LOW OIL PRESSURE LIGHT CAME ON. ADDED OIL AND CONTINUED SOLO STUDENT CROSS COUNTRY.    ,rotor blade,has effect,engine quit
2026,1067,STRUCK POST DURING FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL LINES.                                     ,carburetor,connects with,tanks
2027,1067,STRUCK POST DURING FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL LINES.                                     ,tanks,connects with,carburetor
2028,1068,IMPACTED GROUND AND BURNED AFTER ENGINE QUIT ON A TEST FLIGHT. FOUND A TIE DOWN ROPE WRAPPED AROUND ROTOR BLADE.   ,takeoff roll,opposite of,climb
2029,1068,IMPACTED GROUND AND BURNED AFTER ENGINE QUIT ON A TEST FLIGHT. FOUND A TIE DOWN ROPE WRAPPED AROUND ROTOR BLADE.   ,climb,opposite of,takeoff roll
2030,1069,THE ENGINE LOST POWER SHORTLY AFTER TAKEOFF. WATER WAS FOUND IN THE CARBURETOR.TANKS WERE NOT DRAINED AFTER TOPOFF.,ifr,different from,certified
2031,1069,THE ENGINE LOST POWER SHORTLY AFTER TAKEOFF. WATER WAS FOUND IN THE CARBURETOR.TANKS WERE NOT DRAINED AFTER TOPOFF.,certified,different from,ifr
2032,1070,BRAKES RELEASED DURING TAKEOFF ROLL ON A SHORT RUNWAY. AIRCRAFT WOULD NOT CLIMB AND WAS DITCHED IN THE WATER.      ,engine seized,has cause,trailing smoke
2033,1071,REQUESTED IFR DESCENT THROUGH UNFORECAST WEATHER TO VFR.AIRCRAFT NOT IFR CERTIFIED.NO STATIC OR ALTIMETER CHECK.   ,pilot,field of this occupation,liftoff
2034,1071,REQUESTED IFR DESCENT THROUGH UNFORECAST WEATHER TO VFR.AIRCRAFT NOT IFR CERTIFIED.NO STATIC OR ALTIMETER CHECK.   ,liftoff,practiced by,pilot
