,index,input,sentence,head,relation,tail
1274,1088,"DOOR OPENED AFTER TAKEOFF, LANDED GEAR UP. PILOT UNABLE TO EXTEND GEAR DUE TO BUFFETING.                           ",<triplet> TAKEOFF <subj> BUFFETING <obj> located in the administrative territorial entity,TAKEOFF,located in the administrative territorial entity,BUFFETING
1275,1089,GEAR COLLAPSED ON TAKEOFF ROLL. GEAR HANDLE WAS IN THE UP POSITION.                                                ,<triplet> GEAR HANDLE <subj> TAKEOFF <obj> manufacturer,GEAR HANDLE,manufacturer,TAKEOFF
1276,1090,THE ENGINE SEIZED AND THE AIRCRAFT MADE AN OFF AIRPORT LANDING. THE OIL DRAIN PLUG WAS MISSING.                    ,<triplet> SEIZED <subj> AIRCRAFT <obj> facet of,SEIZED,facet of,AIRCRAFT
1277,1091,RADIO FAILURE DUE TO DEAD BATTERY. SUSPECT PILOT INADVERTENTLY TURNED OFF ALTERNATOR AT CRUISE.                    ,<triplet> Radio FAILURE <subj> BATTERY <obj> has cause,Radio FAILURE,has cause,BATTERY
1278,1092,BOTH ENGINES QUIT DUE TO FUEL EXHAUSTION. LANDED GEAR UP IN A FIELD.                                               ,<triplet> FUEL EXHAUSTION <subj> ENGINES <obj> facet of,FUEL EXHAUSTION,facet of,ENGINES
1279,1093,LANDED ON A TAXIWAY AFTER POWER LOSS ON TAKEOFF. FUEL SELECTOR FOUND OFF CENTER.                                   ,<triplet> TAKEOFF <subj> TAXIWAY <obj> instance of,TAKEOFF,instance of,TAXIWAY
1280,1094,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT WAS DITCHED. THE CARBURETOR HEAT CABLE WAS LOOSE. CARB ICING.    ,<triplet> TAKEOFF <subj> CARB ICING <obj> has part,TAKEOFF,has part,CARB ICING
1281,1095,AIRCRAFT DEPARTED TAXIWAY AFTER NOSE WHEEL STEERING BECAME INOPERATIVE. PILOT FAILED TO ACTIVATE HYDRAULIC SYSTEM. ,<triplet> PILOT <subj> TAXIWAY <obj> uses,PILOT,uses,TAXIWAY
1282,1096,"GEAR COLLAPSED ON ROLLOUT, SUSPECT GEAR WAS NOT FULLY LOCKED.                                                      ",<triplet> ROLLOUT <subj> GEAR <obj> subclass of,ROLLOUT,subclass of,GEAR
1283,1097,"DURING CLIMB, PILOTS EMERGENCY ACCESS WINDOW DOOR SEPARATED AIRCRAFT. RETURNED FOR A SAFE LANDING.                 ",<triplet> PILOTS EMERGENCY ACCESS WINDOW <subj> SEPARATED AIRCRAFT <obj> subclass of,PILOTS EMERGENCY ACCESS WINDOW,subclass of,SEPARATED AIRCRAFT
1284,1098,FORCED LANDING ON A GRAVEL BAR AFTER ENGINE QUIT. FOUND WATER IN LEFT FUEL TANK. REFUELED FROM 55 GALLON DRUM.     ,<triplet> FUEL <subj> DRUM <obj> has part <triplet> DRUM <subj> FUEL <obj> part of,FUEL,has part,DRUM
1285,1098,FORCED LANDING ON A GRAVEL BAR AFTER ENGINE QUIT. FOUND WATER IN LEFT FUEL TANK. REFUELED FROM 55 GALLON DRUM.     ,<triplet> FUEL <subj> DRUM <obj> has part <triplet> DRUM <subj> FUEL <obj> part of,DRUM,part of,FUEL
1286,1099,"ENGINES FAILED DURING RAPID DESCENT. AIRCRAFT FORCE LANDED. PILOT DID NOT HAVE LICENSE, MEDICAL OR REGISTRATION.   ",<triplet> RAPID DESCENT <subj> AIRCRAFT FORCE <obj> participant,RAPID DESCENT,participant,AIRCRAFT FORCE
1287,1100,"FLOAT PLANE ABORTED TAKEOFF DUE TO IMPROPER FLAP SETTING. INSUFFICIENT WATER REMAINED, RAN ONTO SHORELINE.         ",<triplet> FLOAT PLANE <subj> TAKEOFF <obj> location,FLOAT PLANE,location,TAKEOFF
1288,1101,THE ENGINE FAILED IN THE PATTERN AND THE PLANE STRUCK A TREE. WATER IN FUEL TANK. IMPROPER INSTRUCTOR MONITORING.  ,<triplet> FUEL <subj> TANK <obj> instance of,FUEL,instance of,TANK
1289,1102,PILOT REPORTED SMOKE IN THE COCKPIT. OIL QUANTITY FOUND LOW. NO LEAKS EXCEPT TURBOCHARGER THROWING A LITTLE OIL.   ,<triplet> TURBOCHARGER <subj> OIL <obj> product or material produced,TURBOCHARGER,product or material produced,OIL
1290,1103,DOOR CAME OPEN ON TAKEOFF ROLL. PILOT ABORTED BUT RAN OFF RUNWAY INTO A FENCE. TAKEOFF WAS MADE DOWNWIND.          ,<triplet> TAKEOFF <subj> FENCE <obj> located in or next to body of water,TAKEOFF,located in or next to body of water,FENCE
1291,1104,UPPER CABIN DOOR UNLOCKED ON CLIMBOUT RETURNED. WENT AROUND DUE TRAFFIC. DOWNDRAFT. HIT WIRES. SHEARED OFF A WING. ,<triplet> CLIMBOUT <subj> WIRES <obj> subclass of,CLIMBOUT,subclass of,WIRES
1292,1105,THE ENGINE FAILED DURING A PRACTICE FORCED LANDING. THE INSTRUCTOR FAILED TO SELECT THE PROPER FUEL PUMP MODE.     ,<triplet> PUMP <subj> ENGINE <obj> subclass of,PUMP,subclass of,ENGINE
1293,1106,FORCED LANDING AFTER FUEL EXHAUSTION. FOUND GASCOLATOR DRAIN NOT COMPLETELY CLOSED.                                ,<triplet> FUEL EXHAUSTION <subj> GASCOLATOR <obj> has effect,FUEL EXHAUSTION,has effect,GASCOLATOR
1294,1107,"BAGGAGE DOOR OPENED ON TAKEOFF,AIRCRAFT RETURNED. TIRE BLEW ON LANDING.                                            ",<triplet> BAGGAGE <subj> TAKEOFF <obj> located in the administrative territorial entity,BAGGAGE,located in the administrative territorial entity,TAKEOFF
1295,1108,DEPARTED TAXIWAY AT NIGHT AND STRUCK AN UNLIGHTED RUNWAY DIRECTION SIGN. AIRCRAFT LANDING LIGHTS BURNED OUT.       ,<triplet> DEPARTED TAXIWAY AT NIGHT <subj> RUNWAY DIRECTION <obj> facet of,DEPARTED TAXIWAY AT NIGHT,facet of,RUNWAY DIRECTION
1296,1109,THE ENGINE LOST POWER ON TAKEOFF. THE AIRCRAFT LANDED GEAR UP.A BALL OF PAINT MASKING MATERIAL BLOCKED AIR INTAKE. ,<triplet> TAKEOFF <subj> ENGINE <obj> instance of,TAKEOFF,instance of,ENGINE
1297,1110,FORCED LANDING ON HIGHWAY AFTER POWER LOSS. FOUND EXCESSIVE WATER IN FUEL TANKS. FUEL INJECTOR GASKET HAD COLLAPSED,<triplet> FUEL INJECTOR GASKET <subj> POWER LOSS <obj> has effect,FUEL INJECTOR GASKET,has effect,POWER LOSS
1298,1111,"LANDED AT AIR FORCE BASE BY MISTAKE, LORAN INDICATED DESTINATION WAS REACHED.                                      ",<triplet> AIR FORCE BASE <subj> LORAN <obj> country,AIR FORCE BASE,country,LORAN
1299,1112,"ATTEMPTED FORCED LANDING AFTER VIBRATION, LANDED SHORT AND STRUCK FENCE. AILERON QUICK ACTION FITTING DISCONNECTED.",<triplet> AILERON <subj> FITTING <obj> product or material produced,AILERON,product or material produced,FITTING
1300,1113,THE ENGINE FAILED FROM FUEL STARVATION. A BLOCKED FUEL VENT TRAPPED FUEL. PILOT FAILED TO INVESTIGATE IMBALANCE.   ,<triplet> FUEL STARVATION <subj> FUEL <obj> facet of,FUEL STARVATION,facet of,FUEL
1301,1114,ENGINE FAILED AND AIRCRAFT NOSED OVER ON LANDING. SUSPECT CARBURETOR ICING. CARB HEAT LEVER JAMMED IN OFF POSITION.,<triplet> CARB HEAT LEVER <subj> AIRCRAFT <obj> part of,CARB HEAT LEVER,part of,AIRCRAFT
1302,1115,HIT THE GROUND WHEN FLAPS WERE RAISED ON GO AROUND. PILOT FAILED TO CHECK DRIFT. NOT CURRENT FOR NIGHT FLYING.     ,<triplet> FLAPS <subj> DRIFT <obj> different from <triplet> DRIFT <subj> FLAPS <obj> different from,FLAPS,different from,DRIFT
1303,1115,HIT THE GROUND WHEN FLAPS WERE RAISED ON GO AROUND. PILOT FAILED TO CHECK DRIFT. NOT CURRENT FOR NIGHT FLYING.     ,<triplet> FLAPS <subj> DRIFT <obj> different from <triplet> DRIFT <subj> FLAPS <obj> different from,DRIFT,different from,FLAPS
1304,1116,PILOT REPORTED POWER LOSS ON LEVEL OFF. UNABLE RESTART. DITCHED IN OCEAN. DID NOT DRAIN FUSELAGE SUMPS FOR WATER.  ,<triplet> PILOT <subj> LEVEL OFF <obj> has part <triplet> LEVEL OFF <subj> PILOT <obj> part of,PILOT,has part,LEVEL OFF
1305,1116,PILOT REPORTED POWER LOSS ON LEVEL OFF. UNABLE RESTART. DITCHED IN OCEAN. DID NOT DRAIN FUSELAGE SUMPS FOR WATER.  ,<triplet> PILOT <subj> LEVEL OFF <obj> has part <triplet> LEVEL OFF <subj> PILOT <obj> part of,LEVEL OFF,part of,PILOT
1306,1117,ENTERED TCA WITHOUT ATC COMMUNICATION. PILOT WAS AWARE OF MALFUNCTIONING ENCODING ALTIMETER.                       ,<triplet> ATC <subj> TCA <obj> replaced by,ATC,replaced by,TCA
1307,1118,THE GLIDER LANDED HARD AFTER ABORTING A TOWED TAKEOFF. THE PILOT HAD FAILED TO CONNECT THE ELEVATOR PUSHROD.       ,<triplet> PUSHROD <subj> ELEVATOR <obj> subclass of,PUSHROD,subclass of,ELEVATOR
1308,1119,ENGINE FAILED ON CROSSWIND AND A FORCED LANDING WAS MADE IN A CANE FIELD. WATER WAS FOUND IN THE CARBURETOR.       ,<triplet> CROSSWIND <subj> CANE <obj> instance of,CROSSWIND,instance of,CANE
1309,1120,THE ENGINE FAILED. THE AIRCRAFT HIT TREES DURING LANDING. LESS THAN 2 GALLONS OF FUEL ON BOARD. ENGINE OIL LOW.    ,<triplet> FUEL <subj> ENGINE <obj> part of,FUEL,part of,ENGINE
1310,1121,AIRCRAFT WENT OFF RUNWAY WHILE TURNING ONTO TAXIWAY AT NIGHT. AIRPORT MAINTENANCE HAD REMOVED SEVEN TAXIWAY LIGHTS.,<triplet> Airport <subj> MAINTENANCE <obj> use,Airport,use,MAINTENANCE
1311,1122,NEW CREW ATTEMPTED A START ON PLACARDED APU. SMOKE FROM APU EXHAUST.DISCHARGED EXTINGUISHER AND EVACUATED AIRCRAFT.,<triplet> APU <subj> AIRCRAFT <obj> subclass of,APU,subclass of,AIRCRAFT
1312,1123,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT STRUCK TREES. THE PILOT FAILED TO CHECK FOR WATER IN THE FUEL.       ,<triplet> TAKEOFF <subj> AIRCRAFT <obj> instance of,TAKEOFF,instance of,AIRCRAFT
1313,1124,(.4)THE FLIGHT SUFFERED AN ENGINE POWER LOSS WHILE IN CRUISE FLIGHT DUE TO FUEL STARVATION. THE PILOT STATED THAT A,<triplet> FUEL STARVATION <subj> ENGINE <obj> has cause,FUEL STARVATION,has cause,ENGINE
1314,1125,ENGINE LOST POWER ON TAKEOFF. AIRCRAFT COLLIDED WITH WIRES AND CRASHED INVERTED. FOUND WATER IN FUEL.              ,<triplet> TAKEOFF <subj> ENGINE <obj> has part,TAKEOFF,has part,ENGINE
1315,1126,THE PILOT REPORTED ELECTRICAL FAILURE AND LANDED THE AIRCRAFT GEAR UP. FAILED TO ENGAGE AUTO GEAR OVERRIDE SYSTEM. ,<triplet> PILOT <subj> AIRCRAFT <obj> different from <triplet> AIRCRAFT <subj> PILOT <obj> different from,PILOT,different from,AIRCRAFT
1316,1126,THE PILOT REPORTED ELECTRICAL FAILURE AND LANDED THE AIRCRAFT GEAR UP. FAILED TO ENGAGE AUTO GEAR OVERRIDE SYSTEM. ,<triplet> PILOT <subj> AIRCRAFT <obj> different from <triplet> AIRCRAFT <subj> PILOT <obj> different from,AIRCRAFT,different from,PILOT
1317,1127,COMPARTMENT WAS NOT SECURED FOR TAKEOFF. METAL PACKS WITH BEVERAGE CANS FELL ON FLIGHT ATTENDANTS FOOT AND ARM.    ,<triplet> TAKEOFF <subj> METAL <obj> uses,TAKEOFF,uses,METAL
1318,1128,THE ENGINE FAILED SHORTLY AFTER TAKEOFF.  THE AIRCRAFT STRUCK WIRES ON LANDING.  WATER WAS FOUND IN THE FUEL SUMPS.,<triplet> TAKEOFF <subj> ENGINE FAILED <obj> has cause,TAKEOFF,has cause,ENGINE FAILED
1319,1130,GEAR RETRACTED ON TAKEOFF ROLL. SWITCH MAY HAVE BEEN SELECTED UP DURING MAINTENANCE. WARNING HORN INOPERATIVE.     ,<triplet> TAKEOFF <subj> GEAR <obj> manufacturer,TAKEOFF,manufacturer,GEAR
1320,1131,CABIN DOOR DEPARTED AIRCRAFT AT TAKEOFF.  PILOT ALLOWED PASSENGER TO SECURE DOOR BEFORE TAKEOFF.                   ,<triplet> TAKEOFF <subj> CABIN <obj> instance of,TAKEOFF,instance of,CABIN
1321,1132,GEAR COLLAPSED ON ROLLOUT AS GEAR HANDLE CAME OUT OF LOCKED POSITION.  SUSPECT HANDLE NOT COMPLETELY ENGAGED.      ,<triplet> GEAR COLLAPSED ON ROLLOUT <subj> GEAR HANDLE <obj> has part,GEAR COLLAPSED ON ROLLOUT,has part,GEAR HANDLE
1322,1133,ON TAKEOFF ROLL THE AIRCRAFT STRUCK HARD SNOW AT RUNWAY INTERSECTION. FOUND NOSE GEAR RETRACT TUBE BENT.           ,<triplet> TAKEOFF <subj> AIRCRAFT <obj> instance of,TAKEOFF,instance of,AIRCRAFT
1323,1134,POWER LOSS WITH OFF AIRPORT LANDING DUE TO FUEL CONTAMINATION. FUEL SAMPLES CONTAINED WATER AND RUST LIKE FLAKES.  ,<triplet> FLAKES <subj> WATER <obj> subclass of,FLAKES,subclass of,WATER
1324,1135,NOSE GEAR WOULD NOT RETRACT AFTER TAKEOFF. RETURNED AND FOUND PIN WAS INSTALLED.                                   ,<triplet> TAKEOFF <subj> Nose Gear <obj> manufacturer,TAKEOFF,manufacturer,Nose Gear
1325,1136,"BATTERY VOLTAGE LOW, NO RADIO COMMUNICATIONS HEARD EN ROUTE. LANDED WITH ATC LIGHT SIGNALS. CIRCUIT BREAKER POPPED.",<triplet> ATC <subj> RADIO <obj> subclass of,ATC,subclass of,RADIO
1326,1137,OFF AIRPORT LANDING AFTER FUEL WAS EXHAUSTED EN ROUTE. FUEL TANK FILLER CAP WAS NOT LOCKED IN PLACE.               ,<triplet> FUEL <subj> EN ROUTE <obj> located in the administrative territorial entity,FUEL,located in the administrative territorial entity,EN ROUTE
1327,1138,THE ENGINES FAILED WHEN FUEL TANKS WERE SWITCHED. THE PILOT WAS AWARE OF THE PROBLEM. AIRCRAFT WAS DITCHED IN OCEAN,<triplet> FUEL <subj> AIRCRAFT <obj> part of,FUEL,part of,AIRCRAFT
1328,1139,THE ENGINE FAILED DURING LOGGING OPERATIONS. WATER CONTAMINATION FOUND IN FUEL. FUEL FILTER BYPASS SWITCH INOP.    ,<triplet> FUEL FILTER BYPASS SWITCH <subj> FUEL <obj> has part,FUEL FILTER BYPASS SWITCH,has part,FUEL
1329,1140,APPEARS PILOT NEGLECTED TO REMOVE THE CONTROL COLUMN GUST LOCK INSTALLED EARLIER FOR WIND. LOST CONTROL AND STALLED,<triplet> LOST CONTROL <subj> CONTROL <obj> facet of,LOST CONTROL,facet of,CONTROL
1330,1141,THE PILOT REPORTED HE LOST CONTROL OF THE AIRCRAFT ON TAKEOFF DUE TO ENGAGED AUTOPILOT. NO MALFUNCTIONS NOTED.     ,<triplet> TAKEOFF <subj> AIRCRAFT <obj> subclass of,TAKEOFF,subclass of,AIRCRAFT
1331,1142,CREW OXYGEN NOTED TO BE DEPLETED ON CLIMBOUT. DIVERTED. FOUND JUMP SEAT REGULATOR SWITCH IN EMERGENCY POSITION.    ,<triplet> JUMP SEAT REGULATOR SWITCH <subj> EMERGENCY <obj> use,JUMP SEAT REGULATOR SWITCH,use,EMERGENCY
1332,1143,AIRCRAFT VEERED AT THE START OF THE TAKEOFF ROLL.  ABORTED.                                                        ,<triplet> TAKEOFF ROLL <subj> AIRCRAFT <obj> facet of,TAKEOFF ROLL,facet of,AIRCRAFT
1333,1144,LOST DIRECTIONAL CONTROL ON BALLOONED LANDING. RETRACTED FLAPS FOR 60 AROUND. STRUCK TREES BESIDE RUNWAY.          ,<triplet> LOST DIRECTIONAL CONTROL <subj> FLAPS <obj> subclass of,LOST DIRECTIONAL CONTROL,subclass of,FLAPS
1334,1145,THE AIRCRAFT WAS DITCHED WHEN FUEL WAS EXHAUSTED. PILOT REPORTED A LOOSE FUEL CAP AND AN OVERHEATED ENGINE.        ,<triplet> FUEL CAP <subj> ENGINE <obj> part of,FUEL CAP,part of,ENGINE
1335,1146,RETURNED AFTER SMOKE IN COCKPIT. FOUND SHORTED WIRES WHERE PREVIOUS ENTERTAINMENT CENTER WAS INSTALLED.            ,<triplet> The Wasp Factory <subj> John Wayne <obj> cast member,The Wasp Factory,cast member,John Wayne
1336,1147,ATTEMPTED A GO AROUND AFTER OVERSHOOT.  TURNED ON FUEL BOOST PUMP DUE TO LOW RPM AND ENGINE QUIT. DEPARTED RUNWAY. ,<triplet> FUEL BOOST PUMP <subj> ENGINE <obj> part of,FUEL BOOST PUMP,part of,ENGINE
1337,1148,THE GLIDER OVERSHOT THE RUNWAY AND HIT A FENCE. THE UNCERTIFICATED PILOT CONFUSED THE FLAPS WITH THE SPOILER HANDLE,<triplet> The Flying Machine <subj> John Wayne <obj> cast member,The Flying Machine,cast member,John Wayne
1338,1149,CABIN DOOR OPENED ON LIFTOFF. PILOT ELECTED TO ABORT BUT LANDED BEFORE THE GEAR LOCKED DOWN. CAN FLY WITH OPEN DOOR,<triplet> LIFTOFF <subj> GEAR <obj> subclass of,LIFTOFF,subclass of,GEAR
1339,1150,THE PLANE NOSED OVER DURING A WATER LANDING.  THE STUDENT INADVERTENTLY LOWERED THE GEAR.  INSTRUCTOR WAS IN PLANE.,<triplet> WATER LANDING <subj> PLANET <obj> subclass of,WATER LANDING,subclass of,PLANET
1340,1151,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",<triplet> N106DA <subj> AIRCRAFT <obj> subclass of,N106DA,subclass of,AIRCRAFT
1341,1152,"THE ENGINE QUIT AFTER LIFTOFF. THE HELICOPTER ROLLED OVER ON LANDING. A WHITE, MILKY SUBSTANCE FOUND IN THE FUEL.  ",<triplet> LIFTOFF <subj> HELICOPTER <obj> facet of,LIFTOFF,facet of,HELICOPTER
1342,1153,THE ENGINE FAILED ON TAKEOFF. THE AIRCRAFT STRUCK A FENCE AND A DITCH ON LANDING. WATER FOUND IN FUEL.             ,<triplet> FUEL <subj> AIRCRAFT <obj> used by,FUEL,used by,AIRCRAFT
1343,1154,THE AIRCRAFT WAS FORCED TO LAND IN A FARM FIELD.INSTRUCTOR FAILED TO RESTORE POWER AFTER SIMULATED ENGINE FAILURE. ,<triplet> FARM <subj> FIELD <obj> subclass of,FARM,subclass of,FIELD
1344,1155,THE AIRCRAFT IMPACTED IN A PARKING LOT DURING GO AROUND. FLAPS RETRACTED EARLY. STUDENT PILOT ACTED AS INSTRUCTOR. ,<triplet> The Flying Machine <subj> John F. Kennedy <obj> creator,The Flying Machine,creator,John F. Kennedy
1345,1156,"BOMB THREAT CAUSED NON SCHEDULED LANDING AND EVACUATION. SOME SLIDES FAILED, ONE DETACHED BY ERROR. SEVERAL INJURED",<triplet> BOMB THREAT <subj> EVACUATION <obj> has effect,BOMB THREAT,has effect,EVACUATION
1346,1157,THE AIRCRAFT GROUND LOOPED ON TAKEOFF ROLL. THE PILOT FAILED TO CHECK THE SEAT LATCH AND IT SLID FULL AFT.         ,<triplet> TAKEOFF <subj> AIRCRAFT <obj> subclass of,TAKEOFF,subclass of,AIRCRAFT
1347,1158,THE PILOT LOST CONTROL OF THE AIRCRAFT AT ROTATION.  THE CONTROL COLUMN GUST LOCK HAD NOT BEEN REMOVED.            ,<triplet> GUST LOCK <subj> AIRCRAFT <obj> facet of,GUST LOCK,facet of,AIRCRAFT
1348,1159,THE ENGINE FAILED SHORTLY AFTER TAKEOFF.  THE AIRCRAFT HIT TREES ON LANDING.  WATER AND DEBRIS IN FUEL SYSTEM.     ,<triplet> TAKEOFF <subj> ENGINE FAILED <obj> has cause,TAKEOFF,has cause,ENGINE FAILED
1349,1160,ENGINE FAILED ON TAKEOFF AND AIRCRAFT WAS UNABLE TO MAKE THE RUNWAY. WATER AND ALGAE FOUND IN SERVO INDUCTION PUMP.,<triplet> TAKEOFF <subj> SERVO <obj> located in the administrative territorial entity,TAKEOFF,located in the administrative territorial entity,SERVO
1350,1161,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT IMPACTED THE FROZEN LAKE. PILOT SUSPECTS INADEQUATE PREHEATING.      ,<triplet> TAKEOFF <subj> FROZEN LAKE <obj> located in or next to body of water,TAKEOFF,located in or next to body of water,FROZEN LAKE
1351,1162,FORCED LANDING IN A FIELD AFTER SEVERE ENGINE VIBRATION EN ROUTE. FOUND SIGNS OF OIL STARVATION. OIL CAP LOOSE.    ,<triplet> OIL CAP LOOSE <subj> SEVERE ENGINE VIBRATION EN ROUTE <obj> facet of,OIL CAP LOOSE,facet of,SEVERE ENGINE VIBRATION EN ROUTE
1352,1163,ENGINE LOST POWER ON CLIMBOUT. OVERSHOT RUNWAY ON LANDING WITHOUT FLAPS. WATER IN FUEL. FUEL TANK AD NOT COMPLIED. ,<triplet> FUEL TANK AD <subj> FUEL <obj> has part,FUEL TANK AD,has part,FUEL
1353,1164,A CARGO DOOR WARNING LIGHT CAME ON DURING CLIMB.  THE AIRCRAFT RETURNED TO THE AIRPORT.  DOOR IMPROPERLY LATCHED.  ,<triplet> LATCHED <subj> CARGO <obj> part of,LATCHED,part of,CARGO
1354,1165,THE ENGINE FAILED FROM FUEL EXHAUSTION ON LANDING APPROACH. THE PILOT FAILED TO ADEQUATELY PREFLIGHT AIRCRAFT.     ,<triplet> FUEL EXHAUSTION <subj> AIRCRAFT <obj> facet of,FUEL EXHAUSTION,facet of,AIRCRAFT
1355,1166,THE ENGINE FAILED DURING TAKEOFF AND THE AIRCRAFT STRUCK WIRES.  THE PILOT FAILED TO DRAIN WATER FROM FUEL SYSTEM. ,<triplet> TAKEOFF <subj> ENGINE <obj> has cause,TAKEOFF,has cause,ENGINE
1356,1167,THE AIRCRAFT IMPACTED THE GROUND DURING AN ATTEMPTED GO AROUND IN GUSTY WINDS. THE PILOT FAILED TO RETRACT FLAPS.  ,<triplet> F-18 Hornet <subj> Lockheed Martin <obj> manufacturer,F-18 Hornet,manufacturer,Lockheed Martin
1357,1168,OIL ON RIGHT ENGINE DECREASED AFTER LIFTOFF. RETURNED AND FOUND OIL CAP AJAR.                                      ,<triplet> LIFTOFF <subj> Oil <obj> product or material produced,LIFTOFF,product or material produced,Oil
1358,1169,"DURING TAXI ON YELLOW LINE, THE WINGTIP STRUCK A MISPLACED BARRICADE.                                              ",<triplet> BARRICADE <subj> YELLOW <obj> located in the administrative territorial entity,BARRICADE,located in the administrative territorial entity,YELLOW
1359,1170,THE FLOAT EQUIPPED AIRCRAFT MADE A WATER LANDING WITH THE WHEELS DOWN. THE AIRCRAFT NOSED OVER.                    ,<triplet> FLOAT EQUIPPED AIRCRAFT <subj> WATER LANDING <obj> subclass of,FLOAT EQUIPPED AIRCRAFT,subclass of,WATER LANDING
1360,1171,AFT BAGGAGE DOOR CAME OPEN AT ROTATION. RETURNED AND SECURED DOOR. COPILOT VISUALLY CHECKED DOOR BEFORE TAKEOFF.   ,<triplet> AFT BAGGAGE <subj> TAKEOFF <obj> located in the administrative territorial entity,AFT BAGGAGE,located in the administrative territorial entity,TAKEOFF
1361,1172,"COCKPIT FILLED WITH SMOKE UPON GEAR EXTENSION, NOSE GEAR FAILED TO LOCK DOWN. FOUND CLOTHING HAD JAMMED GEAR HANDLE",<triplet> COCKPIT <subj> NOSE GEAR <obj> has part <triplet> NOSE GEAR <subj> COCKPIT <obj> part of,COCKPIT,has part,NOSE GEAR
1362,1172,"COCKPIT FILLED WITH SMOKE UPON GEAR EXTENSION, NOSE GEAR FAILED TO LOCK DOWN. FOUND CLOTHING HAD JAMMED GEAR HANDLE",<triplet> COCKPIT <subj> NOSE GEAR <obj> has part <triplet> NOSE GEAR <subj> COCKPIT <obj> part of,NOSE GEAR,part of,COCKPIT
1363,1173,"THE AIRCRAFT DITCHED WHEN THE ENGINES QUIT. PILOT HAD BEEN LOST DUE TO WEATHER, OPERATING WITHOUT NAVIGATION AIDS. ",<triplet> PILOT <subj> NAVIGATION <obj> field of this occupation <triplet> NAVIGATION <subj> PILOT <obj> practiced by,PILOT,field of this occupation,NAVIGATION
1364,1173,"THE AIRCRAFT DITCHED WHEN THE ENGINES QUIT. PILOT HAD BEEN LOST DUE TO WEATHER, OPERATING WITHOUT NAVIGATION AIDS. ",<triplet> PILOT <subj> NAVIGATION <obj> field of this occupation <triplet> NAVIGATION <subj> PILOT <obj> practiced by,NAVIGATION,practiced by,PILOT
1365,1174,ENGINE SURGED DURING TAKEOFF ROLL. ABORTED TAKEOFF AND DEPARTED RUNWAY END. INCOMPLETE ENGINE RUNUP AND PREFLIGHT. ,<triplet> TAKEOFF <subj> ENGINE <obj> instance of,TAKEOFF,instance of,ENGINE
1366,1175,CARGO DOOR OPENED ON TAKEOFF. RETURNED WITH DOOR LIGHTS ON.                                                        ,<triplet> CARGO <subj> TAKEOFF <obj> located in the administrative territorial entity,CARGO,located in the administrative territorial entity,TAKEOFF
1367,1176,LANDING GEAR RETRACTED PREMATURELY DURING TAKEOFF. GEAR SWITCH WAS PLACED IN UP POSITION ACCIDENTLY ON PREFLIGHT.  ,<triplet> TAKEOFF <subj> GEAR SWITCH <obj> item operated,TAKEOFF,item operated,GEAR SWITCH
1368,1177,ABORTED TAKEOFF WHEN SNOW REMOVAL VEHICLE DROVE ONTO RUNWAY.                                                       ,<triplet> TAKEOFF <subj> REMOVAL <obj> instance of,TAKEOFF,instance of,REMOVAL
1369,1178,UNABLE TO CLEAR FENCE ON TAKEOFF ROLL. ENGINE FAILED TO DEVELOP FULL POWER DUE TO IMPROPER WARMUP PROCEDURES.      ,<triplet> TAKEOFF <subj> ENGINE <obj> instance of,TAKEOFF,instance of,ENGINE
1370,1179,RADIOS BECAME INOPERATIVE EN ROUTE. AIRCRAFT RETURNED TO DEPARTURE CITY. FOUND CIRCUIT BREAKER OPEN. CAUSE UNKNOWN.,<triplet> CIRCUIT <subj> RADIOS <obj> uses,CIRCUIT,uses,RADIOS
1371,1180,PILOT UNFAMILIAR WITH RADIO EQUIPMENT IN THE AIRCRAFT REQUIRED SPECIAL HANDLING.                                   ,<triplet> AIRCRAFT <subj> MILITARY <obj> instance of,AIRCRAFT,instance of,MILITARY
1372,1181,FRONT BAGGAGE DOOR CAME OPEN. A SUITCASE FLEW OUT AND BENT THE RIGHT PROPELLER.  PILOT DITCHED AIRCRAFT IN OCEAN.  ,<triplet> BAGGAGE <subj> AIRCRAFT <obj> part of,BAGGAGE,part of,AIRCRAFT
1373,1182,DURING BACK TAXI SMOKE WAS SEEN FROM THE LEFT SIDE OF PLANE. EVACUATION. OIL MIST VENTING THROUGH ENGINE BREATHER. ,<triplet> OIL MIST <subj> SMOKE <obj> subclass of,OIL MIST,subclass of,SMOKE
1374,1183,THE AIRCRAFT RETURNED TO THE AIRPORT AFTER TAKEOFF. THE LANDING GEAR GROUND LOCK PINS WERE NOT REMOVED ON PREFLIGHT,<triplet> LANDING GEAR GROUND LOCK PINS <subj> AIRCRAFT <obj> part of,LANDING GEAR GROUND LOCK PINS,part of,AIRCRAFT
