,index,input,head,relation,tail
1519,1363,AFTER SWITCHING TANKS FUEL FLOW DIMINISHED TILL ENGINE SPUTTERING CAUSED FORCED LANDING. FUEL WAS CONTAMINATED.    ,main fuel cap,subclass of,fuel cap
1520,1364,LOST POWER ON TAKEOFF. LANDED WITH GEAR UP ON SAME RUNWAY. WATER IN FUEL TANK. FILLER CAP FIT LOOSELY.             ,dc9,instance of,snowplow
1521,1365,REPORTED NO GEAR LIGHTS. LANDED SAFELY AFTER GEAR DOWN FLYBY. GEAR LIGHTS DIM DUE TO NAV LIGHTS ON. HARD TO SEE.   ,left,opposite of,right
1522,1366,"ERRATIC TAKEOFF RUN .JERKED INTO AIR,HIT TAIL AND WING ON RUNWAY.CARTWHEELED OFF RUNWAY. ELEVATOR TRIM FULL NOSE UP",gear up,subclass of,unsafe light
1523,1367,VEERED OFF RUNWAY AT START OF TAKEOFF ROLL. STOPPED WITHOUT DAMAGE. CREW HAD FAILED TO REMOVE NR2 ENGINE STARTLOCKS,landing gear,subclass of,main gear
1524,1368,NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF. RETURNED. ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP.           ,runway,different from,turnout
1525,1368,NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF. RETURNED. ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP.           ,turnout,different from,runway
1526,1369,LANDED BEHIND DC9 WHICH BLEW UP A GREAT DEAL OF SNOW. PULLED RIGHT ON ROLLOUT. WINDROW FROM SNOWPLOW CAUSED PULL.  ,airport,has part,runway
1527,1369,LANDED BEHIND DC9 WHICH BLEW UP A GREAT DEAL OF SNOW. PULLED RIGHT ON ROLLOUT. WINDROW FROM SNOWPLOW CAUSED PULL.  ,runway,part of,airport
1528,1370,RIGHT EMERGENCY DOOR SEPARATED ON CLIMB. RETURNED. FOUND RELEASE HANDLE PARTIALLY DISENGAGED.                      ,gear lock,subclass of,retract gear
1529,1371,NOSE GEAR UNSAFE LIGHT. TOW BAR HANGING FROM WHEEL. RETURNED. LANDED WITH GEAR UP. FORGOT TO REMOVE BAR.           ,delayed gear extension,subclass of,gear up
1530,1372,UNABLE TO RETRACT RIGHT MAIN GEAR ON CLIMBOUT. RETURNED AFTER DUMPING FUEL. LANDING GEAR SAFETY PIN WAS IN PLACE.  ,fire warning,facet of,fire
1531,1373,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.                  ",ice in hull,subclass of,cruise
1532,1374,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. TAXIED TO RAMP. PILOT DID NOT RECALL CHECKING DOOR.                 ,cockpit seat,part of,overturned
1533,1375,UNABLE TO RETRACT GEAR. RETURNED AND LANDED SAFELY. NOSE GEAR LOCK PINS INSTALLED. REMOVED AND RESUMED FLIGHT.     ,aborted,subclass of,takeoff
1534,1376,STUDENT DELAYED GEAR EXTENSION ON SIMULATED ENGINE FAILURE. TOWER ADVISED GEAR UP. LOWERED GEAR AND LANDED.        ,engine,connects with,ramp
1535,1376,STUDENT DELAYED GEAR EXTENSION ON SIMULATED ENGINE FAILURE. TOWER ADVISED GEAR UP. LOWERED GEAR AND LANDED.        ,ramp,connects with,engine
1536,1377,NR2 FIRE WARNING ON CLIMBOUT. SHUT ENGINE DOWN AND RETURNED. FOUND BIRD NEST BEING BUILT IN ENGINE INTAKE. NO FIRE.,cockpit,has part,seatbelt
1537,1377,NR2 FIRE WARNING ON CLIMBOUT. SHUT ENGINE DOWN AND RETURNED. FOUND BIRD NEST BEING BUILT IN ENGINE INTAKE. NO FIRE.,seatbelt,part of,cockpit
1538,1378,ELEVATOR PARTIALLY JAMMED IN CRUISE. EMERGENCY LANDING AT BURLINGTON WITHOUT INCIDENT. ICE IN HULL CAUSED PROBLEM. ,oil leak,has cause,pressure fluctuation
1539,1379,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF. FOUND LOOSE FRONT COCKPIT SEAT HAD FALLEN TO FLOOR. JAMMED LEFT BRAKE.,fuel pump,part of,cfi
1540,1380,LEFT ENGINE DID NOT DEVELOP ENOUGH POWER ON TAKEOFF. ABORTED. RAN OFF RUNWAY. FOUND WATER IN SUMP.                 ,oil spill,has effect,smoke
1541,1381,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.                 ,lowt,subclass of,directional control
1542,1382,NOSED UP ON LIFTOFF. UNABLE TO COMPENSATE AND STALLED. CONTROL STICK IN FRONT COCKPIT WAS TIED AFT BY THE SEATBELT.,down lock,subclass of,nose gear
1543,1383,SHUT DOWN ENGINE BECAUSE OF OIL LEAK AND PRESSURE FLUCTUATION. LANDED SAFELY. FOUND LOOSE OIL DIPSTICK.            ,fuel boost pump,part of,engine
1544,1384,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,solt field,subclass of,cylinders
1545,1385,SMOKE IN COCKPIT AFTER HEATER TURNED ON. RETURNED. OIL SPILL DURING PREFLIGHT SERVICE WAS SOURCE OF SMOKE.         ,oil change,has cause,oil leak
1546,1386,NOSE GEAR LEFT RUNWAY WHILE MAKING 180 DEGREE TURN. PILOT LOWT DIRECTIONAL CONTROL. MISUSED THROTTLES.             ,door,part of,inflight
1547,1387,TOOK OFF WITH TOW BAR ATTACHED. UNABLE TO RETRACT NOSE GEAR. DAMAGED DOWN LOCK. GEAR COLLAPSED ON LANDING.         ,runway,used by,pilot
1548,1388,LEFT ENGINE FAILED WHEN FUEL BOOST PUMP SET ON HIGH. SAFE LANDING. UNFAMILIAR SWITCHES AND PILOT FLOODED ENGINE.   ,oxygen mask,part of,seats
1549,1389,SMELLED SMOKE IN CABIN. MADE PRECAUTIONARY LANDING IN A SOLT FIELD AND NOSED OVER. FOUND BIRD NEST IN CYLINDERS.   ,2009 World Championships,point in time,2009
1550,1390,REPORTED AN OIL LEAK AFTER TAKEOFF. RETURNED. LANDED SAFELY. PILOT FORGOT TO REPLACE OIL CAP AFTER OIL CHANGE.     ,Llanbrynmairn,located in the administrative territorial entity,Wales
1551,1392,CANOPY CAME OPEN ON TOW. ROPE BROKE FROM DRAG. PILOT MADE 180 AND LANDED HARD ON SAME RUNWAY. NO LATCH DEFECTS.    ,John F. Kennedy,position held,Secretary of Defense
1552,1393,AFTER LANDING IT WAS DETERMINED THERE WAS INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD.    ,taxiing,followed by,takeoff
1553,1394,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,landing gear,use,gear retraction
1554,1395,REPORTED LOOSING POWER EN ROUTE. PANICED. CRASHED INTO POND. FOUND FEUEL CAP OFF. SIPHONED FUEL.                   ,aborted,subclass of,takeoff
1555,1396,OIL COVERED WINDSHIELD. EMERGENCY LANDING IN FIELD. OIL CAP DIPSTICK WAS MISSING. HAD PRIOR OIL CHANGE.            ,oil filter,part of,engine
1556,1397,"LOST RIGHT ENGINE ON CLIMBOUT FEATHERED RETURNED AND LOST LEFT ENGINE,LANDED IN A CANAL.BOTH ENGINES TRAILING SMOKE",spoilers,use,tow
1557,1398,WHILE TAXIING FOR TAKEOFF THE RIGHT MAIN GEAR SANK THROUGH THE ASPHALT STOPPING THE AIRCRAFT. NO DAMAGE OR INJURIES,oil leak,has cause,oil cap lock
1558,1399,ENGINE FAILED ON GEAR RETRACTION. LANDED GEAR UP ON SAME RUNWAY. FOUND WATER IN FUEL.                              ,The Flying Machine,cast member,John Wayne
1559,1400,"NOT ACCELERATING ON TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. HIT FENCE AND A VAN. PARKING BRAKE NOT RELEASED.   ",runway,has part,ditch
1560,1400,"NOT ACCELERATING ON TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. HIT FENCE AND A VAN. PARKING BRAKE NOT RELEASED.   ",ditch,part of,runway
1561,1401,FLUCTUATING ENGINE OIL PRESSURE. PRECAUTIONARY LANDING. DISCOVERED A LOOSE OIL FILTER CAP.                         ,aircraft collided with parked plane,has cause,engine start
1562,1402,RELEASED TOW ON INITIAL TAKEOFF AND LANDED HARD OFF AIRPORT. TOW PLANE SIGNALED SPOILERS DEPLOYED NOT A DISCONNECT.,John F. Kennedy,position held,President
1563,1403,LOW OIL PRESSURE AND OIL LEAK INFLIGHT. SHUT DOWN. LANDED FAST AND BLEW 2 TIRES BRAKING. OIL CAP LOCK TANG UNLOCKED,F-117 Star,manufacturer,Boeing
1564,1404,TRIED TO TAKE OFF WITH CEMENT TAIL TIEDOWN ATTACHED. SECOND TRY ROPE BROKE LIFTED OFF NOSE HIGH HIT TREES ON SHORE.,runway,use,liftoff
1565,1405,LOST DIRECTIONAL CONTROL ON ROLLOUT. VEERED OFF RUNWAY INTO DITCH. A BOTTLE HAD LODGED UNDER LEFT RUDDER PEDAL.    ,seat belt,part of,cabin
1566,1406,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,engine,use,aerobatic
1567,1407,ENGINE QUIT ON CLIMBOUT.LANDED IN TREES.WATER IN FUEL. HAD SAT OUTSIDE FOR THREE WEEKS WITH ONE THIRD FUEL IN TANKS,The Flying Machine,cast member,John Wayne
1568,1408,ON TEST FLIGHT UNABLE TO UNFEATHER LEFT ENGINE THAT HAS HYDRAULIC PUMP. LACKED KNOWLEDGE OF ALTERNATE PROCEDURES.  ,circuit breakers,subclass of,electrical problem
1569,1409,ENGINES LOST POWER AFTER LIFTOFF. IMPACTED GROUND BEYOND  END OF RUNWAY. PILOT STATED HE DID NOT DRAIN FUEL SUMPS. ,crashed into trees,has effect,take off
1570,1410,VIBRATION IN AIRFRAME ON DEPARTURE. RETURNED. FOUND RIGHT FRONT SEAT BELT HANGING OUT OF CABIN DOOR.               ,off,different from,reset
1571,1411,ENGINE QUIT DURING AN AEROBATIC MANUEVER. AIRCRAFT STALLED AND SPUN INTO TREES. FOUND PRIMER UNLOCKED.             ,runway,has part,brakes
1572,1412,DOOR CAME OPEN ON CLIMBOUT. TRIED TO CLOSE IT CIRCLING TO LAND TOO LOW DRAGGED A WING CARTWHEELED.                 ,pilotless,subclass of,glider
1573,1413,ELECTRICAL PROBLEM EN ROUTE. DID NOT CHECK CIRCUIT BREAKERS. LANDED WITH GEAR UP.                                  ,engine,has part,cowling
1574,1413,ELECTRICAL PROBLEM EN ROUTE. DID NOT CHECK CIRCUIT BREAKERS. LANDED WITH GEAR UP.                                  ,cowling,part of,engine
1575,1414,"TRIED TO TAKE OFF WITH CARBURETOR HEAT STILL ON UNNOTICED BY PILOT. UNABLE TO CLIMB,CRASHED INTO TREES.            ",swerve,part of,takeoff
1576,1415,ENGINE QUIT ON DOWNWIND AFTER TAKEOFF. PILOT MAY HAVE BUMPED UNGUARDED MAGNETO SWITCHS TO OFF. FAILED TO RESET.    ,ground lock,subclass of,gear
1577,1416,"ON LANDING, NO BRAKES, NO FLAPS, PROPS MALFUNCTIONED. UNABLE TO STOP. RAN OFF END OF RUNWAY.                       ",airport,place served by transport hub,Atlanta
1578,1417,HAD A PILOTLESS GLIDER IN TOW ON TAKEOFF. GLIDER PITCHED UP AND LIFTED TAIL. PROP HIT GROUND BEFORE TAIL LOWERED.  ,strut,part of,wing
1579,1418,ENGINE COWLING OPENED ON CLIMBOUT. DECLARED EMERGENCY AND RETURNED. NO CAUSE FOR INFLIGHT OPENING FOUND.           ,fire explosion,has cause,fuel leak
1580,1419,FAILED TO RECOGNIZE OFFSET RUDDER TRIM OR CORRECT SWERVE ON TAKEOFF. ABORTED LATE.IMPROPER PROCEDURES CAUSED OVERUN,door support rod,part of,cabin door
1581,1420,UNSAFE GEAR LIGHT WHEN HANDLE UP. RETURNED. LANDED SAFELY. NOSE GEAR GROUND LOCK PIN NOT POSITIONED PROPERLY.      ,rust,has effect,varnish
1582,1421,DOOR OPENED EN ROUTE. UNABLE TO COMMUNICATE WITH TOWER. DISRUPTED TRAFFIC. LANDED SAFELY.                          ,crash landed,opposite of,climbout
1583,1422,FLEW AIRCRAFT BEING RESTORED WITHOUT PROPER INSPECTION OR ANNUAL. UPPER STRUT ATTACH BOLT MISSING. WING FOLDED UP. ,1989,point in time,1989
1584,1423,ON TAKEOFF FIRE EXPLOSION RIGHT WING WHEN STROBES TURNED ON. HISTORY WING FUEL LEAK. AD ON SAME NOT COMPLIED.      ,1969,point in time,1969
1585,1424,SAW TOP HALF OF CABIN DOOR AJAR. PRECAUTIONARY LANDING. FOUND DOOR SUPPORT ROD BROKEN. MADE REPAIRS AND CONTINUED. ,oil tank valve,part of,forced landing
1586,1425,"AFTER SEVERAL FORCED LANDINGS DUE TO ROUGH ENGINE WAS FORCED DOWN AGAIN. HAD BEEN IN STORAGE. RUST, VARNISH IN FUEL",seat belt,use,takeoff
1587,1426,FAILED TO DRAIN SUMPS PRIOR TAKEOFF AFTER AIRCRAFT SAT OUT IN HEAVY RAIN. ENGINE QUIT ON CLIMBOUT. CRASH LANDED.   ,tail wheel,subclass of,aircraft
1588,1427,"TOOK OFF WITH FULL FLAPS, WALLOWED AND CLIMBED NOSE HIGH AT SLOW SPEED UNTIL A STALL AND CRASH.                    ",airport,different from,airport
1589,1428,HELICOPTER ROLLED OVER ON LIFTING FROM OIL PLATFORM PAD. LEFT REAR TIEDOWN STRAP WAS STILL SECURED.                ,carb,has part,air duct
1590,1429,ENGINE RPM DROP AND VIBRATION. HIT SEVERAL OBSTRUCTIONS ON FORCED LANDING. INDICATES OIL TANK VALVE WAS OFF.       ,tow hitch,part of,empannage
1591,1430,HIT ROOF ON TAKEOFF IN TURBULENCE. LOST CONTROL ENGINE FLOODED. RECOVERED MADE HARD LANDING. SEAT BELT NOT SECURED.,crashed,instance of,land
1592,1431,FIRST SOLO IN TAIL WHEEL AIRCRAFT. PUSHED TRIM KNOB INSTEAD OF POWER ON FINAL TOO LOW PUT IT INTO TREES OFF RUNWAY.,crashed in field,item operated,rotor blades
1593,1432,NO FUEL AT REPAIR AIRPORT. GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS. DEPARTED. ENGINE QUIT. DITCHED OFF SHORE,icing,subclass of,landings
1594,1433,REPORT ENGINE QUIT. WAS RETURNIG. STALLED SHORT FINAL. BURNED ON IMPACT. FOAM PLUG ON CARB AIR DUCT NOT REMOVED.   ,fuel cap,part of,tank
1595,1434,BAGGAGE CART DISENGAGED FROM TOW HITCH AND ROLLED INTO PARKED AIRCRAFT. DAMAGED EMPANNAGE. DEFECT SERVICE EQUIPMENT,oil exhaustion,has effect,forced landing
1596,1435,LANDED. DROPPED PASSENGER. ROSE TO LAND ON FAR SIDE OF WIRES. BURNERS FAILED. HIT WIRES. ACTUATOR WIRE WAS BROKEN. ,1969 Atlantic hurricane season,point in time,1969
1597,1436,"TOOK OFF WITH CARGO LINE ATTACHED. LINE STRUCK TRAILS, REBOUNDED AND FOULED ROTOR BLADES. CRASHED IN FIELD.        ",crashed into trees off end of airport and burned,instance of,aircraft
1598,1437,"PRACTICE ICING TAKEOFFS AND LANDINGS,CONTROLLER INSTRUCTED GO AROUND.ENGINE QUIT,LANDED IN SNOW,FLIPPED OVER.      ",cowling,connects with,fuel line
1599,1437,"PRACTICE ICING TAKEOFFS AND LANDINGS,CONTROLLER INSTRUCTED GO AROUND.ENGINE QUIT,LANDED IN SNOW,FLIPPED OVER.      ",fuel line,connects with,cowling
1600,1438,TOWER ADVISED PILOT FUEL VENTING FROM TANK AFTER DEPARTURE. RETURNED. SPRING LOADED FUEL CAP HAD POPPED OPEN.      ,engine,has part,rotor
1601,1438,TOWER ADVISED PILOT FUEL VENTING FROM TANK AFTER DEPARTURE. RETURNED. SPRING LOADED FUEL CAP HAD POPPED OPEN.      ,rotor,part of,engine
1602,1439,OIL EXHAUSTION ON STUDENT CROSS-COUNTRY FLIGHT. FORCED LANDING. OIL FILLER CAP NOT SECURED. ENGINE OIL SIPHONED OUT,oil starvation,subclass of,glider tow
1603,1440,ENGINE QUIT AFTER DEPARTURE. FORCED LANDING IN FIELD. FOUND THREE GALLONS OF WATER IN FUEL.                        ,John Wayne,notable work,The Lion King
1604,1440,ENGINE QUIT AFTER DEPARTURE. FORCED LANDING IN FIELD. FOUND THREE GALLONS OF WATER IN FUEL.                        ,The Lion King,composer,John Wayne
1605,1441,"DOOR CAME OPEN ON TAKEOFF,LOST CONTROL OF AIRCRAFT,STALLED,CRASHED INTO TREES OFF END OF AIRPORT AND BURNED.       ",airport,use,landing
1606,1442,FIRE ERUPTED STARTING ENGINE. FAILED TO NOTE LOOSE COWLING. NO AIR FILTER. FUEL LINE NOT CAPPED.                   ,forced landing,has effect,crash
1607,1443,ENGINE COWLING CAME LOOSE ON TEST FLIGHT. EMERGENCY LANDING DUE TO DAMAGED ROTORS.                                 ,water at source,part of,fuel system
1608,1444,PARTIAL POWER LOST ON GLIDER TOW. UNHOOKED GLIDER. LANDED SHORT OF RUNWAY. NOSED OVER. HAD OIL STARVATION.         ,BAE Systems,follows,BAE Systems
1609,1444,PARTIAL POWER LOST ON GLIDER TOW. UNHOOKED GLIDER. LANDED SHORT OF RUNWAY. NOSED OVER. HAD OIL STARVATION.         ,BAE Systems,followed by,BAE Systems
1610,1445,LIFTED OFF TRAILER TO REPARK. ENCOUNTERED DYNAMIC ROLLOVER. A SKID WAS STILL TIED DOWN.                            ,exhaust system,part of,engine
1611,1446,LOST POWER ON CLIMBOUT. TURNING BACK AND LANDING AT AIRPORT STRUCK POLES. FOUND WATER IN FUEL.                     ,burned,has effect,smoke
1612,1447,RAN OUT OF FUEL EN ROUTE AT NIGHT. ON FORCED LANDING STRUCK TREES AND UTILITY POLE. FUEL CAP MISSING. SIPHONED FUEL,landing,location,runway
1613,1448,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,Lost Cause,cast member,John F. Kennedy
1614,1449,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR. GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER.      ,unqualified,subclass of,pilot
1615,1450,"FIRE FROM RIGHT ENGINE ON CLIMB, RETURNED. OIL LEAK ONTO HOT EXHAUST SYSTEM FROM UNSECURED OIL DIPSTICK.           ",engine inlet,connects with,air inlet
1616,1450,"FIRE FROM RIGHT ENGINE ON CLIMB, RETURNED. OIL LEAK ONTO HOT EXHAUST SYSTEM FROM UNSECURED OIL DIPSTICK.           ",air inlet,connects with,engine inlet
1617,1451,HIGH AND FAST BEGAN GO AROUND TRAILING SMOKE. LOST POWER STALLED BURNED ON IMPACT. BOOST PUMP ON MADE RICH MIXTURE.,pilot flaps,part of,stalled
1618,1452,PILOT STATED ON LANDING AIRCRAFT HIT BUMP ON RUNWAY. BOUNCED. MADE A GO AROUND. NOSE GEAR BROKE ON LANDING.        ,ferry,has part,pontoon
1619,1453,LOST POWER ON CLIMBOUT. TRIED RETURN. LANDED IN FALLOW FIELD. NOSED OVER WATER IN FUEL.                            ,mixture control,opposite of,carb heat control
1620,1453,LOST POWER ON CLIMBOUT. TRIED RETURN. LANDED IN FALLOW FIELD. NOSED OVER WATER IN FUEL.                            ,carb heat control,opposite of,mixture control
1621,1454,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS. RETURNED TO AIRPORT. COPILOT UNQUALIFIED IN AIRCRAFT.     ,intercepting,subclass of,auto pilot
1622,1455,RIGHT ENGINE DID NOT ACCELERATE NORMALLY. ABORTED. FOUND ENGINE INLET COVER WAS PARTIALLY INGESTED INTO AIR INLET. ,2008 Summer Olympics,point in time,2008
1623,1456,STALLED AND CRASHED INTO RESIDENCE AFTER TAKEOFF. ATC ADVISED PILOT FLAPS APPEARED EXTENDED.                       ,Cockpit,subclass of,aircraft
1624,1457,RAN OUT OF FUEL ON FERRY FLIGHT. LEFT PONTOON SEPARATED LANDING IN A POND. FUEL CAP NOT SECURED. FUEL SIPHONED.    ,runway,use,go around
1625,1458,TURNING BASE LOST POWER. LANDED IN GRAVEL PIT. NOSED OVER. HAD PULLED MIXTURE CONTROL INSTEAD OF CARB HEAT CONTROL.,road,subclass of,asphalt
1626,1459,HIGH ON COUPLED APPROACH. LETDOWN AT 2000 FPM. AUTO PILOT OVERCONTROLLED INTERCEPTING GLIDE PATH. AIRFRAME DAMAGED.,tank,has part,engine
1627,1459,HIGH ON COUPLED APPROACH. LETDOWN AT 2000 FPM. AUTO PILOT OVERCONTROLLED INTERCEPTING GLIDE PATH. AIRFRAME DAMAGED.,engine,part of,tank
1628,1460,"TRIED TO GO AROUND WITH LEAN MIXTURE AND FULL FLAPS.  RIGHT ENGINE STALLED,LOST CONTROL BELOW VMC. CARTWHEELED.    ",propeller,used by,pilot
1629,1461,COCKPIT DOOR OPENED AFTER DEPARTURE. RETURNED. LANDED WITHOUT INCIDENT.                                            ,runway,use,maintenance
1630,1462,"ON THIRD TRY FOR LANDING, BEGAN GO AROUND, FULL FLAPS. UNABLE CLIMB, ABORTED. RAN OFF END RUNWAY INTO TREES.       ",airport,significant event,crashed
1631,1463,WHILE TAXIING THE RIGHT GEAR BROKE THROUGH THE ASPHALT AND BECAME STUCK ON TAXIWAY.                                ,takeoff roll,subclass of,door latch
1632,1464,SWITCHED TANKS TURNING FINAL AFTER DROPPING BANNER. ENGINE QUIT. NOSED OVER IN WHEAT FIELD. DID NOT DRAIN SUMPS.   ,1969 Atlantic hurricane season,point in time,1969
1633,1465,PILOT FAILED TO REMOVE CHAIN FROM PROPELLER DURING PREFLIGHT. VIBRATION INFLIGHT. FOUND DAMAGE AT DESTINATION.     ,inop,subclass of,generator
1634,1466,BEGAN TEST FLIGHT FROM MAINTENANCE WITH RUDDER TRIM NEAR FULL LEFT. ABORTED AND RAN THROUGH FENCE AT END RUNWAY.   ,jet fuel,part of,engine
1635,1467,"DOOR CAME OPEN ON LIFTOFF. TRIED GO AROUND,LOST POWER AT 300 FT,CRASHED AND BURNED OFF END OF AIRPORT.             ",yoke lock,part of,runway
1636,1469,TOOK OFF DOWNWIND WITH FULL FLAPS EXTENDED AND OVER GROSS WEIGHT. STRUCK MARKED WIRES AND CRASHED.                 ,full up,subclass of,fuel
1637,1470,DEPARTED INTO IMC WITH INOP GENERATOR AND ONLY BATTERY POWER. BATTERY WENT DEAD.HIT TREES AND FENCE ON ASR APPROACH,The Flying Machine,cast member,John Wayne
1638,1471,"ROUGH ENGINE ON LIFTOFF,ABORTED SAFELY BUT ENGINES DAMAGED BY JET FUEL PUMPED BY MISTAKE. PILOT FAILED TO CHECK.   ",landing flare,subclass of,main gear
1639,1472,PILOT FAILED TO REMOVE YOKE LOCK ON TAKEOFF. RAN OFF SIDE OF RUNWAY. NOSE GEAR COLLAPSED.                          ,gear lever,part of,gear motor
1640,1473,PILOT DID NOT COMPLETE PREFLIGHT. ON START UP LEFT ENGINE FLAMED OUT. INLET COVER ON AND PARTLY INGESTED.          ,retaining pin,part of,wing
1641,1474,OBSERVED SPINNING TO IMPACT. OVER GROSS. FULL FLAPS FULL UP. TRIM FUEL UNPORTED.                                   ,landing skid,subclass of,liftoff
1642,1475,"TRIED TO DEPART WITH FULL FLAPS. UNABLE TO CLIMB,STRUCK TREES AND POWERLINE.                                       ",aborted,different from,takeoff
1643,1476,RIGHT BANK AND PITCH-UP ON LANDING FLARE. DAMAGED RIGHT MAIN GEAR. AUTO PILOT SWITCH BUMPED ON.                    ,fuel cap,subclass of,gauges
1644,1477,GEAR MOTOR RUNNING ON TAXI. NOSE GEAR BEGAN RETRACT ON TAKEOFF. ABORTED LANDED GEAR UP HAD GEAR LEVER UP AT START. ,engine quit,different from,engine started
1645,1477,GEAR MOTOR RUNNING ON TAXI. NOSE GEAR BEGAN RETRACT ON TAKEOFF. ABORTED LANDED GEAR UP HAD GEAR LEVER UP AT START. ,engine started,different from,engine quit
1646,1478,RIGHT WING FOLDED ON TAKEOFF CLIMB. HOMEBUILT CRASHED INTO TREES. RIGHT WING RETAINING PINS WERE ABSENT.           ,radio selector switch,part of,radio
1647,1479,HELICOPTER ROLLED OVER ON LIFTOFF FROM TRAILER. REFUELING HOSE MISPLACED OVER LANDING SKID.                        ,landing roll,part of,runway
1648,1480,GLIDER DID NOT GAIN ALTITUDE ON TAKEOFF. SPOILERS WERE NOT CLOSED. ABORTED AND LANDED IN PASTURE. HIT STREET LIGHT.,Magneto,subclass of,dragster
1649,1481,RAN OUT OF FUEL NEAR DESTINATION. STRUCK AUTO LANDING ON HIGHWAY. LOOSE FUEL CAP SIPHONED FUEL. GAUGES INACCURATE. ,fuel selector,part of,full other
1650,1481,RAN OUT OF FUEL NEAR DESTINATION. STRUCK AUTO LANDING ON HIGHWAY. LOOSE FUEL CAP SIPHONED FUEL. GAUGES INACCURATE. ,full other,has part,fuel selector
1651,1482,ENGINE QUIT ON TAKEOFF. PUT ON FUEL PUMP ENGINE STARTED. TURNED PUMP OFF ENGINE QUIT. HIT TREES. NO DEFECTS FOUND. ,fuel exhaustion,facet of,fuel
1652,1483,PILOT IMPROPERLY SET HIS RADIO SELECTOR SWITCH GIVING INDICATION OF RADIO FAILURE. UNABLE TO COMMUNICATE WITH ATC. ,taxiing,uses,runway
1653,1484,ON LANDING ROLL PORTABLE OXYGEN BOTTLE UNDER SEAT ROLLED FORWARD AND JAMMED RUDDER PEDALS. EXITED RUNWAY.          ,pilot,item operated,glider
1654,1485,TURBULENCE ON CLIMBOUT. FLICK MAGNETO BROKE LOOSE IN BAGGAGE SPACE AND CRASHED THROUGH REAR WINDOW.                ,aux pump,subclass of,fuel pump
1655,1486,DEPARTED IFR WITH INOPERATIVE VACUUM PUMP. LOST POWER. CRASHED INTO TREES. FUEL SELECTOR ON EMPTY TANK. FULL OTHER.,open surge valve,part of,engine
1656,1487,FUEL EXHAUSTION OCCURED AFTER SWITCHING TANKS. DIVERTED FOR LANDING. TANKS HAD FUEL. SUSPECT ICE IN LINE.          ,oil dipstick,part of,windshield
1657,1488,YAWED 180 DEGREES AND SETTLED HARD TO RUNWAY WHILE TAXIING TO RUNWAY. HYDRAULIC TEST AND OFF SWITCHES IDENTICAL.   ,pilot,item operated,nose gear
1658,1489,GLIDER PITCHED UP ON TAKEOFF WAS SAFELY RELEASED AND DIVED INTO GROUND. PILOT HAD NEGLECTED TO HOOK UP ELEVATORS.  ,taxiing,subclass of,flight
1659,1490,ENGINE QUIT ON CLIMBOUT. STALLED. SPUN IN. NEGLECTED INSTALL ENGINE DRIVEN FUEL PUMP PER PLANS. AUX PUMP OFF.      ,landing gear,use,takeoff
1660,1491,STALLED AND FELL INTO LAKE ON TEST FLIGHT. ENGINES NOT CAPABLE FULL POWER DUE TO OPEN SURGE VALVES AND CABIN AIR ON,1968,point in time,1968
1661,1492,OIL STARTED SPRAYING UPON WINDSHIELD IN FLIGHT. PRECAUTIONARY LANDING. FOUND OIL DIPSTICK HAD BEEN LEFT OFF.       ,landing gear,has part,gear up
1662,1493,NOSE GEAR COLLAPSED WHEN PILOT ENTERED TAXIWAY UNDER CONSTRUCTION. POORLY LIGHTED AND NO WARNING SIGNS.            ,dipstick,part of,engine
1663,1494,FUEL CAP MISSING FROM RIGHT TANK AND GAS ESCAPING WHILE TAXIING. REPLACED CAP. RESUMED FLIGHT WITHOUT CLEANING WING,runway,used by,pilot
