,Unnamed: 0,c5,c119,c78,c80,c86,c77,c79,c81,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c161,c163,c183,c191
1071,75857,19860523030059I,TAKEOFF MADE WITH 2 NOTCHES FLAPS. AIRCRAFT CLIMBED OVER TREES AT THE END OF RUNWAY BUT SETTLED TO THE GROUND.     ,ME,V,PP,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,Poor Preflight Plan/,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Control Coll With Gr,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,Pilot and Ground Cre,                    
1072,75938,19860528035959I,RETURNED TO DEPARTURE POINT AFTER GEAR PARTIALLY EXTENDED. LANDED GEAR UP ON GRASS. GENERATOR SWITCHES OFF.        ,ME,O,GE,Fail/Incorrect Use M,Precautionary Landin,Pilot-In-Command    ,Fail To Use/Misuse E,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Wheels-Up Landing   ,Level Off Touchdown ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Off Side Of Runway  ,                    ,                    ,                    
1073,75949,19860522033769I,NOSE GEAR COULD NOT BE EXTENDED FOR LANDING. TOW BAR ADAPTER WAS NOT REMOVED BEFORE FLIGHT.                        ,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Wheels-Up Landing   ,Level Off Touchdown ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,"FAA Sts, Policies Or",Other               ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,Fire And Rescue - Al,                    ,Pilot and Ground Cre,                    
1074,75956,19860708034029A,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT FLIPPED OVER ON TOUCHDOWN. WATER WAS FOUND IN FUEL BOWL AND CARB.    ,II,E,  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Nose Up Or Over     ,Forced/Precautionary,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1075,75965,19860809038399A,"FORCED LANDING FOLLOWING POWER LOSS ON TAKEOFF, IMPACTED A BLUFF. NO FUEL FOUND IN STRAINER OR FUEL PUMP.          ",II,E,FT,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,Improper Mgt/Fuel Ta,Emergency Landing   ,Pilot-In-Command    ,                    ,Collision With Other,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,Pilot and Ground Cre
1076,75977,19860702029869A,PILOT REDUCED POWER DURING TAKEOFF TO SECURE AN OPEN DOOR. AIRCRAFT STRUCK A FENCE AT THE END OF THE TAKEOFF AREA. ,II,F,GC,Inadequate Insp Of A,Fire After Crash    ,Pilot-In-Command    ,Improper Oper Brake/,Fire After Crash    ,Pilot-In-Command    ,                    ,Collision With Fence,To Init Climb(1st Pw,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,Pilot and Ground Cre,                    
1077,75983,19860525085769A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT STRUCK THE GROUND. TANK SEALANT FOUND BLOCKING FUEL SCREEN.      ,AU,E,28,Attempt Operation Wi,Emergency Landing   ,Pilot-In-Command    ,2821,                    ,                    ,Fouled              ,Control Coll With Gr,Forced/Precautionary,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,Fire And Rescue - Ac,Inflight/Ground Fire,                    ,                    
1078,75989,19860602052379I,FLIGHT DIVERTED DUE TO STRAP WITH BUCKLE HANGING OUT OF GALLEY DOOR.                                               ,II,V,25,Inadequate Insp Of A,Other/Miscellaneous ,Other/Pass/Cabin Cre,2500,                    ,                    ,Improperly Secured  ,Other-Miscellaneous ,Climb               ,                    ,"Miscellaneous, Other",Scheduled Air Carrie,Passengers          ,Unknown             ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Unscheduled Landing ,                    ,                    ,                    
1079,76143,19860620040099I,ENGINE QUIT ON FINAL AFTER PILOT SWITCHED ON EMERGENCY AUX FUEL PUMP. STRUCK A SNOW STAKE LANDING ON A HIGHWAY.    ,ME,O,  ,Fail/Incorrect Use M,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Forced Landing      ,Final Approach      ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Dusk                ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                    ,                    ,                    ,                    
1080,76144,19860618030849A,"ENGINE QUIT. LANDING GEAR HIT POST, COLLAPSED ON TOUCHDOWN. PAPER COVERING AIR INLET. HAD JUST BEEN PAINTED.       ",II,E,  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Collision With Fence,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,Declared Emergency  ,                    ,                    ,                    
1081,76223,19860606031769I,PRECAUTIONARY LANDING AFTER LOW OIL PRESSURE LIGHT CAME ON. ADDED OIL AND CONTINUED SOLO STUDENT CROSS COUNTRY.    ,II,O,  ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,Pilot and Ground Cre,                    
1082,76229,19860524019599A,STRUCK POST DURING FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL LINES.                                     ,II,E,28,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,2820,                    ,                    ,Fuel Contamination  ,Collision With Fence,Forced/Precautionary,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1083,76248,19860610027169A,IMPACTED GROUND AND BURNED AFTER ENGINE QUIT ON A TEST FLIGHT. FOUND A TIE DOWN ROPE WRAPPED AROUND ROTOR BLADE.   ,II,F,72,Inadequate Insp Of A,Fire After Crash    ,Pilot-In-Command    ,7200,                    ,                    ,Undetermined        ,Uncontroll Coll With,Final Approach      ,                    ,Pilot And Maintenanc,Personal            ,Experimental Test Fl,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,UNDER 750 HP                  ,Fire And Rescue - Ac,                    ,                    ,                    
1084,76270,19860703032259A,THE ENGINE LOST POWER SHORTLY AFTER TAKEOFF. WATER WAS FOUND IN THE CARBURETOR.TANKS WERE NOT DRAINED AFTER TOPOFF.,II,V,28,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,2820,                    ,                    ,Fuel Contamination  ,Control Coll With Gr,Forced/Precautionary,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1085,76271,19860603021539A,BRAKES RELEASED DURING TAKEOFF ROLL ON A SHORT RUNWAY. AIRCRAFT WOULD NOT CLIMB AND WAS DITCHED IN THE WATER.      ,II,D,AS,Inadequate Insp Of A,Ditching            ,Pilot-In-Command    ,Fail To Maintain Ade,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Stall               ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,                              ,                              ,                              ,UNDER 750 HP                  ,Over Water/Into Wate,                    ,Pilot and Ground Cre,Pilot and Ground Cre
1086,76274,19860720058829I,REQUESTED IFR DESCENT THROUGH UNFORECAST WEATHER TO VFR.AIRCRAFT NOT IFR CERTIFIED.NO STATIC OR ALTIMETER CHECK.   ,AU,Z,WF,Attempt Operation Wi,Weather             ,Pilot-In-Command    ,Incorrect Weather Fo,Weather             ,Pilot-In-Command    ,                    ,Other-Miscellaneous ,Descent             ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,IFR                 ,Fog                 ,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                    ,                    ,Pilot and Ground Cre,                    
1087,76294,19860709031529A,PILOT WAS NOTIFIED OF TRAILING SMOKE ON TAKEOFF. ENGINE SEIZED. LANDED IN A FIELD. OIL FILTER CAP NOT SECURED.     ,II,E,  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Control Coll With Gr,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,Smoke/Fumes In Cockp,Declared Emergency  ,                    ,                    
1088,76297,19860702029819A,THE AIRCRAFT FLEW INTO THE GROUND AFTER LIFTOFF. THE PILOT FAILED TO UNLOCK THE CONTROLS BEFORE TAKEOFF.           ,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Control Coll With Gr,To Init Climb(1st Pw,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,                    ,                    
1089,76300,19860525019479A,HIGH WIND TAKEOFF. DRIFTED FAST TOWARDS POWERLINE. TRIED CLIMB BUT ENCOUNTERED DOWN DRAFTS. NO TEST BALLOON USED.  ,II,5,HO,Inadequate Insp Of A,Gusty Winds         ,Pilot-In-Command    ,Fail Avd Objs Or Obs,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collision With Wires,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Wind                ,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,LIGHTR THAN AIR/BAL/BLP/DIR   ,NONPOWERED                    ,                              ,                    ,                    ,Pilot and Ground Cre,Pilot and Ground Cre
1090,76326,19860727035059A,ENGINE FAILED DURING TAKEOFF. THE PILOT HAD NOT RESET THE FUEL SELECTOR AFTER FILLING SMOKE TANK WITH OIL.         ,II,V,FT,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,Improper Mgt/Fuel Ta,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collision With Trees,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Experimental Test Fl,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,"MULTI WING-BI/TRIPLANE,ETC    ",POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1091,76328,19860512017019A,"FAILED TO VISUALLY CHECK FUEL IN TANKS. RAN RIGHT TANK DRY ON TAKEOFF. LANDED IN A CLEARING, HIT BRUSH, NOSED OVER.",II,E,FT,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,Improper Mgt/Fuel Ta,Emergency Landing   ,Pilot-In-Command    ,                    ,Nose Up Or Over     ,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1092,76353,19860703082489A,THE ENGINE FAILED FROM FUEL CONTAMINATION.THE AIRCRAFT HAD JUST BEEN WASHED. WATER AND SOAP FOUND IN FUEL SAMPLE.  ,AU,E,28,Attempt Operation Wi,Emergency Landing   ,Pilot-In-Command    ,2800,                    ,                    ,Fuel Contamination  ,Control Coll With Gr,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,Pilot and Ground Cre,                    
1093,76357,19860718034199A,AIRCRAFT CRASHED OFF TAKEOFF END OF RUNWAY. ENGINE DID NOT PRODUCE RATED POWER BECAUSE OF PILOT PREFLIGHT.         ,II,V,28,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,2823,                    ,                    ,Leaking             ,Collision With Other,Takeoff Ground Roll ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1094,76390,19860625027879A,THE STUDENT INADVERTENTLY RAISED THE FLAPS FULLY DURING GO AROUND. THE AIRCRAFT BOUNCED AND DEPARTED SIDE OF RUNWAY,ME,V,  ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Hard Landing        ,Go Round (Aborted VF,                    ,Pilot Induced       ,Instruction         ,Civil Club          ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Additional Training ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1095,76413,19860625027739A,PILOT LOST CONTROL OF AIRCRAFT DURING GO AROUND DUE TO LOSS OF AILERON CONTROL.PILOT FAILED TO REMOVE CONTROL LOCK.,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Uncontroll Coll With,Go Round (Aborted VF,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,750 HP AND OVER               ,                    ,                    ,                    ,                    
1096,76423,19860519034339I,NOSE GEAR COLLAPSED ON LANDING. PILOT FAILED TO REMOVE TOW BAR WHICH JAMMED THE GEAR DOORS.                        ,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Gear Collapse       ,Roll-Out (Fixed Wing,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Off Side Of Runway  ,Unscheduled Landing ,                    ,                    
1097,76449,19860517084049A,THE TOWPLANE STRUCK TREES WHEN UNABLE TO RELEASE BANNER. PILOT PULLED WRONG RELEASE AND FAILED TO CLIMBOUT PROPERLY,ME,V,IO,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,Improper Oper Flt Cn,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collision With Trees,In Traffic Pattern-C,                    ,Pilot Induced       ,Industrial/Special  ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1098,76564,19860619026849A,ENGINE FAILED WHILE STUDENT WAS FLYING A PASSENGER. ONE FUEL TANK WAS EMPTY DUE TO A LOOSE CAP.WATER IN OTHER TANK.,II,E,CP,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,Stud Pilot Carried P,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Nose Up Or Over     ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,Automotive Fuel     ,                    ,                    ,                    
1099,76610,19860627041149I,"RIGHT BAGGAGE DOOR SEPARATED ON TAKEOFF. ENGINE INGESTION OF CONTENTS. LATCH NORMAL, WARNING LIGHT MALFUNCTION.    ",II,O,52,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,5270,                    ,                    ,Jammed Or Malfunctio,System/Component Mal,To Init Climb(1st Pw,                    ,Pilot And Maintenanc,Executive           ,None Or Other       ,Unknown             ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Unscheduled Landing ,                    ,                    ,                    
1100,76685,19860713032229A,STRUCK A TREE ON A FORCED LANDING AFTER FUEL EXHAUSTION. RELIED ON INACCURATE INDICATOR FOR FUEL QUANTITY.         ,II,E,PF,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,Poor Preflight Plan ,Emergency Landing   ,Pilot-In-Command    ,                    ,Collision With Trees,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,                              ,                              ,                              ,UNDER 750 HP                  ,                    ,                    ,                    ,Pilot and Ground Cre
1101,76751,19860719056869I,OIL ON WINDSHIELD AFTER TAKEOFF. BOUNCED AND PORPOISED DURING PRECAUTIONARY LANDING. OIL FILLER CAP NOT SECURED.   ,II,O,LO,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,Improper Level Off  ,Precautionary Landin,Pilot-In-Command    ,                    ,Hard Landing        ,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Wind                ,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                    ,                    ,                    ,                    
1102,76786,19860728036519A,GLIDER MADE A HARD FORCED LANDING AFTER PREMATURE DISCONNECT FROM TOW. PILOT UNAWARE SPEED BRAKE WAS DEPLOYED.     ,II,V,PS,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,Inadequate Flt/Super,Emergency Landing   ,Pilot-In-Command    ,                    ,Control Coll With Gr,Forced/Precautionary,                    ,Pilot Induced       ,Instruction         ,Glider              ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,KITE/SAILWING                 ,NONPOWERED                    ,                              ,                    ,                    ,                    ,                    
1103,76787,19860728051919I,"DOOR OPENED AFTER TAKEOFF, LANDED GEAR UP. PILOT UNABLE TO EXTEND GEAR DUE TO BUFFETING.                           ",II,V,GN,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,Forgot To Extend Lan,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Wheels-Up Landing   ,Level Off Touchdown ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,                    ,                    
1104,76807,19860724049059I,GEAR COLLAPSED ON TAKEOFF ROLL. GEAR HANDLE WAS IN THE UP POSITION.                                                ,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Gear Collapse       ,Takeoff Ground Roll ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,                    ,                    
1105,76824,19860626027849A,THE ENGINE SEIZED AND THE AIRCRAFT MADE AN OFF AIRPORT LANDING. THE OIL DRAIN PLUG WAS MISSING.                    ,II,E,71,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,7170,                    ,                    ,Improperly Secured  ,Control Coll With Gr,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
1106,76875,19860514022339I,RADIO FAILURE DUE TO DEAD BATTERY. SUSPECT PILOT INADVERTENTLY TURNED OFF ALTERNATOR AT CRUISE.                    ,ME,V,24,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,2432,                    ,                    ,Jammed Or Malfunctio,Other-Miscellaneous ,In Traffic Pattern-C,                    ,Pilot And Maintenanc,Personal            ,Civil Club          ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,Pilot and Ground Cre,                    
1107,76924,19861125085459I,BOTH ENGINES QUIT DUE TO FUEL EXHAUSTION. LANDED GEAR UP IN A FIELD.                                               ,II,E,PF,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,Poor Preflight Plan ,Emergency Landing   ,Pilot-In-Command    ,                    ,Wheels-Up Landing   ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Business            ,None Or Other       ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,                    ,                    
1108,76926,19861007062579I,LANDED ON A TAXIWAY AFTER POWER LOSS ON TAKEOFF. FUEL SELECTOR FOUND OFF CENTER.                                   ,II,E,FT,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,Improper Mgt/Fuel Ta,Emergency Landing   ,Pilot-In-Command    ,                    ,Forced Landing      ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Other               ,Unknown             ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,Declared Emergency  ,Off Side Of Runway  ,Pilot and Ground Cre,Pilot and Ground Cre
1109,76928,19861024055429A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT WAS DITCHED. THE CARBURETOR HEAT CABLE WAS LOOSE. CARB ICING.    ,II,E,71,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,7160,                    ,                    ,Improper Instal - No,Control Coll With Gr,Forced/Precautionary,                    ,Pilot And Maintenanc,Other               ,Ferry               ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,Over Water/Into Wate,                    ,Pilot and Ground Cre,                    
1110,76989,19861006062359I,AIRCRAFT DEPARTED TAXIWAY AFTER NOSE WHEEL STEERING BECAME INOPERATIVE. PILOT FAILED TO ACTIVATE HYDRAULIC SYSTEM. ,ME,V,  ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Loss Of Dir Ctl-Grnd,"Ground Taxi, Other A",                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Passengers          ,VFR                 ,Weather Not A Factor,Day                 ,Op & FAA St Policies,Recommend Gen Change,Flight Personnel    ,Additional Training ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,                    ,                    
1111,77089,19860906061149I,"GEAR COLLAPSED ON ROLLOUT, SUSPECT GEAR WAS NOT FULLY LOCKED.                                                      ",ME,V,32,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,3230,                    ,                    ,Improperly Secured  ,Gear Collapse       ,Roll-Out (Fixed Wing,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,"FAA Sts, Policies Or",Other               ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                    ,                    ,                    ,                    
1112,77115,19860924062869I,"DURING CLIMB, PILOTS EMERGENCY ACCESS WINDOW DOOR SEPARATED AIRCRAFT. RETURNED FOR A SAFE LANDING.                 ",II,O,52,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,5220,                    ,                    ,Improperly Secured  ,System/Component Mal,Climb               ,                    ,Pilot And Maintenanc,A/T Com (Sched 5/Mor,Passengers And Cargo,IFR                 ,Low Ceiling         ,Night               ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Unscheduled Landing ,                    ,                    ,                    
1113,77118,19860925060429I,FORCED LANDING ON A GRAVEL BAR AFTER ENGINE QUIT. FOUND WATER IN LEFT FUEL TANK. REFUELED FROM 55 GALLON DRUM.     ,II,E,28,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,2800,                    ,                    ,Fuel Contamination  ,Forced Landing      ,Normal Cruise       ,                    ,Pilot And Maintenanc,A/T Com (Sched 5/Mor,Passengers          ,VFR                 ,Weather Not A Factor,Day                 ,"FAA Sts, Policies Or",Other               ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                    ,                    ,                    ,                    
