,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
180,19961223044599I,"NARRATIVE: ON DECEMBER 23, 1996, CONTINENTAL EXPRESS FLIGHT 3021 HAD AN IN-FLIGHT OPENING OF THE MAIN CABIN DOOR. N","[['MAIN CABIN', Entity(wikidata_entity_id=Q1199254, wikipedia_entity_title=Economy class), None]]",MAIN CABIN,,Economy class,Q1199254
181,19970804036029I,"NARRATIVE: AFTER DEPARTING MONTEREY DEL NORTE, THE AIRCRAFT LOST ALL ELECTRICAL POWER. THE EMERGENCY ALTERNATOR RES","[['MONTEREY DEL NORTE', Entity not linked to a knowledge base, None], ['THE EMERGENCY ALTERNATOR', Entity not linked to a knowledge base, 'ORG']]",MONTEREY DEL NORTE,,,
182,19970423012889A,THE SCHEDULED COMMUTER FLIGHT WAS AT CRUISE ALTITUDE WHEN THE CARGO DOOR OPENED IN FLIGHT AND STRUCK THE SIDE OF TH,"[['CARGO', Entity not linked to a knowledge base, None]]",CARGO,,,
183,19971121040659A,"NARRATIVE: ON NOVEMBER 21, 1997, AT APPROXIMATELY 1130 LOCAL EST, A DC-9-15F, N564PC, OPERATED BY KITTY HAWK AIRCAR","[['DC-9-15F', Entity not linked to a knowledge base, None], ['KITTY HAWK AIRCAR', Entity not linked to a knowledge base, 'ORG']]",DC-9-15F,,,
184,19980109000199A,PILOT DID NOT PERFORM PREFLIGHT CHECK AND FAILED TO REMOVE GUST LOCK FROM FLIGHT CONTROLS. STURCK TREES END OF RUN ,"[['PILOT', Entity not linked to a knowledge base, None], ['STURCK', Entity not linked to a knowledge base, 'ORG']]",PILOT,,,
185,19980119005169I,"NARRATIVE: PIC DID NOT ADEQUATELY PREFLIGHT N1319E, AND CONSEQUENTLY FAILED TO NOTICE THAT THE FUEL TANKS WERE NEAR","[['PIC', Entity not linked to a knowledge base, None]]",PIC,,,
186,19971101031639A,AIRCRAFT IDLE 2 YRS ON A FERRY FLIGHT. LOST RIGHT ENGINE AND PART POWER LEFT ON CLIMBOUT. FUEL FILTERS CLOGGED. (-2,"[['ID', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'ORG']]",ID,,,
187,19980909023019A,"GLIDER EXPERIENCED AILERON PROBLEMS ON TAKEOFF TOW, AFTER THE ACFT WAS RELEASED FROM THE TOW IT STRUCK A BUSH AND S","[['ACFT', Entity(wikidata_entity_id=Q67935434, wikipedia_entity_title=Army Combat Fitness Test), None]]",ACFT,,Army Combat Fitness Test,Q67935434
188,19981021043819I,"(-5)ON OCTOBER 21 ,1998, AT 1205 CDT, N3256V, A BEECH A-36, OWNED AND OPERATED BY FRANK ROBINS III, RECEIVED MINOR ","[['BEECH A-36', Entity not linked to a knowledge base, None], ['FRANK ROBINS III', Entity not linked to a knowledge base, 'PERSON']]",BEECH A-36,,,
189,19980929027459A,"ACFT EXPERIENCED A LOSS OF POWER ON TAKEOFF, RETURNED TO THE APRT, AND SUSTAINED SUBSTANTIAL DAMAGE. (-23)THE MIXTU","[['APRT', Entity(wikidata_entity_id=Q355965, wikipedia_entity_title=Adenine phosphoribosyltransferase), None], ['THE MIXTU', Entity not linked to a knowledge base, 'ORG']]",APRT,,Adenine phosphoribosyltransferase,Q355965
190,19981002028019A,ACFT WAS ON A TEST FLIGHT WHEN IT CRASHED UNDER UNKNOWN CIRCUMSTANCES. (.4) THE AIRPLANE IMPACTED TERRAIN FOLLOWING,"[['ACFT', Entity(wikidata_entity_id=Q67935434, wikipedia_entity_title=Army Combat Fitness Test), None]]",ACFT,,Army Combat Fitness Test,Q67935434
191,19981102031089A,ON 11/02/98 PILOT DOUGLAS W. CASE (PILOT CERTIFICATE 001434852 ATP) AT 1101 MST WAS ON THE TAKEOFF PHASE OF A VFR L,"[['DOUGLAS W. CASE', Entity not linked to a knowledge base, None]]",DOUGLAS W. CASE,,,
192,19990315018489I,(-5) AIRCRAFT VEERED OFF END OF RUNWAY AFTER ABORTING TAKEOFF. REPORTED THAT PITOT TUBE HAD BEEN COVERED WITH MASKI,"[['PITOT', Entity not linked to a knowledge base, None], ['MASKI', Entity not linked to a knowledge base, 'PERSON']]",PITOT,,,
193,19980617028129I,"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGL","[['AS-350-BA', Entity not linked to a knowledge base, None], ['KAUAI', Entity(wikidata_entity_id=Q201026, wikipedia_entity_title=Kauai), 'ORG'], ['HAWAII', Entity(wikidata_entity_id=Q782, wikipedia_entity_title=Hawaii), 'ORG']]",AS-350-BA,,,
194,19990613006919A,"ACFT CRASHED INTO A SWAMP UNDER UNKNOWN CIRCUMSTANCES, AND THE PILOT WAS TAKEN TO THE HOSPITAL WITH UNKNOWN INJURIE","[['ACFT', Entity(wikidata_entity_id=Q67935434, wikipedia_entity_title=Army Combat Fitness Test), None]]",ACFT,,Army Combat Fitness Test,Q67935434
195,19990703029579I,(-23) THE RIGHT LANDING GEAR OF THIS AIRCRAFT HAD BEEN DAMAGED ON LANDING BY ANOTHER PILOT. EARL LESEBERG SUBSEQUEN,"[['EARL LESEBERG', Entity not linked to a knowledge base, None]]",EARL LESEBERG,,,
196,19980826027739I,"AFTER THE GILLESPIE FIELD (SEE) DEPARTURE, CRUISE POWER SETTING FL035, THE PILOT NOTICED THE ENGINE RPM EXCEEDED RE","[['GILLESPIE FIELD', Entity(wikidata_entity_id=Q5562118, wikipedia_entity_title=Gillespie Field station), None]]",GILLESPIE FIELD,,Gillespie Field station,Q5562118
197,19980826043009I,(-5)PIC UNLATCHED THE RH ENGINE COWLING IN PREPARATION TO SHOW THE CO-PILOT HOW TO DO A MORE THOROUGH PRE-FLIGHT IN,"[['RH', Entity not linked to a knowledge base, None]]",RH,,,
198,19990708008519A,"TUNDRA COPTERS AIR TAXI (1973 BELL 206B HELICOPTER) CRASHED ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE, NO INJURI","[['TUNDRA', Entity not linked to a knowledge base, None], ['AIR TAXI', Entity(wikidata_entity_id=Q1133228, wikipedia_entity_title=Air taxi), 'ORG'], ['BELL 206B', Entity(wikidata_entity_id=Q660969, wikipedia_entity_title=Bell 206), None]]",TUNDRA,,,
199,19981201042629I,"(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI","[['N244', Entity not linked to a knowledge base, None], ['SABB-340B', Entity not linked to a knowledge base, None]]",N244,,,
200,19981201042629I,"(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI","[['N244', Entity not linked to a knowledge base, None], ['SABB-340B', Entity not linked to a knowledge base, None]]",SABB-340B,,,
201,19990401002899A,"PAPILLION HELICOPTERS ACFT (1969 BELL 206B HELICOPTER) WAS ON A TRAINING FLIGHT WHEN THE ENGINE FAILED ON TAKE-OFF,","[['BELL 206B', Entity(wikidata_entity_id=Q660969, wikipedia_entity_title=Bell 206), None]]",BELL 206B,,Bell 206,Q660969
202,19990802033029I,"(-23) ON AUG. 2, 1999, N711BN, A BE-90, DEPARTED FROM WEST PALM BEACH INT'L WITH PILOT DUANE CRITHFIELD, CERTIFICAT","[['BE-90', Entity(wikidata_entity_id=Q665708, wikipedia_entity_title=Beechcraft King Air), None], ['WEST PALM BEACH', Entity(wikidata_entity_id=Q695411, wikipedia_entity_title=Palm Beach, Florida), 'GPE'], ['DUANE CRITHFIELD', Entity not linked to a knowledge base, 'PERSON']]",BE-90,,Beechcraft King Air,Q665708
203,19990930042579I,(-23)THE PILOT LINED UP FOR TAKE OFF ON RUNWAY 31C ON THE RIGHT HAND RUNWAY SHOULDER MARKING LINE INSTEAD OF THE CE,"[['CE', Entity not linked to a knowledge base, None]]",CE,,,
204,19950728031169I,LOST NR4 ENGINE COWL ON TAKEOFF. INDICATES MAINTENANCE FAILED TO FASTEN COWLING.                                   ,"[['NR4', Entity(wikidata_entity_id=Q18027880, wikipedia_entity_title=Interleukin 13 receptor, alpha 1), None]]",NR4,,"Interleukin 13 receptor, alpha 1",Q18027880
205,19950823036769I,POSITIONING FLIGHT LOST CABIN DOOR OFF AIRCRAFT. CABIN CREWMAN APPARENTLY FAILED LATCH DOOR. WARNING LIGHT INOP.   ,"[['CABIN CREWMAN', Entity not linked to a knowledge base, None]]",CABIN CREWMAN,,,
206,19960318020999I,"NARRATIVE: ON MARCH 18, 1996 AT 2215Z, AN ATR-72 (N27806) ON A FLIGHT FROM BROWNSVILLE TO HOUSTON INTERCONTINENTAL ","[['ATR-72', Entity(wikidata_entity_id=Q219764, wikipedia_entity_title=ATR 72), None], ['BROWNSVILLE', Entity(wikidata_entity_id=Q51693, wikipedia_entity_title=Brownsville, Texas), 'GPE'], ['HOUSTON', Entity(wikidata_entity_id=Q16555, wikipedia_entity_title=Houston), 'ORG']]",ATR-72,,ATR 72,Q219764
207,19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,"[['TIT', Entity(wikidata_entity_id=Q788397, wikipedia_entity_title=Baeolophus), None]]",TIT,,Baeolophus,Q788397
208,19960429046099A,"(.4)DURING FLIGHT, THE PILOT REPORTED SHUTTING DOWN THE LEFT ENGINE DUE TO A LOSS OF OIL PRESSURE. HE DECLARED AN E","[['OIL', Entity(wikidata_entity_id=Q214199, wikipedia_entity_title=Fuel oil), None]]",OIL,,Fuel oil,Q214199
209,19961031037889I,"NARRATIVE: AIRCRAFT WAS FUELED WITH 40 GALLONS OF JET-A, BRINGING THE TOTAL FUEL ON BOARD TO 85 GALLONS. DURING CLI","[['-', Entity not linked to a knowledge base, None]]",-,,,
210,19970304002079A,EN ROUTE UNABLE BUDGE FUEL SELECTOR. LOW FUEL. QUIT OF FINEAL. HIT TREE SHORT OF RUNWAY. SELECTOR JAMMED BY RUST. (,"[['RUST', Entity not linked to a knowledge base, None]]",RUST,,,
211,19970517011069A,CANOPY OPENED ON GLIDER TOW. RELEASED TOW. DAMAGED LANDING OFF AIRPORT. GLIDER WILL FLY SANS CANOPY BUT HIGH DRAG. ,"[['IDER', Entity not linked to a knowledge base, None]]",IDER,,,
212,19970620015909A,AIRCRAFT REAR CARGO DOOR OPENED DURING FLIGHT. (.4) THE PILOT REPORTED HE WAS IN A DESCENT TO LAND WHEN THE CARGO D,"[['GO', Entity not linked to a knowledge base, None], ['CARGO', Entity not linked to a knowledge base, None]]",GO,,,
213,19970620015909A,AIRCRAFT REAR CARGO DOOR OPENED DURING FLIGHT. (.4) THE PILOT REPORTED HE WAS IN A DESCENT TO LAND WHEN THE CARGO D,"[['GO', Entity not linked to a knowledge base, None], ['CARGO', Entity not linked to a knowledge base, None]]",CARGO,,,
214,19971016035649I,NARRATIVE: THE AIRPLANE TOOK OFF FROM SUS AND CLIMBED TO 1500'. THE TOWER GAVE A FREQUENCY CHANGE TO THE PILOT TO C,"[['S', Entity not linked to a knowledge base, None]]",S,,,
215,19980130003679I,"NARRATIVE: ON FEBRUARY 11, 1998, AT APPROXIMATELY 1615 MST, A BIG SKY AIRLINES SA-227, FLIGHT 1204, BEING OPERATED ","[['SA-227', Entity(wikidata_entity_id=Q1393122, wikipedia_entity_title=Fairchild Swearingen Metroliner), None]]",SA-227,,Fairchild Swearingen Metroliner,Q1393122
216,19980316003559I,NARRATIVE: THE AIRCRAFT EXPERIENCED A LOSS OF OIL PRESSURE DUE TO THE MECHANIC FAILING TO TIGHTEN THE OIL COOLER LI,"[['OIL', Entity not linked to a knowledge base, None], ['MECHANIC', Entity not linked to a knowledge base, 'GPE'], ['OIL', Entity not linked to a knowledge base, None]]",OIL,,,
217,19980425018559I,BELLY PANEL SEPERATED AIRCRAFT IN FLIGHT. PANEL WAS NEVER FOUND. OPERATOR HAS IMPLIMENTED PREVENTATIVE PROCEDURES. ,"[['BELLY PANEL', Entity not linked to a knowledge base, None], ['PAN', Entity not linked to a knowledge base, None]]",BELLY PANEL,,,
218,19980425018559I,BELLY PANEL SEPERATED AIRCRAFT IN FLIGHT. PANEL WAS NEVER FOUND. OPERATOR HAS IMPLIMENTED PREVENTATIVE PROCEDURES. ,"[['BELLY PANEL', Entity not linked to a knowledge base, None], ['PAN', Entity not linked to a knowledge base, None]]",PAN,,,
219,19980508008619A,LOST POWER ENROUTE. NOSED OVER LANDING ON A SLOPE. NO EVIDENCE OF FUEL AT SCENE. FAILED TO VISUALLY CHECK FUEL.. (.,"[['UEL', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",UEL,,,
220,19980508008619A,LOST POWER ENROUTE. NOSED OVER LANDING ON A SLOPE. NO EVIDENCE OF FUEL AT SCENE. FAILED TO VISUALLY CHECK FUEL.. (.,"[['UEL', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
221,19980618026549I,THE PILOT AND MECHANIC WERE PERFORMING A RUN UP AFTER MAINTENANCE OF THE AIR CYCLE UNIT. DURING THE RUN UP THE MECH,"[['MECHANIC', Entity(wikidata_entity_id=Q327029, wikipedia_entity_title=Mechanic), None]]",MECHANIC,,Mechanic,Q327029
222,19980826027719I,DURING THE AIRCRAFT TAKEODD THE TAIL WHEEL BECAME UNLOCKED DUE TO AN ACCUMULATION OF DIRT IN THE TAIL WHEEL. THE AI,"[['AI', Entity(wikidata_entity_id=Q11660, wikipedia_entity_title=Artificial intelligence), None]]",AI,,Artificial intelligence,Q11660
223,20000127002439I,(-5) ON JANUARY 27TH AT 10:27PM AIRCRAFT N1959F A CE-172N OPERATED BY EAGLE AVIATION INC. AND PILOTED BY FRANCIS H.,"[['CE-172N', Entity not linked to a knowledge base, None], ['EAGLE AVIATION INC', Entity not linked to a knowledge base, 'ORG'], ['FRANCIS H', Entity not linked to a knowledge base, 'PERSON']]",CE-172N,,,
224,20000420043369A,"(-23) THE ACCIDENT INVOLVED A MOONEY, MODEL M20C, REGISTRATION NUMBER N9187V. THE AIRCRAFT IS ON A PART 135 CERTIFI","[['20', Entity not linked to a knowledge base, None]]",20,,,
225,20000422027739I,(-23)AIRCRAFT LANDED LONG AND WENT OFF OF END OF RUNWAY 18 INTO THE GRASS. RUNWAY WAS CLOSED FOR ELEVEN MINUTES BEC,"[['RUNWAY 18', Entity(wikidata_entity_id=Q2333252, wikipedia_entity_title=Runway 18 West), None]]",RUNWAY 18,,Runway 18 West,Q2333252
226,20000625032189I,(-23)NORTHWEST AIRLINES DC-10 BOEING PUSHED BACK FOR REPOSITIONING OFF OF GATE B-52 STRUCK A CONTINENTAL AIRLINES D,"[['DC-10', Entity(wikidata_entity_id=Q208075, wikipedia_entity_title=McDonnell Douglas DC-10), None], ['GATE B-52', Entity not linked to a knowledge base, None]]",DC-10,,McDonnell Douglas DC-10,Q208075
227,20000625032189I,(-23)NORTHWEST AIRLINES DC-10 BOEING PUSHED BACK FOR REPOSITIONING OFF OF GATE B-52 STRUCK A CONTINENTAL AIRLINES D,"[['DC-10', Entity(wikidata_entity_id=Q208075, wikipedia_entity_title=McDonnell Douglas DC-10), None], ['GATE B-52', Entity not linked to a knowledge base, None]]",GATE B-52,,,
228,20000512008589A,"(-23) THE MODEL B55 BARON WAS LOADED WITH A TOTAL OF SIX ADULT MALE OCCUPANTS, BAGGAGE, 126 POUNDS OF ADDITIONAL BA","[['MODEL', Entity not linked to a knowledge base, None], ['B55 BARON', Entity not linked to a knowledge base, None]]",MODEL,,,
229,20000512008589A,"(-23) THE MODEL B55 BARON WAS LOADED WITH A TOTAL OF SIX ADULT MALE OCCUPANTS, BAGGAGE, 126 POUNDS OF ADDITIONAL BA","[['MODEL', Entity not linked to a knowledge base, None], ['B55 BARON', Entity not linked to a knowledge base, None]]",B55 BARON,,,
230,20000823008769A,(-23) ON TAKEOFF AT 50 TO 70 FEET AGL THE ENGINE ON N800RH QUIT WITH THE RIGHT TANK SELECTED.  DUE TO THE SHORT DIS,"[['800', Entity(wikidata_entity_id=Q1084919, wikipedia_entity_title=Boeing 737 Next Generation), None]]",800,,Boeing 737 Next Generation,Q1084919
231,20000628010849A,"(-23) STUDENT PILOT STATED THAT WHILE PRACTICING DIFFERENT MANEUVERS FOR HIS CHECK RIDE THE NEXT MORNING, THE AIRCR","[['AIRCR', Entity not linked to a knowledge base, None]]",AIRCR,,,
232,20000730035959I,(-23)ON 7/30/00 A CESSNA 150F OPERATED BY ^PRIVACY DATA OMITTED^ DEPARTED WILROADS GARDEN AIRPORT (9K1) AT DODGE CI,"[['CESSNA 150F', Entity not linked to a knowledge base, None], ['WILROADS GARDEN AIRPORT', Entity not linked to a knowledge base, 'ORG'], ['DODGE', Entity not linked to a knowledge base, 'ORG']]",CESSNA 150F,,,
233,20000827006849A,"(-23) DURING TAKE OFF ROLL THE PILOT'S SEAT MOVED AFT. PILOT PULLED THE THROTTLE OFF, BUT LOSS DIRECTIONAL CONTROL ","[['PILOT', Entity not linked to a knowledge base, None]]",PILOT,,,
234,20001027030999I,"(-23)ON FRIDAY OCTOBER 27, 2000, A DC-10 WAS BEING MARSHALLED TO A PARKING SPOT BY PERSONNEL OF PATHFINDER, A FREIG","[['DC-10', Entity(wikidata_entity_id=Q208075, wikipedia_entity_title=McDonnell Douglas DC-10), None], ['IG', Entity(wikidata_entity_id=Q2305417, wikipedia_entity_title=Inspector general), None]]",DC-10,,McDonnell Douglas DC-10,Q208075
235,20001027030999I,"(-23)ON FRIDAY OCTOBER 27, 2000, A DC-10 WAS BEING MARSHALLED TO A PARKING SPOT BY PERSONNEL OF PATHFINDER, A FREIG","[['DC-10', Entity(wikidata_entity_id=Q208075, wikipedia_entity_title=McDonnell Douglas DC-10), None], ['IG', Entity(wikidata_entity_id=Q2305417, wikipedia_entity_title=Inspector general), None]]",IG,,Inspector general,Q2305417
236,20001127041639A,(-23) THE UPPER ENGINE COWLING DEPARTED THE AIRPLANE JUST AFTER TAKEOFF FROM RUNWAY 29. THE COWLING SUBSEQUENTLY ST,"[['UPPER ENGINE', Entity not linked to a knowledge base, None]]",UPPER ENGINE,,,
237,20010517008369I,"(-23) ^PRIVACY DATA O^ PIC OF N82HR, A PC-12-45 WAS DISTRACTED DURING PREFLIGHT AND LEFT THE TOW BAR ATTACHED TO TH","[['PC-12-45', Entity not linked to a knowledge base, None]]",PC-12-45,,,
238,20010518018039A,"(-23) THE PILOT STATED THAT WHEN HE TOOK OFF, THE AIRCRAFT ENGINE QUIT AT ABOUT 100 TO 200 FEET AGL. THE AIRCRAFT H","[['ILOT', Entity(wikidata_entity_id=Q2095549, wikipedia_entity_title=Aircraft pilot), None], ['CRAFT', Entity not linked to a knowledge base, 'ORG'], ['AIRCRAFT', Entity not linked to a knowledge base, 'ORG']]",ILOT,,Aircraft pilot,Q2095549
239,20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT","[['LET-L33', Entity not linked to a knowledge base, None], ['SOLO', Entity(wikidata_entity_id=Q2330194, wikipedia_entity_title=Solo (dinghy)), None]]",LET-L33,,,
240,20010907028149I,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD","[['AIRMAN', Entity not linked to a knowledge base, None], ['BRID', Entity not linked to a knowledge base, 'ORG']]",AIRMAN,,,
241,20011015027579A,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,"[['PILOT', Entity not linked to a knowledge base, None], ['IFR', Entity(wikidata_entity_id=Q111548, wikipedia_entity_title=International Federation of Robotics), 'ORG'], ['PIL', Entity(wikidata_entity_id=Q1247466, wikipedia_entity_title=Alfil), None]]",PILOT,,,
242,20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ","[['CESSNA CE-172', Entity not linked to a knowledge base, None]]",CESSNA CE-172,,,
243,20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN","[['CESSNA 182R', Entity not linked to a knowledge base, None]]",CESSNA 182R,,,
244,20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,"[['MS BOMBERGER', Entity not linked to a knowledge base, None], ['CTJ', Entity(wikidata_entity_id=Q7985208, wikipedia_entity_title=West Georgia Regional Airport), 'FAC']]",MS BOMBERGER,,,
245,20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP","[['AS-350-BA', Entity not linked to a knowledge base, None]]",AS-350-BA,,,
246,20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT","[['BEECHCRAFT A36', Entity(wikidata_entity_id=Q673649, wikipedia_entity_title=Beechcraft Bonanza), None]]",BEECHCRAFT A36,,Beechcraft Bonanza,Q673649
247,20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH","[['FALCON DA-20', Entity not linked to a knowledge base, None], ['STANIFORD INTERNATIONAL AIRPORT', Entity not linked to a knowledge base, 'ORG']]",FALCON DA-20,,,
248,20030714017999I,"(-23) AFTER LEVELING OFF AT A CRUISING ALTITUDE OF 5000 FT IN IMC CONDITIONS, THE PILOT STATED THAT THE ENGINE BEGA","[['ENGINE BEGA', Entity not linked to a knowledge base, None]]",ENGINE BEGA,,,
249,20030622012009I,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,"[['-55', Entity not linked to a knowledge base, None]]",-55,,,
250,20030716016929I,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A","[['CESSNA 414', Entity(wikidata_entity_id=Q1057233, wikipedia_entity_title=Cessna 414), None], ['BENJAMIN BELL', Entity not linked to a knowledge base, 'PERSON'], ['HANOVER COUNTY', Entity(wikidata_entity_id=Q341679, wikipedia_entity_title=Hanover County, Virginia), 'GPE']]",CESSNA 414,,Cessna 414,Q1057233
251,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA MODEL', Entity not linked to a knowledge base, None], ['-', Entity not linked to a knowledge base, None], ['8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity(wikidata_entity_id=Q1655919, wikipedia_entity_title=Diego Jiménez Torres Airport), 'GPE']]",CESSNA MODEL,,,
252,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA MODEL', Entity not linked to a knowledge base, None], ['-', Entity not linked to a knowledge base, None], ['8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity(wikidata_entity_id=Q1655919, wikipedia_entity_title=Diego Jiménez Torres Airport), 'GPE']]",-,,,
253,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA MODEL', Entity not linked to a knowledge base, None], ['-', Entity not linked to a knowledge base, None], ['8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity(wikidata_entity_id=Q1655919, wikipedia_entity_title=Diego Jiménez Torres Airport), 'GPE']]",8578U,,,
254,20031005037479A,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED ","[['CESSNA 182H', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",CESSNA 182H,,,
255,20031128034249A,"(-23) THE PILOT IN COMMAMD FAILED TO FOLLOW THE CHECKLIST. IN DOING SO, THE PILOT IN COMMAND ENDANGERED THE PROPERT","[['AMD', Entity not linked to a knowledge base, None]]",AMD,,,
256,20031027036569I,(-23) THE PIC OF N8454Y STATED THAT THERE WERE INADEQUATE MARKINGS AND LIGHTING ON THE AREA WHERE HE WAS TAXIING HI,"[['PIC OF N', Entity not linked to a knowledge base, None], ['Y', Entity not linked to a knowledge base, 'PERSON']]",PIC OF N,,,
257,20031111034609A,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O","[['ATP RATED PIC AND SIC DEPARTED', Entity not linked to a knowledge base, None], ['PALWAUKEE AIRPORT', Entity(wikidata_entity_id=Q1708320, wikipedia_entity_title=Chicago Executive Airport), 'FAC'], ['PWK', Entity(wikidata_entity_id=Q1708320, wikipedia_entity_title=Chicago Executive Airport), 'FAC'], ['WHEELING', Entity(wikidata_entity_id=Q838112, wikipedia_entity_title=Wheeling, West Virginia), 'ORG'], ['IL', Entity(wikidata_entity_id=Q1204, wikipedia_entity_title=Illinois), 'GPE'], ['CFR', Entity not linked to a knowledge base, None]]",ATP RATED PIC AND SIC DEPARTED,,,
258,20040405029859A,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,"[['JZI', Entity(wikidata_entity_id=Q1836219, wikipedia_entity_title=Charleston Executive Airport), None]]",JZI,,Charleston Executive Airport,Q1836219
259,20040609010269A,"(-23) ON JUNE 9, 2004, AT 2208 MDT, A CESSNA 172, N9474L, REGISTERED TO CIVIL AIR PATROL, OPERATING AS A PUBLIC USE","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['CIVIL AIR PATROL', Entity(wikidata_entity_id=Q781210, wikipedia_entity_title=Civil Air Patrol), 'ORG']]",CESSNA,,Cessna,Q308889
260,20040529011479A,(-23) OWNER/PILOT WAS TEST FLYING THE AIRCRAFT BECAUSE OF AN OIL PRESSURE PROBLEM. PILOT TOOK OFF FROM HIS BACK YAR,"[['OIL', Entity(wikidata_entity_id=Q42962, wikipedia_entity_title=Oil), None]]",OIL,,Oil,Q42962
261,20040510029249A,"(-23) ON MAY 10, 2004, A PIPER PA-38-112 SINGLE-ENGINE AIRPLANE, N24007, WAS SUBSTANTIALLY DAMAGED WHEN IT IMPACTED","[['PA-38-112', Entity not linked to a knowledge base, None], ['INGLE-ENGINE', Entity not linked to a knowledge base, None]]",PA-38-112,,,
262,20040510029249A,"(-23) ON MAY 10, 2004, A PIPER PA-38-112 SINGLE-ENGINE AIRPLANE, N24007, WAS SUBSTANTIALLY DAMAGED WHEN IT IMPACTED","[['PA-38-112', Entity not linked to a knowledge base, None], ['INGLE-ENGINE', Entity not linked to a knowledge base, None]]",INGLE-ENGINE,,,
