,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
721,19911122053369A,CABIN DOOR OPENED ON TAKEOFF ROLL. ABORTED AND RAN OFF END OF RUNWAY. NOSE GEAR COLLAPSED.                         ,"[['CABIN', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",CABIN,,,
722,19911122053369A,CABIN DOOR OPENED ON TAKEOFF ROLL. ABORTED AND RAN OFF END OF RUNWAY. NOSE GEAR COLLAPSED.                         ,"[['CABIN', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
723,19911025054759I,FUEL LEAK ON CLIMB. RETURNED. LEAKING FUEL WAS DUE TO A LOOSE GAS CAP.                                             ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['UEL', Entity not linked to a knowledge base, None]]",FUEL,,Fuel,Q42501
724,19911025054759I,FUEL LEAK ON CLIMB. RETURNED. LEAKING FUEL WAS DUE TO A LOOSE GAS CAP.                                             ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['UEL', Entity not linked to a knowledge base, None]]",UEL,,,
725,19911026048049A,ENCOUNTERED SPATIAL DISORIENTATION ON CLIMBING TURN AFTER TAKEOFF. DESCENDED INTO GROUND. PANEL LIGHTS INOPERATIVE.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['PAN', Entity not linked to a knowledge base, 'PERSON']]",TAKEOFF,,Takeoff,Q854248
726,19920402008289A,ENGINE QUIT ON PRACTICE GO AROUND. FUEL SELECTOR BETWEEN IDNETS. STUDENT CAUSED STALL. POSSIBLY LEANED BY MISTAKE  ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
727,19920426023369I,CYLINDER HEAD TEMPERATURE IN RED LINE ON CLIMB. FORCED LANDING ON ROAD. OIL TANK EMPTY. HAD OIL STARVATION.        ,"[['C', Entity not linked to a knowledge base, None], ['INDER', Entity not linked to a knowledge base, None]]",C,,,
728,19920426023369I,CYLINDER HEAD TEMPERATURE IN RED LINE ON CLIMB. FORCED LANDING ON ROAD. OIL TANK EMPTY. HAD OIL STARVATION.        ,"[['C', Entity not linked to a knowledge base, None], ['INDER', Entity not linked to a knowledge base, None]]",INDER,,,
729,19920531017409A,RIGHT AILERON BECAME DISCONNECTED IN FLIGHT. UNCONTROLLED SPIRAL. BAILED OUT. SLIDE LOCK FITTING LUBED IN ERROR.   ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
730,19920408009219A,BEGAN GO AROUND WITH FLAPS DOWN. USABLE CLIMB SPEED. DRIFTED AND STALLED INTO TREES AND GROUND.                    ,"[['BEGAN', Entity not linked to a knowledge base, None], ['USABLE', Entity(wikidata_entity_id=Q216378, wikipedia_entity_title=Usability), None]]",BEGAN,,,
731,19920408009219A,BEGAN GO AROUND WITH FLAPS DOWN. USABLE CLIMB SPEED. DRIFTED AND STALLED INTO TREES AND GROUND.                    ,"[['BEGAN', Entity not linked to a knowledge base, None], ['USABLE', Entity(wikidata_entity_id=Q216378, wikipedia_entity_title=Usability), None]]",USABLE,,Usability,Q216378
732,19920704023739A,UNABLE TO ROTATE ON TAKEOFF. FOUND CONTROL LOCK IN PLACE. WHILE TRYING TO FREE IT RAN OFF END AND THRU A BUILDING. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
733,19920317008139I,SMOKE IN CABIN IN FLIGHT. RETURNED TO AIRPORT. FOUND BURNED RAG ON TOP OF MUFFLER.                                 ,"[['SMOKE', Entity(wikidata_entity_id=Q130768, wikipedia_entity_title=Smoke), None], ['CABIN', Entity not linked to a knowledge base, 'ORG'], ['MU', Entity not linked to a knowledge base, None]]",SMOKE,,Smoke,Q130768
734,19920603018269A,LOST POWER ON TAKEOFF. LANDED IN ROUGH GROUND OFF END RUNWAY. TURBO INDUCTION TUBE CAME OFF AT THROTTLE BODY ELBOW.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['THROTTLE BODY', Entity(wikidata_entity_id=Q961356, wikipedia_entity_title=Throttle), 'GPE']]",TAKEOFF,,Takeoff,Q854248
735,19920408009269A,LIFTED TO A HOVER TO AIR TAXI. ROLLED OVER AND SELF DESTRUCTED. INDICATES A TIEDOWN ROPE NOT DETACHED PRIOR LIFT.  ,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAXI,,Taxicab,Q82650
736,19920504032799A,LEFT ENGINE QUIT ON INITIAL CLIMBOUT. RESTARTED BUT ELECTED LAND GEAR UP ON AIRPORT. WATER RUST IN AUTO FUEL.      ,"[['AUTO FUEL', Entity(wikidata_entity_id=Q337540, wikipedia_entity_title=Motor fuel), None]]",AUTO FUEL,,Motor fuel,Q337540
737,19920510013909A,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,"[['CANOPY', Entity not linked to a knowledge base, None], ['GLIDER', Entity(wikidata_entity_id=Q180173, wikipedia_entity_title=Glider (sailplane)), None], ['TOW', Entity not linked to a knowledge base, None]]",CANOPY,,,
738,19920523016059A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF ROLL. TEST FLIGHT AFTER REBUILD. AILERONS CABLES WERE REVERSED.        ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
739,19920422024099I,CREW LEARNED AFT CARGO DOOR OPEN AFTER DEPARTURE. RETURNED. CREW FAILED TO NOTICE WARNING LIGHT.                   ,"[['GO', Entity not linked to a knowledge base, None]]",GO,,,
740,19920721033479I,AVIONICS COMPARTMENT EXIT DOOR LIGHT ON AFTER ROTATION. RETURNED. DOOR WAS FULLY OPEN AND LOCKED IN PLACE.         ,"[['AVIONICS', Entity(wikidata_entity_id=Q221329, wikipedia_entity_title=Avionics), None]]",AVIONICS,,Avionics,Q221329
741,19920926038809A,NO ELEVATOR CONTROL ON TAKEOFF PRIOR TOW RELEASE. DIVED INTO GROUND. PILOT FAILED TO CONNECT ELEVATOR CONTROL.     ,"[['EO', Entity not linked to a knowledge base, None]]",EO,,,
742,19920829043799I,LEFT COCKPIT DOOR DEPARTED AIRCRAFT ON CLIMB. HIT NR1 PROPELLER. SHUT ENGINE DOWN. CONTINUED TO BETHAL. LANDED.    ,"[['CL', Entity not linked to a knowledge base, None], ['B', Entity not linked to a knowledge base, None], ['ETH', Entity not linked to a knowledge base, 'GPE']]",CL,,,
743,19920829043799I,LEFT COCKPIT DOOR DEPARTED AIRCRAFT ON CLIMB. HIT NR1 PROPELLER. SHUT ENGINE DOWN. CONTINUED TO BETHAL. LANDED.    ,"[['CL', Entity not linked to a knowledge base, None], ['B', Entity not linked to a knowledge base, None], ['ETH', Entity not linked to a knowledge base, 'GPE']]",B,,,
744,19920806029929A,LOST POWER BOTH ENGINES ON IFR APPROACH.DITCHED IN LAKE SHORT OF PONTIAC.ALL TANKS BUT ONE EMPTY.SHORT IFR FLIGHT. ,"[['IFR', Entity(wikidata_entity_id=Q847919, wikipedia_entity_title=Instrument flight rules), None], ['PONTIAC', Entity not linked to a knowledge base, 'ORG']]",IFR,,Instrument flight rules,Q847919
745,19921023043909A,BECAME AIRBORNE ON TAXI TEST. LOST POWER ON CLIMBOUT. STRUCK TREES.HAD WASHED AIRCRAFT THAT SAT OUT FOR LONG PERIOD,"[['BORNE', Entity not linked to a knowledge base, None], ['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",BORNE,,,
746,19921023043909A,BECAME AIRBORNE ON TAXI TEST. LOST POWER ON CLIMBOUT. STRUCK TREES.HAD WASHED AIRCRAFT THAT SAT OUT FOR LONG PERIOD,"[['BORNE', Entity not linked to a knowledge base, None], ['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAXI,,Taxicab,Q82650
747,19920917048749I,AT LIFTOFF PILOT DISCOVERED CABIN DOOR NOT LATCHED. RETARDED THROTTLE AND LANDED ON SAME RUNWAY GEAR UP.           ,"[['CABIN', Entity not linked to a knowledge base, None]]",CABIN,,,
748,19920921037879A,ON TAKEOFF ROLL REALIZED CONTROL LOCK IN PLACE. UNABLE TO REMOVE OR STOP. RAN OFF END OF RUNWAY INTO BAY.          ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['BAY', Entity not linked to a knowledge base, 'GPE']]",TAKEOFF,,Takeoff,Q854248
749,19920902035109A,LOST LEFT ENGINE. FEATHERED. APACH NOT GOOD ONE ENGINE. CFI AWARE IMPROPER CRANKSHAFT INSTALLATION. IGNORED SAME.  ,"[['CFI', Entity not linked to a knowledge base, None]]",CFI,,,
750,19921022043239A,ENGINE QUIT EN ROUTE. CRASH LANDED. NO FUEL ONBOARD. FUEL STAINS FROM RIGHT FUEL CAP. CAP FOUND SECURE NO LEAKS.   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
751,19920907042529A,RELEASED FROM AUTO TOW TOO LOW TRIED TO REVERSE COURSE AND LAND. WING STRUCK GROUND CAUSING A CARTWHEEL.           ,"[['AUTO', Entity not linked to a knowledge base, None]]",AUTO,,,
752,19920730028629A,AEROSOL SPRAY CAN SITTING ON REAR OF GLARE SHIELD SHORTED ON ELECTRIC TERMINALS. BURST INTO FLAME. ABORTED TAKEOFF.,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
753,19920928041759I,CABIN DOOR OPENED ON LIFTOFF. LANDED ON REMAINING RUNWAY WITH GEAR UP. TOWER ADVISED YOUR GEAR IS UP.              ,"[['CABIN', Entity not linked to a knowledge base, None]]",CABIN,,,
754,19921215055859I,REAR HALF OF MAIN CABIN DOOR OPENED ON CLIMB. RETURNED. LANDED SAFELY. PILOT UNSURE IF DOOR PROPERLY CLOSED.       ,"[['MAIN CABIN', Entity(wikidata_entity_id=Q1199254, wikipedia_entity_title=Economy class), None]]",MAIN CABIN,,Economy class,Q1199254
755,19921201048469A,DOOR OPENED ON TAKEOFF. TRIED TO RETURN. BUT DESCENDED INTO TREES. STUDENT BECAME FLUSTERED AND LOST CONTROL.      ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
756,19930214004179I,ON TAKEOFF ROLL RIGHT FUEL CAP SEPARATED FROM AIRCRAFT. CAP WENT THROUGH REAR ROTATING PROPELLER. PROP DESTROYED.  ,"[['AKEOFF', Entity not linked to a knowledge base, None]]",AKEOFF,,,
757,19930103002119I,ATTEMPTING TO CLOSE DOOR ON TAKEOFF. PILOT ALLOWED AIRCRAFT TO DRIFT RIGHT. STRUCK UNKNOWN OBJECT WITH WING TIP.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
758,19921106045759A,NOSE WHEEL JAMMED IN UP POSITION ON DEPARTURE. LANDED NOSE GEAR UP.FLASH LIGHT LEFT BY MECHANIC NOT NOTICED BY CREW,"[['CREW', Entity not linked to a knowledge base, None]]",CREW,,,
759,19930112003259I,ENGINE QUIT ON CLIMB. AIRCRAFT LANDED. CROSSED A DITCH. FOUND WATER IN CARBURETOR. AIRCRAFT HAD NOT FLOWN IN MONTHS,"[['CLIMB', Entity not linked to a knowledge base, None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), 'GPE']]",CLIMB,,,
760,19921120047599A,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['LL', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
761,19921120047599A,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['LL', Entity not linked to a knowledge base, None]]",LL,,,
762,19921218050889A,LACKED ACCELERATION ON TAKEOFF. FAILED TO ABORT. OVERRAN RUNWAY. PARKING BRAKE ON BUT WARNING LIGHT INOPERATIVE.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
763,19921113046579A,ENGINE QUIT ON CLIMBOUT. FOUND WATER IN FUEL. FUEL TANK CAPS NOT VENTED .                                          ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
764,19921113046579A,ENGINE QUIT ON CLIMBOUT. FOUND WATER IN FUEL. FUEL TANK CAPS NOT VENTED .                                          ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
765,19921219050909A,NO AIRSPEED ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END RUNWAY INTO DITCH. FAILED TO REMOVE PITOT COVER.            ,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
766,19930607017119A,DURING TAKEOFF DOOR CAME OPEN. TRIED TO CLOSE SAME INFLIGHT. IMPACTED STEEP TURN. FLY FIRST CLOSE DOOR ON GROUND.  ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
767,19930527015439A,LOST POWER LEFT ENGINE. FEATHERED BUT UNABLE HOLD ALTITUDE DUE SAGGING LANDING GEAR. WATER DEBRIS IN FUEL SYSTEM.  ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
768,19930522014679A,CANOPY CAME OPEN ON SHORT FINAL AND SEPARATED. AIRSPEED CAME LOW. IMPACTED SHORT OF RUNWAY. FIRST FLIGHT IN TYPE.  ,"[['CANOPY', Entity not linked to a knowledge base, None]]",CANOPY,,,
769,19930630021529A,LANDED DEEP GRASS. FIRE ERUPTED UNDER THE 206L3. CREW CHIEF ARMED AID FIRE UNIT. PILOT OR CREW CAUSED ACTIVATION.  ,"[['206L3', Entity not linked to a knowledge base, None], ['CREW CHIEF', Entity(wikidata_entity_id=Q428795, wikipedia_entity_title=Pit stop), None]]",206L3,,,
770,19930630021529A,LANDED DEEP GRASS. FIRE ERUPTED UNDER THE 206L3. CREW CHIEF ARMED AID FIRE UNIT. PILOT OR CREW CAUSED ACTIVATION.  ,"[['206L3', Entity not linked to a knowledge base, None], ['CREW CHIEF', Entity(wikidata_entity_id=Q428795, wikipedia_entity_title=Pit stop), None]]",CREW CHIEF,,Pit stop,Q428795
771,19930530020029I,PILOT LOST CONTROL OF AIRCRAFT ON TAKEOFF ROLL. PILOTS SEAT WAS NOT LOCKED IN POSITION AND SLID AFT ON ACCELARATION,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ILOTS', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
772,19930530020029I,PILOT LOST CONTROL OF AIRCRAFT ON TAKEOFF ROLL. PILOTS SEAT WAS NOT LOCKED IN POSITION AND SLID AFT ON ACCELARATION,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ILOTS', Entity not linked to a knowledge base, None]]",ILOTS,,,
773,19930430011489A,PURCHASED PLANE WITH METAL IN OIL SCREEN. ADVISED NOT TO FLY UNTIL FIXED. IGNORED. CRANKSHAFT FAILED 22HR LATER.   ,"[['CRANKSHAFT', Entity(wikidata_entity_id=Q49718, wikipedia_entity_title=Crankshaft), None]]",CRANKSHAFT,,Crankshaft,Q49718
774,19930507020409I,COCKPIT DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED. LEFT PROPELLER STRUCK TAXI LIGHT.                                 ,"[['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAKEOFF ROLL,,Takeoff,Q854248
775,19930507020409I,COCKPIT DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED. LEFT PROPELLER STRUCK TAXI LIGHT.                                 ,"[['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAXI,,Taxicab,Q82650
776,19931210050709I,AIRCRAFT WAS ON TAKEOFF ROLL WHEN BAGGAGE DOOR BECAME AJAR. SEPARATED FROM AIRCRAFT.                               ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AJAR', Entity not linked to a knowledge base, None], ['C', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
777,19931210050709I,AIRCRAFT WAS ON TAKEOFF ROLL WHEN BAGGAGE DOOR BECAME AJAR. SEPARATED FROM AIRCRAFT.                               ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AJAR', Entity not linked to a knowledge base, None], ['C', Entity not linked to a knowledge base, None]]",AJAR,,,
778,19931210050709I,AIRCRAFT WAS ON TAKEOFF ROLL WHEN BAGGAGE DOOR BECAME AJAR. SEPARATED FROM AIRCRAFT.                               ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AJAR', Entity not linked to a knowledge base, None], ['C', Entity not linked to a knowledge base, None]]",C,,,
779,19931208046329A,BALANCE BALLAST WEIGHT NOT SWITCHED TO REAR FOR 2 OCCUPANTS. WAS FORWARD FOR STUDENT SOLO. CRASHED NOSE DOWN.      ,"[['ALANCE', Entity not linked to a knowledge base, None]]",ALANCE,,,
780,19931029041169A,TIED DOWN ON OIL RIG. HURRIED DEPARTURE. FAILED UNTIE LEFT FRONT SKID. SPUN. ROTORS FLEXED CHOPPED TAIL. HIT DECK. ,"[['OIL', Entity(wikidata_entity_id=Q42962, wikipedia_entity_title=Oil), None]]",OIL,,Oil,Q42962
781,19931121050129I,AFT REAR CARGO DOOR CAME OPEN EN ROUTE. INSPECTED LOCKING ASSEMBLY. FOUND OK.                                      ,"[['AFT', Entity(wikidata_entity_id=Q340963, wikipedia_entity_title=Aft), None], ['REAR CARGO', Entity not linked to a knowledge base, None]]",AFT,,Aft,Q340963
782,19931121050129I,AFT REAR CARGO DOOR CAME OPEN EN ROUTE. INSPECTED LOCKING ASSEMBLY. FOUND OK.                                      ,"[['AFT', Entity(wikidata_entity_id=Q340963, wikipedia_entity_title=Aft), None], ['REAR CARGO', Entity not linked to a knowledge base, None]]",REAR CARGO,,,
783,19930823030129A,DEPARTED WITH LOW POWER AFT ENGINE DUE CLOGGED INJECTORS. FRONT ENGINE QUIT. STALLED. WATER IN FUEL FRONT ENGINE.  ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
784,19931025040659A,ON TAKEOFF FROM OFFSHORE PLATFORM BEGAN TO SPIN UNCONTROLLABY. IMPACTED GULF. LEFT FRONT TIEDOWN NOT REMOVED.      ,"[['AN', Entity not linked to a knowledge base, None]]",AN,,,
785,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R","[['RYAN', Entity not linked to a knowledge base, None], ['B-727-21', Entity not linked to a knowledge base, None], ['NASHVILLE', Entity(wikidata_entity_id=Q23197, wikipedia_entity_title=Nashville, Tennessee), 'GPE'], ['TN', Entity(wikidata_entity_id=Q1509, wikipedia_entity_title=Tennessee), 'GPE'], ['BNA', Entity not linked to a knowledge base, 'ORG'], ['DAYTON', Entity not linked to a knowledge base, 'GPE'], ['OH', Entity(wikidata_entity_id=Q1397, wikipedia_entity_title=Ohio), 'GPE'], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'PERSON'], ['R', Entity(wikidata_entity_id=Q29468, wikipedia_entity_title=Republican Party (United States)), 'PERSON']]",RYAN,,,
786,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R","[['RYAN', Entity not linked to a knowledge base, None], ['B-727-21', Entity not linked to a knowledge base, None], ['NASHVILLE', Entity(wikidata_entity_id=Q23197, wikipedia_entity_title=Nashville, Tennessee), 'GPE'], ['TN', Entity(wikidata_entity_id=Q1509, wikipedia_entity_title=Tennessee), 'GPE'], ['BNA', Entity not linked to a knowledge base, 'ORG'], ['DAYTON', Entity not linked to a knowledge base, 'GPE'], ['OH', Entity(wikidata_entity_id=Q1397, wikipedia_entity_title=Ohio), 'GPE'], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'PERSON'], ['R', Entity(wikidata_entity_id=Q29468, wikipedia_entity_title=Republican Party (United States)), 'PERSON']]",B-727-21,,,
787,19940209002069A,NEW PURCHASE AMPHIBIAN. FORGOT TO RAISE WHEELS FOR WATER LANDING. NOSED OVER.                                      ,"[['AMPHIBIAN', Entity(wikidata_entity_id=Q10908, wikipedia_entity_title=Amphibian), None]]",AMPHIBIAN,,Amphibian,Q10908
788,19940304000909I,"LEFT ENGINE THEN RIGHT ENGINE SHUT DON ON TAKEOFF. ABORTED, FOUND INCE AND WATER IN INLETS OF BOTH ENGINES.        ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
789,19940311004919A,"DEPARTED, CLIMBED TO 7000FT. LOST POWER. LANDED HILLY TERRAIN. RUST AND WATER IN FUEL.                             ","[['HILLY TER', Entity not linked to a knowledge base, None], ['IN', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",HILLY TER,,,
790,19940311004919A,"DEPARTED, CLIMBED TO 7000FT. LOST POWER. LANDED HILLY TERRAIN. RUST AND WATER IN FUEL.                             ","[['HILLY TER', Entity not linked to a knowledge base, None], ['IN', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",IN,,,
791,19940209004429I,"NARRATIVE: N814AA TOOK OFF ON RUNWAY 1L AT KMCI. JUST AFTER LANDING GEAR WAS RETRACTED A LOUD ""BANG"" WAS HEARD BY B","[['N', Entity not linked to a knowledge base, None], ['14', Entity not linked to a knowledge base, None], ['RUNWAY 1', Entity not linked to a knowledge base, 'FAC'], ['KMCI', Entity(wikidata_entity_id=Q1431674, wikipedia_entity_title=Kansas City International Airport), 'GPE'], ['B', Entity not linked to a knowledge base, 'PERSON']]",N,,,
792,19940209004429I,"NARRATIVE: N814AA TOOK OFF ON RUNWAY 1L AT KMCI. JUST AFTER LANDING GEAR WAS RETRACTED A LOUD ""BANG"" WAS HEARD BY B","[['N', Entity not linked to a knowledge base, None], ['14', Entity not linked to a knowledge base, None], ['RUNWAY 1', Entity not linked to a knowledge base, 'FAC'], ['KMCI', Entity(wikidata_entity_id=Q1431674, wikipedia_entity_title=Kansas City International Airport), 'GPE'], ['B', Entity not linked to a knowledge base, 'PERSON']]",14,,,
793,19940115000519A,INDICATES PILOT PULLED FUEL SHUTOFF VALVE IN PLACE OF CABIN HEAT CONTROL. LOW ROTOR RPM ON AUTOROTATION. VALVE OFF.,"[['CABIN', Entity(wikidata_entity_id=Q2389519, wikipedia_entity_title=Cabin pressurization), None]]",CABIN,,Cabin pressurization,Q2389519
794,19940312005049A,ON CLIMBOUT PARTIAL POWER LOSS. LANDED OFF AIRPORT. FOUND WATER IN FUEL.                                           ,"[['ON CLIMBOUT', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",ON CLIMBOUT,,,
795,19940314009909I,"NARRATIVE: WHILE IFR AT FL180, THE PILOT OBSERVED A DROP IN MANIFOLD AND OIL PRESSURE, FOLLOWED BY UNEVEN ENGINE OP","[['FR', Entity not linked to a knowledge base, None], ['FL180', Entity not linked to a knowledge base, None], ['UNEVEN ENGINE', Entity not linked to a knowledge base, 'PERSON']]",FR,,,
796,19940314009909I,"NARRATIVE: WHILE IFR AT FL180, THE PILOT OBSERVED A DROP IN MANIFOLD AND OIL PRESSURE, FOLLOWED BY UNEVEN ENGINE OP","[['FR', Entity not linked to a knowledge base, None], ['FL180', Entity not linked to a knowledge base, None], ['UNEVEN ENGINE', Entity not linked to a knowledge base, 'PERSON']]",FL180,,,
797,19940410010599A,LEFT MAIN GEAR COLLAPSED LANDING. EN ROUTE DEPLETED BATTERY DUE GENERATOR OFF. MANUAL GEAR EXTEND NOT LOCKED DOWN. ,"[['MA', Entity not linked to a knowledge base, None], ['EN', Entity not linked to a knowledge base, 'PERSON']]",MA,,,
798,19931215047419A,POST MAINTENANCE TEST FLIGHT. FLIGHT CONTROL FLUTTER AT 190MPH. SLOWED AND LANDED. FRACTURED SPAR. AILERON BUCKLED.,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
799,19940329008349A,ON APPROACH TO OLV ADDED POWER TO LEVEL OFF. ENGINE FAILED RESPOND. STRUCK TREES LANDING. CARB ICE. WATER IN FUEL. ,"[['OL', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",OL,,,
800,19940329008349A,ON APPROACH TO OLV ADDED POWER TO LEVEL OFF. ENGINE FAILED RESPOND. STRUCK TREES LANDING. CARB ICE. WATER IN FUEL. ,"[['OL', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
801,19940122007719I,"NARRATIVE: THE PILOT-IN-COMMAND, A CERTIFIED FLIGHT INSTRUCTOR (CFI) WROTE, ""THE STUDENT PILOT IS A QUALIFIED SOLO ","[['CERTIFIED FLIGHT INSTRUCTOR', Entity(wikidata_entity_id=Q4273128, wikipedia_entity_title=Pilot certification in the United States), None], ['CFI', Entity not linked to a knowledge base, None]]",CERTIFIED FLIGHT INSTRUCTOR,,Pilot certification in the United States,Q4273128
802,19940122007719I,"NARRATIVE: THE PILOT-IN-COMMAND, A CERTIFIED FLIGHT INSTRUCTOR (CFI) WROTE, ""THE STUDENT PILOT IS A QUALIFIED SOLO ","[['CERTIFIED FLIGHT INSTRUCTOR', Entity(wikidata_entity_id=Q4273128, wikipedia_entity_title=Pilot certification in the United States), None], ['CFI', Entity not linked to a knowledge base, None]]",CFI,,,
