,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
878,19870403008309A,"THE ENGINE QUIT AFTER LIFTOFF. THE HELICOPTER ROLLED OVER ON LANDING. A WHITE, MILKY SUBSTANCE FOUND IN THE FUEL.  ","[['INE QU', Entity not linked to a knowledge base, None], ['IFTOFF', Entity not linked to a knowledge base, None]]",INE QU,,,
879,19870403008309A,"THE ENGINE QUIT AFTER LIFTOFF. THE HELICOPTER ROLLED OVER ON LANDING. A WHITE, MILKY SUBSTANCE FOUND IN THE FUEL.  ","[['INE QU', Entity not linked to a knowledge base, None], ['IFTOFF', Entity not linked to a knowledge base, None]]",IFTOFF,,,
880,19870326044499A,THE ENGINE FAILED ON TAKEOFF. THE AIRCRAFT STRUCK A FENCE AND A DITCH ON LANDING. WATER FOUND IN FUEL.             ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EL', Entity not linked to a knowledge base, 'ORG']]",ENGINE,,Aircraft engine,Q743004
881,19870326044499A,THE ENGINE FAILED ON TAKEOFF. THE AIRCRAFT STRUCK A FENCE AND A DITCH ON LANDING. WATER FOUND IN FUEL.             ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EL', Entity not linked to a knowledge base, 'ORG']]",TAKEOFF,,Takeoff,Q854248
882,19870211003519A,"BOMB THREAT CAUSED NON SCHEDULED LANDING AND EVACUATION. SOME SLIDES FAILED, ONE DETACHED BY ERROR. SEVERAL INJURED","[['BOMB THREAT', Entity(wikidata_entity_id=Q834368, wikipedia_entity_title=Bomb threat), None], ['ONE', None, 'CARDINAL'], ['SE', None, 'ORDINAL']]",BOMB THREAT,,Bomb threat,Q834368
883,19870410009159A,THE AIRCRAFT GROUND LOOPED ON TAKEOFF ROLL. THE PILOT FAILED TO CHECK THE SEAT LATCH AND IT SLID FULL AFT.         ,"[['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF ROLL,,Takeoff,Q854248
884,19870321007189A,THE ENGINE FAILED SHORTLY AFTER TAKEOFF.  THE AIRCRAFT HIT TREES ON LANDING.  WATER AND DEBRIS IN FUEL SYSTEM.     ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
885,19870411033269I,ENGINE FAILED ON TAKEOFF AND AIRCRAFT WAS UNABLE TO MAKE THE RUNWAY. WATER AND ALGAE FOUND IN SERVO INDUCTION PUMP.,"[['SER', Entity not linked to a knowledge base, None]]",SER,,,
886,19870305005389A,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT IMPACTED THE FROZEN LAKE. PILOT SUSPECTS INADEQUATE PREHEATING.      ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['THE FROZEN LAKE', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
887,19870305005389A,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT IMPACTED THE FROZEN LAKE. PILOT SUSPECTS INADEQUATE PREHEATING.      ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['THE FROZEN LAKE', Entity not linked to a knowledge base, None]]",THE FROZEN LAKE,,,
888,19870311079039A,ENGINE LOST POWER ON CLIMBOUT. OVERSHOT RUNWAY ON LANDING WITHOUT FLAPS. WATER IN FUEL. FUEL TANK AD NOT COMPLIED. ,"[['EL', Entity(wikidata_entity_id=Q2633778, wikipedia_entity_title=Elevation), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",EL,,Elevation,Q2633778
889,19870311079039A,ENGINE LOST POWER ON CLIMBOUT. OVERSHOT RUNWAY ON LANDING WITHOUT FLAPS. WATER IN FUEL. FUEL TANK AD NOT COMPLIED. ,"[['EL', Entity(wikidata_entity_id=Q2633778, wikipedia_entity_title=Elevation), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
890,19870408025949I,A CARGO DOOR WARNING LIGHT CAME ON DURING CLIMB.  THE AIRCRAFT RETURNED TO THE AIRPORT.  DOOR IMPROPERLY LATCHED.  ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",CARGO,,Cargo,Q319224
891,19870328016529I,OIL ON RIGHT ENGINE DECREASED AFTER LIFTOFF. RETURNED AND FOUND OIL CAP AJAR.                                      ,"[['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OIL CAP AJAR', Entity not linked to a knowledge base, None]]",LIFTOFF,,Takeoff,Q854248
892,19870328016529I,OIL ON RIGHT ENGINE DECREASED AFTER LIFTOFF. RETURNED AND FOUND OIL CAP AJAR.                                      ,"[['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OIL CAP AJAR', Entity not linked to a knowledge base, None]]",OIL CAP AJAR,,,
893,19870228015259I,"DURING TAXI ON YELLOW LINE, THE WINGTIP STRUCK A MISPLACED BARRICADE.                                              ","[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None], ['YELLOW LINE', Entity not linked to a knowledge base, None], ['WINGTIP STRUCK', Entity not linked to a knowledge base, None], ['PLACED', Entity(wikidata_entity_id=Q235536, wikipedia_entity_title=Incertae sedis), None], ['ARRICADE', Entity not linked to a knowledge base, None]]",TAXI,,Taxicab,Q82650
894,19870228015259I,"DURING TAXI ON YELLOW LINE, THE WINGTIP STRUCK A MISPLACED BARRICADE.                                              ","[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None], ['YELLOW LINE', Entity not linked to a knowledge base, None], ['WINGTIP STRUCK', Entity not linked to a knowledge base, None], ['PLACED', Entity(wikidata_entity_id=Q235536, wikipedia_entity_title=Incertae sedis), None], ['ARRICADE', Entity not linked to a knowledge base, None]]",YELLOW LINE,,,
895,19870228015259I,"DURING TAXI ON YELLOW LINE, THE WINGTIP STRUCK A MISPLACED BARRICADE.                                              ","[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None], ['YELLOW LINE', Entity not linked to a knowledge base, None], ['WINGTIP STRUCK', Entity not linked to a knowledge base, None], ['PLACED', Entity(wikidata_entity_id=Q235536, wikipedia_entity_title=Incertae sedis), None], ['ARRICADE', Entity not linked to a knowledge base, None]]",WINGTIP STRUCK,,,
896,19870228015259I,"DURING TAXI ON YELLOW LINE, THE WINGTIP STRUCK A MISPLACED BARRICADE.                                              ","[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None], ['YELLOW LINE', Entity not linked to a knowledge base, None], ['WINGTIP STRUCK', Entity not linked to a knowledge base, None], ['PLACED', Entity(wikidata_entity_id=Q235536, wikipedia_entity_title=Incertae sedis), None], ['ARRICADE', Entity not linked to a knowledge base, None]]",PLACED,,Incertae sedis,Q235536
897,19870228015259I,"DURING TAXI ON YELLOW LINE, THE WINGTIP STRUCK A MISPLACED BARRICADE.                                              ","[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None], ['YELLOW LINE', Entity not linked to a knowledge base, None], ['WINGTIP STRUCK', Entity not linked to a knowledge base, None], ['PLACED', Entity(wikidata_entity_id=Q235536, wikipedia_entity_title=Incertae sedis), None], ['ARRICADE', Entity not linked to a knowledge base, None]]",ARRICADE,,,
898,19870217011229I,AFT BAGGAGE DOOR CAME OPEN AT ROTATION. RETURNED AND SECURED DOOR. COPILOT VISUALLY CHECKED DOOR BEFORE TAKEOFF.   ,"[['AFT BAGGAGE', Entity not linked to a knowledge base, None], ['COPILOT', Entity(wikidata_entity_id=Q123030, wikipedia_entity_title=First officer (aviation)), 'PERSON']]",AFT BAGGAGE,,,
899,19870212011819I,"COCKPIT FILLED WITH SMOKE UPON GEAR EXTENSION, NOSE GEAR FAILED TO LOCK DOWN. FOUND CLOTHING HAD JAMMED GEAR HANDLE","[['HAD JAMMED', Entity not linked to a knowledge base, None]]",HAD JAMMED,,,
900,19861205064889A,"THE AIRCRAFT DITCHED WHEN THE ENGINES QUIT. PILOT HAD BEEN LOST DUE TO WEATHER, OPERATING WITHOUT NAVIGATION AIDS. ","[['CRAFT', Entity not linked to a knowledge base, None]]",CRAFT,,,
901,19861227081709I,CARGO DOOR OPENED ON TAKEOFF. RETURNED WITH DOOR LIGHTS ON.                                                        ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",CARGO,,Cargo,Q319224
902,19861227081709I,CARGO DOOR OPENED ON TAKEOFF. RETURNED WITH DOOR LIGHTS ON.                                                        ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
903,19861230085019I,LANDING GEAR RETRACTED PREMATURELY DURING TAKEOFF. GEAR SWITCH WAS PLACED IN UP POSITION ACCIDENTLY ON PREFLIGHT.  ,"[['GEAR SWITCH', Entity not linked to a knowledge base, None]]",GEAR SWITCH,,,
904,19870103004969I,ABORTED TAKEOFF WHEN SNOW REMOVAL VEHICLE DROVE ONTO RUNWAY.                                                       ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['DROVE ONTO RUNWAY', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
905,19870103004969I,ABORTED TAKEOFF WHEN SNOW REMOVAL VEHICLE DROVE ONTO RUNWAY.                                                       ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['DROVE ONTO RUNWAY', Entity not linked to a knowledge base, None]]",DROVE ONTO RUNWAY,,,
906,19870104013319I,UNABLE TO CLEAR FENCE ON TAKEOFF ROLL. ENGINE FAILED TO DEVELOP FULL POWER DUE TO IMPROPER WARMUP PROCEDURES.      ,"[['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['INE', Entity(wikidata_entity_id=Q107190253), None]]",TAKEOFF ROLL,,Takeoff,Q854248
907,19870104013319I,UNABLE TO CLEAR FENCE ON TAKEOFF ROLL. ENGINE FAILED TO DEVELOP FULL POWER DUE TO IMPROPER WARMUP PROCEDURES.      ,"[['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['INE', Entity(wikidata_entity_id=Q107190253), None]]",INE,,,Q107190253
908,19870224017669I,RADIOS BECAME INOPERATIVE EN ROUTE. AIRCRAFT RETURNED TO DEPARTURE CITY. FOUND CIRCUIT BREAKER OPEN. CAUSE UNKNOWN.,"[['RADIOS BEC', Entity not linked to a knowledge base, None], ['DEPARTURE CITY', Entity not linked to a knowledge base, None]]",RADIOS BEC,,,
909,19870224017669I,RADIOS BECAME INOPERATIVE EN ROUTE. AIRCRAFT RETURNED TO DEPARTURE CITY. FOUND CIRCUIT BREAKER OPEN. CAUSE UNKNOWN.,"[['RADIOS BEC', Entity not linked to a knowledge base, None], ['DEPARTURE CITY', Entity not linked to a knowledge base, None]]",DEPARTURE CITY,,,
910,19870401035709I,PILOT UNFAMILIAR WITH RADIO EQUIPMENT IN THE AIRCRAFT REQUIRED SPECIAL HANDLING.                                   ,"[['PILOT UNFAMILIAR', Entity not linked to a knowledge base, None]]",PILOT UNFAMILIAR,,,
911,19870401039749I,FRONT BAGGAGE DOOR CAME OPEN. A SUITCASE FLEW OUT AND BENT THE RIGHT PROPELLER.  PILOT DITCHED AIRCRAFT IN OCEAN.  ,"[['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",OCEAN,,Ocean,Q9430
912,19870415036209I,THE AIRCRAFT RETURNED TO THE AIRPORT AFTER TAKEOFF. THE LANDING GEAR GROUND LOCK PINS WERE NOT REMOVED ON PREFLIGHT,"[['AKEOFF', Entity not linked to a knowledge base, None]]",AKEOFF,,,
913,19870501033379I,THE GEAR COLLAPSED DURING TAKEOFF ROLL.  GEAR SELECTOR HAD BEEN MOVED TO UP POSITION BY MAINTENANCE PERSONNEL.     ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
914,19870531023049I,NOSE BAGGAGE DOOR POPPED OPEN AT LIFTOFF.  ABORTED ON REMAINING RUNWAY.  SECURED DOOR AND DEPARTED.                ,"[['NOSE BAGGAGE', Entity not linked to a knowledge base, None], ['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE']]",NOSE BAGGAGE,,,
915,19870603052279I,NOSE GEAR COLLAPSED ON ROLLOUT. BATTERY IN DISCHARGED CONDITION. ALTERNATOR SWITCH WAS OFF.                        ,"[['NOSE', Entity not linked to a knowledge base, None]]",NOSE,,,
916,19870618066619I,CABIN DOOR CAME OPEN DURING CLIMB AFTER WIND NOISE WAS HEARD. RETURNED AND SHUT THE DOOR.                          ,"[['CABIN DO', Entity not linked to a knowledge base, None], ['IND', Entity not linked to a knowledge base, None]]",CABIN DO,,,
917,19870618066619I,CABIN DOOR CAME OPEN DURING CLIMB AFTER WIND NOISE WAS HEARD. RETURNED AND SHUT THE DOOR.                          ,"[['CABIN DO', Entity not linked to a knowledge base, None], ['IND', Entity not linked to a knowledge base, None]]",IND,,,
918,19870611033109I,OIL NOTED ON ENGINE COWLING AT TAKEOFF.  RETURNED.  DISCOVERED THE OIL CAP WAS LOOSE.                              ,"[['ENGINE COWL', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",ENGINE COWL,,,
919,19870611033109I,OIL NOTED ON ENGINE COWLING AT TAKEOFF.  RETURNED.  DISCOVERED THE OIL CAP WAS LOOSE.                              ,"[['ENGINE COWL', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
920,19870425011419A,THE ENGINE FAILED AND THE AIRCRAFT LANDED IN SWAMP. WATER FOUND IN AUTO FUEL. PILOT NOT RATED. AIRCRAFT STOLEN.    ,"[['AUTO FUEL', Entity(wikidata_entity_id=Q337540, wikipedia_entity_title=Motor fuel), None]]",AUTO FUEL,,Motor fuel,Q337540
921,19870518072579I,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR WAS FOUND TO BE OPEN. GROUND CREW FAILED TO SECURE THE DOOR.                ,"[['NOSE BAGGAGE', Entity not linked to a knowledge base, None]]",NOSE BAGGAGE,,,
922,19870702039209I,HIGH PRESSURE FUEL PUMP WAS ON DURING TAXI. ENGINE QUIT. DURING RESTART ATTEMPT FUEL ACCUMULATION ON GROUND IGNITED,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAXI,,Taxicab,Q82650
923,19870601035769I,FUEL WAS EXHAUSTED DURING A LOCAL FLIGHT.  LANDED IN A FIELD.  FUEL PETCOCK DRAIN HAD BEEN OPENED INADVERTENTLY.   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL PETCOCK', Entity not linked to a knowledge base, None], ['IN', Entity not linked to a knowledge base, None]]",FUEL,,Fuel,Q42501
924,19870601035769I,FUEL WAS EXHAUSTED DURING A LOCAL FLIGHT.  LANDED IN A FIELD.  FUEL PETCOCK DRAIN HAD BEEN OPENED INADVERTENTLY.   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL PETCOCK', Entity not linked to a knowledge base, None], ['IN', Entity not linked to a knowledge base, None]]",FUEL PETCOCK,,,
925,19870601035769I,FUEL WAS EXHAUSTED DURING A LOCAL FLIGHT.  LANDED IN A FIELD.  FUEL PETCOCK DRAIN HAD BEEN OPENED INADVERTENTLY.   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL PETCOCK', Entity not linked to a knowledge base, None], ['IN', Entity not linked to a knowledge base, None]]",IN,,,
926,19870513038079I,OIL SMEAR FINALLLY COVERED WINDSHIELD BEFORE EMERGENCY LANDING WAS MADE. CAUSE OF OIL LEAK NOT DEFINED.            ,"[['OIL SMEAR', Entity not linked to a knowledge base, None]]",OIL SMEAR,,,
927,19870624041889I,NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL.  A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES.          ,"[['NOSE CARGO COMPARTMENT', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",NOSE CARGO COMPARTMENT,,,
928,19870624041889I,NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL.  A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES.          ,"[['NOSE CARGO COMPARTMENT', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF ROLL,,Takeoff,Q854248
929,19870720057469I,OIL FROM ENGINE CAUGHT FIRE AND EXTINGUISHED BY FIRE BOTTLE.  SAFE LANDING.                                        ,"[['ENGINE CAUGHT FIRE', Entity not linked to a knowledge base, None]]",ENGINE CAUGHT FIRE,,,
930,19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ","[['CANOPY', Entity not linked to a knowledge base, None]]",CANOPY,,,
931,19870606018859A,UNABLE TO STAY AIRBORNE ON TAKEOFF. ABORTED AND GROUND LOOPED INTO A TREE TO AVOID OVERRUN. MAG SWITCH ON ONE MAG. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ONE', None, 'CARDINAL']]",TAKEOFF,,Takeoff,Q854248
932,19870618043669I,SMOKE FROM ENGINES AFTER TAKEOFF. RETURNED. OIL FILLER CAPS WERE NOT SECURED.                                      ,"[['MOKE', Entity not linked to a knowledge base, None], ['ENGINES', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OIL FILLER', Entity not linked to a knowledge base, 'PERSON']]",MOKE,,,
933,19870618043669I,SMOKE FROM ENGINES AFTER TAKEOFF. RETURNED. OIL FILLER CAPS WERE NOT SECURED.                                      ,"[['MOKE', Entity not linked to a knowledge base, None], ['ENGINES', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OIL FILLER', Entity not linked to a knowledge base, 'PERSON']]",ENGINES,,,
934,19870618043669I,SMOKE FROM ENGINES AFTER TAKEOFF. RETURNED. OIL FILLER CAPS WERE NOT SECURED.                                      ,"[['MOKE', Entity not linked to a knowledge base, None], ['ENGINES', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OIL FILLER', Entity not linked to a knowledge base, 'PERSON']]",TAKEOFF,,Takeoff,Q854248
935,19870418010159A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT NOSED OVER ON LANDING. SOME WATER WAS FOUND IN THE AUTO GAS.     ,"[['INE', Entity(wikidata_entity_id=Q107190253), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AUTO', Entity not linked to a knowledge base, None]]",INE,,,Q107190253
936,19870418010159A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT NOSED OVER ON LANDING. SOME WATER WAS FOUND IN THE AUTO GAS.     ,"[['INE', Entity(wikidata_entity_id=Q107190253), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AUTO', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
937,19870418010159A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT NOSED OVER ON LANDING. SOME WATER WAS FOUND IN THE AUTO GAS.     ,"[['INE', Entity(wikidata_entity_id=Q107190253), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AUTO', Entity not linked to a knowledge base, None]]",AUTO,,,
938,19870430022259I,THE AIRCRAFT WOULD NOT PRESSURIZE AND THE AIRCRAFT RETURNED TO AIRPORT.  CARGO DOOR UNLATCHED.  WARNING LIGHT INOP.,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",CARGO,,Cargo,Q319224
939,19870421060899A,HELICOPTER IMPACTED GROUND AND ROLLED OVER AFTER LOSS OF TAIL ROTOR CONTROL. PRIOR DAMAGE IGNORED. NO AIRWORTHINESS,"[['HELICOPTER', Entity(wikidata_entity_id=Q34486, wikipedia_entity_title=Helicopter), None]]",HELICOPTER,,Helicopter,Q34486
940,19870623069389I,APU CAUGHT FIRE DURING START. APU PLACARDED EXCEPT FOR START SWITCH. APU WAS INOPERATIVE DEFERRED IN LOGS.         ,"[['APU', Entity not linked to a knowledge base, None], ['APU', Entity(wikidata_entity_id=Q4266894, wikipedia_entity_title=Apu (1899 icebreaker)), None], ['APU', Entity not linked to a knowledge base, None]]",APU,,,
941,19870622055261A,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,"[['MECHANIC', Entity(wikidata_entity_id=Q327029, wikipedia_entity_title=Mechanic), None], ['XI', Entity not linked to a knowledge base, None], ['747', Entity(wikidata_entity_id=Q179, wikipedia_entity_title=Boeing 747), None]]",MECHANIC,,Mechanic,Q327029
942,19870622055261A,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,"[['MECHANIC', Entity(wikidata_entity_id=Q327029, wikipedia_entity_title=Mechanic), None], ['XI', Entity not linked to a knowledge base, None], ['747', Entity(wikidata_entity_id=Q179, wikipedia_entity_title=Boeing 747), None]]",XI,,,
943,19870622055261A,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,"[['MECHANIC', Entity(wikidata_entity_id=Q327029, wikipedia_entity_title=Mechanic), None], ['XI', Entity not linked to a knowledge base, None], ['747', Entity(wikidata_entity_id=Q179, wikipedia_entity_title=Boeing 747), None]]",747,,Boeing 747,Q179
944,19870511028879I,LEFT ENGINE DEVELOPED AN OIL LEAK AFTER LIFTOFF.  RETURNED.  OIL CAP WAS NOT PROPERLY SECURED.                     ,"[['TOFF', Entity(wikidata_entity_id=Q7769491, wikipedia_entity_title=The Toff), None]]",TOFF,,The Toff,Q7769491
945,19870508079639A,UNABLE TO ROTATE ON TAKEOFF AND OVERRAN THE DEPARTURE END OF THE RUNWAY. INCORRECT CONTROL LOCK IN YOKE.           ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['YOKE', Entity not linked to a knowledge base, 'GPE']]",TAKEOFF,,Takeoff,Q854248
946,19870501023399I,CANOPY OPENED DURING TAKEOFF.  AIRCRAFT CONTROL AFFECTED.  LANDED GEAR UP.  SAFETY LATCH DID NOT HOLD.             ,"[['OPY', Entity not linked to a knowledge base, None]]",OPY,,,
947,19870507025679I,"OVERSHOT NIGHT LANDING, VEERED OFF RUNWAY TO AVOID A FENCE. OVER ONE HALF OF RUNWAY LIGHTS INOPERATIVE.            ","[['OVERSHOT', Entity(wikidata_entity_id=Q146728, wikipedia_entity_title=Water wheel), None], ['AV', Entity not linked to a knowledge base, 'GPE'], ['OVER ONE HALF', None, 'CARDINAL']]",OVERSHOT,,Water wheel,Q146728
948,19871031061469A,"ON LANDING, RAN OFF SIDE OF RUNWAY INTO MUD AND FLIPPED OVER.PILOT HAD FAILED TO SECURE AILERON REFLEXER CONTROL.  ","[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
949,19870922059019A,LEFT ON OVER WATER FLIGHT WITH FUEL PUMP INOPERATIVE AND USING THE ELECTRIC AUX PUMP WHICH FAILED. DITCHED IN OCEAN,"[['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",OCEAN,,Ocean,Q9430
950,19870927068249I,CANOPY SEPARATED THE AIRCRAFT DURING TAKEOFF ROLL. PILOT FORGOT TO LATCH THE CANOPY.                               ,"[['OPY', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q21026829), None], ['CANOPY', Entity(wikidata_entity_id=Q2736751, wikipedia_entity_title=Aircraft canopy), None]]",OPY,,,
951,19870927068249I,CANOPY SEPARATED THE AIRCRAFT DURING TAKEOFF ROLL. PILOT FORGOT TO LATCH THE CANOPY.                               ,"[['OPY', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q21026829), None], ['CANOPY', Entity(wikidata_entity_id=Q2736751, wikipedia_entity_title=Aircraft canopy), None]]",TAKEOFF ROLL,,,Q21026829
952,19870927068249I,CANOPY SEPARATED THE AIRCRAFT DURING TAKEOFF ROLL. PILOT FORGOT TO LATCH THE CANOPY.                               ,"[['OPY', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q21026829), None], ['CANOPY', Entity(wikidata_entity_id=Q2736751, wikipedia_entity_title=Aircraft canopy), None]]",CANOPY,,Aircraft canopy,Q2736751
953,19870726046199I,ENGINE QUIT WITHOUT WARNING ON TAKEOFF. LANDED ON A ROAD. WATER FOUND IN THE CARBURETOR BOWL.                      ,"[['ENG', Entity not linked to a knowledge base, None], ['CARBURETOR BOWL', Entity not linked to a knowledge base, None]]",ENG,,,
954,19870726046199I,ENGINE QUIT WITHOUT WARNING ON TAKEOFF. LANDED ON A ROAD. WATER FOUND IN THE CARBURETOR BOWL.                      ,"[['ENG', Entity not linked to a knowledge base, None], ['CARBURETOR BOWL', Entity not linked to a knowledge base, None]]",CARBURETOR BOWL,,,
955,19871014062899I,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ","[['CFI', Entity(wikidata_entity_id=Q379318, wikipedia_entity_title=Flight instructor), None]]",CFI,,Flight instructor,Q379318
956,19871016063669I,OIL COVERED THE WINDSHIELD AFTER TAKEOFF. RETURNED. AIRCRAFT IMPROPERLY ALIGNED WITH RUNWAY. OIL FILLER CAP LOOSE. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
