,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
821,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",TOWBAR,,Tow hitch,Q545837
822,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",T,,,
823,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",OWBAR,,Evat,Q5736920
824,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",TOWBAR,,Tow hitch,Q545837
825,19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,"[['TAKEO', Entity not linked to a knowledge base, None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['T', Entity not linked to a knowledge base, None], ['OWBAR', Entity(wikidata_entity_id=Q5736920, wikipedia_entity_title=Evat), None], ['TOWBAR', Entity(wikidata_entity_id=Q545837, wikipedia_entity_title=Tow hitch), None], ['CK', Entity not linked to a knowledge base, None]]",CK,,,
826,19950108000199A,LOST POWER ON CLIMBOUT. LANDED IN TREES. AIRCRAFT IDLE FOUR MONTHS. FUEL DRAINS FROZE SHUT. NO CURRENT MEDICAL.    ,"[['CLIMB', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON']]",CLIMB,,,
827,19950115000449A,UNEVEN FUEL FLOW. SLIPPED TO EQUILIZE FUEL IN TANKS. LOST POWER. NO RESTART. FUELED FROM CANS. SUMPS NOT USED.     ,"[['UNEVEN FUEL', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",UNEVEN FUEL,,,
828,19950115000449A,UNEVEN FUEL FLOW. SLIPPED TO EQUILIZE FUEL IN TANKS. LOST POWER. NO RESTART. FUELED FROM CANS. SUMPS NOT USED.     ,"[['UNEVEN FUEL', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
829,19950124001189A,TRIED TAXI NOSE WHEEL CHOCKED. PASSENGERS GOT OUT TO REMOVE CHOCK WAS STRUCK BY IDLING PROPELLER.                  ,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAXI,,Taxicab,Q82650
830,19950208003549A,LOST POWER TRIED FOR OPEN FIELD. STRUCK TREES. WATER AND ICE IN FUEL SYSTEM. PRIOR PROBLEM. MAG SWITCH ON ONE MAG. ,"[['EL', Entity not linked to a knowledge base, None]]",EL,,,
831,19950203001139A,VIBRATION ON SLOW SPRAY RUN. FELL TO GROUND. ROLLED OVER. LOST A ROTOR BLADE. WAS ADVISED OF CRACK AT ROTOR HUB.   ,"[['ROTOR HUB', Entity(wikidata_entity_id=Q1343028, wikipedia_entity_title=Helicopter rotor), None]]",ROTOR HUB,,Helicopter rotor,Q1343028
832,19950215047429I,"NARRATIVE: PILOT DEPARTED RWY 28L, VFR, REPORTED ENGINE FAILURE APPROX. 1 MILE WEST OF AIRPORT. ATC CLEARED PILOT T","[['RWY 28L', Entity not linked to a knowledge base, None], ['VFR', Entity(wikidata_entity_id=Q907246, wikipedia_entity_title=Visual flight rules), 'ORG']]",RWY 28L,,,
833,19950226002529A,THE BLIMP HAD A HISTORY OF UNRESOLVED ELECTRICAL SYSTEM CHARGING PROBLEMS. THE GROUND CREW WERE GIVEN RIDES AFTER T,"[['THE BLIMP', Entity(wikidata_entity_id=Q1324545, wikipedia_entity_title=Blimp), None]]",THE BLIMP,,Blimp,Q1324545
834,19950311003709A,UNABLE TO ROTATE ON TAKEOFF. ABORTED AND RAN OFF END RUNWAY. NOSED OVER. HAD FORGOTTEN TO REMOVE THE CONTROL LOCK. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
835,19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO","[['AMATEUR BUILT', Entity(wikidata_entity_id=Q2995267, wikipedia_entity_title=Homebuilt aircraft), None], ['BLO', Entity(wikidata_entity_id=Q96373702, wikipedia_entity_title=Blo (band)), 'GPE']]",AMATEUR BUILT,,Homebuilt aircraft,Q2995267
836,19950420011449I,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE","[['PIS-1', Entity not linked to a knowledge base, None], ['ROBERT HIGBEE', Entity not linked to a knowledge base, 'PERSON'], ['LANDE', Entity not linked to a knowledge base, 'ORG']]",PIS-1,,,
837,19950412011379I,"NARRATIVE: ON 04/12/95 A DC-6-B, N4390F OPERATED BY EVERTS AIR FUEL INC., DEPARTED THE RAMP AT FAIRBANKS INT'L AFTE","[['DC-6-B', Entity not linked to a knowledge base, None], ['EVERTS AIR FUEL INC', Entity not linked to a knowledge base, 'ORG'], [""FAIRBANKS INT'L AFTE"", Entity not linked to a knowledge base, 'ORG']]",DC-6-B,,,
838,19950511019239I,CARGO OF PALLETS SHIFTED AFT ON TAKEOFF. STRUCK AFT BULKHEAD. ABORTED PALLET CAME FORWARD INTO FRONT RETAINER WALL.,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
839,19950526019579I,ENGINE QUIT AFTER REFUELING. LANDED RICE FIELD. FOUND WATER IN FUEL. REMOVED ENGINE FOR HARD LANDING CHECK.        ,"[['RICE', Entity(wikidata_entity_id=Q5090, wikipedia_entity_title=Rice), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'GPE']]",RICE,,Rice,Q5090
840,19950417029249I,2 TAKEOFF ABORTS.AUTO THROTTLE FAILED ENGAGE.TAKEOFF EPR NOT PROGRAMED IN TO FMC.CHECK LIST IMPROPERLY PERFORMED.  ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AUTO', Entity not linked to a knowledge base, 'PERSON'], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FMC', Entity(wikidata_entity_id=Q899183, wikipedia_entity_title=FMC Corporation), 'ORG']]",TAKEOFF,,Takeoff,Q854248
841,19950421009249A,BOUNCED LANDING. TRIED GO AROUND WITH IDLE POWER. OVERFLEW RUNWAY INTO MARSH. UNFAMILIAR WITH VERNIER THROTTLE.    ,"[['VER', Entity not linked to a knowledge base, None]]",VER,,,
842,19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CO', Entity not linked to a knowledge base, None]]",CARGO,,Cargo,Q319224
843,19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CO', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
844,19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CO', Entity not linked to a knowledge base, None]]",CO,,,
845,19950703016069A,"LOW ROTOR RPM DEMO. AIRCRAFT BEGAN UNCOMMANDED TURN. LANDED HARD, BOUNCED. LEFT ANTITORQUE CABLE BROKE DUE WEAR.   ","[['EG', Entity not linked to a knowledge base, None]]",EG,,,
846,19950718019642A,"GLIDER COLLIDED WITH GROUND AFTER TOW, LOST POWER ON TAKEOFF. (.4)THE GLIDER PILOT STATED THAT AFTER HE COMPLETED H","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
847,19950527014439A,LOST CONTROL ON CLIMBOUT AFTER TOW RELEASE. ROLLED BOTH WAYS. SPIRAL TO IMPACT. NEGLECTED TO CONNECT RIGHT AILERON.,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
848,19950728028999I,GROUND LOOPED DURING DOWNWIND TAKEOFF AT EAA CONVENTION. FAILED TO LOCK TAILWHEEL. STOPPED IN A DITCH.             ,"[['EAA CON', Entity not linked to a knowledge base, None]]",EAA CON,,,
849,19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
850,19950609018129A,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ","[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
851,19950216008379I,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU","[['CESSNA 207', Entity(wikidata_entity_id=Q1057183, wikipedia_entity_title=Cessna 206), None], ['BETHEL AIRPORT', Entity(wikidata_entity_id=Q619997, wikipedia_entity_title=Bethel Airport), 'ORG']]",CESSNA 207,,Cessna 206,Q1057183
852,19950626014949A,ENGINE FAILED ON POLICE SURVEILANCE FLIGHT. AUTOROTATED TO EDGE OF CLEARING. STRUCK TREES. WATER IN FUEL.          ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
853,19950903033269I,TRIED TO TAKEOFF MOTOR GLIDER WITH FULL FLAPS. STALLED.                                                            ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
854,19950906035259I,CLIMB NR1 ENGINE FIRE LIGHT. SHUTDOWN. STILL ON. USED BOTTLES. LIGHT OUT. HAD FIRE NO LEAK CHK NOZZLE CHANGE PER AD,"[['CLIMB NR1', Entity not linked to a knowledge base, None]]",CLIMB NR1,,,
855,19950703022969I,LOST POWER ON TAKEOFF. LANDED OFF AIRPORT. FUEL SELECT ON EMPTY TANK. OTHER FULL. FUEL GAGE INOPERATIVE.           ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
856,19950703022969I,LOST POWER ON TAKEOFF. LANDED OFF AIRPORT. FUEL SELECT ON EMPTY TANK. OTHER FULL. FUEL GAGE INOPERATIVE.           ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
857,19950708017569A,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
858,19950708017569A,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
859,19951012037469I,"NARRATIVE: STUDENT PILOT ON HER FIRST CROSS COUNTRY SOLO. RECEIVED WEATHER BRIEFING, FILED A VFR PLAN, THEN DEPARTE","[['SOLO', Entity not linked to a knowledge base, None], ['V', Entity not linked to a knowledge base, None]]",SOLO,,,
860,19951012037469I,"NARRATIVE: STUDENT PILOT ON HER FIRST CROSS COUNTRY SOLO. RECEIVED WEATHER BRIEFING, FILED A VFR PLAN, THEN DEPARTE","[['SOLO', Entity not linked to a knowledge base, None], ['V', Entity not linked to a knowledge base, None]]",V,,,
861,19950717033279I,CLIMBING THRU FL390 IN HEAVY RAIN. NR1 ENGINE FLAMED OUT. IGNITION SWITCH WAS NOT PUT IN AIR POSITION. RETURNED.   ,"[['THRU FL390', Entity not linked to a knowledge base, None], ['NR1', Entity(wikidata_entity_id=Q18026512, wikipedia_entity_title=GRIN1), None]]",THRU FL390,,,
862,19950717033279I,CLIMBING THRU FL390 IN HEAVY RAIN. NR1 ENGINE FLAMED OUT. IGNITION SWITCH WAS NOT PUT IN AIR POSITION. RETURNED.   ,"[['THRU FL390', Entity not linked to a knowledge base, None], ['NR1', Entity(wikidata_entity_id=Q18026512, wikipedia_entity_title=GRIN1), None]]",NR1,,GRIN1,Q18026512
863,19950721019499A,LOST POWER AFTER SWITCHING TANKS. HIT WIRES LANDING. FUEL TANKS WERE EMPTY. BLADDER WAS COLLAPSED. FALSE READING. (,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['BL', Entity not linked to a knowledge base, None]]",FUEL,,Fuel,Q42501
864,19950721019499A,LOST POWER AFTER SWITCHING TANKS. HIT WIRES LANDING. FUEL TANKS WERE EMPTY. BLADDER WAS COLLAPSED. FALSE READING. (,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['BL', Entity not linked to a knowledge base, None]]",BL,,,
865,19950727025109I,LEFT HYDRAULICS LOST. SKYDROL FUMES IN CABIN. DISPATCHED GENERATOR INOP.APS WAS USED APU HYDRAULIC LINE BURST.     ,"[['CABIN', Entity not linked to a knowledge base, None], ['APS', Entity not linked to a knowledge base, 'PERSON'], ['APU', Entity not linked to a knowledge base, None]]",CABIN,,,
866,19951116045649I,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,"[['CRAFT', Entity not linked to a knowledge base, None], ['N363', Entity not linked to a knowledge base, None], ['PHILADELPHIA', Entity not linked to a knowledge base, None], ['PHL', Entity not linked to a knowledge base, None]]",CRAFT,,,
867,19951116045649I,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,"[['CRAFT', Entity not linked to a knowledge base, None], ['N363', Entity not linked to a knowledge base, None], ['PHILADELPHIA', Entity not linked to a knowledge base, None], ['PHL', Entity not linked to a knowledge base, None]]",N363,,,
868,19951116045649I,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,"[['CRAFT', Entity not linked to a knowledge base, None], ['N363', Entity not linked to a knowledge base, None], ['PHILADELPHIA', Entity not linked to a knowledge base, None], ['PHL', Entity not linked to a knowledge base, None]]",PHILADELPHIA,,,
869,19951116045649I,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,"[['CRAFT', Entity not linked to a knowledge base, None], ['N363', Entity not linked to a knowledge base, None], ['PHILADELPHIA', Entity not linked to a knowledge base, None], ['PHL', Entity not linked to a knowledge base, None]]",PHL,,,
870,19951027034839A,ON TAKEOFF ROLL NO LIFTOFF UNTIL OFF END RUNWAY. OVER AUTO INTO TREES. EXPLODED. FOUND CONTROL LOCK STILL IN PLACE.,"[['ON TAKEOFF', Entity not linked to a knowledge base, None]]",ON TAKEOFF,,,
871,19951123038129A,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,"[['ON CLIMBOUT', Entity not linked to a knowledge base, None]]",ON CLIMBOUT,,,
872,19951114046609I,"NARRATIVE: DELTA FLIGHT 981 WAS BEING MARSHALLED INTO PARKING AT AVL WITH WING WALKERS. JUST PRIOR TO STOPPING, AN ","[['DELTA FLIGHT 981', Entity not linked to a knowledge base, None], ['AVL', Entity(wikidata_entity_id=Q300157, wikipedia_entity_title=AVL (engineering company)), 'GPE']]",DELTA FLIGHT 981,,,
873,19950929030639A,STALLED AS CLIMB ANGLE VARIED ON TAKEOFF. FOUND SEAT HAD SLID REARWARD.LOST CONTROL. SERVICE LETTER NOT COMPLIED.  ,"[['CL', Entity not linked to a knowledge base, None], ['B', Entity not linked to a knowledge base, 'PERSON'], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",CL,,,
874,19960129005889A,ROLLED OVER ATTEMPTING TAKEOFF FROM SHIP HELIPAD. FELL INTO OCEAN INVERTED. SANK. REAR TIEDOWN STRAP NOT REMOVED.  ,"[['EO', Entity not linked to a knowledge base, None], ['SHIP HELIPAD', Entity not linked to a knowledge base, None], ['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",EO,,,
875,19960129005889A,ROLLED OVER ATTEMPTING TAKEOFF FROM SHIP HELIPAD. FELL INTO OCEAN INVERTED. SANK. REAR TIEDOWN STRAP NOT REMOVED.  ,"[['EO', Entity not linked to a knowledge base, None], ['SHIP HELIPAD', Entity not linked to a knowledge base, None], ['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",SHIP HELIPAD,,,
876,19960129005889A,ROLLED OVER ATTEMPTING TAKEOFF FROM SHIP HELIPAD. FELL INTO OCEAN INVERTED. SANK. REAR TIEDOWN STRAP NOT REMOVED.  ,"[['EO', Entity not linked to a knowledge base, None], ['SHIP HELIPAD', Entity not linked to a knowledge base, None], ['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",OCEAN,,Ocean,Q9430
877,19960209004139I,NARRATIVE: TWO KC FSDO INSPECTORS WERE ON THE EXECUTIVE BEECH FBO RAMP INSPECTING AN AIRPLANE WHEN N4517T WAS OBSER,"[['KC FSDO', Entity not linked to a knowledge base, None], ['BEECH', Entity(wikidata_entity_id=Q25403, wikipedia_entity_title=Beech), None], ['BO', Entity not linked to a knowledge base, None], ['N4517T', Entity not linked to a knowledge base, None]]",KC FSDO,,,
878,19960209004139I,NARRATIVE: TWO KC FSDO INSPECTORS WERE ON THE EXECUTIVE BEECH FBO RAMP INSPECTING AN AIRPLANE WHEN N4517T WAS OBSER,"[['KC FSDO', Entity not linked to a knowledge base, None], ['BEECH', Entity(wikidata_entity_id=Q25403, wikipedia_entity_title=Beech), None], ['BO', Entity not linked to a knowledge base, None], ['N4517T', Entity not linked to a knowledge base, None]]",BEECH,,Beech,Q25403
879,19960209004139I,NARRATIVE: TWO KC FSDO INSPECTORS WERE ON THE EXECUTIVE BEECH FBO RAMP INSPECTING AN AIRPLANE WHEN N4517T WAS OBSER,"[['KC FSDO', Entity not linked to a knowledge base, None], ['BEECH', Entity(wikidata_entity_id=Q25403, wikipedia_entity_title=Beech), None], ['BO', Entity not linked to a knowledge base, None], ['N4517T', Entity not linked to a knowledge base, None]]",BO,,,
880,19960209004139I,NARRATIVE: TWO KC FSDO INSPECTORS WERE ON THE EXECUTIVE BEECH FBO RAMP INSPECTING AN AIRPLANE WHEN N4517T WAS OBSER,"[['KC FSDO', Entity not linked to a knowledge base, None], ['BEECH', Entity(wikidata_entity_id=Q25403, wikipedia_entity_title=Beech), None], ['BO', Entity not linked to a knowledge base, None], ['N4517T', Entity not linked to a knowledge base, None]]",N4517T,,,
881,19951009037079A,LOST POWER ON TAKEOFF. COLLIDED WITH TREES. USED AUTO FUEL. CARB NEEDLE VALVE SWELLED. CUT FUEL FLOW. SELECTOR OFF ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AUTO', Entity not linked to a knowledge base, None], ['CARB', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None]]",TAKEOFF,,Takeoff,Q854248
882,19951009037079A,LOST POWER ON TAKEOFF. COLLIDED WITH TREES. USED AUTO FUEL. CARB NEEDLE VALVE SWELLED. CUT FUEL FLOW. SELECTOR OFF ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AUTO', Entity not linked to a knowledge base, None], ['CARB', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None]]",AUTO,,,
883,19951009037079A,LOST POWER ON TAKEOFF. COLLIDED WITH TREES. USED AUTO FUEL. CARB NEEDLE VALVE SWELLED. CUT FUEL FLOW. SELECTOR OFF ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AUTO', Entity not linked to a knowledge base, None], ['CARB', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None]]",CARB,,Carburetor,Q165435
884,19951022033809A,FIRST SOLO CROSSCOUNTRY. GUST LIFTED AIRCRAFT. BEGAN GO AROUND. FULL FLAPS. DRIFTED. BANKED AVOID TREES. HIT GROUND,"[['EGAN', Entity not linked to a knowledge base, None]]",EGAN,,,
885,19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,"[['OCEAN', Entity not linked to a knowledge base, None]]",OCEAN,,,
886,19951210047019A,HEARD NOISE ON TAKEOFF. ABORTED. SLID OFF RUNWAY. BELEIVES PASSENGER ACCIDENTLY UNLATCHED CARGO DOOR BOARDING.     ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CARGO DO', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
887,19951210047019A,HEARD NOISE ON TAKEOFF. ABORTED. SLID OFF RUNWAY. BELEIVES PASSENGER ACCIDENTLY UNLATCHED CARGO DOOR BOARDING.     ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CARGO DO', Entity not linked to a knowledge base, None]]",CARGO DO,,,
888,19951220047569I,"NARRATIVE: ON SUNDAY, DECEMBER 24, 1995, AT 1530 MST, A CESSNA 210E, N2323F, LANDED WITH THE MAIN LANDING GEAR IN T","[['CESSNA 210E', Entity not linked to a knowledge base, None]]",CESSNA 210E,,,
889,19960501031129A,USDA AIRCRAFT. ABORTED TAKEOFF DUE LOUD NOISE. FLEW TIRES. LEFT RUNWAY. OVER DEFLICTED UNDER INFLATED TIRES. (-23) ,"[['USDA AIRCRAFT', Entity not linked to a knowledge base, None], ['EO', Entity not linked to a knowledge base, None]]",USDA AIRCRAFT,,,
890,19960501031129A,USDA AIRCRAFT. ABORTED TAKEOFF DUE LOUD NOISE. FLEW TIRES. LEFT RUNWAY. OVER DEFLICTED UNDER INFLATED TIRES. (-23) ,"[['USDA AIRCRAFT', Entity not linked to a knowledge base, None], ['EO', Entity not linked to a knowledge base, None]]",EO,,,
891,19960216001999A,LOST POWER EN ROUTE.SEPARATED LEFT MAIN LANDING GEAR IN ROUGH FIELD. HAD SAT IDLE PRIOR 5 MONTHS. FUEL CONTAMINATED,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
892,19960524029929A,AIRCRAFT PARKED ON SHORE WATER ROSE OVER TAIL. PUMPED OUT WATER PRIOR FLIGHT. CRASHED IN LAKE. KNOWN TO LEAK WATER.,"[['SHORE', Entity(wikidata_entity_id=Q468756, wikipedia_entity_title=Shore), None], ['LAKE', Entity(wikidata_entity_id=Q23397, wikipedia_entity_title=Lake), 'GPE']]",SHORE,,Shore,Q468756
893,19960605012789A,DOOR CAME OPEN ON TAKEOFF. ABORTED AND RAN OFF END RUNWAY TRYING TO KEEP A PET DOG IN AIRCRAFT. ROUGH REMOTE STRIP.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
894,19960614020959I,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,","[['ILT', Entity(wikidata_entity_id=Q16977668, wikipedia_entity_title=Information Learning Technology), None], ['ARAY', Entity(wikidata_entity_id=Q745637, wikipedia_entity_title=Ara the Handsome), None], ['CRAFT', Entity not linked to a knowledge base, None], ['LAKE GENEVA', Entity(wikidata_entity_id=Q6403, wikipedia_entity_title=Lake Geneva), None]]",ILT,,Information Learning Technology,Q16977668
